ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /0.47,Q. 2 /0.66,Q. 3 /0.19,Q. 4 /0.85,Q. 5 /5.38,Q. 6 /12.45
28600712.0,Finished,14 décembre 2021  3:54 ,14 décembre 2021  5:31 ,97.0,16.00,0.42,0.66,0.09,0.85,5.38,8.59
28610127.0,Finished,15 décembre 2021  10:52 ,15 décembre 2021  12:27 ,94.0,19.80,0.47,0.66,0.19,0.85,5.28,12.34
28610328.0,Finished,16 décembre 2021  5:53 ,16 décembre 2021  7:13 ,79.0,18.90,0.47,0.57,0.00,0.85,5.38,11.64
28717871.0,Finished,13 décembre 2021  4:01 ,13 décembre 2021  5:43 ,101.0,12.17,0.47,0.66,0.19,0.85,5.38,4.62
28601343.0,Finished,16 décembre 2021  5:51 ,16 décembre 2021  7:10 ,78.0,13.71,0.47,0.47,0.09,0.71,5.00,6.96
3603679.0,Finished,15 décembre 2021  10:52 ,15 décembre 2021  12:19 ,87.0,16.00,0.47,0.66,0.19,0.71,5.38,8.59
3809215.0,Finished,16 décembre 2021  5:52 ,16 décembre 2021  7:31 ,99.0,14.32,0.47,0.66,0.00,0.85,5.38,6.96
3800646.0,Finished,13 décembre 2021  4:03 ,13 décembre 2021  5:43 ,99.0,17.25,0.47,0.66,0.00,0.71,5.19,10.22
28603036.0,Finished,15 décembre 2021  10:54 ,15 décembre 2021  12:19 ,84.0,15.91,0.47,0.57,0.09,0.85,5.28,8.65
21109001.0,Finished,13 décembre 2021  4:02 ,13 décembre 2021  5:31 ,88.0,17.33,0.47,0.57,0.09,0.71,5.38,10.11
28720778.0,Finished,13 décembre 2021  5:39 ,13 décembre 2021  7:24 ,105.0,1.13,0.47,0.66,-,-,-,-
21102696.0,Finished,17 décembre 2021  11:07 ,17 décembre 2021  12:32 ,84.0,19.95,0.47,0.66,0.19,0.85,5.38,12.40
28600602.0,Finished,13 décembre 2021  4:07 ,13 décembre 2021  5:27 ,79.0,9.40,0.47,0.19,0.00,0.85,5.28,2.61
21104636.0,Finished,13 décembre 2021  4:00 ,13 décembre 2021  5:05 ,64.0,15.50,0.47,0.57,0.19,0.85,5.38,8.05
28600518.0,Finished,16 décembre 2021  5:49 ,16 décembre 2021  7:34 ,105.0,15.53,0.47,0.38,0.00,0.71,5.38,8.59
28602737.0,Finished,14 décembre 2021  3:51 ,14 décembre 2021  5:05 ,73.0,15.20,0.42,0.57,0.09,0.85,5.38,7.88
28600880.0,Finished,15 décembre 2021  10:52 ,15 décembre 2021  12:28 ,95.0,20.00,0.47,0.66,0.19,0.85,5.38,12.45
28603735.0,Finished,13 décembre 2021  4:00 ,13 décembre 2021  5:30 ,89.0,17.57,0.47,0.57,0.19,0.85,5.38,10.11
3805942.0,Finished,13 décembre 2021  4:06 ,13 décembre 2021  5:45 ,99.0,16.19,0.47,0.66,0.19,0.85,5.38,8.65
28009976.0,Finished,16 décembre 2021  5:54 ,16 décembre 2021  6:54 ,60.0,8.78,0.42,0.28,0.00,0.85,5.38,1.85
28606375.0,Finished,15 décembre 2021  10:50 ,15 décembre 2021  12:23 ,92.0,17.35,0.09,0.57,0.19,0.85,5.38,10.28
28717408.0,Finished,16 décembre 2021  5:54 ,16 décembre 2021  7:08 ,73.0,19.91,0.47,0.66,0.09,0.85,5.38,12.45
28607006.0,Finished,13 décembre 2021  4:15 ,13 décembre 2021  5:42 ,86.0,15.67,0.47,0.28,0.09,0.85,5.38,8.59
28617513.0,Finished,14 décembre 2021  3:49 ,14 décembre 2021  5:34 ,105.0,9.94,0.28,0.57,0.00,0.57,2.92,5.60
3800992.0,Finished,16 décembre 2021  5:54 ,16 décembre 2021  7:38 ,104.0,15.32,0.47,0.19,0.00,0.85,5.38,8.43
28705217.0,Finished,13 décembre 2021  4:00 ,13 décembre 2021  5:24 ,84.0,15.91,0.47,0.66,0.00,0.85,5.28,8.65
28600456.0,Finished,15 décembre 2021  11:07 ,15 décembre 2021  12:44 ,97.0,12.90,0.47,0.57,0.09,0.85,3.96,6.96
28618173.0,Finished,15 décembre 2021  10:52 ,15 décembre 2021  12:25 ,93.0,19.91,0.47,0.66,0.09,0.85,5.38,12.45
28614980.0,Finished,13 décembre 2021  4:00 ,13 décembre 2021  5:35 ,94.0,15.95,0.47,0.66,0.00,0.85,5.38,8.59
28606345.0,Finished,15 décembre 2021  10:52 ,15 décembre 2021  12:23 ,91.0,20.00,0.47,0.66,0.19,0.85,5.38,12.45
3800191.0,Finished,16 décembre 2021  6:19 ,16 décembre 2021  7:25 ,65.0,5.14,0.47,0.57,0.00,0.71,3.40,0.00
28600741.0,Finished,13 décembre 2021  4:00 ,13 décembre 2021  5:35 ,95.0,9.54,0.47,0.28,-,0.85,5.38,2.56
28609954.0,Finished,14 décembre 2021  3:56 ,14 décembre 2021  5:24 ,87.0,15.66,0.47,0.66,0.09,0.85,5.38,8.21
28600693.0,Finished,14 décembre 2021  3:56 ,14 décembre 2021  5:41 ,104.0,17.63,0.42,0.66,0.09,0.85,5.38,10.22
28601765.0,Finished,13 décembre 2021  4:00 ,13 décembre 2021  5:35 ,94.0,13.11,0.47,0.09,0.00,0.71,4.06,7.78
28607704.0,Finished,13 décembre 2021  4:00 ,13 décembre 2021  5:36 ,95.0,17.58,0.47,0.66,0.00,0.85,5.38,10.22
28601285.0,Finished,13 décembre 2021  4:04 ,13 décembre 2021  5:46 ,101.0,15.90,0.42,0.66,0.00,0.85,5.38,8.59
21101133.0,Finished,16 décembre 2021  5:49 ,16 décembre 2021  7:02 ,72.0,15.41,0.47,0.28,0.00,0.85,5.38,8.43
3703980.0,Finished,17 décembre 2021  11:07 ,17 décembre 2021  12:48 ,101.0,8.65,0.47,0.66,0.19,0.85,5.28,1.20
