ID number,Grade/20.00,Grade/20.00_HW02,Grade/20.00_HW03,Grade/20.00_HW04,Grade/20.00_HW05,Grade/20.00_HW06,Grade/20.00_HW07,Grade/20.00_HW08,Grade/20.00_HW09,Grade/20.00_HW10,Grade/20.00_HW11
3673536.0,15.19,20.0,15.48,19.69,18.79,15.94,20.0,13.13,15.0,15.71,8.15
28711002.0,15.15,20.0,16.13,18.87,20.0,17.68,20.0,13.13,12.22,18.1,8.77
21208193.0,9.8,17.0,,,,,,,,,
28712278.0,18.15,20.0,20.0,15.79,20.0,18.55,20.0,14.38,13.33,18.57,19.38
28608893.0,18.15,,20.0,16.1,20.0,19.13,20.0,13.75,15.0,18.57,9.69
28709428.0,9.9,20.0,16.13,20.0,13.33,17.1,20.0,14.38,11.39,16.67,13.69
3804152.0,6.3,13.22,8.39,18.56,13.7,15.36,16.67,14.38,9.72,,5.85
3808685.0,7.51,20.0,14.19,19.69,19.22,16.23,20.0,15.63,8.61,15.71,10.77
21212519.0,10.54,17.89,18.71,13.23,20.0,13.33,18.67,11.88,10.56,10.95,7.23
28630611.0,17.41,20.0,15.48,20.0,16.73,18.26,20.0,20.0,15.0,18.1,13.38
28706563.0,14.98,18.89,9.68,18.87,20.0,17.1,12.0,12.5,15.0,17.62,7.08
28627904.0,19.63,20.0,20.0,20.0,20.0,19.13,20.0,13.75,15.0,18.1,19.69
3808150.0,8.86,20.0,13.55,19.69,15.88,17.39,20.0,15.63,11.67,11.9,9.69
28604542.0,13.47,20.0,14.84,20.0,20.0,17.97,20.0,15.63,12.78,12.38,9.38
3700119.0,14.07,20.0,17.42,20.0,20.0,17.97,20.0,14.38,13.33,12.38,9.38
21215298.0,11.01,20.0,14.84,13.95,20.0,13.91,20.0,14.38,9.44,10.0,7.23
28706346.0,17.91,18.0,16.13,20.0,18.79,15.07,20.0,13.13,13.33,12.38,15.08
28609220.0,16.06,20.0,20.0,16.0,17.58,15.07,,14.38,12.5,18.1,
21208523.0,14.44,13.78,16.13,16.1,18.79,17.97,19.33,14.38,11.11,13.81,9.08
28700380.0,16.67,20.0,20.0,19.79,20.0,18.55,20.0,14.38,16.67,17.62,9.08
28706745.0,16.85,20.0,20.0,19.33,20.0,16.81,20.0,14.38,,11.9,14.77
28701368.0,14.24,20.0,12.9,20.0,20.0,16.81,20.0,13.75,13.33,12.38,10.15
28624266.0,15.93,20.0,20.0,19.38,20.0,17.97,20.0,14.38,15.0,17.62,12.77
28721870.0,17.04,13.0,18.71,20.0,20.0,17.39,20.0,17.5,14.44,15.24,15.69
28706128.0,14.85,20.0,20.0,19.69,20.0,17.97,20.0,0.0,16.67,14.29,14.77
28706128.0,14.85,20.0,20.0,19.69,20.0,17.97,20.0,15.0,16.67,14.29,14.77
28706456.0,16.06,19.0,20.0,19.79,18.18,14.2,19.33,14.38,,14.29,8.15
28602815.0,16.46,20.0,20.0,19.69,20.0,18.55,20.0,14.38,16.67,15.24,20.0
28712088.0,8.59,14.0,17.42,18.77,17.04,16.81,18.67,13.75,14.17,14.76,15.38
3803083.0,16.84,20.0,20.0,19.69,19.61,14.49,20.0,20.0,15.83,17.14,9.38
3803110.0,10.17,18.89,14.84,19.64,13.2,11.88,19.33,18.13,15.83,16.19,9.08
3702933.0,19.26,13.0,16.13,18.05,18.79,16.52,16.0,13.13,12.78,18.57,8.77
28710621.0,16.67,20.0,20.0,19.38,20.0,18.55,20.0,20.0,12.22,18.1,7.69
28614630.0,10.81,16.0,9.68,18.05,18.01,17.97,20.0,13.75,8.33,14.76,12.15
28632942.0,18.79,19.0,20.0,20.0,18.79,18.84,18.67,15.63,14.44,18.1,15.38
28610536.0,18.79,20.0,20.0,13.85,20.0,17.1,16.0,11.25,7.22,14.29,15.38
28710067.0,13.55,17.0,20.0,19.08,17.31,15.94,20.0,10.0,15.0,17.14,9.08
28634278.0,20.0,20.0,16.77,19.69,20.0,18.84,16.0,15.0,15.0,17.62,15.08
28631974.0,6.9,20.0,14.84,18.15,13.94,15.94,20.0,13.13,9.44,16.67,
21200397.0,10.34,20.0,18.71,19.38,14.3,17.97,20.0,11.25,13.06,18.1,15.69
28711288.0,12.73,16.0,9.68,16.31,18.79,16.81,20.0,13.75,14.44,9.05,3.08
28618109.0,13.4,18.0,18.71,13.85,13.09,16.81,20.0,20.0,11.94,14.29,12.15
28711710.0,15.93,20.0,16.13,15.08,18.79,16.52,17.33,13.75,12.78,12.86,12.46
28706232.0,8.42,20.0,16.13,14.36,18.18,17.97,20.0,16.88,14.17,18.57,8.77
28713149.0,8.99,19.0,17.42,18.15,20.0,15.36,16.0,14.38,11.39,16.19,8.46
21201851.0,15.19,16.0,12.9,15.59,18.18,15.65,20.0,14.38,15.0,18.1,13.85
3700291.0,7.37,10.78,6.45,10.56,16.61,14.49,,5.0,,8.57,8.15
3521887.0,14.95,20.0,13.55,19.69,20.0,13.62,20.0,15.63,14.17,16.67,19.69
21200169.0,15.19,20.0,17.42,19.38,20.0,17.68,20.0,18.75,14.72,18.57,13.38
28710401.0,8.99,20.0,17.42,19.69,18.79,17.1,20.0,13.75,13.06,17.14,8.77
28707798.0,6.3,11.44,12.9,12.97,17.58,13.91,10.67,9.38,,,
28705835.0,15.45,20.0,11.61,20.0,19.61,8.41,17.33,15.0,,,9.54
21200977.0,16.3,20.0,20.0,20.0,18.91,18.26,18.67,20.0,20.0,17.14,2.46
21113008.0,17.78,20.0,,,,,,,,,
28708067.0,13.7,17.0,18.71,19.79,18.79,15.65,20.0,10.0,15.0,17.14,8.77
28707365.0,13.7,17.0,20.0,17.95,20.0,18.84,17.33,15.0,12.5,18.57,11.08
21113286.0,13.7,20.0,20.0,19.69,20.0,12.75,20.0,13.13,17.5,18.57,12.0
21208634.0,14.75,20.0,16.77,19.08,18.91,17.97,20.0,14.38,13.89,16.67,14.46
21215141.0,17.78,20.0,16.13,18.05,20.0,17.97,20.0,11.25,18.33,17.14,10.46
3800655.0,11.63,13.78,14.19,14.82,20.0,19.13,20.0,10.0,12.22,12.86,7.85
28717249.0,10.72,14.89,15.48,13.85,16.58,16.23,20.0,14.38,6.94,11.43,4.15
28710229.0,17.78,,,,,,,,,,
21203528.0,6.3,12.67,14.19,15.38,20.0,9.57,15.33,10.0,12.22,9.05,5.85
28614730.0,7.98,13.0,12.26,16.82,18.79,17.1,15.33,13.13,7.5,18.1,8.15
28711772.0,14.44,20.0,16.13,19.69,19.61,15.65,20.0,20.0,15.0,13.33,13.69
21209708.0,17.78,20.0,16.77,19.38,20.0,17.97,20.0,12.5,16.67,17.62,15.08
28706052.0,9.19,16.0,16.13,15.9,18.18,17.1,16.0,15.63,13.06,12.38,7.85
28608444.0,13.47,20.0,15.48,20.0,18.83,18.26,18.0,16.25,14.72,18.1,8.15
28712800.0,14.34,17.0,14.84,15.59,13.33,14.49,20.0,15.0,,4.29,3.08
28631029.0,13.1,20.0,17.42,19.69,18.4,17.1,20.0,14.38,13.06,18.57,7.08
28713301.0,10.2,20.0,16.13,19.69,16.23,17.1,20.0,13.75,10.0,16.19,13.38
3520774.0,7.51,20.0,11.61,8.87,19.39,11.88,20.0,14.38,12.5,11.43,1.85
28707210.0,7.74,20.0,11.61,19.38,14.06,13.04,10.67,13.13,12.5,13.81,6.15
28706112.0,14.01,18.0,20.0,20.0,16.0,17.68,18.67,15.0,12.5,10.0,9.08
28706138.0,14.85,20.0,18.71,19.69,20.0,18.84,20.0,13.13,12.78,16.67,15.38
28708212.0,16.11,20.0,16.13,20.0,17.79,15.94,19.33,15.0,16.67,18.57,10.77
28620133.0,10.51,20.0,16.13,18.21,20.0,11.59,20.0,20.0,16.67,14.29,13.38
28602162.0,20.0,20.0,20.0,19.69,20.0,15.65,18.67,15.0,11.67,16.67,10.77
28708977.0,12.56,20.0,12.26,19.69,20.0,14.78,18.0,15.63,10.28,17.62,12.77
28711545.0,17.78,19.0,20.0,19.08,16.0,16.23,20.0,11.25,16.39,17.62,9.38
28705401.0,19.39,20.0,16.13,17.33,18.79,16.81,20.0,17.5,11.67,15.24,18.77
28706765.0,16.06,20.0,16.13,18.56,20.0,15.36,18.67,13.13,13.33,18.1,8.77
21215817.0,0.0,7.0,12.9,9.9,7.9,1.16,11.33,9.38,,,
28708160.0,19.39,16.0,19.35,18.56,18.18,14.49,17.33,0.0,13.33,15.71,19.08
28708160.0,19.39,16.0,19.35,18.56,18.18,14.49,17.33,13.13,13.33,15.71,19.08
28605493.0,11.35,20.0,14.19,18.67,19.39,17.1,20.0,15.0,9.17,14.29,9.38
28706902.0,12.32,20.0,17.42,18.77,20.0,17.1,17.33,13.75,15.0,11.9,14.77
28710344.0,12.56,20.0,12.26,20.0,20.0,16.81,18.0,15.63,8.61,15.24,12.46
28605540.0,12.56,20.0,12.26,20.0,20.0,16.81,18.0,15.0,10.28,14.76,9.08
28708934.0,19.39,20.0,15.48,19.69,18.18,17.97,20.0,13.13,11.39,15.71,10.46
3801002.0,20.0,16.0,15.48,14.26,18.18,17.68,20.0,13.75,11.67,18.1,10.46
28705425.0,16.57,20.0,,19.69,,,,14.38,,17.14,12.77
28707404.0,15.96,20.0,14.84,19.69,19.22,17.68,20.0,13.13,10.28,18.1,15.08
28711951.0,13.92,9.44,16.77,17.95,18.91,17.39,12.67,,,,
28708487.0,16.6,20.0,17.42,19.69,20.0,17.97,19.33,10.0,8.33,18.1,1.85
28705957.0,13.32,7.78,9.03,7.59,9.95,2.32,16.0,12.5,1.39,6.19,2.46
28710114.0,13.23,20.0,15.81,19.18,19.39,15.07,20.0,20.0,13.33,14.29,15.08
3672079.0,16.57,20.0,16.13,19.69,20.0,15.65,20.0,20.0,15.0,14.29,15.38
28706762.0,14.38,12.0,14.84,17.74,20.0,15.94,16.0,12.5,12.78,16.67,3.08
28717281.0,11.28,14.89,14.84,14.77,16.58,14.78,20.0,15.0,11.11,11.43,4.46
3808418.0,20.0,20.0,18.71,20.0,20.0,18.84,20.0,15.0,14.17,17.14,16.0
28607928.0,7.78,,11.61,14.77,15.15,11.3,1.33,12.5,,,
3803088.0,16.67,20.0,14.84,20.0,18.79,16.52,20.0,13.13,15.83,16.67,15.08
28707696.0,16.67,20.0,20.0,19.38,18.79,16.52,16.67,19.38,18.33,14.29,15.38
28600470.0,18.79,20.0,20.0,19.08,17.09,16.52,20.0,20.0,16.67,15.71,10.77
28705959.0,16.06,18.0,12.26,20.0,18.79,13.33,18.67,13.75,12.22,16.67,13.38
21115284.0,13.33,20.0,13.55,16.92,16.73,17.97,17.33,14.38,,11.43,
28706938.0,13.97,16.0,16.13,9.85,20.0,17.1,,,13.33,17.14,6.15
28705948.0,17.41,17.0,14.84,19.69,12.97,15.65,20.0,12.5,9.72,15.24,13.69
28707475.0,15.02,20.0,16.13,19.49,18.79,17.1,20.0,17.5,10.0,15.24,17.85
28711936.0,11.48,20.0,9.03,18.15,12.36,15.94,20.0,14.38,12.5,6.67,3.54
3811446.0,13.1,17.0,13.55,19.08,19.22,17.68,19.33,13.75,12.5,10.0,9.69
28714617.0,10.52,20.0,6.45,20.0,20.0,16.81,20.0,18.75,15.0,18.1,15.69
21208240.0,9.23,15.0,,,,,,,,,
28707630.0,17.41,18.0,16.13,19.69,16.97,14.78,16.67,13.75,13.33,15.71,13.69
28706411.0,17.41,18.0,14.84,19.69,18.79,15.36,20.0,13.13,12.22,17.14,16.0
28706848.0,13.23,20.0,18.71,19.38,18.18,16.52,18.0,14.38,13.89,14.76,9.08
21212724.0,11.41,20.0,15.48,17.23,18.18,15.36,19.33,15.0,17.5,16.67,3.54
3803944.0,10.81,20.0,14.84,20.0,17.79,15.65,0.0,15.0,15.0,18.1,14.77
3803944.0,10.81,20.0,14.84,20.0,17.79,15.65,17.33,15.0,15.0,18.1,14.77
3804183.0,13.16,19.0,14.84,17.44,20.0,15.94,20.0,20.0,15.0,10.0,13.23
28707726.0,10.4,20.0,16.13,9.13,18.79,11.88,16.0,11.88,10.56,11.43,8.77
28600768.0,17.41,20.0,20.0,19.08,14.55,17.68,20.0,13.13,11.11,12.86,11.38
21214576.0,17.31,20.0,12.9,19.38,20.0,18.55,20.0,19.38,,14.29,
3702042.0,18.52,18.44,20.0,14.36,14.55,17.97,20.0,20.0,18.33,17.14,14.15
28707180.0,11.95,19.0,16.77,17.95,19.39,13.62,20.0,15.0,13.33,13.81,14.77
28606874.0,8.11,20.0,12.9,10.31,17.19,13.91,20.0,14.38,9.44,11.43,12.46
28706415.0,16.7,20.0,16.13,19.38,19.22,17.97,20.0,15.63,10.28,18.57,15.38
3811684.0,15.59,20.0,14.19,18.67,17.79,17.1,18.67,15.63,10.28,10.95,9.38
28705068.0,19.39,20.0,20.0,19.08,18.18,15.65,17.33,15.0,11.11,15.24,7.85
28618735.0,17.78,20.0,20.0,19.69,18.79,13.62,20.0,17.5,12.5,11.43,7.38
28717247.0,7.07,,9.68,6.97,20.0,15.07,7.33,6.25,6.11,18.1,9.08
28711811.0,11.95,20.0,14.84,18.87,18.18,17.39,18.0,8.75,10.83,16.67,13.08
28626896.0,16.67,20.0,18.71,19.69,20.0,17.39,17.33,15.63,15.0,11.9,9.69
28711501.0,12.15,20.0,16.13,15.64,18.83,13.62,14.67,11.88,6.94,6.67,1.54
28716648.0,17.78,20.0,20.0,20.0,20.0,17.97,20.0,13.13,13.33,17.62,7.38
28718611.0,16.67,20.0,10.32,19.38,20.0,16.81,20.0,15.63,15.83,17.62,16.0
28716428.0,13.7,20.0,20.0,20.0,20.0,17.97,20.0,15.63,16.67,18.1,15.69
28706087.0,11.35,20.0,12.26,18.41,20.0,17.1,20.0,16.25,10.28,17.62,13.08
28720263.0,12.96,16.0,16.13,9.64,,16.81,17.33,10.0,15.0,8.57,13.08
21119283.0,8.01,20.0,16.13,18.26,14.55,0.0,20.0,14.38,16.39,15.71,8.0
21119283.0,8.01,20.0,16.13,18.26,14.55,12.75,20.0,14.38,16.39,15.71,8.0
28709278.0,10.29,20.0,20.0,11.69,15.15,17.68,18.67,12.5,10.83,16.67,19.08
21218709.0,8.82,20.0,20.0,18.77,20.0,18.26,20.0,13.75,15.0,10.0,4.46
21113317.0,14.95,20.0,10.97,10.46,20.0,15.07,16.0,0.63,10.28,,5.08
3703308.0,15.93,2.11,,15.03,,9.28,16.0,3.75,16.67,12.86,2.46
21208283.0,15.56,6.0,6.45,18.77,15.17,17.68,15.33,12.5,,2.86,
21219688.0,1.48,11.78,13.23,12.51,10.42,0.0,,,0.56,,0.0
3804887.0,17.41,20.0,19.35,19.38,20.0,15.94,16.67,6.88,0.0,14.29,9.69
3872127.0,7.27,17.78,19.35,18.97,13.98,16.81,16.0,,15.0,13.81,2.77
28710263.0,17.41,17.0,17.42,18.77,16.97,15.94,20.0,10.0,16.67,18.1,9.38
28707797.0,16.2,16.0,17.42,17.74,17.4,12.17,18.0,13.75,12.5,14.76,9.38
28720764.0,8.11,16.0,13.55,18.26,11.97,13.33,18.0,8.13,15.0,8.1,12.77
28602418.0,20.0,20.0,17.42,19.08,20.0,17.68,17.33,15.0,15.0,11.9,7.38
28712609.0,17.91,15.0,20.0,20.0,16.8,16.81,20.0,18.13,9.17,15.71,10.46
28709630.0,16.67,20.0,20.0,15.08,20.0,17.97,20.0,13.75,20.0,18.57,8.46
28617316.0,7.47,20.0,15.48,19.69,20.0,15.65,20.0,19.38,15.0,13.81,5.54
21213030.0,16.09,20.0,20.0,19.69,20.0,16.52,20.0,19.38,10.28,18.57,19.38
28708274.0,11.18,20.0,16.77,19.69,18.18,17.1,18.67,13.13,11.39,15.71,8.77
28606787.0,12.36,20.0,20.0,20.0,15.15,17.97,20.0,13.13,15.83,13.81,11.69
28607959.0,16.67,17.78,20.0,15.79,15.15,17.1,,16.88,14.17,,9.08
28711505.0,17.81,20.0,9.03,15.49,15.15,15.65,14.67,14.38,9.72,18.57,7.54
3701324.0,14.14,20.0,20.0,19.79,20.0,16.23,,12.5,14.17,15.24,14.77
28631085.0,18.79,20.0,19.35,19.69,18.18,19.13,20.0,13.75,11.39,16.19,10.15
28720888.0,17.91,20.0,20.0,18.56,16.97,17.39,20.0,16.88,7.22,11.9,9.08
3704907.0,17.44,20.0,20.0,19.28,18.91,17.1,20.0,19.38,19.17,18.57,10.77
28712429.0,13.03,20.0,20.0,20.0,20.0,17.1,18.0,20.0,12.5,15.71,10.46
28602183.0,15.93,12.0,16.77,15.59,17.4,17.39,16.67,11.88,13.33,11.9,6.77
28711664.0,17.44,16.0,17.42,19.38,20.0,15.94,19.33,13.13,11.67,18.57,8.15
28711626.0,17.44,16.0,17.42,19.38,20.0,15.65,19.33,20.0,11.67,18.1,8.46
28620097.0,10.2,20.0,20.0,8.62,16.73,17.68,12.67,10.63,9.44,16.67,1.85
28616272.0,17.91,10.11,20.0,18.56,18.18,18.55,20.0,20.0,15.0,15.71,13.23
28712760.0,14.44,20.0,20.0,20.0,20.0,18.26,20.0,16.88,16.67,18.1,15.38
3800073.0,12.93,20.0,17.42,20.0,20.0,15.94,17.33,13.13,8.06,17.62,6.15
28616494.0,13.87,19.0,13.55,20.0,20.0,17.97,20.0,15.63,16.67,15.24,9.38
28710097.0,19.39,20.0,15.48,20.0,19.22,16.81,20.0,13.13,8.89,15.71,13.38
3702508.0,14.14,20.0,20.0,19.08,20.0,17.39,18.67,14.38,10.56,18.57,1.85
28602661.0,19.39,20.0,20.0,20.0,20.0,17.1,18.67,13.75,13.33,18.57,9.08
28613143.0,19.39,20.0,20.0,19.69,18.18,18.26,17.33,12.5,15.0,18.1,8.77
21117173.0,7.1,20.0,13.55,,16.02,,17.33,6.88,,11.43,0.0
28718775.0,18.52,20.0,20.0,18.46,18.18,16.23,20.0,13.75,,18.1,1.85
3971297.0,1.82,20.0,16.77,14.26,18.18,11.3,19.33,10.63,6.11,,
28706636.0,5.52,18.89,9.68,20.0,18.18,17.39,15.33,8.75,17.5,8.57,2.46
28706076.0,18.15,,17.42,13.95,20.0,18.55,18.67,14.38,14.72,17.14,6.46
28707917.0,,13.0,15.48,19.69,17.79,17.97,20.0,12.5,8.06,15.71,9.85
28600769.0,,20.0,18.71,19.64,20.0,16.81,17.33,,16.67,15.71,
28712638.0,,13.0,,,,13.91,,,,,
21219706.0,,17.78,18.71,15.74,20.0,17.39,20.0,15.0,7.78,6.67,4.15
3802503.0,,20.0,12.9,14.87,18.4,13.91,18.67,11.25,13.33,,9.69
3803177.0,,12.89,14.84,,,,17.33,15.0,1.67,,1.54
3804052.0,,16.0,20.0,15.28,18.18,14.78,18.67,13.75,,15.71,12.77
28707756.0,,20.0,20.0,19.38,17.09,17.39,17.33,13.75,16.67,15.24,14.77
28626439.0,,17.78,14.19,19.69,20.0,16.52,20.0,13.75,11.67,0.0,8.77
3802649.0,,14.0,18.71,19.18,14.91,15.36,16.67,13.75,10.0,12.38,3.54
3800477.0,,20.0,15.48,19.69,19.39,15.36,20.0,,,18.1,10.92
21221977.0,,,,16.56,19.39,0.0,18.67,13.75,15.0,17.62,14.77
21221977.0,,,,16.56,19.39,16.52,18.67,13.75,15.0,17.62,14.77
3804494.0,,,,15.28,,15.94,,,,,
