id number,state,started on,completed,time taken,grade/20.00
21215887,Finished,13 September 2022  7:09 PM,13 September 2022  8:08 PM,59.23,6.6
21207306,Finished,13 September 2022  7:27 PM,13 September 2022  8:16 PM,49.6,10.54
28609357,Finished,13 September 2022  10:10 PM,13 September 2022  11:12 PM,61.0,17.04
3804605,Finished,14 September 2022  10:22 AM,14 September 2022  11:31 AM,68.0,16.85
28706664,Finished,14 September 2022  10:51 AM,14 September 2022  11:46 AM,54.5,20.0
28616341,Finished,14 September 2022  2:16 PM,14 September 2022  3:17 PM,60.0,12.96
28602563,Finished,14 September 2022  3:43 PM,14 September 2022  4:39 PM,56.77,20.0
28706827,Finished,14 September 2022  3:50 PM,14 September 2022  5:27 PM,97.0,19.63
28738728,Finished,14 September 2022  4:10 PM,14 September 2022  4:50 PM,40.42,10.57
28706508,Finished,14 September 2022  4:30 PM,14 September 2022  6:29 PM,119.0,18.89
3673536,Finished,14 September 2022  4:57 PM,14 September 2022  5:47 PM,49.25,15.19
28711002,Finished,14 September 2022  5:53 PM,14 September 2022  7:12 PM,78.0,15.15
21208193,Finished,14 September 2022  5:56 PM,14 September 2022  7:09 PM,73.0,9.8
28712278,Finished,14 September 2022  6:53 PM,14 September 2022  8:38 PM,104.0,18.15
28608893,Finished,14 September 2022  8:39 PM,14 September 2022  9:01 PM,21.82,18.15
28709428,Finished,14 September 2022  10:04 PM,15 September 2022  12:03 AM,119.0,9.9
3804152,Finished,15 September 2022  10:19 AM,15 September 2022  11:01 AM,41.68,6.3
3808685,Finished,15 September 2022  11:56 AM,15 September 2022  12:51 PM,55.02,7.51
21212519,Finished,15 September 2022  1:12 PM,15 September 2022  2:53 PM,100.0,10.54
28630611,Finished,15 September 2022  2:04 PM,15 September 2022  2:35 PM,31.25,17.41
28706563,Finished,15 September 2022  2:32 PM,15 September 2022  4:26 PM,113.0,14.98
28627904,Finished,15 September 2022  2:57 PM,15 September 2022  3:40 PM,42.1,19.63
3808150,Finished,15 September 2022  3:03 PM,15 September 2022  5:02 PM,118.0,8.86
28604542,Finished,15 September 2022  3:46 PM,15 September 2022  5:22 PM,95.0,13.47
3700119,Finished,15 September 2022  3:46 PM,15 September 2022  5:22 PM,95.0,14.07
21215298,Finished,15 September 2022  3:52 PM,15 September 2022  4:57 PM,64.0,11.01
28706346,Finished,15 September 2022  4:20 PM,15 September 2022  5:14 PM,54.42,17.91
28609220,Finished,15 September 2022  4:55 PM,15 September 2022  5:32 PM,36.88,16.06
21208523,Finished,15 September 2022  5:07 PM,15 September 2022  5:58 PM,50.47,14.44
28700380,Finished,15 September 2022  5:11 PM,15 September 2022  6:05 PM,53.75,16.67
28706745,Finished,15 September 2022  5:21 PM,15 September 2022  6:05 PM,43.83,16.85
28701368,Finished,15 September 2022  5:21 PM,15 September 2022  6:07 PM,46.02,14.24
28624266,Finished,15 September 2022  5:26 PM,15 September 2022  6:04 PM,37.77,15.93
28721870,Finished,15 September 2022  5:31 PM,15 September 2022  6:34 PM,62.0,17.04
28706128,Finished,15 September 2022  5:33 PM,15 September 2022  6:17 PM,44.08,14.85
28706456,Finished,15 September 2022  5:38 PM,15 September 2022  6:24 PM,46.25,16.06
28602815,Finished,15 September 2022  6:32 PM,15 September 2022  7:22 PM,49.55,16.46
28712088,Finished,15 September 2022  7:30 PM,15 September 2022  8:11 PM,41.55,8.59
3803083,Finished,15 September 2022  7:46 PM,15 September 2022  8:52 PM,66.0,16.84
3803110,Finished,15 September 2022  7:47 PM,15 September 2022  8:52 PM,65.0,10.17
3702933,Finished,15 September 2022  7:48 PM,15 September 2022  8:57 PM,69.0,19.26
28710621,Finished,15 September 2022  7:49 PM,15 September 2022  9:43 PM,113.0,16.67
28614630,Finished,15 September 2022  8:12 PM,15 September 2022  9:39 PM,86.0,10.81
28632942,Finished,15 September 2022  8:48 PM,15 September 2022  9:59 PM,71.0,18.79
28610536,Finished,15 September 2022  9:44 PM,15 September 2022  10:09 PM,24.8,18.79
28710067,Finished,15 September 2022  9:52 PM,15 September 2022  11:00 PM,68.0,13.55
28634278,Finished,15 September 2022  10:09 PM,15 September 2022  10:29 PM,20.18,20.0
28631974,Finished,15 September 2022  10:13 PM,15 September 2022  11:55 PM,101.0,6.9
21200397,Finished,15 September 2022  10:42 PM,16 September 2022  12:42 AM,120.0,10.34
28711288,Finished,16 September 2022  8:57 AM,16 September 2022  10:56 AM,118.0,12.73
28618109,Finished,16 September 2022  9:26 AM,16 September 2022  10:43 AM,77.0,13.4
28711710,Finished,16 September 2022  10:00 AM,16 September 2022  11:00 AM,60.0,15.93
28706232,Finished,16 September 2022  12:20 PM,16 September 2022  1:43 PM,82.0,8.42
28713149,Finished,16 September 2022  12:44 PM,16 September 2022  2:43 PM,119.0,8.99
21201851,Finished,16 September 2022  1:16 PM,16 September 2022  3:11 PM,115.0,15.19
3700291,Finished,16 September 2022  1:58 PM,16 September 2022  2:39 PM,41.72,7.37
3521887,Finished,16 September 2022  1:59 PM,16 September 2022  2:43 PM,44.33,14.95
21200169,Finished,16 September 2022  2:13 PM,16 September 2022  4:13 PM,120.0,15.19
28710401,Finished,16 September 2022  2:23 PM,16 September 2022  3:13 PM,49.82,8.99
28707798,Finished,16 September 2022  2:32 PM,16 September 2022  4:32 PM,120.0,6.3
28705835,Finished,16 September 2022  2:33 PM,16 September 2022  3:47 PM,74.0,15.45
21200977,Finished,16 September 2022  3:02 PM,16 September 2022  4:41 PM,99.0,16.3
21113008,Finished,16 September 2022  3:07 PM,16 September 2022  4:15 PM,67.0,17.78
28708067,Finished,16 September 2022  3:16 PM,16 September 2022  4:54 PM,98.0,13.7
28707365,Finished,16 September 2022  3:16 PM,16 September 2022  4:56 PM,99.0,13.7
21113286,Finished,16 September 2022  3:17 PM,16 September 2022  5:16 PM,119.0,13.7
21208634,Finished,16 September 2022  3:27 PM,16 September 2022  4:03 PM,35.82,14.75
21215141,Finished,16 September 2022  3:32 PM,16 September 2022  4:13 PM,40.93,17.78
3800655,Finished,16 September 2022  3:36 PM,16 September 2022  5:36 PM,119.0,11.63
28717249,Finished,16 September 2022  3:50 PM,16 September 2022  4:40 PM,49.63,10.72
28710229,Finished,16 September 2022  4:20 PM,16 September 2022  4:56 PM,36.13,17.78
21203528,Finished,16 September 2022  4:20 PM,16 September 2022  5:07 PM,46.63,6.3
28614730,Finished,16 September 2022  4:33 PM,16 September 2022  5:47 PM,74.0,7.98
28711772,Finished,16 September 2022  4:41 PM,16 September 2022  5:52 PM,71.0,14.44
21209708,Finished,16 September 2022  4:50 PM,16 September 2022  5:15 PM,24.92,17.78
28706052,Finished,16 September 2022  4:56 PM,16 September 2022  6:20 PM,83.0,9.19
28608444,Finished,16 September 2022  5:12 PM,16 September 2022  6:58 PM,106.0,13.47
28712800,Finished,16 September 2022  5:38 PM,16 September 2022  7:13 PM,95.0,14.34
28631029,Finished,16 September 2022  5:43 PM,16 September 2022  6:55 PM,71.0,13.1
28713301,Finished,16 September 2022  6:34 PM,16 September 2022  7:14 PM,40.33,10.2
3520774,Finished,16 September 2022  6:37 PM,16 September 2022  8:25 PM,107.0,7.51
28707210,Finished,16 September 2022  6:53 PM,16 September 2022  7:26 PM,32.68,7.74
28706112,Finished,16 September 2022  8:02 PM,16 September 2022  9:35 PM,93.0,14.01
28706138,Finished,16 September 2022  8:04 PM,16 September 2022  8:38 PM,34.03,14.85
28708212,Finished,16 September 2022  8:07 PM,16 September 2022  9:37 PM,90.0,16.11
28620133,Finished,16 September 2022  8:18 PM,16 September 2022  8:25 PM,6.22,10.51
28602162,Finished,16 September 2022  8:22 PM,16 September 2022  9:56 PM,93.0,20.0
28708977,Finished,16 September 2022  9:17 PM,16 September 2022  11:03 PM,106.0,12.56
28711545,Finished,16 September 2022  9:35 PM,16 September 2022  10:35 PM,60.0,17.78
28705401,Finished,16 September 2022  9:46 PM,16 September 2022  11:16 PM,90.0,19.39
28706765,Finished,16 September 2022  10:08 PM,16 September 2022  11:37 PM,88.0,16.06
21215817,Finished,16 September 2022  10:38 PM,17 September 2022  12:38 AM,120.0,0.0
28708160,Finished,16 September 2022  10:53 PM,17 September 2022  12:38 AM,104.0,19.39
28605493,Finished,16 September 2022  11:03 PM,16 September 2022  11:12 PM,9.3,11.35
28706902,Finished,16 September 2022  11:07 PM,17 September 2022  12:14 AM,67.0,12.32
28710344,Finished,16 September 2022  11:11 PM,16 September 2022  11:16 PM,5.3,12.56
28605540,Finished,16 September 2022  11:16 PM,16 September 2022  11:49 PM,33.13,12.56
28708934,Finished,17 September 2022  12:09 AM,17 September 2022  1:55 AM,105.0,19.39
3801002,Finished,17 September 2022  12:11 AM,17 September 2022  1:18 AM,67.0,20.0
28705425,Finished,17 September 2022  12:47 AM,17 September 2022  1:21 AM,34.57,16.57
28707404,Finished,17 September 2022  12:55 AM,17 September 2022  1:59 AM,64.0,15.96
28711951,Finished,17 September 2022  1:02 AM,17 September 2022  1:53 AM,51.3,13.92
28708487,Finished,17 September 2022  1:09 AM,17 September 2022  2:50 AM,100.0,16.6
28705957,Finished,17 September 2022  7:50 AM,17 September 2022  8:35 AM,44.73,13.32
28710114,Finished,17 September 2022  8:53 AM,17 September 2022  10:20 AM,86.0,13.23
3672079,Finished,17 September 2022  9:08 AM,17 September 2022  10:24 AM,75.0,16.57
28706762,Finished,17 September 2022  9:13 AM,17 September 2022  10:36 AM,82.0,14.38
28717281,Finished,17 September 2022  9:20 AM,17 September 2022  10:18 AM,58.17,11.28
3808418,Finished,17 September 2022  9:26 AM,17 September 2022  10:42 AM,75.0,20.0
28607928,Finished,17 September 2022  9:45 AM,17 September 2022  11:21 AM,96.0,7.78
3803088,Finished,17 September 2022  10:22 AM,17 September 2022  11:51 AM,89.0,16.67
28707696,Finished,17 September 2022  10:40 AM,17 September 2022  11:50 AM,70.0,16.67
28600470,Finished,17 September 2022  10:46 AM,17 September 2022  12:23 PM,97.0,18.79
28705959,Finished,17 September 2022  10:46 AM,17 September 2022  12:30 PM,103.0,16.06
21115284,Finished,17 September 2022  11:19 AM,17 September 2022  12:05 PM,46.65,13.33
28706938,Finished,17 September 2022  11:21 AM,17 September 2022  12:00 PM,38.77,13.97
28705948,Finished,17 September 2022  11:25 AM,17 September 2022  12:41 PM,75.0,17.41
28707475,Finished,17 September 2022  11:26 AM,17 September 2022  12:16 PM,50.5,15.02
28711936,Finished,17 September 2022  11:26 AM,17 September 2022  12:59 PM,92.0,11.48
3811446,Finished,17 September 2022  11:35 AM,17 September 2022  1:03 PM,87.0,13.1
28714617,Finished,17 September 2022  11:42 AM,17 September 2022  1:17 PM,94.0,10.52
21208240,Finished,17 September 2022  11:47 AM,17 September 2022  12:29 PM,42.2,9.23
28707630,Finished,17 September 2022  11:47 AM,17 September 2022  12:57 PM,70.0,17.41
28706411,Finished,17 September 2022  12:28 PM,17 September 2022  12:58 PM,30.08,17.41
28706848,Finished,17 September 2022  12:35 PM,17 September 2022  2:23 PM,107.0,13.23
21212724,Finished,17 September 2022  12:46 PM,17 September 2022  1:22 PM,36.25,11.41
3803944,Finished,17 September 2022  12:56 PM,17 September 2022  1:34 PM,37.63,10.81
3804183,Finished,17 September 2022  1:19 PM,17 September 2022  2:46 PM,87.0,13.16
28707726,Finished,17 September 2022  1:21 PM,17 September 2022  2:39 PM,78.0,10.4
28600768,Finished,17 September 2022  1:26 PM,17 September 2022  3:26 PM,120.0,17.41
21214576,Finished,17 September 2022  1:27 PM,17 September 2022  2:28 PM,61.0,17.31
3702042,Finished,17 September 2022  1:42 PM,17 September 2022  2:36 PM,54.15,18.52
28707180,Finished,17 September 2022  1:44 PM,17 September 2022  2:10 PM,25.47,11.95
28606874,Finished,17 September 2022  2:04 PM,17 September 2022  3:27 PM,83.0,8.11
28706415,Finished,17 September 2022  2:04 PM,17 September 2022  3:30 PM,85.0,16.7
3811684,Finished,17 September 2022  2:14 PM,17 September 2022  4:11 PM,117.0,15.59
28705068,Finished,17 September 2022  2:37 PM,17 September 2022  4:05 PM,88.0,19.39
28618735,Finished,17 September 2022  2:47 PM,17 September 2022  3:32 PM,44.87,17.78
28717247,Finished,17 September 2022  2:52 PM,17 September 2022  3:56 PM,63.0,7.07
28711811,Finished,17 September 2022  2:58 PM,17 September 2022  4:43 PM,104.0,11.95
28626896,Finished,17 September 2022  3:01 PM,17 September 2022  4:54 PM,112.0,16.67
28711501,Finished,17 September 2022  3:03 PM,17 September 2022  5:00 PM,116.0,12.15
28716648,Finished,17 September 2022  3:04 PM,17 September 2022  5:04 PM,120.0,17.78
28718611,Finished,17 September 2022  3:08 PM,17 September 2022  4:56 PM,108.0,16.67
28716428,Finished,17 September 2022  3:09 PM,17 September 2022  4:56 PM,106.0,13.7
28706087,Finished,17 September 2022  3:12 PM,17 September 2022  4:12 PM,60.0,11.35
28720263,Finished,17 September 2022  3:16 PM,17 September 2022  4:51 PM,95.0,12.96
21119283,Finished,17 September 2022  3:17 PM,17 September 2022  4:05 PM,48.18,8.01
28709278,Finished,17 September 2022  3:20 PM,17 September 2022  5:20 PM,120.0,10.29
21218709,Finished,17 September 2022  3:22 PM,17 September 2022  4:55 PM,92.0,8.82
21113317,Finished,17 September 2022  3:23 PM,17 September 2022  5:23 PM,120.0,14.95
3703308,Finished,17 September 2022  3:23 PM,17 September 2022  5:23 PM,120.0,15.93
21208283,Finished,17 September 2022  3:26 PM,17 September 2022  4:35 PM,69.0,15.56
21219688,Finished,17 September 2022  3:26 PM,17 September 2022  5:26 PM,120.0,1.48
3804887,Finished,17 September 2022  3:28 PM,17 September 2022  4:39 PM,71.0,17.41
3872127,Finished,17 September 2022  3:29 PM,17 September 2022  5:29 PM,120.0,7.27
28710263,Finished,17 September 2022  3:36 PM,17 September 2022  5:02 PM,85.0,17.41
28707797,Finished,17 September 2022  3:36 PM,17 September 2022  5:02 PM,85.0,16.2
28720764,Finished,17 September 2022  3:44 PM,17 September 2022  4:29 PM,44.72,8.11
28602418,Finished,17 September 2022  3:44 PM,17 September 2022  4:53 PM,69.0,20.0
28712609,Finished,17 September 2022  3:46 PM,17 September 2022  4:46 PM,60.0,17.91
28709630,Finished,17 September 2022  3:46 PM,17 September 2022  5:11 PM,84.0,16.67
28617316,Finished,17 September 2022  3:49 PM,17 September 2022  4:48 PM,59.5,7.47
21213030,Finished,17 September 2022  3:52 PM,17 September 2022  4:59 PM,67.0,16.09
28708274,Finished,17 September 2022  3:58 PM,17 September 2022  4:48 PM,50.52,11.18
28606787,Finished,17 September 2022  4:01 PM,17 September 2022  6:01 PM,120.0,12.36
28607959,Finished,17 September 2022  4:09 PM,17 September 2022  5:48 PM,99.0,16.67
28711505,Finished,17 September 2022  4:10 PM,17 September 2022  5:17 PM,67.0,17.81
3701324,Finished,17 September 2022  4:11 PM,17 September 2022  6:11 PM,120.0,14.14
28631085,Finished,17 September 2022  4:18 PM,17 September 2022  6:16 PM,117.0,18.79
28720888,Finished,17 September 2022  4:20 PM,17 September 2022  5:37 PM,77.0,17.91
3704907,Finished,17 September 2022  4:25 PM,17 September 2022  6:25 PM,120.0,17.44
28712429,Finished,17 September 2022  4:30 PM,17 September 2022  6:29 PM,119.0,13.03
28602183,Finished,17 September 2022  4:30 PM,17 September 2022  6:24 PM,114.0,15.93
28711664,Finished,17 September 2022  4:30 PM,17 September 2022  5:37 PM,66.0,17.44
28711626,Finished,17 September 2022  4:31 PM,17 September 2022  5:37 PM,66.0,17.44
28620097,Finished,17 September 2022  4:34 PM,17 September 2022  6:30 PM,115.0,10.2
28616272,Finished,17 September 2022  4:40 PM,17 September 2022  5:37 PM,57.55,17.91
28712760,Finished,17 September 2022  4:43 PM,17 September 2022  6:30 PM,106.0,14.44
3800073,Finished,17 September 2022  4:47 PM,17 September 2022  6:25 PM,98.0,12.93
28616494,Finished,17 September 2022  4:48 PM,17 September 2022  5:11 PM,22.95,13.87
28710097,Finished,17 September 2022  4:51 PM,17 September 2022  6:10 PM,79.0,19.39
3702508,Finished,17 September 2022  4:58 PM,17 September 2022  5:55 PM,57.2,14.14
28602661,Finished,17 September 2022  5:12 PM,17 September 2022  6:23 PM,70.0,19.39
28613143,Finished,17 September 2022  5:14 PM,17 September 2022  6:19 PM,64.0,19.39
21117173,Finished,17 September 2022  5:14 PM,17 September 2022  6:15 PM,60.0,7.1
28718775,Finished,17 September 2022  5:18 PM,17 September 2022  6:29 PM,71.0,18.52
3971297,Finished,17 September 2022  5:21 PM,17 September 2022  6:24 PM,63.0,1.82
28706636,Finished,17 September 2022  5:23 PM,17 September 2022  6:13 PM,50.32,5.52
28706076,Finished,17 September 2022  5:35 PM,17 September 2022  6:29 PM,54.22,18.15
28738728,Finished,19 September 2022  12:54 PM,19 September 2022  1:24 PM,29.15,20.0
28609357,Finished,19 September 2022  10:32 PM,19 September 2022  11:11 PM,38.67,20.0
28707195,Finished,20 September 2022  12:43 PM,20 September 2022  1:55 PM,72.0,20.0
28708645,Finished,20 September 2022  3:13 PM,20 September 2022  4:23 PM,69.0,17.0
21208193,Finished,20 September 2022  7:45 PM,20 September 2022  8:33 PM,48.52,17.0
21215298,Finished,21 September 2022  12:06 PM,21 September 2022  1:10 PM,64.0,20.0
28630611,Finished,21 September 2022  1:46 PM,21 September 2022  2:18 PM,31.77,20.0
28709878,Finished,21 September 2022  10:09 PM,21 September 2022  10:55 PM,45.35,20.0
28602183,Finished,21 September 2022  10:46 PM,22 September 2022  12:05 AM,79.0,12.0
28601294,Finished,21 September 2022  10:55 PM,21 September 2022  11:29 PM,33.83,20.0
28725032,Finished,22 September 2022  10:23 AM,22 September 2022  10:58 AM,35.2,20.0
28706331,Finished,22 September 2022  1:13 PM,22 September 2022  2:27 PM,74.0,13.78
28707917,Finished,22 September 2022  2:37 PM,22 September 2022  2:42 PM,4.23,13.0
28711936,Finished,22 September 2022  2:49 PM,22 September 2022  3:49 PM,59.4,20.0
28711505,Finished,22 September 2022  3:16 PM,22 September 2022  3:48 PM,31.95,20.0
28706128,Finished,22 September 2022  3:21 PM,22 September 2022  4:04 PM,42.97,20.0
28624266,Finished,22 September 2022  3:26 PM,22 September 2022  4:04 PM,38.38,20.0
28706456,Finished,22 September 2022  3:26 PM,22 September 2022  4:03 PM,37.3,19.0
28700380,Finished,22 September 2022  3:26 PM,22 September 2022  4:05 PM,38.55,20.0
3521887,Finished,22 September 2022  4:09 PM,22 September 2022  4:24 PM,14.77,20.0
28631029,Finished,22 September 2022  4:15 PM,22 September 2022  4:56 PM,41.35,20.0
28708078,Finished,22 September 2022  4:38 PM,22 September 2022  5:11 PM,33.27,20.0
28627904,Finished,22 September 2022  4:38 PM,22 September 2022  5:15 PM,37.12,20.0
28706508,Finished,22 September 2022  4:39 PM,22 September 2022  6:39 PM,120.0,20.0
28600769,Finished,22 September 2022  4:40 PM,22 September 2022  5:18 PM,38.22,20.0
28710401,Finished,22 September 2022  4:42 PM,22 September 2022  4:59 PM,17.53,20.0
28713149,Finished,22 September 2022  4:42 PM,22 September 2022  4:59 PM,16.75,19.0
28711002,Finished,22 September 2022  6:24 PM,22 September 2022  7:24 PM,60.0,20.0
28701368,Finished,22 September 2022  8:45 PM,22 September 2022  9:36 PM,50.52,20.0
28620133,Finished,22 September 2022  9:06 PM,22 September 2022  9:11 PM,5.62,20.0
28634278,Finished,22 September 2022  11:10 PM,22 September 2022  11:53 PM,43.25,20.0
21203528,Finished,22 September 2022  11:36 PM,23 September 2022  12:29 AM,53.3,12.67
21208523,Finished,22 September 2022  11:44 PM,23 September 2022  12:06 AM,21.83,13.78
28616341,Finished,23 September 2022  7:51 AM,23 September 2022  8:56 AM,64.0,20.0
3673536,Finished,23 September 2022  10:18 AM,23 September 2022  11:06 AM,47.7,20.0
28721870,Finished,23 September 2022  11:04 AM,23 September 2022  11:11 AM,6.83,13.0
3800655,Finished,23 September 2022  1:09 PM,23 September 2022  3:08 PM,119.0,13.78
28712638,Finished,23 September 2022  1:11 PM,23 September 2022  2:14 PM,63.0,13.0
21218316,Finished,23 September 2022  1:49 PM,23 September 2022  3:29 PM,99.0,20.0
21201851,Finished,23 September 2022  2:12 PM,23 September 2022  3:51 PM,98.0,16.0
28705835,Finished,23 September 2022  2:17 PM,23 September 2022  3:29 PM,71.0,20.0
28608444,Finished,23 September 2022  3:01 PM,23 September 2022  3:50 PM,49.25,20.0
21207306,Finished,23 September 2022  3:46 PM,23 September 2022  4:33 PM,46.43,20.0
28602815,Finished,23 September 2022  4:55 PM,23 September 2022  6:00 PM,64.0,20.0
3803083,Finished,23 September 2022  5:13 PM,23 September 2022  6:09 PM,56.65,20.0
28706827,Finished,23 September 2022  5:16 PM,23 September 2022  6:38 PM,82.0,20.0
28712278,Finished,23 September 2022  5:52 PM,23 September 2022  6:38 PM,45.7,20.0
28707365,Finished,23 September 2022  5:59 PM,23 September 2022  6:59 PM,60.0,17.0
28708067,Finished,23 September 2022  5:59 PM,23 September 2022  6:59 PM,60.0,17.0
28706879,Finished,23 September 2022  6:02 PM,23 September 2022  6:58 PM,55.27,17.0
28710067,Finished,23 September 2022  6:03 PM,23 September 2022  6:58 PM,54.97,17.0
28711733,Finished,23 September 2022  6:23 PM,23 September 2022  7:39 PM,75.0,15.0
28706563,Finished,23 September 2022  6:25 PM,23 September 2022  7:36 PM,70.0,18.89
28706636,Finished,23 September 2022  6:30 PM,23 September 2022  7:34 PM,64.0,18.89
3803110,Finished,23 September 2022  6:38 PM,23 September 2022  6:55 PM,17.37,18.89
3804152,Finished,23 September 2022  7:19 PM,23 September 2022  8:03 PM,43.95,13.22
21200397,Finished,23 September 2022  7:24 PM,23 September 2022  9:12 PM,108.0,20.0
28614730,Finished,23 September 2022  7:26 PM,23 September 2022  8:12 PM,46.55,13.0
28610536,Finished,23 September 2022  8:13 PM,23 September 2022  8:54 PM,41.63,20.0
28632942,Finished,23 September 2022  8:34 PM,23 September 2022  8:54 PM,19.92,19.0
28614630,Finished,23 September 2022  8:54 PM,23 September 2022  9:37 PM,43.07,16.0
28706745,Finished,23 September 2022  9:00 PM,23 September 2022  9:20 PM,20.2,20.0
28706112,Finished,23 September 2022  9:07 PM,23 September 2022  10:12 PM,64.0,18.0
28708977,Finished,23 September 2022  9:11 PM,23 September 2022  10:23 PM,72.0,20.0
21201131,Finished,23 September 2022  9:43 PM,23 September 2022  10:48 PM,64.0,14.89
28707210,Finished,23 September 2022  9:44 PM,23 September 2022  10:22 PM,38.08,20.0
28707889,Finished,23 September 2022  9:48 PM,23 September 2022  10:44 PM,56.5,17.0
21200572,Finished,23 September 2022  9:50 PM,23 September 2022  10:28 PM,38.45,20.0
28706087,Finished,23 September 2022  9:50 PM,23 September 2022  10:19 PM,28.38,20.0
28710344,Finished,23 September 2022  9:52 PM,23 September 2022  10:45 PM,52.45,20.0
28605493,Finished,23 September 2022  9:55 PM,23 September 2022  10:34 PM,39.3,20.0
28605540,Finished,23 September 2022  9:57 PM,23 September 2022  10:39 PM,41.22,20.0
21215141,Finished,23 September 2022  10:10 PM,23 September 2022  10:27 PM,16.85,20.0
28708934,Finished,23 September 2022  10:11 PM,23 September 2022  11:39 PM,87.0,20.0
28706052,Finished,23 September 2022  10:23 PM,23 September 2022  11:29 PM,66.0,16.0
21208634,Finished,23 September 2022  10:40 PM,23 September 2022  11:29 PM,48.6,20.0
28707404,Finished,23 September 2022  11:40 PM,24 September 2022  12:42 AM,62.0,20.0
28709630,Finished,23 September 2022  11:57 PM,24 September 2022  12:49 AM,52.45,20.0
21215887,Finished,24 September 2022  12:00 AM,24 September 2022  1:05 AM,65.0,17.0
3811446,Finished,24 September 2022  12:03 AM,24 September 2022  12:38 AM,34.55,17.0
28705401,Finished,24 September 2022  12:16 AM,24 September 2022  12:35 AM,18.78,20.0
21209708,Finished,24 September 2022  12:46 AM,24 September 2022  1:09 AM,23.23,20.0
28711951,Finished,24 September 2022  1:15 AM,24 September 2022  1:55 AM,40.05,9.44
28712609,Finished,24 September 2022  2:02 AM,24 September 2022  3:05 AM,63.0,15.0
3808418,Finished,24 September 2022  3:28 AM,24 September 2022  4:08 AM,39.23,20.0
28616272,Finished,24 September 2022  6:06 AM,24 September 2022  8:06 AM,120.0,10.11
28609220,Finished,24 September 2022  7:13 AM,24 September 2022  7:41 AM,28.85,20.0
28705957,Finished,24 September 2022  7:25 AM,24 September 2022  8:29 AM,64.0,7.78
3804605,Finished,24 September 2022  10:00 AM,24 September 2022  10:40 AM,39.98,20.0
28711288,Finished,24 September 2022  10:19 AM,24 September 2022  11:32 AM,73.0,16.0
28706762,Finished,24 September 2022  10:27 AM,24 September 2022  11:12 AM,45.0,12.0
28705959,Finished,24 September 2022  10:43 AM,24 September 2022  11:32 AM,48.87,18.0
28706346,Finished,24 September 2022  10:50 AM,24 September 2022  11:36 AM,46.4,18.0
28707630,Finished,24 September 2022  10:52 AM,24 September 2022  11:36 AM,44.05,18.0
28717281,Finished,24 September 2022  10:55 AM,24 September 2022  11:32 AM,36.5,14.89
28705948,Finished,24 September 2022  11:00 AM,24 September 2022  11:41 AM,41.75,17.0
28717249,Finished,24 September 2022  11:05 AM,24 September 2022  11:32 AM,26.72,14.89
28613143,Finished,24 September 2022  11:23 AM,24 September 2022  12:55 PM,91.0,20.0
21212519,Finished,24 September 2022  11:24 AM,24 September 2022  1:11 PM,107.0,17.89
28617316,Finished,24 September 2022  11:25 AM,24 September 2022  12:00 PM,35.0,20.0
28706411,Finished,24 September 2022  11:28 AM,24 September 2022  11:54 AM,26.02,18.0
3672079,Finished,24 September 2022  11:31 AM,24 September 2022  12:28 PM,56.68,20.0
28710114,Finished,24 September 2022  11:32 AM,24 September 2022  12:32 PM,60.0,20.0
28706138,Finished,24 September 2022  11:38 AM,24 September 2022  12:14 PM,36.13,20.0
28705068,Finished,24 September 2022  12:05 PM,24 September 2022  1:01 PM,56.3,20.0
