id number,state,started on,completed,time taken,grade/20.00
28603418,Finished,14 septembre 2021  7:36 ,14 septembre 2021  8:09 ,32.7,18.18
28607538,Finished,19 septembre 2021  2:59 ,19 septembre 2021  4:02 ,63.0,15.45
3810013,Finished,14 septembre 2021  3:28 ,14 septembre 2021  4:46 ,77.0,15.45
28610199,Finished,16 septembre 2021  2:22 ,16 septembre 2021  2:25 ,3.37,14.55
3407716,Finished,16 septembre 2021  11:30 ,16 septembre 2021  11:53 ,22.62,16.36
28604190,Finished,19 septembre 2021  5:04 ,19 septembre 2021  5:50 ,45.52,15.45
3674474,Finished,19 septembre 2021  11:35 ,20 septembre 2021  1:32 ,117.0,7.27
21113747,Finished,20 septembre 2021  12:13 ,20 septembre 2021  12:46 ,33.52,17.27
3800028,Finished,19 septembre 2021  12:13 ,19 septembre 2021  12:29 ,16.2,1.82
28607117,Finished,19 septembre 2021  10:28 ,20 septembre 2021  12:02 ,93.0,18.18
3800075,Finished,17 septembre 2021  5:24 ,17 septembre 2021  6:25 ,61.0,0.91
28619891,Finished,20 septembre 2021  2:41 ,20 septembre 2021  4:41 ,120.0,2.73
3673536,Finished,19 septembre 2021  12:08 ,19 septembre 2021  1:02 ,54.12,11.82
3506467,Finished,14 septembre 2021  12:22 ,14 septembre 2021  12:57 ,34.85,8.18
28600653,Finished,18 septembre 2021  7:33 ,18 septembre 2021  8:29 ,56.35,18.18
28610514,Finished,18 septembre 2021  12:27 ,18 septembre 2021  1:16 ,49.33,10.45
28609831,Finished,19 septembre 2021  3:15 ,19 septembre 2021  3:54 ,39.2,18.18
3702385,Finished,19 septembre 2021  1:04 ,19 septembre 2021  2:19 ,74.0,16.36
28600759,Finished,19 septembre 2021  3:32 ,19 septembre 2021  4:48 ,75.0,18.18
28607831,Finished,18 septembre 2021  2:13 ,18 septembre 2021  3:14 ,60.0,15.45
28620112,Finished,19 septembre 2021  9:13 ,19 septembre 2021  9:53 ,40.38,15.91
28602386,Finished,13 septembre 2021  5:07 ,13 septembre 2021  5:44 ,37.12,10.91
3700630,Finished,17 septembre 2021  10:44 ,17 septembre 2021  12:09 ,84.0,15.0
28600769,Finished,17 septembre 2021  5:56 ,17 septembre 2021  6:33 ,37.48,6.36
28606830,Finished,19 septembre 2021  10:08 ,19 septembre 2021  11:41 ,93.0,15.45
28600492,Finished,19 septembre 2021  5:04 ,19 septembre 2021  5:20 ,16.22,13.64
28605022,Finished,19 septembre 2021  4:14 ,19 septembre 2021  5:17 ,63.0,7.27
3801873,Finished,19 septembre 2021  7:09 ,19 septembre 2021  7:35 ,25.35,19.09
28711440,Finished,19 septembre 2021  11:47 ,20 septembre 2021  12:29 ,42.22,15.45
3702996,Finished,18 septembre 2021  1:57 ,18 septembre 2021  2:43 ,45.37,4.55
28600464,Finished,17 septembre 2021  4:05 ,17 septembre 2021  5:19 ,74.0,11.82
28506638,Finished,19 septembre 2021  3:10 ,19 septembre 2021  3:23 ,13.25,15.45
3800477,Finished,20 septembre 2021  3:21 ,20 septembre 2021  5:21 ,120.0,12.73
28604304,Finished,19 septembre 2021  11:39 ,19 septembre 2021  12:49 ,70.0,16.82
28608396,Finished,19 septembre 2021  11:40 ,19 septembre 2021  12:51 ,70.0,16.82
3708782,Finished,18 septembre 2021  11:36 ,18 septembre 2021  12:55 ,78.0,5.45
28610448,Finished,19 septembre 2021  9:56 ,19 septembre 2021  10:49 ,52.93,15.45
28610117,Finished,16 septembre 2021  7:16 ,16 septembre 2021  8:27 ,71.0,5.0
28601953,Finished,16 septembre 2021  2:05 ,16 septembre 2021  3:11 ,65.0,12.27
28600470,Finished,19 septembre 2021  3:10 ,19 septembre 2021  3:23 ,13.42,15.45
28607314,Finished,19 septembre 2021  8:57 ,19 septembre 2021  9:41 ,44.3,17.27
3800583,Finished,19 septembre 2021  12:57 ,19 septembre 2021  1:13 ,16.18,6.36
3702809,Finished,19 septembre 2021  4:04 ,19 septembre 2021  5:09 ,65.0,9.55
3701883,Finished,18 septembre 2021  8:32 ,18 septembre 2021  10:23 ,111.0,16.36
21116436,Finished,18 septembre 2021  5:54 ,18 septembre 2021  7:22 ,87.0,17.27
28601301,Finished,13 septembre 2021  10:56 ,14 septembre 2021  12:16 ,80.0,7.27
28605864,Finished,16 septembre 2021  1:55 ,16 septembre 2021  3:10 ,74.0,11.82
3700453,Finished,18 septembre 2021  12:01 ,18 septembre 2021  1:33 ,91.0,15.91
3808875,Finished,16 septembre 2021  8:02 ,16 septembre 2021  9:01 ,59.4,10.0
21114731,Finished,17 septembre 2021  8:31 ,17 septembre 2021  10:28 ,116.0,11.82
28600559,Finished,19 septembre 2021  8:21 ,19 septembre 2021  9:24 ,63.0,18.18
3801610,Finished,13 septembre 2021  8:56 ,13 septembre 2021  10:03 ,67.0,16.36
28610130,Finished,18 septembre 2021  8:17 ,18 septembre 2021  8:40 ,23.45,15.45
28717594,Finished,19 septembre 2021  11:02 ,19 septembre 2021  11:28 ,25.33,14.55
3800162,Finished,20 septembre 2021  1:00 ,20 septembre 2021  1:34 ,34.02,16.36
21109170,Finished,19 septembre 2021  8:02 ,19 septembre 2021  8:54 ,52.43,7.27
3709743,Finished,19 septembre 2021  1:10 ,19 septembre 2021  1:53 ,43.58,18.18
21100776,Finished,15 septembre 2021  10:45 ,16 septembre 2021  12:12 ,86.0,8.18
28710229,Finished,18 septembre 2021  12:39 ,18 septembre 2021  1:01 ,21.78,12.27
3802257,Finished,20 septembre 2021  12:15 ,20 septembre 2021  12:50 ,34.95,13.64
28610667,Finished,17 septembre 2021  8:21 ,17 septembre 2021  10:12 ,111.0,15.0
3672320,Finished,16 septembre 2021  4:18 ,16 septembre 2021  6:03 ,105.0,9.09
28610190,Finished,19 septembre 2021  7:28 ,19 septembre 2021  8:53 ,85.0,15.45
21108842,Finished,14 septembre 2021  8:51 ,14 septembre 2021  10:36 ,105.0,14.09
3810768,Finished,19 septembre 2021  5:59 ,19 septembre 2021  7:33 ,94.0,18.18
3876023,Finished,17 septembre 2021  9:44 ,17 septembre 2021  11:01 ,77.0,7.27
28601393,Finished,20 septembre 2021  12:17 ,20 septembre 2021  1:08 ,50.7,16.36
28610187,Finished,17 septembre 2021  9:25 ,17 septembre 2021  11:02 ,97.0,15.91
3309154,Finished,20 septembre 2021  7:45 ,20 septembre 2021  8:46 ,61.0,15.45
3812676,Finished,16 septembre 2021  4:23 ,16 septembre 2021  5:48 ,84.0,12.73
28602292,Finished,19 septembre 2021  7:08 ,19 septembre 2021  9:08 ,120.0,11.82
28600563,Finished,18 septembre 2021  2:16 ,18 septembre 2021  3:18 ,61.0,16.36
28620155,Finished,19 septembre 2021  5:49 ,19 septembre 2021  5:55 ,6.05,15.0
3415756,Finished,19 septembre 2021  11:35 ,20 septembre 2021  1:30 ,115.0,7.27
3522190,Finished,19 septembre 2021  8:11 ,19 septembre 2021  8:35 ,23.38,16.36
28609645,Finished,14 septembre 2021  2:52 ,14 septembre 2021  4:52 ,120.0,14.09
28605064,Finished,19 septembre 2021  6:43 ,19 septembre 2021  7:48 ,65.0,18.18
28617603,Finished,19 septembre 2021  11:02 ,19 septembre 2021  11:28 ,25.35,14.55
28600712,Finished,18 septembre 2021  2:32 ,18 septembre 2021  3:00 ,27.5,15.45
28610127,Finished,20 septembre 2021  2:29 ,20 septembre 2021  3:11 ,42.35,4.55
28602563,Finished,19 septembre 2021  11:28 ,20 septembre 2021  12:40 ,72.0,15.45
28610328,Finished,19 septembre 2021  11:07 ,20 septembre 2021  12:19 ,71.0,15.45
28717871,Finished,20 septembre 2021  12:02 ,20 septembre 2021  1:01 ,58.7,13.64
28601343,Finished,14 septembre 2021  3:32 ,14 septembre 2021  5:07 ,95.0,5.45
3603679,Finished,19 septembre 2021  12:51 ,19 septembre 2021  2:07 ,76.0,16.36
3809215,Finished,18 septembre 2021  6:56 ,18 septembre 2021  8:56 ,119.0,7.27
3800646,Finished,19 septembre 2021  9:54 ,19 septembre 2021  10:41 ,47.33,16.82
28603036,Finished,17 septembre 2021  3:15 ,17 septembre 2021  4:02 ,46.1,17.27
28602830,Finished,18 septembre 2021  11:30 ,18 septembre 2021  12:06 ,36.03,16.82
28609129,Finished,18 septembre 2021  2:07 ,18 septembre 2021  2:17 ,9.8,13.64
28603833,Finished,17 septembre 2021  3:12 ,17 septembre 2021  4:15 ,62.0,7.27
28720778,Finished,19 septembre 2021  11:39 ,19 septembre 2021  11:44 ,5.07,15.45
3872127,Finished,17 septembre 2021  4:29 ,17 septembre 2021  6:23 ,114.0,3.64
21113646,Finished,18 septembre 2021  10:55 ,18 septembre 2021  12:23 ,87.0,12.73
21102696,Finished,18 septembre 2021  5:51 ,18 septembre 2021  6:31 ,40.18,12.73
28709864,Finished,19 septembre 2021  4:53 ,19 septembre 2021  5:06 ,13.55,11.82
28602191,Finished,20 septembre 2021  8:36 ,20 septembre 2021  9:30 ,54.45,9.09
28716807,Finished,18 septembre 2021  9:16 ,18 septembre 2021  9:41 ,25.02,15.45
21112855,Finished,19 septembre 2021  9:57 ,19 septembre 2021  11:41 ,103.0,12.73
28600602,Finished,16 septembre 2021  1:46 ,16 septembre 2021  3:14 ,87.0,14.55
3809224,Finished,19 septembre 2021  9:51 ,19 septembre 2021  10:19 ,28.52,16.82
21104636,Finished,18 septembre 2021  1:30 ,18 septembre 2021  2:05 ,34.45,16.36
28600518,Finished,19 septembre 2021  4:16 ,19 septembre 2021  5:20 ,63.0,17.27
21113317,Finished,17 septembre 2021  10:27 ,17 septembre 2021  12:22 ,114.0,8.18
28636372,Finished,17 septembre 2021  2:42 ,17 septembre 2021  3:08 ,25.78,17.27
28602737,Finished,19 septembre 2021  2:18 ,19 septembre 2021  3:41 ,82.0,10.91
28600880,Finished,16 septembre 2021  4:37 ,16 septembre 2021  5:22 ,44.42,15.0
28603735,Finished,15 septembre 2021  10:45 ,15 septembre 2021  12:13 ,88.0,14.55
3805942,Finished,18 septembre 2021  11:46 ,18 septembre 2021  12:38 ,51.78,14.09
28605296,Finished,16 septembre 2021  5:22 ,16 septembre 2021  6:25 ,62.0,16.82
3808834,Finished,16 septembre 2021  8:08 ,16 septembre 2021  9:45 ,97.0,17.27
28009976,Finished,13 septembre 2021  4:43 ,13 septembre 2021  6:43 ,120.0,6.36
28606375,Finished,19 septembre 2021  3:07 ,19 septembre 2021  4:56 ,108.0,15.45
28717408,Finished,19 septembre 2021  4:23 ,19 septembre 2021  5:40 ,76.0,8.18
28610100,Finished,19 septembre 2021  8:10 ,19 septembre 2021  9:01 ,51.53,17.73
28607006,Finished,14 septembre 2021  12:11 ,14 septembre 2021  2:11 ,120.0,7.27
21120079,Finished,19 septembre 2021  6:36 ,19 septembre 2021  8:05 ,88.0,6.82
28617513,Finished,18 septembre 2021  5:40 ,18 septembre 2021  7:35 ,114.0,16.36
21112391,Finished,14 septembre 2021  10:53 ,14 septembre 2021  11:46 ,53.12,13.64
3800992,Finished,19 septembre 2021  6:49 ,19 septembre 2021  7:37 ,47.58,15.45
28705217,Finished,19 septembre 2021  10:58 ,19 septembre 2021  12:40 ,102.0,10.0
28600503,Finished,19 septembre 2021  8:13 ,19 septembre 2021  9:29 ,75.0,17.27
3801541,Finished,18 septembre 2021  7:58 ,18 septembre 2021  9:58 ,120.0,2.27
21119283,Finished,20 septembre 2021  6:51 ,20 septembre 2021  6:59 ,7.77,15.45
28600456,Finished,20 septembre 2021  3:17 ,20 septembre 2021  5:00 ,103.0,15.45
28606343,Finished,19 septembre 2021  4:21 ,19 septembre 2021  5:17 ,55.3,18.18
28618173,Finished,19 septembre 2021  4:45 ,19 septembre 2021  5:21 ,35.97,11.82
3703339,Finished,19 septembre 2021  11:11 ,19 septembre 2021  11:53 ,41.13,10.0
21116094,Finished,19 septembre 2021  10:26 ,19 septembre 2021  11:32 ,66.0,10.0
28615820,Finished,17 septembre 2021  12:34 ,17 septembre 2021  1:22 ,47.2,16.36
28603688,Finished,17 septembre 2021  10:46 ,17 septembre 2021  11:37 ,51.07,2.73
28606345,Finished,18 septembre 2021  12:06 ,18 septembre 2021  12:58 ,52.0,19.09
3811248,Finished,19 septembre 2021  3:31 ,19 septembre 2021  5:21 ,109.0,10.0
28600150,Finished,18 septembre 2021  10:45 ,18 septembre 2021  11:39 ,54.37,11.82
3804657,Finished,20 septembre 2021  10:17 ,20 septembre 2021  10:22 ,5.22,6.36
3801327,Finished,15 septembre 2021  5:14 ,15 septembre 2021  5:40 ,25.88,15.45
21116827,Finished,19 septembre 2021  9:31 ,19 septembre 2021  10:40 ,68.0,16.36
3800191,Finished,16 septembre 2021  2:48 ,16 septembre 2021  3:20 ,31.53,18.64
28600741,Finished,18 septembre 2021  10:15 ,18 septembre 2021  11:16 ,61.0,3.64
28606994,Finished,20 septembre 2021  12:04 ,20 septembre 2021  1:37 ,93.0,12.73
28604113,Finished,18 septembre 2021  8:46 ,18 septembre 2021  10:25 ,98.0,15.45
21107392,Finished,16 septembre 2021  10:21 ,16 septembre 2021  10:57 ,36.57,11.82
28609954,Finished,13 septembre 2021  3:56 ,13 septembre 2021  5:56 ,120.0,7.73
21113585,Finished,18 septembre 2021  8:16 ,18 septembre 2021  9:40 ,83.0,8.18
28607755,Finished,20 septembre 2021  4:42 ,20 septembre 2021  5:39 ,56.93,14.09
28600693,Finished,17 septembre 2021  7:26 ,17 septembre 2021  7:50 ,23.7,15.91
28601765,Finished,20 septembre 2021  9:35 ,20 septembre 2021  10:21 ,46.27,4.55
28607704,Finished,18 septembre 2021  5:56 ,18 septembre 2021  6:50 ,54.62,5.45
28601009,Finished,19 septembre 2021  9:52 ,19 septembre 2021  10:40 ,48.03,15.45
3970759,Finished,19 septembre 2021  10:05 ,20 septembre 2021  12:05 ,120.0,0.0
3803083,Finished,19 septembre 2021  10:10 ,19 septembre 2021  11:47 ,96.0,7.27
28601285,Finished,19 septembre 2021  9:03 ,19 septembre 2021  10:52 ,109.0,11.82
3680880,Finished,18 septembre 2021  3:05 ,18 septembre 2021  3:51 ,46.32,12.73
21101133,Finished,13 septembre 2021  4:24 ,13 septembre 2021  5:02 ,38.12,10.91
3703980,Finished,18 septembre 2021  9:27 ,18 septembre 2021  10:13 ,45.95,14.55
3812573,Finished,25 septembre 2021  5:58 ,25 septembre 2021  6:39 ,41.57,19.0
28610484,Finished,26 septembre 2021  6:33 ,26 septembre 2021  6:52 ,18.72,16.0
28606227,Finished,26 septembre 2021  11:33 ,27 septembre 2021  12:31 ,57.25,20.0
3802791,Finished,26 septembre 2021  8:44 ,26 septembre 2021  9:09 ,24.93,17.0
21113025,Finished,26 septembre 2021  10:02 ,26 septembre 2021  11:01 ,58.7,16.0
21110432,Finished,26 septembre 2021  10:25 ,26 septembre 2021  11:03 ,37.52,20.0
28606489,Finished,25 septembre 2021  1:03 ,25 septembre 2021  1:29 ,26.02,20.0
3701350,Finished,26 septembre 2021  9:38 ,26 septembre 2021  10:28 ,49.62,19.44
28600748,Finished,26 septembre 2021  1:24 ,26 septembre 2021  2:12 ,47.25,20.0
3671406,Finished,26 septembre 2021  3:41 ,26 septembre 2021  4:21 ,39.68,17.0
28602178,Finished,26 septembre 2021  9:22 ,26 septembre 2021  10:08 ,45.73,20.0
3601270,Finished,27 septembre 2021  3:53 ,27 septembre 2021  5:49 ,115.0,19.0
28710546,Finished,25 septembre 2021  9:36 ,25 septembre 2021  10:10 ,33.82,20.0
28610319,Finished,26 septembre 2021  3:13 ,26 septembre 2021  3:41 ,28.53,20.0
3808688,Finished,26 septembre 2021  10:23 ,26 septembre 2021  10:59 ,36.35,20.0
3804270,Finished,21 septembre 2021  11:29 ,21 septembre 2021  11:48 ,18.67,16.0
28609148,Finished,25 septembre 2021  5:45 ,25 septembre 2021  6:53 ,68.0,19.0
3803860,Finished,27 septembre 2021  8:33 ,27 septembre 2021  8:57 ,24.0,13.44
28626848,Finished,26 septembre 2021  3:45 ,26 septembre 2021  4:42 ,56.98,19.0
28601465,Finished,26 septembre 2021  9:58 ,26 septembre 2021  10:37 ,38.83,20.0
28609336,Finished,26 septembre 2021  1:16 ,26 septembre 2021  2:01 ,44.55,20.0
21113008,Finished,27 septembre 2021  10:32 ,27 septembre 2021  11:02 ,29.17,17.0
28600163,Finished,26 septembre 2021  11:13 ,26 septembre 2021  11:30 ,17.37,20.0
28608499,Finished,26 septembre 2021  10:52 ,27 septembre 2021  12:04 ,71.0,20.0
21115553,Finished,25 septembre 2021  6:09 ,25 septembre 2021  7:22 ,72.0,20.0
28600786,Finished,27 septembre 2021  8:54 ,27 septembre 2021  9:39 ,45.38,19.44
3700196,Finished,26 septembre 2021  11:31 ,26 septembre 2021  11:59 ,28.38,10.78
28607963,Finished,25 septembre 2021  2:42 ,25 septembre 2021  4:17 ,94.0,19.0
3804630,Finished,26 septembre 2021  9:38 ,26 septembre 2021  10:38 ,60.0,14.0
21112712,Finished,25 septembre 2021  1:28 ,25 septembre 2021  2:15 ,47.78,13.78
28610440,Finished,26 septembre 2021  11:14 ,26 septembre 2021  11:47 ,33.13,20.0
28600291,Finished,27 septembre 2021  12:26 ,27 septembre 2021  12:54 ,28.1,20.0
3803479,Finished,26 septembre 2021  7:08 ,26 septembre 2021  7:45 ,36.7,8.11
28610730,Finished,24 septembre 2021  4:37 ,24 septembre 2021  5:03 ,26.23,20.0
3700648,Finished,26 septembre 2021  3:15 ,26 septembre 2021  4:00 ,45.6,7.67
3801962,Finished,27 septembre 2021  10:59 ,27 septembre 2021  11:12 ,12.08,20.0
21109706,Finished,27 septembre 2021  11:08 ,27 septembre 2021  11:16 ,7.98,17.89
28603394,Finished,23 septembre 2021  5:28 ,23 septembre 2021  6:16 ,47.72,17.0
28600844,Finished,25 septembre 2021  11:07 ,25 septembre 2021  12:02 ,54.1,20.0
3703308,Finished,26 septembre 2021  4:36 ,26 septembre 2021  5:43 ,66.0,8.44
28610497,Finished,25 septembre 2021  8:06 ,25 septembre 2021  8:39 ,33.57,20.0
28600211,Finished,23 septembre 2021  10:08 ,23 septembre 2021  10:38 ,29.65,20.0
21115204,Finished,26 septembre 2021  3:48 ,26 septembre 2021  5:39 ,110.0,12.67
28002307,Finished,25 septembre 2021  6:33 ,25 septembre 2021  7:31 ,57.58,15.56
3700560,Finished,26 septembre 2021  7:34 ,26 septembre 2021  9:09 ,95.0,13.0
3677063,Finished,25 septembre 2021  5:02 ,25 septembre 2021  5:20 ,18.42,20.0
21112734,Finished,25 septembre 2021  6:22 ,25 septembre 2021  7:10 ,48.03,20.0
28600665,Finished,22 septembre 2021  9:14 ,22 septembre 2021  9:40 ,25.13,20.0
28607480,Finished,27 septembre 2021  11:00 ,27 septembre 2021  11:17 ,17.62,20.0
28507548,Finished,26 septembre 2021  8:54 ,26 septembre 2021  9:28 ,33.37,9.56
3803162,Finished,26 septembre 2021  9:36 ,26 septembre 2021  10:36 ,60.0,20.0
28602627,Finished,25 septembre 2021  2:33 ,25 septembre 2021  3:16 ,43.22,14.0
21114737,Finished,27 septembre 2021  2:51 ,27 septembre 2021  4:51 ,120.0,16.0
3804195,Finished,23 septembre 2021  5:08 ,23 septembre 2021  6:04 ,56.47,15.0
3802503,Finished,27 septembre 2021  12:16 ,27 septembre 2021  12:31 ,14.77,17.78
28720090,Finished,27 septembre 2021  9:21 ,27 septembre 2021  10:18 ,57.42,19.0
3407463,Finished,26 septembre 2021  8:35 ,26 septembre 2021  9:19 ,44.65,12.0
3677161,Finished,26 septembre 2021  2:25 ,26 septembre 2021  3:36 ,70.0,20.0
28603418,Finished,23 septembre 2021  10:26 ,23 septembre 2021  11:08 ,42.43,20.0
28607538,Finished,26 septembre 2021  11:06 ,26 septembre 2021  11:36 ,30.32,16.0
3810013,Finished,21 septembre 2021  9:27 ,21 septembre 2021  10:26 ,58.92,15.0
21109700,Finished,27 septembre 2021  12:44 ,27 septembre 2021  1:05 ,20.73,15.0
28610199,Finished,22 septembre 2021  2:08 ,22 septembre 2021  2:40 ,32.8,16.0
3407716,Finished,23 septembre 2021  2:46 ,23 septembre 2021  3:18 ,31.68,20.0
28604190,Finished,26 septembre 2021  5:03 ,26 septembre 2021  5:28 ,25.2,20.0
3674474,Finished,26 septembre 2021  11:45 ,27 septembre 2021  1:02 ,76.0,18.0
21113747,Finished,26 septembre 2021  4:30 ,26 septembre 2021  5:12 ,42.15,20.0
3800028,Finished,26 septembre 2021  9:09 ,26 septembre 2021  9:31 ,22.08,11.56
28607117,Finished,26 septembre 2021  10:05 ,26 septembre 2021  10:38 ,33.53,20.0
3800075,Finished,26 septembre 2021  1:58 ,26 septembre 2021  2:33 ,34.9,15.0
28619891,Finished,26 septembre 2021  4:34 ,26 septembre 2021  4:39 ,4.87,9.0
3506467,Finished,27 septembre 2021  10:48 ,27 septembre 2021  11:22 ,33.58,8.11
28600653,Finished,26 septembre 2021  11:43 ,26 septembre 2021  12:08 ,25.33,17.0
28610514,Finished,27 septembre 2021  9:43 ,27 septembre 2021  10:32 ,49.5,20.0
28609831,Finished,26 septembre 2021  1:05 ,26 septembre 2021  1:35 ,30.1,20.0
3702385,Finished,27 septembre 2021  3:55 ,27 septembre 2021  4:44 ,49.3,20.0
28600759,Finished,26 septembre 2021  5:37 ,26 septembre 2021  6:34 ,56.2,20.0
28607831,Finished,26 septembre 2021  7:36 ,26 septembre 2021  7:59 ,22.73,17.78
28620112,Finished,26 septembre 2021  7:54 ,26 septembre 2021  9:46 ,112.0,20.0
28602386,Finished,21 septembre 2021  12:10 ,21 septembre 2021  12:33 ,23.05,20.0
3700630,Finished,26 septembre 2021  4:50 ,26 septembre 2021  6:03 ,73.0,20.0
28600769,Finished,23 septembre 2021  5:12 ,23 septembre 2021  5:37 ,25.55,14.89
28606830,Finished,26 septembre 2021  3:21 ,26 septembre 2021  3:51 ,30.22,20.0
28600492,Finished,27 septembre 2021  10:21 ,27 septembre 2021  10:29 ,7.87,20.0
28605022,Finished,25 septembre 2021  8:00 ,25 septembre 2021  8:22 ,21.78,18.0
3801873,Finished,27 septembre 2021  9:59 ,27 septembre 2021  10:54 ,54.85,20.0
28711440,Finished,26 septembre 2021  2:33 ,26 septembre 2021  2:47 ,14.5,16.0
3702996,Finished,20 septembre 2021  3:34 ,20 septembre 2021  3:57 ,23.33,20.0
28610207,Finished,27 septembre 2021  12:08 ,27 septembre 2021  12:52 ,44.22,17.44
28600464,Finished,25 septembre 2021  10:09 ,25 septembre 2021  11:06 ,56.3,18.0
28506638,Finished,26 septembre 2021  6:31 ,26 septembre 2021  6:45 ,13.52,20.0
3800477,Finished,27 septembre 2021  12:13 ,27 septembre 2021  1:01 ,47.98,19.0
