ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.43,Q. 2 /2.14,Q. 3 /5.36,Q. 4 /1.43,Q. 5 /1.07,Q. 6 /1.07,Q. 7 /3.21,Q. 8 /3.21,Q. 9 /1.07
21200397.0,Finished,15 November 2022  4:07 PM,15 November 2022  5:08 PM,61.0,19.06,1.07,2.14,5.13,1.43,0.71,1.07,3.21,3.21,1.07
28706636.0,Finished,15 November 2022  4:08 PM,15 November 2022  5:07 PM,59.1,15.71,1.07,2.14,5.36,1.43,1.07,0.71,2.50,0.36,1.07
21113286.0,Finished,15 November 2022  4:09 PM,15 November 2022  5:18 PM,69.0,19.64,1.07,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
3673536.0,Finished,15 November 2022  4:13 PM,15 November 2022  4:55 PM,42.75,19.06,1.07,2.14,5.13,1.43,1.07,1.07,2.86,3.21,1.07
28705948.0,Finished,15 November 2022  4:20 PM,15 November 2022  4:50 PM,30.25,18.84,1.43,2.14,4.91,1.07,1.07,1.07,2.86,3.21,1.07
28618735.0,Finished,15 November 2022  4:22 PM,15 November 2022  5:16 PM,53.58,19.29,1.07,2.14,5.36,1.43,1.07,1.07,2.86,3.21,1.07
28708212.0,Finished,15 November 2022  4:32 PM,15 November 2022  4:45 PM,13.58,16.78,1.07,1.65,5.13,1.07,0.71,0.71,2.86,2.50,1.07
28706827.0,Finished,16 November 2022  10:30 AM,16 November 2022  11:19 AM,49.08,18.84,1.07,2.14,4.91,1.43,1.07,0.71,3.21,3.21,1.07
28606874.0,Finished,16 November 2022  10:31 AM,16 November 2022  11:09 AM,37.58,18.93,1.07,2.14,5.36,1.43,1.07,0.71,3.21,3.21,0.71
28714617.0,Finished,16 November 2022  10:31 AM,16 November 2022  11:11 AM,39.52,20.00,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28700380.0,Finished,16 November 2022  10:32 AM,16 November 2022  11:21 AM,49.57,19.64,1.07,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28613143.0,Finished,16 November 2022  10:33 AM,16 November 2022  11:28 AM,55.23,18.84,1.07,2.14,4.91,1.43,1.07,1.07,2.86,3.21,1.07
28602563.0,Finished,16 November 2022  10:34 AM,16 November 2022  11:51 AM,76.0,19.64,1.43,2.14,5.36,1.43,0.71,1.07,3.21,3.21,1.07
28708078.0,Finished,16 November 2022  10:34 AM,16 November 2022  11:16 AM,41.45,19.29,1.07,2.14,5.36,1.07,1.07,1.07,3.21,3.21,1.07
28706456.0,Finished,16 November 2022  10:34 AM,16 November 2022  11:21 AM,46.95,19.64,1.07,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28706902.0,Finished,16 November 2022  10:37 AM,16 November 2022  11:24 AM,47.13,19.64,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,0.71
28705957.0,Finished,16 November 2022  10:51 AM,16 November 2022  11:29 AM,38.38,19.64,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,0.71
3521887.0,Finished,16 November 2022  10:52 AM,16 November 2022  12:37 PM,105.0,18.35,1.43,2.14,5.13,0.36,1.07,0.71,3.21,3.21,1.07
28706508.0,Finished,16 November 2022  11:13 AM,16 November 2022  11:32 AM,19.33,19.29,1.07,2.14,5.36,1.07,1.07,1.07,3.21,3.21,1.07
28626439.0,Finished,16 November 2022  11:27 AM,16 November 2022  11:51 AM,23.88,20.00,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28706765.0,Finished,16 November 2022  11:34 AM,16 November 2022  11:39 AM,4.83,19.31,1.43,1.81,5.36,1.43,1.07,1.07,3.21,3.21,0.71
28710097.0,Finished,16 November 2022  4:00 PM,16 November 2022  4:39 PM,39.53,20.00,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
21117173.0,Finished,16 November 2022  4:00 PM,16 November 2022  4:57 PM,57.08,19.42,1.07,2.14,5.13,1.43,1.07,1.07,3.21,3.21,1.07
28707756.0,Finished,16 November 2022  4:00 PM,16 November 2022  5:11 PM,70.0,18.93,1.07,2.14,5.36,1.43,1.07,1.07,2.50,3.21,1.07
28707475.0,Finished,16 November 2022  4:01 PM,16 November 2022  4:58 PM,57.23,17.28,1.07,2.14,5.13,0.71,1.07,0.71,2.86,2.86,0.71
3802503.0,Finished,16 November 2022  4:01 PM,16 November 2022  4:49 PM,47.93,17.99,1.43,2.14,5.13,1.43,0.71,0.36,2.86,3.21,0.71
28705835.0,Finished,16 November 2022  4:02 PM,16 November 2022  4:54 PM,51.98,19.64,1.43,2.14,5.36,1.43,1.07,1.07,2.86,3.21,1.07
28738728.0,Finished,16 November 2022  4:03 PM,16 November 2022  4:39 PM,36.43,17.50,1.07,2.14,5.36,0.71,0.36,0.71,3.21,3.21,0.71
28707917.0,Finished,16 November 2022  4:03 PM,16 November 2022  4:47 PM,43.72,19.64,1.07,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28708160.0,Finished,16 November 2022  4:03 PM,16 November 2022  4:58 PM,55.57,19.64,1.07,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28717281.0,Finished,16 November 2022  4:03 PM,16 November 2022  4:58 PM,54.5,18.90,1.07,1.98,5.13,1.43,1.07,1.07,3.21,2.86,1.07
28607959.0,Finished,16 November 2022  4:03 PM,16 November 2022  5:04 PM,60.0,18.57,1.43,2.14,5.36,1.43,1.07,0.71,2.50,3.21,0.71
21219706.0,Finished,16 November 2022  4:04 PM,16 November 2022  5:06 PM,61.0,13.84,1.43,2.14,4.91,0.71,0.00,0.36,3.21,0.71,0.36
28707889.0,Finished,16 November 2022  4:07 PM,16 November 2022  4:59 PM,51.62,18.63,1.07,1.48,5.36,1.07,1.07,1.07,3.21,3.21,1.07
21215817.0,Finished,16 November 2022  4:52 PM,16 November 2022  6:37 PM,105.0,4.11,1.07,2.14,0.89,-,-,-,-,-,-
28712278.0,Finished,17 November 2022  5:44 PM,17 November 2022  6:18 PM,33.88,19.64,1.07,2.14,5.36,1.43,1.07,1.07,3.21,3.21,1.07
28711710.0,Finished,17 November 2022  5:46 PM,17 November 2022  6:31 PM,45.08,18.97,1.07,2.14,4.69,1.43,1.07,1.07,3.21,3.21,1.07
28706346.0,Finished,17 November 2022  5:46 PM,17 November 2022  6:34 PM,47.17,19.29,1.07,2.14,5.36,1.43,1.07,0.71,3.21,3.21,1.07
28604542.0,Finished,17 November 2022  5:47 PM,17 November 2022  6:34 PM,46.92,18.35,1.07,2.14,5.13,1.43,1.07,1.07,2.50,2.86,1.07
28706745.0,Finished,17 November 2022  5:48 PM,17 November 2022  6:29 PM,41.38,18.93,1.07,2.14,5.36,0.71,1.07,1.07,3.21,3.21,1.07
28711505.0,Finished,17 November 2022  5:48 PM,17 November 2022  6:36 PM,47.7,19.78,1.43,2.14,5.13,1.43,1.07,1.07,3.21,3.21,1.07
28729891.0,Finished,17 November 2022  5:49 PM,17 November 2022  6:33 PM,43.73,18.57,1.07,2.14,5.36,1.43,1.07,0.71,2.50,3.21,1.07
3704907.0,Finished,17 November 2022  5:49 PM,17 November 2022  6:40 PM,51.17,19.29,1.43,2.14,5.36,1.43,1.07,0.71,3.21,3.21,0.71
21213030.0,Finished,17 November 2022  5:50 PM,17 November 2022  6:40 PM,49.87,19.42,1.07,2.14,5.13,1.43,1.07,1.07,3.21,3.21,1.07
28711772.0,Finished,17 November 2022  5:50 PM,17 November 2022  6:27 PM,37.37,19.64,1.43,2.14,5.36,1.07,1.07,1.07,3.21,3.21,1.07
3700291.0,Finished,17 November 2022  5:50 PM,17 November 2022  6:21 PM,30.38,17.46,1.07,2.14,4.24,1.43,0.71,0.71,3.21,3.21,0.71
3804183.0,Finished,17 November 2022  5:50 PM,17 November 2022  6:45 PM,54.97,19.29,1.43,2.14,5.36,1.43,1.07,0.71,3.21,3.21,0.71
28708645.0,Finished,17 November 2022  5:50 PM,17 November 2022  6:31 PM,40.7,16.07,1.07,2.14,5.36,1.43,0.36,1.07,3.21,0.36,1.07
28718611.0,Finished,17 November 2022  5:51 PM,17 November 2022  6:38 PM,47.48,19.20,1.07,2.14,4.91,1.43,1.07,1.07,3.21,3.21,1.07
28705068.0,Finished,17 November 2022  5:51 PM,17 November 2022  6:22 PM,31.48,18.57,1.07,2.14,5.36,1.43,1.07,0.71,2.86,2.86,1.07
28705401.0,Finished,17 November 2022  5:52 PM,17 November 2022  6:27 PM,34.77,16.83,1.07,2.14,4.69,0.71,1.07,0.71,2.86,2.86,0.71
28720888.0,Finished,17 November 2022  5:53 PM,17 November 2022  6:28 PM,34.73,18.57,1.07,2.14,5.36,1.43,1.07,0.71,2.86,2.86,1.07
28705425.0,Finished,17 November 2022  5:54 PM,17 November 2022  6:26 PM,32.02,18.76,1.07,1.98,5.36,1.43,1.07,0.36,3.21,3.21,1.07
21200572.0,Finished,17 November 2022  6:00 PM,17 November 2022  6:43 PM,43.0,16.56,1.07,2.14,5.13,0.36,0.71,1.07,2.86,2.50,0.71
28602162.0,Finished,18 November 2022  9:57 AM,18 November 2022  11:05 AM,68.0,19.64,1.43,2.14,5.36,1.43,1.07,1.07,3.21,3.21,0.71
28721870.0,Finished,18 November 2022  12:34 PM,18 November 2022  12:58 PM,24.25,19.29,1.07,2.14,5.36,1.07,1.07,1.07,3.21,3.21,1.07
3804605.0,Finished,18 November 2022  12:36 PM,18 November 2022  1:09 PM,33.17,19.42,1.07,2.14,5.13,1.43,1.07,1.07,3.21,3.21,1.07
28716648.0,Finished,18 November 2022  2:28 PM,18 November 2022  4:13 PM,104.0,19.42,1.07,2.14,5.13,1.43,1.07,1.07,3.21,3.21,1.07
21219688.0,Finished,18 November 2022  3:17 PM,18 November 2022  5:02 PM,105.0,5.85,0.36,0.49,1.79,0.00,0.36,0.00,2.14,0.71,0.00
21208283.0,Finished,18 November 2022  4:46 PM,18 November 2022  5:34 PM,47.72,18.71,1.07,2.14,5.13,1.43,1.07,0.36,3.21,3.21,1.07
