ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /1.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /14.00
3671094.0,Finished,14 December 2020  12:45 AM,14 December 2020  12:55 AM,10.85,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3803565.0,Finished,13 December 2020  9:43 PM,13 December 2020  10:13 PM,30.08,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3670777.0,Finished,14 December 2020  12:39 AM,14 December 2020  12:45 AM,6.02,19.00,1.00,0.00,1.00,1.00,1.00,1.00,14.00
3802999.0,Finished,13 December 2020  8:17 PM,13 December 2020  8:36 PM,19.22,14.06,1.00,1.00,1.00,1.00,1.00,0.00,9.06
3700149.0,Finished,14 December 2020  12:39 AM,14 December 2020  12:46 AM,7.5,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
3802342.0,Finished,13 December 2020  8:21 PM,13 December 2020  8:33 PM,12.38,14.06,1.00,1.00,1.00,1.00,1.00,0.00,9.06
3803025.0,Finished,14 December 2020  8:44 AM,14 December 2020  10:24 AM,100.0,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3800494.0,Finished,12 December 2020  2:07 PM,12 December 2020  2:48 PM,40.65,15.71,1.00,1.00,1.00,1.00,1.00,0.00,10.71
28507556.0,Finished,13 December 2020  10:33 PM,14 December 2020  12:31 AM,118.0,7.47,1.00,1.00,1.00,1.00,1.00,0.00,2.47
3413360.0,Finished,13 December 2020  6:29 PM,13 December 2020  7:52 PM,82.0,12.82,1.00,1.00,1.00,1.00,1.00,0.00,7.82
3971280.0,Finished,14 December 2020  12:16 AM,14 December 2020  12:57 AM,40.87,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3801528.0,Finished,14 December 2020  8:39 AM,14 December 2020  8:46 AM,6.82,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
28716768.0,Finished,14 December 2020  8:39 AM,14 December 2020  10:32 AM,112.0,14.24,1.00,1.00,1.00,1.00,1.00,1.00,8.24
3802881.0,Finished,14 December 2020  8:43 AM,14 December 2020  9:18 AM,34.8,10.82,0.00,0.00,1.00,1.00,1.00,0.00,7.82
3803966.0,Finished,13 December 2020  11:47 PM,14 December 2020  1:24 AM,97.0,14.88,1.00,1.00,1.00,1.00,1.00,0.00,9.88
3709095.0,Finished,14 December 2020  10:28 AM,14 December 2020  10:38 AM,10.37,9.53,1.00,1.00,1.00,1.00,1.00,0.00,4.53
3704090.0,Finished,13 December 2020  8:46 PM,13 December 2020  10:23 PM,97.0,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
28718372.0,Finished,13 December 2020  5:56 PM,13 December 2020  6:24 PM,28.8,18.59,1.00,1.00,1.00,1.00,1.00,0.00,13.59
3302184.0,Finished,14 December 2020  12:17 AM,14 December 2020  1:17 AM,60.0,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3802410.0,Finished,13 December 2020  9:39 PM,13 December 2020  9:44 PM,4.67,18.00,0.00,1.00,1.00,1.00,0.00,1.00,14.00
3802713.0,Finished,13 December 2020  7:00 PM,13 December 2020  8:25 PM,85.0,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
3521322.0,Finished,14 December 2020  4:13 AM,14 December 2020  4:55 AM,42.25,10.35,1.00,1.00,1.00,1.00,1.00,0.00,5.35
28616887.0,Finished,14 December 2020  8:47 AM,14 December 2020  10:19 AM,91.0,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3700530.0,Finished,13 December 2020  11:42 PM,14 December 2020  12:47 AM,64.0,16.12,1.00,1.00,1.00,1.00,1.00,0.00,11.12
3800103.0,Finished,13 December 2020  9:02 PM,13 December 2020  10:54 PM,112.0,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
3700640.0,Finished,13 December 2020  11:52 PM,14 December 2020  1:31 AM,98.0,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3805644.0,Finished,13 December 2020  4:05 PM,13 December 2020  4:53 PM,47.97,14.06,1.00,1.00,1.00,1.00,1.00,0.00,9.06
3800099.0,Finished,12 December 2020  4:30 PM,12 December 2020  5:50 PM,79.0,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
3802336.0,Finished,14 December 2020  8:34 AM,14 December 2020  8:58 AM,23.62,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3710442.0,Finished,13 December 2020  11:56 PM,14 December 2020  12:05 AM,9.5,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
3671035.0,Finished,14 December 2020  1:19 AM,14 December 2020  2:36 AM,76.0,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
28717834.0,Finished,13 December 2020  10:07 PM,13 December 2020  11:02 PM,54.85,18.00,1.00,0.00,1.00,1.00,0.00,1.00,14.00
3670056.0,Finished,14 December 2020  3:17 AM,14 December 2020  4:17 AM,59.28,8.82,0.00,0.00,0.00,0.00,1.00,0.00,7.82
3603619.0,Finished,14 December 2020  9:26 AM,14 December 2020  10:00 AM,34.23,16.00,0.00,1.00,0.00,1.00,0.00,0.00,14.00
3772433.0,Finished,14 December 2020  9:43 AM,14 December 2020  10:03 AM,19.92,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
3711799.0,Finished,11 December 2020  12:08 AM,11 December 2020  1:39 AM,90.0,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3801695.0,Finished,13 December 2020  4:56 PM,13 December 2020  5:02 PM,5.4,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3800519.0,Finished,14 December 2020  12:28 AM,14 December 2020  1:18 AM,50.35,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3709743.0,Finished,12 December 2020  2:36 PM,12 December 2020  3:28 PM,52.32,14.35,1.00,0.00,1.00,0.00,0.00,0.00,12.35
3705179.0,Finished,14 December 2020  12:14 AM,14 December 2020  1:36 AM,81.0,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3706599.0,Finished,14 December 2020  12:04 AM,14 December 2020  1:30 AM,85.0,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
28712991.0,Finished,13 December 2020  11:44 PM,14 December 2020  1:44 AM,119.0,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
28504995.0,Finished,13 December 2020  3:43 PM,13 December 2020  4:29 PM,45.8,13.65,1.00,1.00,1.00,1.00,0.00,1.00,8.65
3971141.0,Finished,13 December 2020  9:41 PM,13 December 2020  9:51 PM,9.82,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3707173.0,Finished,14 December 2020  10:39 PM,14 December 2020  11:01 PM,21.83,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3801173.0,Finished,13 December 2020  4:40 PM,13 December 2020  4:58 PM,18.73,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
28613397.0,Finished,13 December 2020  9:13 AM,13 December 2020  9:58 AM,44.97,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3875020.0,Finished,13 December 2020  6:46 PM,13 December 2020  8:19 PM,93.0,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3702867.0,Finished,13 December 2020  8:24 PM,13 December 2020  10:06 PM,101.0,10.06,0.00,0.00,0.00,0.00,1.00,0.00,9.06
3800422.0,Finished,12 December 2020  4:30 PM,12 December 2020  5:50 PM,79.0,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
3802432.0,Finished,13 December 2020  11:46 PM,14 December 2020  12:44 AM,58.4,14.47,1.00,1.00,1.00,1.00,1.00,0.00,9.47
3700421.0,Finished,11 December 2020  10:31 AM,11 December 2020  11:02 AM,30.95,7.06,1.00,1.00,1.00,1.00,1.00,0.00,2.06
3971668.0,Finished,14 December 2020  7:36 AM,14 December 2020  7:41 AM,5.6,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3700479.0,Finished,14 December 2020  12:40 AM,14 December 2020  12:52 AM,11.47,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3700615.0,Finished,12 December 2020  3:18 PM,12 December 2020  5:04 PM,106.0,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
3522190.0,Finished,14 December 2020  12:18 AM,14 December 2020  12:55 AM,37.63,5.82,1.00,1.00,1.00,1.00,1.00,0.00,0.82
3201218.0,Finished,13 December 2020  7:03 PM,13 December 2020  9:02 PM,119.0,10.24,1.00,1.00,-,-,-,-,8.24
3874897.0,Finished,13 December 2020  6:43 PM,13 December 2020  7:34 PM,51.07,7.47,1.00,1.00,1.00,1.00,1.00,0.00,2.47
3700041.0,Finished,13 December 2020  11:50 PM,13 December 2020  11:54 PM,4.47,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3803611.0,Finished,13 December 2020  10:10 PM,13 December 2020  10:21 PM,11.12,17.59,1.00,0.00,1.00,1.00,0.00,1.00,13.59
28502791.0,Finished,11 December 2020  12:18 PM,11 December 2020  12:24 PM,5.68,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
3971165.0,Finished,13 December 2020  11:57 PM,14 December 2020  12:20 AM,23.38,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3802558.0,Finished,14 December 2020  8:34 AM,14 December 2020  10:34 AM,120.0,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
3670527.0,Finished,13 December 2020  11:16 PM,13 December 2020  11:21 PM,4.58,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3700191.0,Finished,8 December 2020  9:38 PM,8 December 2020  11:19 PM,101.0,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3803468.0,Finished,14 December 2020  5:02 AM,14 December 2020  6:29 AM,86.0,18.00,1.00,1.00,1.00,0.00,0.00,1.00,14.00
3802500.0,Finished,14 December 2020  2:28 AM,14 December 2020  3:42 AM,74.0,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3671086.0,Finished,13 December 2020  9:02 PM,13 December 2020  9:20 PM,18.17,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3670280.0,Finished,13 December 2020  11:15 PM,13 December 2020  11:47 PM,32.37,18.00,1.00,1.00,1.00,1.00,0.00,0.00,14.00
3671439.0,Finished,14 December 2020  9:07 AM,14 December 2020  10:07 AM,60.0,11.18,1.00,1.00,1.00,1.00,1.00,0.00,6.18
3670050.0,Finished,13 December 2020  10:02 PM,13 December 2020  10:16 PM,13.75,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
3800364.0,Finished,13 December 2020  11:32 PM,13 December 2020  11:38 PM,5.9,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
28717021.0,Finished,12 December 2020  6:48 PM,12 December 2020  7:16 PM,28.22,12.82,1.00,1.00,1.00,1.00,1.00,0.00,7.82
3802291.0,Finished,14 December 2020  5:17 AM,14 December 2020  5:58 AM,40.33,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
3801474.0,Finished,12 December 2020  2:07 PM,12 December 2020  2:48 PM,40.42,15.71,1.00,1.00,1.00,1.00,1.00,0.00,10.71
3301246.0,Finished,13 December 2020  10:20 PM,14 December 2020  12:14 AM,113.0,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3521154.0,Finished,14 December 2020  9:51 AM,14 December 2020  10:01 AM,10.2,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3703993.0,Finished,13 December 2020  5:41 PM,13 December 2020  7:16 PM,95.0,10.35,1.00,1.00,1.00,1.00,1.00,0.00,5.35
3802621.0,Finished,12 December 2020  7:15 PM,12 December 2020  7:56 PM,41.9,14.88,1.00,1.00,1.00,1.00,1.00,0.00,9.88
3671913.0,Finished,14 December 2020  8:50 AM,14 December 2020  10:41 AM,111.0,8.82,0.00,0.00,0.00,0.00,1.00,0.00,7.82
3700565.0,Finished,13 December 2020  11:38 PM,13 December 2020  11:51 PM,12.6,18.18,1.00,1.00,1.00,1.00,1.00,0.00,13.18
3803009.0,Finished,13 December 2020  10:08 PM,13 December 2020  11:02 PM,54.75,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3800446.0,Finished,13 December 2020  3:00 PM,13 December 2020  4:19 PM,78.0,17.76,1.00,1.00,1.00,1.00,1.00,0.00,12.76
3803454.0,Finished,13 December 2020  7:51 PM,13 December 2020  9:26 PM,95.0,12.12,0.00,1.00,0.00,0.00,0.00,0.00,11.12
3802614.0,Finished,13 December 2020  11:40 PM,14 December 2020  1:40 AM,120.0,13.24,1.00,1.00,1.00,1.00,1.00,0.00,8.24
3800511.0,Finished,9 December 2020  5:26 PM,9 December 2020  6:56 PM,90.0,15.71,1.00,1.00,1.00,1.00,1.00,0.00,10.71
28717024.0,Finished,13 December 2020  10:14 PM,13 December 2020  10:49 PM,35.2,12.41,1.00,1.00,1.00,1.00,1.00,0.00,7.41
3679357.0,Finished,10 December 2020  5:27 PM,10 December 2020  5:32 PM,5.03,17.59,1.00,0.00,1.00,0.00,1.00,1.00,13.59
3802515.0,Finished,13 December 2020  11:58 PM,14 December 2020  12:22 AM,23.25,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3703346.0,Finished,14 December 2020  6:31 AM,14 December 2020  6:42 AM,10.95,4.00,1.00,1.00,1.00,1.00,-,0.00,0.00
3711387.0,Finished,14 December 2020  2:35 AM,14 December 2020  3:34 AM,58.93,18.59,1.00,1.00,1.00,1.00,1.00,0.00,13.59
3800256.0,Finished,13 December 2020  9:09 PM,13 December 2020  10:18 PM,68.0,15.29,1.00,1.00,1.00,1.00,1.00,0.00,10.29
3309168.0,Finished,13 December 2020  11:17 PM,13 December 2020  11:54 PM,36.7,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
3873784.0,Finished,13 December 2020  12:33 PM,13 December 2020  2:20 PM,106.0,8.18,1.00,1.00,0.00,0.00,0.00,0.00,6.18
3872354.0,Finished,14 December 2020  9:48 AM,14 December 2020  10:15 AM,27.35,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3802420.0,Finished,14 December 2020  2:38 AM,14 December 2020  2:58 AM,20.2,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3811132.0,Finished,13 December 2020  9:54 PM,13 December 2020  11:33 PM,99.0,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3415762.0,Finished,14 December 2020  1:15 AM,14 December 2020  2:13 AM,58.55,14.47,1.00,1.00,1.00,1.00,1.00,0.00,9.47
3803151.0,Finished,14 December 2020  8:54 AM,14 December 2020  9:56 AM,62.0,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3800104.0,Finished,13 December 2020  1:38 PM,13 December 2020  2:08 PM,30.33,8.35,1.00,1.00,0.00,0.00,1.00,0.00,5.35
3703893.0,Finished,8 December 2020  9:38 PM,8 December 2020  11:20 PM,102.0,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
3701184.0,Finished,13 December 2020  8:07 PM,13 December 2020  8:17 PM,9.65,13.65,1.00,1.00,1.00,1.00,0.00,1.00,8.65
28616082.0,Finished,14 December 2020  12:04 AM,14 December 2020  1:04 AM,60.0,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3802805.0,Finished,13 December 2020  11:20 PM,13 December 2020  11:46 PM,26.22,15.71,1.00,1.00,1.00,1.00,1.00,0.00,10.71
3971120.0,Finished,13 December 2020  11:05 PM,14 December 2020  12:40 AM,95.0,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3670888.0,Finished,14 December 2020  2:44 AM,14 December 2020  4:42 AM,117.0,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
28705217.0,Finished,14 December 2020  9:57 AM,14 December 2020  10:40 AM,42.18,9.12,1.00,1.00,1.00,1.00,1.00,0.00,4.12
3970712.0,Finished,13 December 2020  11:51 PM,14 December 2020  12:44 AM,52.97,14.88,1.00,1.00,1.00,1.00,1.00,0.00,9.88
3800002.0,Finished,13 December 2020  9:54 PM,13 December 2020  10:04 PM,10.03,18.59,1.00,1.00,1.00,1.00,1.00,0.00,13.59
3700451.0,Finished,8 December 2020  2:18 PM,8 December 2020  3:24 PM,66.0,15.71,1.00,1.00,1.00,1.00,1.00,0.00,10.71
28503374.0,Finished,13 December 2020  9:39 PM,13 December 2020  10:42 PM,62.0,14.47,1.00,1.00,1.00,1.00,1.00,0.00,9.47
3800274.0,Finished,13 December 2020  7:32 PM,13 December 2020  8:28 PM,55.85,8.59,1.00,1.00,-,-,0.00,0.00,6.59
3407325.0,Finished,14 December 2020  12:18 AM,14 December 2020  1:01 AM,42.25,18.00,1.00,0.00,1.00,0.00,1.00,1.00,14.00
28614283.0,Finished,10 December 2020  8:18 AM,10 December 2020  8:47 AM,28.85,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3804264.0,Finished,13 December 2020  6:04 PM,13 December 2020  6:12 PM,8.08,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3802892.0,Finished,13 December 2020  10:14 PM,13 December 2020  11:46 PM,92.0,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3874133.0,Finished,13 December 2020  11:28 PM,13 December 2020  11:34 PM,5.53,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
3703339.0,Finished,14 December 2020  7:22 AM,14 December 2020  8:59 AM,96.0,6.12,1.00,0.00,0.00,0.00,0.00,1.00,4.12
3201608.0,Finished,8 December 2020  9:40 PM,8 December 2020  11:20 PM,99.0,19.18,1.00,1.00,1.00,1.00,1.00,1.00,13.18
3672502.0,Finished,13 December 2020  6:39 PM,13 December 2020  7:57 PM,77.0,10.82,1.00,0.00,1.00,0.00,1.00,0.00,7.82
3802984.0,Finished,13 December 2020  11:03 PM,14 December 2020  12:33 AM,90.0,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
3706648.0,Finished,10 December 2020  7:32 PM,10 December 2020  8:26 PM,54.3,14.47,1.00,1.00,1.00,1.00,1.00,0.00,9.47
3700914.0,Finished,13 December 2020  11:17 PM,14 December 2020  12:10 AM,53.03,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
3800559.0,Finished,14 December 2020  12:41 AM,14 December 2020  1:14 AM,32.7,12.82,1.00,1.00,1.00,1.00,1.00,0.00,7.82
