State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.00,Q. 2 /3.00,Q. 3 /4.00,Q. 4 /2.00,Q. 5 /4.00,Q. 6 /1.00,Q. 7 /1.00
Finished,4 October 2020  8:50 PM,4 October 2020  9:48 PM,58.23,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  3:11 PM,3 October 2020  4:25 PM,73.0,15.56,0.56,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  3:22 PM,3 October 2020  3:55 PM,33.03,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:49 PM,4 October 2020  11:10 PM,20.6,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,2 October 2020  11:16 PM,2 October 2020  11:26 PM,10.75,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  11:27 PM,5 October 2020  12:07 AM,40.08,16.00,5.00,3.00,4.00,2.00,0.00,1.00,1.00
Finished,30 September 2020  11:57 AM,30 September 2020  12:12 PM,15.2,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  11:19 PM,5 October 2020  12:10 AM,51.17,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:08 AM,5 October 2020  12:36 AM,28.07,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  10:22 PM,4 October 2020  10:46 PM,23.53,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  3:05 PM,4 October 2020  4:36 PM,91.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,29 September 2020  2:15 PM,29 September 2020  3:15 PM,59.47,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  9:48 PM,4 October 2020  10:29 PM,41.02,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,5 October 2020  9:30 AM,5 October 2020  9:57 AM,27.97,19.00,5.00,2.00,4.00,2.00,4.00,1.00,1.00
Finished,29 September 2020  3:11 PM,29 September 2020  3:47 PM,35.3,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,3 October 2020  9:14 AM,3 October 2020  9:35 AM,20.28,17.00,5.00,3.00,4.00,0.00,4.00,0.00,1.00
Finished,4 October 2020  9:47 PM,4 October 2020  10:25 PM,37.25,14.44,4.44,3.00,4.00,2.00,0.00,0.00,1.00
Finished,3 October 2020  5:23 PM,3 October 2020  5:37 PM,13.58,13.89,3.89,3.00,4.00,2.00,0.00,0.00,1.00
Finished,5 October 2020  8:47 AM,5 October 2020  8:55 AM,7.58,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  2:35 PM,3 October 2020  3:31 PM,56.43,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  8:52 AM,5 October 2020  9:07 AM,15.42,18.00,5.00,3.00,4.00,0.00,4.00,1.00,1.00
Finished,5 October 2020  9:37 AM,5 October 2020  10:42 AM,64.0,18.89,3.89,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  1:24 PM,3 October 2020  2:08 PM,44.72,15.56,0.56,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  11:39 PM,5 October 2020  1:06 AM,86.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  2:42 PM,4 October 2020  4:07 PM,84.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  5:01 PM,4 October 2020  5:17 PM,16.03,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:49 AM,5 October 2020  1:50 AM,60.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:41 PM,4 October 2020  11:13 PM,32.3,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  8:31 AM,5 October 2020  9:33 AM,61.0,15.00,-,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  8:09 AM,5 October 2020  8:32 AM,23.42,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,30 September 2020  12:08 PM,30 September 2020  12:27 PM,18.72,18.00,5.00,3.00,4.00,0.00,4.00,1.00,1.00
Finished,5 October 2020  12:17 AM,5 October 2020  12:54 AM,37.48,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:56 PM,4 October 2020  9:02 PM,6.37,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:27 PM,4 October 2020  11:03 PM,35.98,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  3:10 PM,4 October 2020  3:47 PM,37.07,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,28 September 2020  9:48 PM,28 September 2020  10:35 PM,46.72,14.00,5.00,3.00,4.00,0.00,0.00,1.00,1.00
Finished,5 October 2020  6:16 AM,5 October 2020  8:20 AM,124.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  9:29 PM,4 October 2020  10:07 PM,38.18,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  10:00 PM,3 October 2020  10:32 PM,31.43,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:57 AM,4 October 2020  11:39 AM,41.22,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:28 PM,4 October 2020  9:57 PM,89.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:45 AM,4 October 2020  11:10 AM,25.13,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  11:13 PM,4 October 2020  11:47 PM,34.45,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  6:59 PM,4 October 2020  7:45 PM,45.97,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  7:51 AM,5 October 2020  8:56 AM,65.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  3:50 PM,3 October 2020  4:34 PM,44.18,13.89,3.89,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  5:00 PM,4 October 2020  6:48 PM,107.0,18.33,3.33,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  8:40 AM,5 October 2020  9:07 AM,26.92,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  6:23 PM,4 October 2020  6:53 PM,29.72,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  3:35 PM,4 October 2020  4:04 PM,28.2,19.00,5.00,3.00,3.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  11:35 PM,5 October 2020  12:05 AM,29.68,18.89,3.89,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:18 PM,4 October 2020  8:56 PM,38.0,12.00,5.00,0.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  9:43 PM,4 October 2020  10:15 PM,31.58,19.44,4.44,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:47 PM,4 October 2020  11:02 PM,14.47,19.00,5.00,3.00,4.00,2.00,4.00,0.00,1.00
Finished,2 October 2020  10:46 AM,2 October 2020  11:22 AM,36.27,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:10 AM,5 October 2020  12:32 AM,21.53,13.00,5.00,3.00,4.00,0.00,0.00,0.00,1.00
Finished,4 October 2020  2:34 PM,4 October 2020  3:12 PM,38.83,18.00,5.00,3.00,4.00,0.00,4.00,1.00,1.00
Finished,2 October 2020  3:58 PM,2 October 2020  4:40 PM,41.83,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  7:57 PM,4 October 2020  8:33 PM,35.33,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:00 AM,4 October 2020  10:10 AM,10.27,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:19 PM,4 October 2020  10:26 PM,6.42,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  12:29 PM,4 October 2020  1:04 PM,35.33,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  9:53 PM,4 October 2020  10:24 PM,31.75,18.00,5.00,2.00,3.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:51 PM,4 October 2020  9:02 PM,10.52,16.00,5.00,3.00,4.00,0.00,4.00,0.00,0.00
Finished,5 October 2020  8:41 AM,5 October 2020  9:05 AM,24.17,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  3:39 PM,3 October 2020  4:33 PM,54.43,13.89,3.89,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  5:07 PM,4 October 2020  5:53 PM,45.22,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  8:25 PM,4 October 2020  9:54 PM,89.0,15.33,3.33,3.00,4.00,0.00,4.00,1.00,0.00
Finished,3 October 2020  3:22 PM,3 October 2020  3:55 PM,33.1,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:57 PM,4 October 2020  11:16 PM,19.35,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  8:49 AM,5 October 2020  10:45 AM,116.0,6.44,4.44,1.00,-,-,-,1.00,0.00
Finished,4 October 2020  6:48 PM,4 October 2020  7:10 PM,21.9,18.00,5.00,3.00,4.00,2.00,4.00,0.00,0.00
Finished,4 October 2020  11:27 PM,5 October 2020  12:27 AM,59.78,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,1 October 2020  4:49 PM,1 October 2020  5:34 PM,44.65,18.00,5.00,3.00,4.00,2.00,4.00,0.00,0.00
Finished,29 September 2020  7:23 PM,29 September 2020  8:42 PM,79.0,8.33,3.33,3.00,1.00,0.00,0.00,0.00,1.00
Finished,28 September 2020  9:51 PM,28 September 2020  10:37 PM,45.67,14.00,5.00,3.00,4.00,0.00,0.00,1.00,1.00
Finished,3 October 2020  12:39 PM,3 October 2020  1:09 PM,30.88,18.33,3.33,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:16 PM,4 October 2020  10:29 PM,12.9,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:32 PM,4 October 2020  10:23 PM,110.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:11 AM,5 October 2020  1:12 AM,60.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:25 AM,5 October 2020  1:19 AM,54.55,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  1:01 AM,5 October 2020  2:27 AM,86.0,10.67,1.67,2.00,3.00,2.00,0.00,1.00,1.00
Finished,4 October 2020  5:14 PM,4 October 2020  6:35 PM,81.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  11:03 PM,4 October 2020  11:06 PM,3.58,19.00,5.00,3.00,3.00,2.00,4.00,1.00,1.00
Finished,1 October 2020  2:02 PM,1 October 2020  2:20 PM,18.15,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  2:26 PM,4 October 2020  4:26 PM,119.0,18.00,5.00,3.00,4.00,2.00,4.00,0.00,-
Finished,4 October 2020  6:47 PM,4 October 2020  7:57 PM,69.0,17.00,5.00,3.00,4.00,0.00,4.00,0.00,1.00
Finished,4 October 2020  11:19 PM,5 October 2020  12:35 AM,76.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,28 September 2020  8:53 PM,28 September 2020  9:07 PM,14.3,16.00,5.00,3.00,4.00,2.00,0.00,1.00,1.00
Finished,3 October 2020  4:30 PM,3 October 2020  4:42 PM,11.58,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  6:08 PM,4 October 2020  7:34 PM,86.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  9:25 PM,4 October 2020  10:12 PM,46.47,19.00,5.00,2.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  10:16 AM,5 October 2020  10:44 AM,28.0,6.00,0.00,3.00,2.00,0.00,0.00,0.00,1.00
Finished,4 October 2020  2:25 PM,4 October 2020  2:43 PM,18.07,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  1:11 PM,4 October 2020  1:46 PM,34.8,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  4:45 PM,3 October 2020  5:05 PM,19.93,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:28 PM,4 October 2020  8:33 PM,4.58,18.00,5.00,3.00,4.00,2.00,4.00,0.00,0.00
Finished,3 October 2020  9:01 PM,3 October 2020  9:32 PM,31.4,13.33,3.33,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  9:19 PM,4 October 2020  9:29 PM,10.23,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  6:44 PM,4 October 2020  7:13 PM,28.73,19.00,5.00,3.00,4.00,2.00,4.00,1.00,0.00
Finished,2 October 2020  12:56 PM,2 October 2020  1:28 PM,32.33,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
