State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /7.00,Q. 2 /1.00,Q. 3 /2.00,Q. 4 /3.00,Q. 5 /1.00,Q. 6 /6.00
Finished,26 October 2020  1:31 AM,26 October 2020  1:39 AM,8.82,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  8:28 PM,25 October 2020  9:13 PM,45.88,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  10:37 PM,25 October 2020  11:41 PM,64.0,16.00,7.00,1.00,0.00,1.00,1.00,6.00
Finished,25 October 2020  8:27 AM,25 October 2020  9:02 AM,34.62,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  2:05 PM,24 October 2020  2:58 PM,53.17,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,21 October 2020  9:30 AM,21 October 2020  9:40 AM,10.53,18.00,7.00,1.00,2.00,1.00,1.00,6.00
Finished,24 October 2020  8:47 PM,24 October 2020  9:40 PM,52.57,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  2:36 PM,24 October 2020  3:21 PM,44.35,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:55 PM,26 October 2020  12:53 AM,57.88,16.00,7.00,1.00,0.00,1.00,1.00,6.00
Finished,24 October 2020  10:29 PM,24 October 2020  10:55 PM,25.75,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  1:33 PM,25 October 2020  1:53 PM,20.42,17.50,6.50,1.00,0.00,3.00,1.00,6.00
Finished,24 October 2020  8:11 PM,24 October 2020  8:28 PM,16.62,16.00,7.00,1.00,0.00,1.00,1.00,6.00
Finished,25 October 2020  7:06 PM,25 October 2020  7:53 PM,46.57,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  9:02 PM,25 October 2020  9:46 PM,43.95,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,22 October 2020  2:04 PM,22 October 2020  2:19 PM,15.05,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:34 PM,26 October 2020  12:13 AM,99.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  6:54 PM,24 October 2020  7:25 PM,31.72,19.50,6.50,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  9:54 PM,24 October 2020  10:48 PM,54.42,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  7:26 AM,26 October 2020  7:48 AM,21.68,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  6:57 PM,25 October 2020  7:06 PM,9.65,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,23 October 2020  10:17 PM,23 October 2020  10:47 PM,29.47,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  12:40 AM,26 October 2020  12:50 AM,10.07,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  8:10 PM,24 October 2020  8:32 PM,21.27,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  9:00 PM,25 October 2020  9:39 PM,39.13,12.64,6.50,1.00,2.00,1.00,0.00,2.14
Finished,23 October 2020  12:00 AM,23 October 2020  12:37 AM,37.02,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,22 October 2020  8:59 PM,22 October 2020  9:17 PM,18.17,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  11:07 PM,25 October 2020  11:31 PM,24.03,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  2:16 PM,24 October 2020  2:55 PM,38.15,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  12:13 AM,26 October 2020  12:44 AM,30.7,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  5:00 PM,25 October 2020  5:32 PM,32.07,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  9:32 PM,25 October 2020  10:35 PM,62.0,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  10:26 PM,25 October 2020  10:50 PM,23.57,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  4:50 PM,25 October 2020  5:32 PM,41.67,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,20 October 2020  5:31 PM,20 October 2020  5:45 PM,14.58,16.00,7.00,1.00,0.00,1.00,1.00,6.00
Finished,25 October 2020  2:24 PM,25 October 2020  2:46 PM,21.48,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  8:08 AM,26 October 2020  8:36 AM,27.95,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,20 October 2020  2:01 PM,20 October 2020  2:32 PM,30.52,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,21 October 2020  8:58 PM,21 October 2020  9:08 PM,9.92,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,25 October 2020  10:25 PM,25 October 2020  11:45 PM,80.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  6:26 PM,24 October 2020  6:50 PM,23.72,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  9:54 PM,24 October 2020  10:48 PM,54.1,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  3:04 AM,26 October 2020  3:52 AM,47.57,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  12:46 PM,25 October 2020  1:06 PM,19.8,18.21,6.50,1.00,2.00,3.00,1.00,4.71
Finished,26 October 2020  9:50 AM,26 October 2020  10:44 AM,54.07,13.07,6.50,0.00,-,0.00,1.00,5.57
Finished,24 October 2020  1:28 PM,24 October 2020  2:30 PM,61.0,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  11:58 PM,26 October 2020  12:32 AM,34.78,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  3:37 PM,25 October 2020  4:14 PM,36.8,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  9:24 PM,25 October 2020  10:10 PM,46.3,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  12:31 AM,25 October 2020  12:46 AM,15.0,15.07,5.50,1.00,2.00,3.00,1.00,2.57
Finished,26 October 2020  1:17 AM,26 October 2020  1:51 AM,33.43,15.86,7.00,1.00,2.00,1.00,1.00,3.86
Finished,25 October 2020  6:46 PM,25 October 2020  7:34 PM,48.2,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  7:22 PM,24 October 2020  8:12 PM,49.83,12.21,4.50,1.00,0.00,1.00,1.00,4.71
Finished,25 October 2020  5:25 AM,25 October 2020  5:28 AM,3.12,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,26 October 2020  7:59 AM,26 October 2020  8:10 AM,11.43,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:02 PM,25 October 2020  10:17 PM,15.25,10.79,6.50,1.00,0.00,1.00,1.00,1.29
Finished,24 October 2020  2:44 PM,24 October 2020  4:29 PM,104.0,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  11:50 PM,26 October 2020  12:05 AM,15.33,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  12:32 AM,26 October 2020  1:06 AM,33.98,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:43 PM,25 October 2020  10:46 PM,2.42,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,19 October 2020  10:12 PM,19 October 2020  10:47 PM,34.45,16.57,7.00,1.00,2.00,3.00,1.00,2.57
Finished,26 October 2020  7:47 AM,26 October 2020  8:54 AM,66.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:22 PM,25 October 2020  11:41 PM,18.75,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  10:29 PM,24 October 2020  10:56 PM,27.4,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  1:13 PM,24 October 2020  1:46 PM,33.03,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  7:06 PM,24 October 2020  8:26 PM,80.0,16.57,7.00,1.00,2.00,3.00,1.00,2.57
Finished,26 October 2020  1:25 AM,26 October 2020  2:31 AM,66.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,23 October 2020  11:40 AM,23 October 2020  11:43 AM,3.6,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  8:59 AM,26 October 2020  9:30 AM,30.63,16.07,6.50,1.00,2.00,3.00,1.00,2.57
Finished,23 October 2020  11:37 PM,23 October 2020  11:42 PM,4.92,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  7:06 AM,26 October 2020  7:22 AM,16.57,18.50,5.50,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  6:26 PM,24 October 2020  6:49 PM,23.5,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,21 October 2020  10:09 PM,21 October 2020  10:21 PM,12.18,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  9:15 AM,26 October 2020  10:14 AM,58.62,13.50,6.50,0.00,-,0.00,1.00,6.00
Finished,25 October 2020  7:48 PM,25 October 2020  8:15 PM,27.78,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  11:01 AM,25 October 2020  12:09 PM,68.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:24 PM,25 October 2020  11:41 PM,16.32,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,26 October 2020  12:29 AM,26 October 2020  1:02 AM,32.4,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,26 October 2020  12:53 AM,26 October 2020  2:04 AM,70.0,15.14,7.00,1.00,0.00,1.00,1.00,5.14
Finished,26 October 2020  12:55 AM,26 October 2020  12:59 AM,3.9,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  12:12 PM,24 October 2020  1:29 PM,77.0,19.00,6.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:27 PM,25 October 2020  10:51 PM,23.82,15.86,5.00,1.00,2.00,3.00,1.00,3.86
Finished,26 October 2020  12:01 AM,26 October 2020  12:35 AM,34.73,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,23 October 2020  10:47 AM,23 October 2020  11:13 AM,25.58,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,23 October 2020  11:01 PM,23 October 2020  11:37 PM,35.98,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:21 AM,25 October 2020  10:24 AM,2.9,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  9:35 PM,25 October 2020  9:40 PM,4.45,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  12:55 PM,25 October 2020  1:03 PM,7.27,17.43,7.00,1.00,2.00,3.00,1.00,3.43
Finished,24 October 2020  6:26 PM,24 October 2020  6:54 PM,27.45,19.50,6.50,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:06 PM,25 October 2020  11:47 PM,41.07,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  7:14 PM,25 October 2020  8:12 PM,58.42,6.86,1.00,1.00,2.00,1.00,1.00,0.86
Finished,25 October 2020  1:23 PM,25 October 2020  2:18 PM,54.95,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  12:47 AM,26 October 2020  1:02 AM,15.13,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  8:45 AM,26 October 2020  10:42 AM,117.0,16.14,7.00,1.00,2.00,3.00,1.00,2.14
Finished,25 October 2020  8:53 AM,25 October 2020  9:18 AM,24.62,18.00,5.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  6:45 PM,25 October 2020  7:02 PM,17.47,17.14,7.00,1.00,2.00,1.00,1.00,5.14
Finished,25 October 2020  11:39 PM,26 October 2020  12:18 AM,38.82,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,20 October 2020  12:29 PM,20 October 2020  12:42 PM,12.87,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,19 October 2020  10:13 PM,19 October 2020  10:47 PM,33.77,16.57,7.00,1.00,2.00,3.00,1.00,2.57
Finished,25 October 2020  11:56 AM,25 October 2020  12:19 PM,23.27,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  7:38 PM,25 October 2020  8:40 PM,61.0,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  11:05 PM,25 October 2020  11:25 PM,19.42,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:45 PM,25 October 2020  11:55 PM,69.0,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,26 October 2020  1:57 AM,26 October 2020  3:35 AM,98.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  8:40 AM,26 October 2020  9:40 AM,59.28,8.79,4.50,1.00,0.00,1.00,1.00,1.29
Finished,24 October 2020  2:25 PM,24 October 2020  2:59 PM,34.07,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,23 October 2020  11:30 AM,23 October 2020  11:36 AM,5.63,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,20 October 2020  2:04 PM,20 October 2020  2:29 PM,25.42,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  3:28 PM,25 October 2020  5:28 PM,120.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  5:05 PM,25 October 2020  5:34 PM,28.37,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,21 October 2020  9:32 PM,21 October 2020  10:13 PM,40.75,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,20 October 2020  6:32 AM,20 October 2020  6:41 AM,9.32,19.50,6.50,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  4:19 PM,25 October 2020  4:26 PM,7.62,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  9:32 PM,25 October 2020  11:16 PM,104.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:09 PM,25 October 2020  11:13 PM,4.28,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,25 October 2020  4:09 AM,25 October 2020  4:59 AM,50.08,14.57,7.00,1.00,2.00,1.00,1.00,2.57
Finished,25 October 2020  3:03 PM,25 October 2020  3:29 PM,26.57,18.57,7.00,1.00,2.00,3.00,0.00,5.57
Finished,25 October 2020  4:03 PM,25 October 2020  4:25 PM,22.03,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  9:47 PM,25 October 2020  11:17 PM,90.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,21 October 2020  2:16 PM,21 October 2020  2:31 PM,15.53,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  9:53 PM,25 October 2020  10:38 PM,44.45,18.14,6.00,1.00,2.00,3.00,1.00,5.14
Finished,25 October 2020  1:01 PM,25 October 2020  1:26 PM,25.17,18.21,6.50,1.00,2.00,3.00,1.00,4.71
Finished,22 October 2020  9:34 PM,22 October 2020  9:41 PM,6.45,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  12:31 AM,25 October 2020  12:53 AM,22.63,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,24 October 2020  4:25 PM,24 October 2020  5:28 PM,63.0,17.50,6.50,1.00,0.00,3.00,1.00,6.00
Finished,24 October 2020  8:17 PM,24 October 2020  9:27 PM,69.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  7:05 PM,24 October 2020  7:32 PM,27.18,17.36,6.50,1.00,2.00,3.00,1.00,3.86
Finished,25 October 2020  8:15 PM,25 October 2020  9:25 PM,70.0,16.57,7.00,1.00,2.00,3.00,1.00,2.57
Finished,26 October 2020  12:37 AM,26 October 2020  12:47 AM,10.68,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  3:54 PM,25 October 2020  4:36 PM,42.77,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,24 October 2020  9:06 PM,24 October 2020  9:37 PM,31.12,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,26 October 2020  12:04 AM,26 October 2020  1:11 AM,66.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  9:53 PM,25 October 2020  10:38 PM,44.87,17.00,4.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  2:33 PM,24 October 2020  2:45 PM,12.65,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  2:20 PM,24 October 2020  2:39 PM,19.35,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:35 PM,25 October 2020  10:59 PM,23.53,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,26 October 2020  8:38 AM,26 October 2020  9:41 AM,62.0,20.00,7.00,1.00,2.00,3.00,1.00,6.00
