ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.00,Q. 2 /7.00,Q. 3 /5.00,Q. 4 /3.00
3800519.0,Finished,21 December 2020  7:17 AM,21 December 2020  7:23 AM,5.93,10.00,2.00,5.00,0.00,3.00
3709743.0,Finished,16 December 2020  12:48 PM,16 December 2020  1:42 PM,53.67,7.00,1.00,5.00,0.00,1.00
3705179.0,Finished,21 December 2020  3:48 AM,21 December 2020  4:50 AM,62.0,17.00,4.00,7.00,3.00,3.00
3706599.0,Finished,21 December 2020  9:14 AM,21 December 2020  10:39 AM,84.0,15.00,4.00,7.00,3.00,1.00
28712991.0,Finished,20 December 2020  8:05 PM,20 December 2020  9:46 PM,100.0,14.00,4.00,6.00,3.00,1.00
28504995.0,Finished,20 December 2020  9:31 PM,20 December 2020  11:17 PM,105.0,12.00,4.00,7.00,0.00,1.00
3971141.0,Finished,20 December 2020  11:30 PM,21 December 2020  12:17 AM,46.7,11.00,3.00,7.00,0.00,1.00
3707173.0,Finished,21 December 2020  12:36 AM,21 December 2020  12:48 AM,11.42,17.00,4.00,7.00,5.00,1.00
3801173.0,Finished,20 December 2020  10:44 PM,20 December 2020  11:40 PM,55.73,14.00,3.00,7.00,3.00,1.00
28613397.0,Finished,20 December 2020  10:13 AM,20 December 2020  11:17 AM,63.0,10.00,3.00,5.00,0.00,2.00
3875020.0,Finished,20 December 2020  10:44 PM,21 December 2020  12:07 AM,82.0,14.00,3.00,7.00,3.00,1.00
3800422.0,Finished,20 December 2020  7:35 PM,20 December 2020  9:34 PM,119.0,12.00,4.00,5.00,2.00,1.00
3802432.0,Finished,20 December 2020  8:19 PM,20 December 2020  10:11 PM,111.0,10.00,3.00,5.00,1.00,1.00
3700421.0,Finished,19 December 2020  10:51 AM,19 December 2020  11:37 AM,46.08,4.00,1.00,3.00,-,0.00
3971668.0,Finished,21 December 2020  12:49 AM,21 December 2020  1:33 AM,44.47,12.00,4.00,7.00,0.00,1.00
3700479.0,Finished,20 December 2020  11:37 PM,21 December 2020  1:27 AM,109.0,16.00,4.00,7.00,3.00,2.00
3700615.0,Finished,20 December 2020  4:03 PM,20 December 2020  5:58 PM,115.0,8.00,1.00,4.00,0.00,3.00
3522190.0,Finished,21 December 2020  2:54 AM,21 December 2020  4:28 AM,93.0,10.00,3.00,6.00,0.00,1.00
3201218.0,Finished,21 December 2020  12:55 AM,21 December 2020  2:20 AM,85.0,4.00,1.00,2.00,0.00,1.00
3803950.0,Finished,21 December 2020  9:33 AM,21 December 2020  9:51 AM,18.08,12.00,4.00,7.00,0.00,1.00
3874897.0,Finished,20 December 2020  6:32 PM,20 December 2020  8:04 PM,92.0,4.00,1.00,3.00,0.00,0.00
3803611.0,Finished,21 December 2020  9:44 AM,21 December 2020  10:15 AM,31.03,10.00,4.00,5.00,0.00,1.00
28502791.0,Finished,21 December 2020  12:23 AM,21 December 2020  12:28 AM,5.45,9.00,2.00,4.00,0.00,3.00
3971165.0,Finished,21 December 2020  12:07 AM,21 December 2020  12:15 AM,8.3,9.00,4.00,4.00,0.00,1.00
3802558.0,Finished,21 December 2020  8:37 AM,21 December 2020  10:37 AM,120.0,10.00,2.00,7.00,0.00,1.00
3700191.0,Finished,18 December 2020  2:24 PM,18 December 2020  3:15 PM,50.95,10.00,2.00,5.00,0.00,3.00
3803468.0,Finished,21 December 2020  6:19 AM,21 December 2020  8:04 AM,105.0,10.00,4.00,5.00,0.00,1.00
3802500.0,Finished,21 December 2020  5:45 AM,21 December 2020  6:46 AM,61.0,12.00,4.00,7.00,0.00,1.00
3671086.0,Finished,21 December 2020  2:50 AM,21 December 2020  2:59 AM,8.78,13.00,3.00,6.00,3.00,1.00
3670280.0,Finished,20 December 2020  10:58 PM,20 December 2020  11:19 PM,21.52,12.00,4.00,7.00,0.00,1.00
3971070.0,Finished,21 December 2020  9:42 AM,21 December 2020  10:24 AM,42.4,12.00,4.00,7.00,0.00,1.00
3670050.0,Finished,20 December 2020  5:51 PM,20 December 2020  6:02 PM,10.23,9.00,2.00,4.00,0.00,3.00
3800364.0,Finished,20 December 2020  9:42 PM,20 December 2020  10:07 PM,25.52,13.00,3.00,5.00,2.00,3.00
28717021.0,Finished,15 December 2020  7:05 PM,15 December 2020  7:38 PM,32.27,7.00,2.00,4.00,0.00,1.00
3802291.0,Finished,21 December 2020  9:00 AM,21 December 2020  9:09 AM,9.82,10.00,3.00,6.00,0.00,1.00
3801474.0,Finished,15 December 2020  10:02 PM,15 December 2020  11:10 PM,68.0,12.00,4.00,7.00,-,1.00
3801474.0,Finished,20 December 2020  3:11 PM,20 December 2020  3:51 PM,40.8,12.00,4.00,7.00,0.00,1.00
3301246.0,Finished,21 December 2020  12:20 AM,21 December 2020  1:49 AM,89.0,15.00,4.00,7.00,3.00,1.00
3703993.0,Finished,21 December 2020  9:15 AM,21 December 2020  10:09 AM,54.75,15.00,2.00,7.00,5.00,1.00
3803961.0,Finished,20 December 2020  11:55 PM,21 December 2020  12:15 AM,20.13,4.00,1.00,3.00,-,0.00
3671913.0,Finished,21 December 2020  9:04 AM,21 December 2020  9:49 AM,45.0,6.00,3.00,3.00,-,-
3700565.0,Finished,20 December 2020  9:44 PM,20 December 2020  9:52 PM,8.77,14.00,3.00,6.00,2.00,3.00
3803009.0,Finished,21 December 2020  1:39 AM,21 December 2020  2:19 AM,40.2,12.00,4.00,7.00,0.00,1.00
3800446.0,Finished,16 December 2020  10:45 AM,16 December 2020  12:06 PM,80.0,7.00,3.00,3.00,0.00,1.00
3803454.0,Finished,21 December 2020  2:11 AM,21 December 2020  2:41 AM,29.85,9.00,2.00,6.00,0.00,1.00
3802614.0,Finished,21 December 2020  1:41 AM,21 December 2020  3:31 AM,110.0,8.00,3.00,4.00,0.00,1.00
3800511.0,Finished,20 December 2020  7:44 PM,20 December 2020  9:32 PM,108.0,3.00,1.00,2.00,-,-
28717024.0,Finished,20 December 2020  11:23 PM,20 December 2020  11:42 PM,18.5,7.00,2.00,4.00,0.00,1.00
3802515.0,Finished,21 December 2020  10:12 AM,21 December 2020  10:19 AM,7.0,10.00,2.00,5.00,0.00,3.00
3703346.0,Finished,21 December 2020  9:01 AM,21 December 2020  9:08 AM,6.92,6.00,2.00,4.00,-,-
3711387.0,Finished,20 December 2020  8:06 PM,20 December 2020  9:17 PM,70.0,12.00,4.00,7.00,0.00,1.00
3800256.0,Finished,20 December 2020  11:23 PM,21 December 2020  12:54 AM,91.0,3.00,1.00,2.00,0.00,0.00
3873784.0,Finished,20 December 2020  6:01 PM,20 December 2020  7:26 PM,84.0,4.00,0.00,4.00,0.00,0.00
3872354.0,Finished,21 December 2020  9:56 AM,21 December 2020  10:20 AM,24.15,12.00,4.00,7.00,0.00,1.00
3802420.0,Finished,21 December 2020  2:20 AM,21 December 2020  2:36 AM,15.98,12.00,4.00,7.00,0.00,1.00
2800282.0,Finished,21 December 2020  8:50 AM,21 December 2020  10:40 AM,110.0,5.00,2.00,2.00,0.00,1.00
3811132.0,Finished,21 December 2020  6:14 AM,21 December 2020  6:33 AM,19.02,15.00,4.00,5.00,5.00,1.00
3803151.0,Finished,21 December 2020  6:29 AM,21 December 2020  6:55 AM,25.52,12.00,4.00,7.00,0.00,1.00
3800104.0,Finished,27 December 2020  1:17 PM,27 December 2020  2:39 PM,82.0,5.00,1.00,4.00,0.00,0.00
3703893.0,Finished,17 December 2020  9:40 PM,17 December 2020  11:17 PM,97.0,9.00,2.00,4.00,0.00,3.00
3701184.0,Finished,20 December 2020  11:45 PM,20 December 2020  11:55 PM,9.72,12.00,4.00,7.00,0.00,1.00
28616082.0,Finished,21 December 2020  10:12 AM,21 December 2020  10:29 AM,16.2,12.00,4.00,7.00,0.00,1.00
3971120.0,Finished,20 December 2020  10:31 PM,21 December 2020  12:16 AM,104.0,17.00,4.00,7.00,5.00,1.00
3670888.0,Finished,21 December 2020  3:27 AM,21 December 2020  4:54 AM,86.0,12.00,4.00,7.00,0.00,1.00
3970712.0,Finished,20 December 2020  8:20 PM,20 December 2020  10:10 PM,110.0,12.00,3.00,7.00,1.00,1.00
3800002.0,Finished,20 December 2020  5:51 PM,20 December 2020  6:00 PM,8.95,10.00,2.00,5.00,0.00,3.00
3700451.0,Finished,15 December 2020  2:26 PM,15 December 2020  3:44 PM,78.0,15.00,4.00,7.00,3.00,1.00
28503374.0,Finished,20 December 2020  10:05 PM,20 December 2020  11:20 PM,74.0,11.00,3.00,7.00,0.00,1.00
3800274.0,Finished,20 December 2020  11:15 PM,20 December 2020  11:52 PM,37.23,5.00,1.00,4.00,0.00,-
3407325.0,Finished,20 December 2020  10:32 PM,21 December 2020  12:18 AM,105.0,15.00,4.00,7.00,3.00,1.00
28614283.0,Finished,14 December 2020  7:45 PM,14 December 2020  8:11 PM,26.45,9.00,3.00,5.00,0.00,1.00
3804264.0,Finished,20 December 2020  10:38 PM,20 December 2020  11:40 PM,61.0,14.00,3.00,7.00,3.00,1.00
3802892.0,Finished,20 December 2020  11:53 PM,21 December 2020  1:10 AM,77.0,12.00,4.00,7.00,0.00,1.00
3874133.0,Finished,21 December 2020  1:40 AM,21 December 2020  1:44 AM,4.67,9.00,2.00,4.00,0.00,3.00
3201608.0,Finished,17 December 2020  9:40 PM,17 December 2020  11:17 PM,97.0,9.00,2.00,4.00,0.00,3.00
3802984.0,Finished,20 December 2020  10:30 PM,21 December 2020  12:19 AM,109.0,15.00,3.00,6.00,5.00,1.00
3706648.0,Finished,19 December 2020  11:35 PM,20 December 2020  12:03 AM,28.42,8.00,3.00,4.00,0.00,1.00
3800559.0,Finished,20 December 2020  11:28 PM,21 December 2020  12:30 AM,61.0,8.00,3.00,4.00,0.00,1.00
3700052.0,Finished,21 December 2020  12:20 AM,21 December 2020  12:24 AM,3.45,15.00,4.00,7.00,3.00,1.00
3804472.0,Finished,21 December 2020  12:29 AM,21 December 2020  1:30 AM,60.0,15.00,4.00,7.00,3.00,1.00
3670334.0,Finished,20 December 2020  11:03 AM,20 December 2020  11:06 AM,3.38,9.00,2.00,4.00,0.00,3.00
3811248.0,Finished,21 December 2020  1:18 AM,21 December 2020  2:51 AM,92.0,10.00,2.00,3.00,4.00,1.00
3702332.0,Finished,20 December 2020  10:59 PM,20 December 2020  11:09 PM,9.37,11.00,4.00,6.00,0.00,1.00
3970770.0,Finished,20 December 2020  6:24 PM,20 December 2020  6:51 PM,26.88,7.00,1.00,5.00,0.00,1.00
3413637.0,Finished,20 December 2020  11:50 PM,20 December 2020  11:57 PM,7.15,12.00,4.00,7.00,0.00,1.00
3802658.0,Finished,21 December 2020  12:28 AM,21 December 2020  1:24 AM,56.52,12.00,4.00,7.00,0.00,1.00
3520893.0,Finished,21 December 2020  12:39 AM,21 December 2020  2:15 AM,96.0,12.00,4.00,7.00,0.00,1.00
3800131.0,Finished,18 December 2020  5:55 PM,18 December 2020  6:42 PM,46.97,15.00,3.00,7.00,2.00,3.00
3800297.0,Finished,18 December 2020  3:57 PM,18 December 2020  4:57 PM,60.0,12.00,3.00,4.00,2.00,3.00
2351624.0,Finished,20 December 2020  4:01 PM,20 December 2020  5:06 PM,65.0,9.00,2.00,4.00,0.00,3.00
3710230.0,Finished,21 December 2020  9:10 AM,21 December 2020  10:44 AM,93.0,8.00,2.00,5.00,0.00,1.00
28008879.0,Finished,20 December 2020  2:48 PM,20 December 2020  3:35 PM,46.72,5.00,3.00,2.00,0.00,0.00
3709947.0,Finished,17 December 2020  10:12 PM,17 December 2020  11:03 PM,50.78,10.00,1.00,5.00,1.00,3.00
3708962.0,Finished,20 December 2020  3:32 PM,20 December 2020  5:09 PM,96.0,12.00,3.00,4.00,2.00,3.00
