State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /0.65,Q. 2 /5.16,Q. 3 /1.29,Q. 4 /3.87,Q. 5 /3.87,Q. 6 /2.58,Q. 7 /2.58
Finished,4 octobre 2021  8:46 ,4 octobre 2021  9:07 ,20.97,12.26,0.00,3.23,0.00,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  8:40 ,4 octobre 2021  9:02 ,22.8,2.58,0.00,0.00,0.00,1.29,0.65,-,0.65
Finished,3 octobre 2021  8:22 ,3 octobre 2021  9:56 ,94.0,12.90,0.65,1.94,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  12:00 ,4 octobre 2021  12:31 ,30.3,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  2:04 ,3 octobre 2021  3:40 ,95.0,14.84,0.65,1.29,0.00,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  8:47 ,4 octobre 2021  9:53 ,66.0,16.77,0.65,2.58,1.29,3.87,3.23,2.58,2.58
Finished,3 octobre 2021  9:08 ,3 octobre 2021  9:34 ,26.1,16.77,0.65,1.94,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  9:25 ,4 octobre 2021  10:11 ,46.22,9.68,0.65,0.65,1.29,0.00,3.23,2.58,1.29
Finished,1 octobre 2021  6:00 ,1 octobre 2021  6:24 ,24.25,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  10:06 ,3 octobre 2021  10:11 ,5.25,10.97,0.65,0.00,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  10:02 ,4 octobre 2021  10:22 ,20.67,10.97,0.65,1.29,1.29,0.00,2.58,2.58,2.58
Finished,2 octobre 2021  3:23 ,2 octobre 2021  4:04 ,41.05,18.71,0.65,5.16,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:52 ,3 octobre 2021  11:09 ,76.0,10.97,0.65,-,1.29,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  10:38 ,3 octobre 2021  11:30 ,52.08,7.74,0.00,0.00,0.00,0.00,3.87,1.94,1.94
Finished,4 octobre 2021  6:30 ,4 octobre 2021  7:22 ,51.47,15.48,0.65,0.65,1.29,3.87,3.87,2.58,2.58
Finished,30 septembre 2021  7:15 ,30 septembre 2021  8:22 ,66.0,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  10:11 ,3 octobre 2021  10:26 ,14.32,9.03,0.65,0.00,1.29,0.00,1.94,2.58,2.58
Finished,3 octobre 2021  1:35 ,3 octobre 2021  3:28 ,112.0,16.13,0.00,5.16,0.00,3.87,3.87,1.29,1.94
Finished,2 octobre 2021  5:36 ,2 octobre 2021  6:51 ,75.0,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  1:01 ,3 octobre 2021  2:13 ,71.0,14.19,0.65,3.87,1.29,0.00,3.87,1.94,2.58
Finished,4 octobre 2021  5:52 ,4 octobre 2021  6:37 ,44.48,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  10:51 ,3 octobre 2021  12:32 ,101.0,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,2 octobre 2021  11:56 ,3 octobre 2021  12:44 ,48.27,15.48,0.65,5.16,1.29,0.00,3.87,1.94,2.58
Finished,4 octobre 2021  10:04 ,4 octobre 2021  10:29 ,24.2,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  8:46 ,3 octobre 2021  9:35 ,48.42,10.32,0.65,2.58,0.00,0.00,3.87,2.58,0.65
Finished,3 octobre 2021  11:29 ,4 octobre 2021  12:30 ,60.0,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  11:34 ,3 octobre 2021  12:01 ,26.85,10.97,0.65,0.00,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  9:55 ,4 octobre 2021  10:30 ,34.6,12.26,0.65,1.29,1.29,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  10:53 ,3 octobre 2021  12:27 ,94.0,14.19,0.65,2.58,0.65,1.29,3.87,2.58,2.58
Finished,4 octobre 2021  12:47 ,4 octobre 2021  1:05 ,17.77,14.84,0.65,4.52,1.29,0.00,3.87,2.58,1.94
Finished,4 octobre 2021  12:01 ,4 octobre 2021  12:57 ,55.53,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  9:17 ,4 octobre 2021  9:57 ,39.78,10.97,0.00,2.58,0.65,0.00,3.87,1.94,1.94
Finished,3 octobre 2021  9:22 ,3 octobre 2021  11:01 ,99.0,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,30 septembre 2021  7:26 ,30 septembre 2021  8:24 ,57.78,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:45 ,3 octobre 2021  10:35 ,49.87,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,30 septembre 2021  8:44 ,30 septembre 2021  10:34 ,109.0,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  11:57 ,4 octobre 2021  1:34 ,97.0,12.90,0.65,4.52,1.29,0.00,1.29,2.58,2.58
Finished,29 septembre 2021  1:57 ,29 septembre 2021  3:11 ,74.0,18.06,0.65,4.52,0.00,3.87,3.87,2.58,2.58
Finished,30 septembre 2021  7:23 ,30 septembre 2021  7:52 ,28.53,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  8:00 ,3 octobre 2021  8:23 ,22.85,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  12:12 ,4 octobre 2021  12:50 ,37.93,14.84,0.65,2.58,1.29,3.87,1.29,2.58,2.58
Finished,3 octobre 2021  7:11 ,3 octobre 2021  8:24 ,73.0,14.84,0.65,4.52,0.00,3.87,0.65,2.58,2.58
Finished,3 octobre 2021  11:09 ,3 octobre 2021  11:50 ,41.73,3.87,0.00,-,0.00,0.00,0.65,1.29,1.94
Finished,3 octobre 2021  6:50 ,3 octobre 2021  7:10 ,19.6,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  7:41 ,4 octobre 2021  8:11 ,29.62,11.61,0.00,-,-,3.87,3.87,1.94,1.94
Finished,4 octobre 2021  7:31 ,4 octobre 2021  7:35 ,3.8,14.84,0.65,0.00,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  6:17 ,3 octobre 2021  6:28 ,11.12,9.68,0.65,0.00,1.29,0.00,3.87,2.58,1.29
Finished,3 octobre 2021  9:39 ,3 octobre 2021  10:23 ,43.7,16.13,0.00,1.94,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  8:08 ,4 octobre 2021  8:55 ,46.5,12.90,0.65,0.00,1.29,2.58,3.23,2.58,2.58
Finished,3 octobre 2021  9:16 ,3 octobre 2021  9:52 ,35.4,16.13,0.65,4.52,1.29,3.87,0.65,2.58,2.58
Finished,4 octobre 2021  9:35 ,4 octobre 2021  10:29 ,54.18,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:12 ,3 octobre 2021  10:43 ,90.0,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  8:57 ,2 octobre 2021  10:26 ,89.0,5.16,0.65,0.00,0.00,1.29,0.65,0.65,1.94
Finished,3 octobre 2021  11:59 ,4 octobre 2021  1:35 ,95.0,17.42,0.65,4.52,0.00,3.87,3.87,1.94,2.58
Finished,28 septembre 2021  3:23 ,28 septembre 2021  3:58 ,34.97,16.77,0.65,4.52,0.00,3.87,3.87,1.94,1.94
Finished,3 octobre 2021  6:04 ,3 octobre 2021  7:08 ,64.0,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  5:19 ,4 octobre 2021  5:46 ,27.15,14.19,0.65,3.23,1.29,1.29,3.87,1.94,1.94
Finished,3 octobre 2021  10:55 ,3 octobre 2021  12:13 ,78.0,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  8:55 ,4 octobre 2021  9:18 ,23.72,15.48,0.65,2.58,0.00,3.87,3.87,2.58,1.94
Finished,3 octobre 2021  4:32 ,3 octobre 2021  5:53 ,80.0,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:34 ,3 octobre 2021  9:59 ,24.72,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  8:28 ,4 octobre 2021  9:41 ,73.0,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,27 septembre 2021  3:09 ,27 septembre 2021  3:23 ,13.92,18.71,0.65,5.16,1.29,2.58,3.87,2.58,2.58
Finished,3 octobre 2021  8:47 ,3 octobre 2021  10:01 ,73.0,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  10:57 ,3 octobre 2021  11:29 ,32.48,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  3:39 ,4 octobre 2021  4:52 ,72.0,10.32,0.65,2.58,0.00,1.29,0.65,2.58,2.58
Finished,3 octobre 2021  7:34 ,3 octobre 2021  8:51 ,76.0,12.58,0.65,1.94,1.29,0.00,3.55,2.58,2.58
Finished,3 octobre 2021  7:34 ,3 octobre 2021  8:54 ,79.0,12.90,0.65,1.94,1.29,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  4:46 ,3 octobre 2021  5:25 ,38.68,15.48,0.65,4.52,1.29,0.00,3.87,2.58,2.58
Finished,30 septembre 2021  10:17 ,1 octobre 2021  12:17 ,120.0,9.68,0.00,2.58,0.00,0.00,3.87,1.29,1.94
Finished,3 octobre 2021  9:41 ,3 octobre 2021  10:33 ,52.57,12.26,0.65,1.29,1.29,1.29,3.87,1.94,1.94
Finished,3 octobre 2021  9:50 ,3 octobre 2021  10:38 ,47.1,11.94,0.65,2.58,0.00,0.00,3.55,2.58,2.58
Finished,3 octobre 2021  9:49 ,3 octobre 2021  11:16 ,87.0,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  6:36 ,4 octobre 2021  7:12 ,35.83,16.77,0.65,1.94,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  11:29 ,3 octobre 2021  11:58 ,29.02,14.84,0.65,3.87,1.29,1.29,3.87,2.58,1.29
Finished,2 octobre 2021  3:06 ,2 octobre 2021  4:27 ,80.0,15.48,0.65,2.58,0.00,3.87,3.87,2.58,1.94
Finished,3 octobre 2021  3:49 ,3 octobre 2021  5:41 ,112.0,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:40 ,3 octobre 2021  10:08 ,27.35,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  4:57 ,2 octobre 2021  6:14 ,77.0,12.26,0.65,1.29,1.29,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  8:56 ,3 octobre 2021  9:33 ,37.75,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  8:06 ,3 octobre 2021  9:12 ,66.0,11.29,0.00,0.00,0.00,3.87,2.26,2.58,2.58
Finished,29 septembre 2021  9:05 ,29 septembre 2021  9:59 ,54.73,10.97,0.65,3.23,0.00,1.29,0.65,2.58,2.58
Finished,3 octobre 2021  12:46 ,3 octobre 2021  2:43 ,117.0,15.48,0.65,1.29,1.29,3.87,3.87,1.94,2.58
Finished,3 octobre 2021  11:14 ,4 octobre 2021  12:31 ,77.0,16.13,0.65,4.52,0.00,3.87,3.87,1.29,1.94
Finished,3 octobre 2021  11:13 ,4 octobre 2021  12:31 ,77.0,16.77,0.65,5.16,0.00,3.87,3.87,1.29,1.94
Finished,3 octobre 2021  1:30 ,3 octobre 2021  2:45 ,75.0,13.55,0.65,0.00,0.00,3.87,3.87,2.58,2.58
Finished,1 octobre 2021  8:06 ,1 octobre 2021  9:53 ,106.0,11.61,0.65,5.16,1.29,0.00,0.65,2.58,1.29
Finished,3 octobre 2021  12:08 ,3 octobre 2021  2:06 ,117.0,12.90,0.65,2.58,0.65,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  6:24 ,4 octobre 2021  6:59 ,34.9,15.16,0.65,1.94,1.29,3.87,2.90,1.94,2.58
Finished,29 septembre 2021  11:34 ,29 septembre 2021  12:03 ,28.92,16.77,0.65,5.16,1.29,1.29,3.87,1.94,2.58
Finished,3 octobre 2021  12:46 ,3 octobre 2021  1:44 ,57.62,12.26,0.65,5.16,0.00,0.00,3.87,0.65,1.94
Finished,4 octobre 2021  8:29 ,4 octobre 2021  9:18 ,48.65,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:04 ,3 octobre 2021  9:51 ,46.9,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  6:50 ,3 octobre 2021  7:39 ,48.88,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  10:20 ,3 octobre 2021  11:39 ,78.0,12.26,0.00,2.58,1.29,1.29,3.87,1.29,1.94
Finished,4 octobre 2021  12:14 ,4 octobre 2021  1:47 ,93.0,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  3:18 ,3 octobre 2021  4:51 ,92.0,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  12:55 ,4 octobre 2021  2:03 ,67.0,14.84,0.00,1.94,0.00,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  12:24 ,4 octobre 2021  1:55 ,90.0,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,28 septembre 2021  11:08 ,28 septembre 2021  12:37 ,88.0,18.06,0.65,4.52,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  3:47 ,3 octobre 2021  5:46 ,119.0,15.48,0.65,2.58,1.29,3.87,1.94,2.58,2.58
Finished,2 octobre 2021  7:14 ,2 octobre 2021  8:09 ,55.05,18.71,0.00,4.52,1.29,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  3:03 ,2 octobre 2021  4:19 ,76.0,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  11:09 ,3 octobre 2021  11:32 ,22.93,10.97,0.00,2.58,0.00,0.00,3.87,2.58,1.94
Finished,3 octobre 2021  10:00 ,3 octobre 2021  10:47 ,46.58,19.35,0.65,5.16,1.29,3.87,3.87,2.58,1.94
Finished,3 octobre 2021  11:39 ,4 octobre 2021  12:41 ,61.0,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,27 septembre 2021  2:14 ,27 septembre 2021  3:02 ,47.98,19.35,0.65,5.16,1.29,3.87,3.87,2.58,1.94
Finished,3 octobre 2021  3:21 ,3 octobre 2021  3:54 ,33.32,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  12:33 ,3 octobre 2021  1:45 ,72.0,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 octobre 2021  8:06 ,1 octobre 2021  9:53 ,107.0,11.61,0.65,5.16,1.29,0.00,0.65,2.58,1.29
Finished,3 octobre 2021  1:47 ,3 octobre 2021  2:30 ,43.53,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  1:18 ,4 octobre 2021  2:15 ,56.6,14.84,0.00,1.29,1.29,3.87,3.87,1.94,2.58
Finished,3 octobre 2021  10:09 ,3 octobre 2021  10:42 ,33.45,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:13 ,3 octobre 2021  10:20 ,66.0,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  1:28 ,3 octobre 2021  3:07 ,98.0,10.97,0.00,5.16,0.65,0.00,0.65,1.94,2.58
Finished,3 octobre 2021  1:00 ,3 octobre 2021  2:36 ,95.0,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,2 octobre 2021  6:36 ,2 octobre 2021  8:36 ,119.0,5.81,0.65,0.00,1.29,0.00,0.00,1.29,2.58
Finished,3 octobre 2021  11:39 ,4 octobre 2021  1:05 ,86.0,8.39,0.00,0.00,1.29,0.00,3.87,1.29,1.94
Finished,3 octobre 2021  5:59 ,3 octobre 2021  6:30 ,31.07,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  3:55 ,2 octobre 2021  5:22 ,86.0,7.74,0.65,2.58,0.00,0.00,0.65,1.94,1.94
Finished,3 octobre 2021  10:44 ,3 octobre 2021  11:53 ,69.0,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  3:23 ,2 octobre 2021  4:04 ,40.95,15.48,0.65,1.94,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  10:26 ,3 octobre 2021  11:03 ,37.17,9.68,0.65,0.00,-,0.00,3.87,2.58,2.58
Finished,1 octobre 2021  1:55 ,1 octobre 2021  2:26 ,30.62,15.48,0.00,2.58,0.65,3.87,3.87,2.58,1.94
Finished,3 octobre 2021  11:22 ,3 octobre 2021  11:31 ,8.93,12.90,0.65,1.94,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  1:50 ,4 octobre 2021  2:26 ,36.73,10.97,0.65,0.00,1.29,0.00,3.87,2.58,2.58
Finished,2 octobre 2021  12:07 ,2 octobre 2021  2:02 ,114.0,14.84,0.65,1.29,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  4:52 ,3 octobre 2021  5:10 ,18.55,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  1:25 ,4 octobre 2021  2:17 ,51.73,14.19,0.65,2.58,0.00,3.87,3.87,1.94,1.29
Finished,1 octobre 2021  5:08 ,1 octobre 2021  5:43 ,34.85,14.84,0.65,2.58,0.00,3.87,3.87,1.94,1.94
Finished,3 octobre 2021  10:54 ,4 octobre 2021  12:08 ,73.0,17.42,0.65,5.16,0.00,2.58,3.87,2.58,2.58
Finished,3 octobre 2021  11:06 ,3 octobre 2021  11:38 ,31.9,16.77,0.00,2.58,1.29,3.87,3.87,2.58,2.58
Finished,29 septembre 2021  4:07 ,29 septembre 2021  4:47 ,40.32,15.48,0.65,5.16,0.00,1.29,3.87,2.58,1.94
Finished,1 octobre 2021  6:16 ,1 octobre 2021  6:44 ,28.77,15.48,0.65,5.16,1.29,0.00,3.87,1.94,2.58
Finished,28 septembre 2021  12:57 ,28 septembre 2021  1:41 ,43.57,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  12:30 ,3 octobre 2021  1:24 ,54.68,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  10:47 ,4 octobre 2021  12:03 ,76.0,10.32,0.65,0.00,1.29,1.29,1.94,2.58,2.58
Finished,4 octobre 2021  12:40 ,4 octobre 2021  12:59 ,19.05,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  3:49 ,2 octobre 2021  5:30 ,100.0,11.61,0.00,2.58,0.00,0.00,3.87,2.58,2.58
Finished,30 septembre 2021  2:36 ,30 septembre 2021  2:55 ,19.8,14.19,0.65,5.16,0.00,0.00,3.87,1.94,2.58
Finished,29 septembre 2021  1:57 ,29 septembre 2021  3:11 ,74.0,18.06,0.65,4.52,0.00,3.87,3.87,2.58,2.58
Finished,1 octobre 2021  11:46 ,1 octobre 2021  1:45 ,119.0,15.48,0.65,1.94,0.00,3.87,3.87,2.58,2.58
Finished,30 septembre 2021  10:47 ,30 septembre 2021  11:38 ,51.4,14.84,0.65,5.16,1.29,0.00,3.87,1.94,1.94
Finished,2 octobre 2021  2:10 ,2 octobre 2021  3:34 ,84.0,13.55,0.00,2.58,1.29,3.87,0.65,2.58,2.58
Finished,3 octobre 2021  4:41 ,3 octobre 2021  6:06 ,84.0,9.68,0.65,0.00,0.00,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  6:36 ,3 octobre 2021  7:51 ,74.0,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  6:23 ,4 octobre 2021  6:50 ,27.25,5.81,0.65,0.00,1.29,0.00,0.65,2.58,0.65
Finished,1 octobre 2021  8:06 ,1 octobre 2021  9:52 ,105.0,10.97,0.65,4.52,1.29,0.00,0.65,2.58,1.29
Finished,4 octobre 2021  2:56 ,4 octobre 2021  4:09 ,72.0,16.77,0.65,1.94,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  3:26 ,3 octobre 2021  5:26 ,120.0,10.97,0.65,2.58,0.00,1.29,3.23,2.58,0.65
Finished,3 octobre 2021  9:37 ,3 octobre 2021  10:06 ,29.48,14.84,0.65,0.00,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  6:43 ,3 octobre 2021  8:35 ,112.0,13.55,0.65,0.00,0.00,3.87,3.87,2.58,2.58
Finished,29 septembre 2021  4:20 ,29 septembre 2021  6:05 ,104.0,12.90,0.65,0.00,0.00,3.87,3.87,1.94,2.58
Finished,3 octobre 2021  3:35 ,3 octobre 2021  4:37 ,62.0,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,28 septembre 2021  4:13 ,28 septembre 2021  5:42 ,89.0,12.26,0.65,0.65,0.00,2.58,3.87,2.58,1.94
Finished,2 octobre 2021  9:17 ,2 octobre 2021  11:01 ,103.0,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  8:18 ,3 octobre 2021  8:44 ,26.73,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  10:09 ,4 octobre 2021  10:27 ,17.5,10.97,0.65,-,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  5:55 ,4 octobre 2021  6:30 ,34.6,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  4:43 ,3 octobre 2021  6:35 ,112.0,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  8:10 ,3 octobre 2021  9:10 ,59.37,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  6:50 ,3 octobre 2021  7:39 ,48.83,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  11:07 ,4 octobre 2021  12:01 ,53.67,9.68,0.65,0.00,0.00,0.00,3.87,2.58,2.58
Finished,1 octobre 2021  10:14 ,1 octobre 2021  10:49 ,34.62,12.90,0.65,2.58,0.00,1.29,3.87,1.94,2.58
Finished,2 octobre 2021  3:35 ,2 octobre 2021  4:09 ,34.23,16.77,0.00,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:52 ,3 octobre 2021  11:52 ,120.0,0.00,-,-,-,-,-,-,-
Finished,1 octobre 2021  5:04 ,1 octobre 2021  5:58 ,53.9,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,30 septembre 2021  2:01 ,30 septembre 2021  3:24 ,82.0,9.03,0.65,2.58,0.00,0.00,0.65,2.58,2.58
Finished,3 octobre 2021  11:28 ,3 octobre 2021  12:16 ,48.5,9.68,0.65,0.00,0.00,0.00,3.87,2.58,2.58
Finished,1 octobre 2021  11:49 ,1 octobre 2021  12:23 ,34.92,18.71,0.65,4.52,1.29,3.87,3.87,2.58,1.94
Finished,4 octobre 2021  12:40 ,4 octobre 2021  2:24 ,104.0,14.84,0.65,5.16,0.00,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  2:06 ,3 octobre 2021  2:53 ,47.1,15.48,0.65,4.52,0.00,3.87,1.29,2.58,2.58
