State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /20.00
Finished,31 octobre 2021  10:51 ,31 octobre 2021  11:05 ,14.62,20.00,20.00
Finished,29 octobre 2021  9:17 ,29 octobre 2021  11:15 ,118.0,14.67,14.67
Finished,1 novembre 2021  9:13 ,1 novembre 2021  10:24 ,70.0,20.00,20.00
Finished,31 octobre 2021  1:32 ,31 octobre 2021  1:41 ,9.3,20.00,20.00
Finished,31 octobre 2021  9:45 ,31 octobre 2021  9:56 ,11.0,17.33,17.33
Finished,25 octobre 2021  8:23 ,25 octobre 2021  8:32 ,9.05,20.00,20.00
Finished,31 octobre 2021  6:08 ,31 octobre 2021  7:05 ,57.15,20.00,20.00
Finished,31 octobre 2021  2:09 ,31 octobre 2021  3:09 ,60.0,3.33,3.33
Finished,31 octobre 2021  3:19 ,31 octobre 2021  3:40 ,21.28,20.00,20.00
Finished,31 octobre 2021  7:09 ,31 octobre 2021  8:11 ,62.0,20.00,20.00
Finished,31 octobre 2021  9:21 ,31 octobre 2021  10:02 ,41.5,18.67,18.67
Finished,31 octobre 2021  12:21 ,31 octobre 2021  12:51 ,30.22,20.00,20.00
Finished,25 octobre 2021  5:36 ,25 octobre 2021  6:00 ,23.57,20.00,20.00
Finished,31 octobre 2021  6:02 ,31 octobre 2021  6:30 ,27.57,20.00,20.00
Finished,1 novembre 2021  8:39 ,1 novembre 2021  9:23 ,44.73,19.33,19.33
Finished,1 novembre 2021  3:38 ,1 novembre 2021  3:59 ,21.65,20.00,20.00
Finished,1 novembre 2021  12:47 ,1 novembre 2021  1:20 ,33.48,20.00,20.00
Finished,31 octobre 2021  8:24 ,31 octobre 2021  9:14 ,49.9,20.00,20.00
Finished,31 octobre 2021  12:11 ,31 octobre 2021  12:40 ,29.32,20.00,20.00
Finished,31 octobre 2021  7:48 ,31 octobre 2021  8:22 ,34.9,20.00,20.00
Finished,31 octobre 2021  7:55 ,31 octobre 2021  8:09 ,14.23,18.67,18.67
Finished,31 octobre 2021  7:17 ,31 octobre 2021  8:15 ,58.3,20.00,20.00
Finished,31 octobre 2021  10:41 ,31 octobre 2021  11:47 ,66.0,20.00,20.00
Finished,31 octobre 2021  8:53 ,31 octobre 2021  9:34 ,41.0,20.00,20.00
Finished,31 octobre 2021  12:30 ,31 octobre 2021  12:41 ,11.57,17.33,17.33
Finished,30 octobre 2021  6:42 ,30 octobre 2021  7:37 ,54.57,20.00,20.00
Finished,31 octobre 2021  3:16 ,31 octobre 2021  3:43 ,27.65,20.00,20.00
Finished,27 octobre 2021  6:25 ,27 octobre 2021  7:02 ,37.1,12.00,12.00
Finished,31 octobre 2021  4:49 ,31 octobre 2021  5:21 ,32.47,20.00,20.00
Finished,31 octobre 2021  11:20 ,1 novembre 2021  12:48 ,88.0,9.33,9.33
Finished,26 octobre 2021  6:07 ,26 octobre 2021  6:30 ,22.7,20.00,20.00
Finished,31 octobre 2021  6:45 ,31 octobre 2021  7:29 ,43.98,20.00,20.00
Finished,29 octobre 2021  11:27 ,29 octobre 2021  11:59 ,31.33,11.33,11.33
Finished,29 octobre 2021  11:27 ,29 octobre 2021  11:54 ,26.38,20.00,20.00
Finished,1 novembre 2021  12:42 ,1 novembre 2021  1:41 ,58.83,20.00,20.00
Finished,29 octobre 2021  6:39 ,29 octobre 2021  7:46 ,66.0,20.00,20.00
Finished,31 octobre 2021  7:33 ,31 octobre 2021  7:58 ,24.12,20.00,20.00
Finished,31 octobre 2021  3:44 ,31 octobre 2021  5:12 ,87.0,20.00,20.00
Finished,1 novembre 2021  6:47 ,1 novembre 2021  7:09 ,21.27,20.00,20.00
Finished,31 octobre 2021  12:40 ,31 octobre 2021  1:17 ,36.42,17.33,17.33
Finished,31 octobre 2021  12:08 ,31 octobre 2021  12:52 ,44.58,20.00,20.00
Finished,31 octobre 2021  10:50 ,31 octobre 2021  11:29 ,39.48,20.00,20.00
Finished,26 octobre 2021  6:07 ,26 octobre 2021  7:02 ,54.73,20.00,20.00
Finished,31 octobre 2021  2:36 ,31 octobre 2021  3:12 ,35.58,20.00,20.00
Finished,1 novembre 2021  12:13 ,1 novembre 2021  1:09 ,56.33,20.00,20.00
Finished,30 octobre 2021  4:39 ,30 octobre 2021  6:11 ,91.0,16.67,16.67
Finished,31 octobre 2021  2:11 ,31 octobre 2021  2:42 ,31.05,20.00,20.00
Finished,26 octobre 2021  11:21 ,26 octobre 2021  11:57 ,36.28,20.00,20.00
Finished,1 novembre 2021  9:41 ,1 novembre 2021  10:30 ,48.33,20.00,20.00
Finished,31 octobre 2021  1:12 ,31 octobre 2021  1:45 ,33.03,19.33,19.33
Finished,30 octobre 2021  3:42 ,30 octobre 2021  4:07 ,25.07,20.00,20.00
Finished,1 novembre 2021  9:57 ,1 novembre 2021  10:19 ,22.47,15.33,15.33
Finished,1 novembre 2021  1:42 ,1 novembre 2021  3:42 ,120.0,6.00,6.00
Finished,1 novembre 2021  8:16 ,1 novembre 2021  9:13 ,56.98,18.67,18.67
Finished,30 octobre 2021  7:30 ,30 octobre 2021  8:03 ,32.87,14.00,14.00
Finished,31 octobre 2021  12:24 ,31 octobre 2021  12:49 ,25.08,20.00,20.00
Finished,31 octobre 2021  11:25 ,31 octobre 2021  12:04 ,38.4,18.67,18.67
Finished,29 octobre 2021  6:39 ,29 octobre 2021  8:00 ,80.0,20.00,20.00
Finished,30 octobre 2021  11:15 ,30 octobre 2021  11:58 ,42.48,14.67,14.67
Finished,31 octobre 2021  7:32 ,31 octobre 2021  9:32 ,120.0,20.00,20.00
Finished,31 octobre 2021  9:55 ,31 octobre 2021  10:43 ,47.43,20.00,20.00
Finished,31 octobre 2021  8:26 ,31 octobre 2021  9:38 ,71.0,14.67,14.67
Finished,1 novembre 2021  1:20 ,1 novembre 2021  1:37 ,17.5,20.00,20.00
Finished,30 octobre 2021  3:14 ,30 octobre 2021  4:15 ,60.0,18.67,18.67
Finished,31 octobre 2021  9:52 ,31 octobre 2021  10:29 ,36.65,18.67,18.67
Finished,1 novembre 2021  1:19 ,1 novembre 2021  1:36 ,17.3,20.00,20.00
Finished,30 octobre 2021  9:50 ,30 octobre 2021  10:32 ,41.98,20.00,20.00
Finished,31 octobre 2021  11:44 ,31 octobre 2021  11:59 ,15.43,19.33,19.33
Finished,30 octobre 2021  8:27 ,30 octobre 2021  8:52 ,24.65,20.00,20.00
Finished,31 octobre 2021  6:46 ,31 octobre 2021  7:22 ,35.9,9.33,9.33
Finished,31 octobre 2021  7:37 ,31 octobre 2021  8:09 ,31.72,20.00,20.00
Finished,29 octobre 2021  8:32 ,29 octobre 2021  9:22 ,50.05,20.00,20.00
Finished,31 octobre 2021  4:12 ,31 octobre 2021  5:57 ,104.0,18.67,18.67
Finished,1 novembre 2021  12:57 ,1 novembre 2021  1:14 ,17.62,20.00,20.00
Finished,31 octobre 2021  4:14 ,31 octobre 2021  4:26 ,11.47,20.00,20.00
Finished,31 octobre 2021  9:53 ,31 octobre 2021  10:51 ,57.83,19.33,19.33
Finished,31 octobre 2021  9:21 ,31 octobre 2021  9:59 ,38.0,19.33,19.33
Finished,1 novembre 2021  8:04 ,1 novembre 2021  8:47 ,43.07,18.00,18.00
Finished,27 octobre 2021  2:39 ,27 octobre 2021  3:28 ,49.12,20.00,20.00
Finished,28 octobre 2021  9:05 ,28 octobre 2021  9:54 ,49.57,20.00,20.00
Finished,1 novembre 2021  2:54 ,1 novembre 2021  3:11 ,17.27,20.00,20.00
Finished,31 octobre 2021  9:54 ,31 octobre 2021  10:18 ,23.75,20.00,20.00
Finished,31 octobre 2021  6:10 ,31 octobre 2021  6:39 ,29.28,18.67,18.67
Finished,29 octobre 2021  2:46 ,29 octobre 2021  3:01 ,14.5,7.33,7.33
Finished,31 octobre 2021  2:12 ,31 octobre 2021  4:00 ,108.0,11.33,11.33
Finished,28 octobre 2021  1:41 ,28 octobre 2021  2:15 ,34.03,17.33,17.33
Finished,27 octobre 2021  2:35 ,27 octobre 2021  3:29 ,53.62,20.00,20.00
Finished,31 octobre 2021  9:07 ,31 octobre 2021  10:00 ,53.27,20.00,20.00
Finished,29 octobre 2021  8:44 ,29 octobre 2021  9:27 ,43.68,16.00,16.00
Finished,31 octobre 2021  4:06 ,31 octobre 2021  4:54 ,47.42,20.00,20.00
Finished,1 novembre 2021  8:36 ,1 novembre 2021  9:37 ,60.0,20.00,20.00
Finished,1 novembre 2021  12:39 ,1 novembre 2021  12:59 ,19.48,20.00,20.00
Finished,30 octobre 2021  7:42 ,30 octobre 2021  9:18 ,96.0,1.33,1.33
Finished,29 octobre 2021  6:39 ,29 octobre 2021  7:46 ,66.0,20.00,20.00
Finished,31 octobre 2021  9:33 ,31 octobre 2021  10:14 ,41.63,20.00,20.00
Finished,30 octobre 2021  2:58 ,30 octobre 2021  4:11 ,73.0,20.00,20.00
Finished,30 octobre 2021  6:37 ,30 octobre 2021  6:56 ,19.72,20.00,20.00
Finished,31 octobre 2021  7:02 ,31 octobre 2021  8:44 ,101.0,20.00,20.00
Finished,30 octobre 2021  7:45 ,30 octobre 2021  8:13 ,28.0,20.00,20.00
Finished,1 novembre 2021  9:24 ,1 novembre 2021  10:29 ,65.0,20.00,20.00
Finished,25 octobre 2021  4:04 ,25 octobre 2021  4:20 ,15.83,16.00,16.00
Finished,31 octobre 2021  1:37 ,31 octobre 2021  2:00 ,23.05,20.00,20.00
Finished,31 octobre 2021  8:28 ,31 octobre 2021  9:33 ,65.0,20.00,20.00
Finished,1 novembre 2021  3:45 ,1 novembre 2021  4:25 ,40.13,20.00,20.00
Finished,1 novembre 2021  12:03 ,1 novembre 2021  12:44 ,40.82,20.00,20.00
Finished,30 octobre 2021  11:20 ,31 octobre 2021  12:10 ,50.0,20.00,20.00
Finished,29 octobre 2021  4:28 ,29 octobre 2021  4:51 ,22.85,20.00,20.00
Finished,30 octobre 2021  11:32 ,30 octobre 2021  11:52 ,19.85,20.00,20.00
Finished,29 octobre 2021  7:00 ,29 octobre 2021  7:15 ,15.08,20.00,20.00
Finished,31 octobre 2021  8:24 ,31 octobre 2021  9:28 ,64.0,20.00,20.00
Finished,30 octobre 2021  6:37 ,30 octobre 2021  6:57 ,19.98,20.00,20.00
Finished,31 octobre 2021  5:45 ,31 octobre 2021  6:31 ,46.5,20.00,20.00
Finished,29 octobre 2021  3:37 ,29 octobre 2021  4:02 ,24.42,16.67,16.67
Finished,1 novembre 2021  12:28 ,1 novembre 2021  12:51 ,23.08,20.00,20.00
Finished,28 octobre 2021  12:16 ,28 octobre 2021  12:33 ,17.23,19.33,19.33
Finished,1 novembre 2021  1:05 ,1 novembre 2021  1:44 ,38.8,15.33,15.33
Finished,1 novembre 2021  9:48 ,1 novembre 2021  10:15 ,26.77,20.00,20.00
Finished,28 octobre 2021  7:36 ,28 octobre 2021  8:31 ,55.02,20.00,20.00
Finished,31 octobre 2021  10:28 ,31 octobre 2021  10:48 ,19.82,19.33,19.33
Finished,31 octobre 2021  9:19 ,31 octobre 2021  9:41 ,22.63,18.67,18.67
Finished,29 octobre 2021  6:41 ,29 octobre 2021  8:00 ,78.0,20.00,20.00
Finished,1 novembre 2021  9:27 ,1 novembre 2021  10:29 ,61.0,14.67,14.67
Finished,26 octobre 2021  11:22 ,26 octobre 2021  11:57 ,35.03,19.33,19.33
Finished,30 octobre 2021  5:07 ,30 octobre 2021  5:34 ,26.65,11.33,11.33
Finished,29 octobre 2021  9:34 ,29 octobre 2021  10:06 ,31.82,20.00,20.00
Finished,30 octobre 2021  5:25 ,30 octobre 2021  5:48 ,22.55,20.00,20.00
Finished,31 octobre 2021  8:38 ,31 octobre 2021  9:03 ,24.35,20.00,20.00
