ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /6.67,Q. 2 /6.67,Q. 3 /1.48,Q. 4 /2.96,Q. 5 /2.22
3700119.0,Finished,15 September 2022  3:46 PM,15 September 2022  5:22 PM,95.0,14.07,6.67,3.33,1.48,1.48,1.11
21215298.0,Finished,15 September 2022  3:52 PM,15 September 2022  4:57 PM,64.0,11.01,5.45,3.33,0.74,0.74,0.74
28706346.0,Finished,15 September 2022  4:20 PM,15 September 2022  5:14 PM,54.42,17.91,6.06,6.67,1.48,2.96,0.74
28609220.0,Finished,15 September 2022  4:55 PM,15 September 2022  5:32 PM,36.88,16.06,6.06,3.33,1.48,2.96,2.22
21208523.0,Finished,15 September 2022  5:07 PM,15 September 2022  5:58 PM,50.47,14.44,6.67,3.33,1.48,0.74,2.22
28700380.0,Finished,15 September 2022  5:11 PM,15 September 2022  6:05 PM,53.75,16.67,6.67,3.33,1.48,2.96,2.22
28706745.0,Finished,15 September 2022  5:21 PM,15 September 2022  6:05 PM,43.83,16.85,6.67,5.00,0.00,2.96,2.22
28701368.0,Finished,15 September 2022  5:21 PM,15 September 2022  6:07 PM,46.02,14.24,4.24,3.33,1.48,2.96,2.22
28624266.0,Finished,15 September 2022  5:26 PM,15 September 2022  6:04 PM,37.77,15.93,6.67,3.33,1.48,2.96,1.48
28721870.0,Finished,15 September 2022  5:31 PM,15 September 2022  6:34 PM,62.0,17.04,6.67,6.67,1.48,1.48,0.74
28706128.0,Finished,15 September 2022  5:33 PM,15 September 2022  6:17 PM,44.08,14.85,4.85,3.33,1.48,2.96,2.22
28706456.0,Finished,15 September 2022  5:38 PM,15 September 2022  6:24 PM,46.25,16.06,6.06,3.33,1.48,2.96,2.22
28602815.0,Finished,15 September 2022  6:32 PM,15 September 2022  7:22 PM,49.55,16.46,4.24,6.67,1.48,2.96,1.11
28712088.0,Finished,15 September 2022  7:30 PM,15 September 2022  8:11 PM,41.55,8.59,3.03,3.33,1.48,0.74,0.00
3803083.0,Finished,15 September 2022  7:46 PM,15 September 2022  8:52 PM,66.0,16.84,4.24,6.67,1.48,2.22,2.22
3803110.0,Finished,15 September 2022  7:47 PM,15 September 2022  8:52 PM,65.0,10.17,4.24,0.00,1.48,2.22,2.22
3702933.0,Finished,15 September 2022  7:48 PM,15 September 2022  8:57 PM,69.0,19.26,6.67,6.67,1.48,2.96,1.48
28710621.0,Finished,15 September 2022  7:49 PM,15 September 2022  9:43 PM,113.0,16.67,6.67,3.33,1.48,2.96,2.22
28614630.0,Finished,15 September 2022  8:12 PM,15 September 2022  9:39 PM,86.0,10.81,3.03,3.33,1.48,1.48,1.48
28632942.0,Finished,15 September 2022  8:48 PM,15 September 2022  9:59 PM,71.0,18.79,5.45,6.67,1.48,2.96,2.22
28610536.0,Finished,15 September 2022  9:44 PM,15 September 2022  10:09 PM,24.8,18.79,5.45,6.67,1.48,2.96,2.22
28710067.0,Finished,15 September 2022  9:52 PM,15 September 2022  11:00 PM,68.0,13.55,4.85,5.00,1.48,1.48,0.74
28634278.0,Finished,15 September 2022  10:09 PM,15 September 2022  10:29 PM,20.18,20.00,6.67,6.67,1.48,2.96,2.22
28631974.0,Finished,15 September 2022  10:13 PM,15 September 2022  11:55 PM,101.0,6.90,0.61,3.33,1.48,0.74,0.74
21200397.0,Finished,15 September 2022  10:42 PM,16 September 2022  12:42 AM,120.0,10.34,1.82,3.33,1.48,2.22,1.48
28711288.0,Finished,16 September 2022  8:57 AM,16 September 2022  10:56 AM,118.0,12.73,6.06,3.33,1.48,0.74,1.11
28618109.0,Finished,16 September 2022  9:26 AM,16 September 2022  10:43 AM,77.0,13.40,3.03,6.67,1.48,0.74,1.48
28711710.0,Finished,16 September 2022  10:00 AM,16 September 2022  11:00 AM,60.0,15.93,6.67,3.33,1.48,2.96,1.48
28706232.0,Finished,16 September 2022  12:20 PM,16 September 2022  1:43 PM,82.0,8.42,5.45,0.00,1.48,0.74,0.74
28713149.0,Finished,16 September 2022  12:44 PM,16 September 2022  2:43 PM,119.0,8.99,1.21,3.33,1.48,0.74,2.22
21201851.0,Finished,16 September 2022  1:16 PM,16 September 2022  3:11 PM,115.0,15.19,6.67,3.33,1.48,1.48,2.22
3700291.0,Finished,16 September 2022  1:58 PM,16 September 2022  2:39 PM,41.72,7.37,1.82,3.33,1.48,0.74,0.00
3521887.0,Finished,16 September 2022  1:59 PM,16 September 2022  2:43 PM,44.33,14.95,6.06,3.33,1.48,2.22,1.85
21200169.0,Finished,16 September 2022  2:13 PM,16 September 2022  4:13 PM,120.0,15.19,6.67,3.33,1.48,1.48,2.22
28710401.0,Finished,16 September 2022  2:23 PM,16 September 2022  3:13 PM,49.82,8.99,1.21,3.33,1.48,0.74,2.22
28707798.0,Finished,16 September 2022  2:32 PM,16 September 2022  4:32 PM,120.0,6.30,0.00,3.33,1.48,1.48,0.00
28705835.0,Finished,16 September 2022  2:33 PM,16 September 2022  3:47 PM,74.0,15.45,5.45,3.33,1.48,2.96,2.22
21200977.0,Finished,16 September 2022  3:02 PM,16 September 2022  4:41 PM,99.0,16.30,6.67,3.33,1.48,2.96,1.85
21113008.0,Finished,16 September 2022  3:07 PM,16 September 2022  4:15 PM,67.0,17.78,6.67,6.67,1.48,0.74,2.22
28708067.0,Finished,16 September 2022  3:16 PM,16 September 2022  4:54 PM,98.0,13.70,6.67,3.33,1.48,0.74,1.48
28707365.0,Finished,16 September 2022  3:16 PM,16 September 2022  4:56 PM,99.0,13.70,6.67,3.33,1.48,0.74,1.48
21113286.0,Finished,16 September 2022  3:17 PM,16 September 2022  5:16 PM,119.0,13.70,6.67,3.33,1.48,0.74,1.48
21208634.0,Finished,16 September 2022  3:27 PM,16 September 2022  4:03 PM,35.82,14.75,3.64,6.67,1.48,0.74,2.22
21215141.0,Finished,16 September 2022  3:32 PM,16 September 2022  4:13 PM,40.93,17.78,6.67,6.67,1.48,0.74,2.22
3800655.0,Finished,16 September 2022  3:36 PM,16 September 2022  5:36 PM,119.0,11.63,1.82,5.00,1.48,2.96,0.37
28717249.0,Finished,16 September 2022  3:50 PM,16 September 2022  4:40 PM,49.63,10.72,4.24,5.00,0.74,0.74,0.00
28710229.0,Finished,16 September 2022  4:20 PM,16 September 2022  4:56 PM,36.13,17.78,6.67,6.67,1.48,0.74,2.22
21203528.0,Finished,16 September 2022  4:20 PM,16 September 2022  5:07 PM,46.63,6.30,0.00,3.33,1.48,1.48,0.00
28614730.0,Finished,16 September 2022  4:33 PM,16 September 2022  5:47 PM,74.0,7.98,2.42,3.33,1.48,0.74,0.00
28711772.0,Finished,16 September 2022  4:41 PM,16 September 2022  5:52 PM,71.0,14.44,6.67,3.33,1.48,1.48,1.48
21209708.0,Finished,16 September 2022  4:50 PM,16 September 2022  5:15 PM,24.92,17.78,6.67,6.67,1.48,0.74,2.22
28706052.0,Finished,16 September 2022  4:56 PM,16 September 2022  6:20 PM,83.0,9.19,3.64,3.33,1.48,0.74,0.00
28608444.0,Finished,16 September 2022  5:12 PM,16 September 2022  6:58 PM,106.0,13.47,6.06,3.33,1.48,1.48,1.11
28712800.0,Finished,16 September 2022  5:38 PM,16 September 2022  7:13 PM,95.0,14.34,5.45,3.33,0.74,2.96,1.85
28631029.0,Finished,16 September 2022  5:43 PM,16 September 2022  6:55 PM,71.0,13.10,6.06,3.33,0.74,0.74,2.22
28713301.0,Finished,16 September 2022  6:34 PM,16 September 2022  7:14 PM,40.33,10.20,2.42,3.33,1.48,0.74,2.22
3520774.0,Finished,16 September 2022  6:37 PM,16 September 2022  8:25 PM,107.0,7.51,1.21,3.33,1.48,0.74,0.74
28707210.0,Finished,16 September 2022  6:53 PM,16 September 2022  7:26 PM,32.68,7.74,1.82,3.33,0.74,0.74,1.11
28706112.0,Finished,16 September 2022  8:02 PM,16 September 2022  9:35 PM,93.0,14.01,3.64,6.67,1.48,1.48,0.74
28706138.0,Finished,16 September 2022  8:04 PM,16 September 2022  8:38 PM,34.03,14.85,4.85,3.33,1.48,2.96,2.22
28708212.0,Finished,16 September 2022  8:07 PM,16 September 2022  9:37 PM,90.0,16.11,6.67,5.00,1.48,0.74,2.22
28620133.0,Finished,16 September 2022  8:18 PM,16 September 2022  8:25 PM,6.22,10.51,6.06,0.00,1.48,1.48,1.48
28602162.0,Finished,16 September 2022  8:22 PM,16 September 2022  9:56 PM,93.0,20.00,6.67,6.67,1.48,2.96,2.22
28708977.0,Finished,16 September 2022  9:17 PM,16 September 2022  11:03 PM,106.0,12.56,1.82,6.67,1.48,1.48,1.11
28711545.0,Finished,16 September 2022  9:35 PM,16 September 2022  10:35 PM,60.0,17.78,6.67,6.67,1.48,1.48,1.48
28705401.0,Finished,16 September 2022  9:46 PM,16 September 2022  11:16 PM,90.0,19.39,6.06,6.67,1.48,2.96,2.22
28706765.0,Finished,16 September 2022  10:08 PM,16 September 2022  11:37 PM,88.0,16.06,6.06,3.33,1.48,2.96,2.22
21215817.0,Finished,16 September 2022  10:38 PM,17 September 2022  12:38 AM,120.0,0.00,-,-,-,-,-
28708160.0,Finished,16 September 2022  10:53 PM,17 September 2022  12:38 AM,104.0,19.39,6.06,6.67,1.48,2.96,2.22
28605493.0,Finished,16 September 2022  11:03 PM,16 September 2022  11:12 PM,9.3,11.35,0.61,6.67,1.48,1.48,1.11
28706902.0,Finished,16 September 2022  11:07 PM,17 September 2022  12:14 AM,67.0,12.32,1.21,6.67,1.48,1.48,1.48
28710344.0,Finished,16 September 2022  11:11 PM,16 September 2022  11:16 PM,5.3,12.56,1.82,6.67,1.48,1.48,1.11
28605540.0,Finished,16 September 2022  11:16 PM,16 September 2022  11:49 PM,33.13,12.56,1.82,6.67,1.48,1.48,1.11
28708934.0,Finished,17 September 2022  12:09 AM,17 September 2022  1:55 AM,105.0,19.39,6.06,6.67,1.48,2.96,2.22
3801002.0,Finished,17 September 2022  12:11 AM,17 September 2022  1:18 AM,67.0,20.00,6.67,6.67,1.48,2.96,2.22
28705425.0,Finished,17 September 2022  12:47 AM,17 September 2022  1:21 AM,34.57,16.57,5.45,6.67,1.48,2.96,0.00
28707404.0,Finished,17 September 2022  12:55 AM,17 September 2022  1:59 AM,64.0,15.96,4.85,6.67,1.48,1.48,1.48
28711951.0,Finished,17 September 2022  1:02 AM,17 September 2022  1:53 AM,51.3,13.92,4.85,5.00,1.48,1.48,1.11
28708487.0,Finished,17 September 2022  1:09 AM,17 September 2022  2:50 AM,100.0,16.60,3.64,6.67,1.48,2.96,1.85
28705957.0,Finished,17 September 2022  7:50 AM,17 September 2022  8:35 AM,44.73,13.32,4.24,5.00,1.48,1.48,1.11
28710114.0,Finished,17 September 2022  8:53 AM,17 September 2022  10:20 AM,86.0,13.23,5.45,3.33,1.48,0.74,2.22
3672079.0,Finished,17 September 2022  9:08 AM,17 September 2022  10:24 AM,75.0,16.57,5.45,6.67,0.74,1.48,2.22
28706762.0,Finished,17 September 2022  9:13 AM,17 September 2022  10:36 AM,82.0,14.38,3.64,6.67,1.48,1.48,1.11
28717281.0,Finished,17 September 2022  9:20 AM,17 September 2022  10:18 AM,58.17,11.28,4.24,3.33,1.48,0.74,1.48
3808418.0,Finished,17 September 2022  9:26 AM,17 September 2022  10:42 AM,75.0,20.00,6.67,6.67,1.48,2.96,2.22
28607928.0,Finished,17 September 2022  9:45 AM,17 September 2022  11:21 AM,96.0,7.78,0.00,3.33,1.48,0.74,2.22
3803088.0,Finished,17 September 2022  10:22 AM,17 September 2022  11:51 AM,89.0,16.67,6.67,3.33,1.48,2.96,2.22
28707696.0,Finished,17 September 2022  10:40 AM,17 September 2022  11:50 AM,70.0,16.67,6.67,3.33,1.48,2.96,2.22
28600470.0,Finished,17 September 2022  10:46 AM,17 September 2022  12:23 PM,97.0,18.79,5.45,6.67,1.48,2.96,2.22
28705959.0,Finished,17 September 2022  10:46 AM,17 September 2022  12:30 PM,103.0,16.06,6.06,6.67,0.74,1.48,1.11
21115284.0,Finished,17 September 2022  11:19 AM,17 September 2022  12:05 PM,46.65,13.33,0.00,6.67,1.48,2.96,2.22
28706938.0,Finished,17 September 2022  11:21 AM,17 September 2022  12:00 PM,38.77,13.97,5.45,3.33,1.48,1.48,2.22
28705948.0,Finished,17 September 2022  11:25 AM,17 September 2022  12:41 PM,75.0,17.41,6.67,6.67,1.48,1.48,1.11
28707475.0,Finished,17 September 2022  11:26 AM,17 September 2022  12:16 PM,50.5,15.02,2.42,6.67,0.74,2.96,2.22
28711936.0,Finished,17 September 2022  11:26 AM,17 September 2022  12:59 PM,92.0,11.48,6.67,0.00,1.48,1.48,1.85
3811446.0,Finished,17 September 2022  11:35 AM,17 September 2022  1:03 PM,87.0,13.10,6.06,3.33,1.48,1.48,0.74
28714617.0,Finished,17 September 2022  11:42 AM,17 September 2022  1:17 PM,94.0,10.52,1.82,5.00,1.48,0.74,1.48
21208240.0,Finished,17 September 2022  11:47 AM,17 September 2022  12:29 PM,42.2,9.23,1.82,3.33,1.48,1.48,1.11
28707630.0,Finished,17 September 2022  11:47 AM,17 September 2022  12:57 PM,70.0,17.41,6.67,6.67,1.48,1.48,1.11
28706411.0,Finished,17 September 2022  12:28 PM,17 September 2022  12:58 PM,30.08,17.41,6.67,6.67,1.48,1.48,1.11
28706848.0,Finished,17 September 2022  12:35 PM,17 September 2022  2:23 PM,107.0,13.23,5.45,3.33,1.48,1.48,1.48
21212724.0,Finished,17 September 2022  12:46 PM,17 September 2022  1:22 PM,36.25,11.41,3.64,3.33,1.48,0.74,2.22
3803944.0,Finished,17 September 2022  12:56 PM,17 September 2022  1:34 PM,37.63,10.81,3.03,3.33,1.48,2.22,0.74
3804183.0,Finished,17 September 2022  1:19 PM,17 September 2022  2:46 PM,87.0,13.16,2.42,6.67,1.48,1.48,1.11
28707726.0,Finished,17 September 2022  1:21 PM,17 September 2022  2:39 PM,78.0,10.40,4.85,3.33,0.74,1.48,0.00
28600768.0,Finished,17 September 2022  1:26 PM,17 September 2022  3:26 PM,120.0,17.41,6.67,6.67,1.48,1.48,1.11
21214576.0,Finished,17 September 2022  1:27 PM,17 September 2022  2:28 PM,61.0,17.31,5.45,6.67,1.48,2.96,0.74
3702042.0,Finished,17 September 2022  1:42 PM,17 September 2022  2:36 PM,54.15,18.52,6.67,6.67,1.48,2.96,0.74
28707180.0,Finished,17 September 2022  1:44 PM,17 September 2022  2:10 PM,25.47,11.95,1.21,6.67,1.48,1.48,1.11
28606874.0,Finished,17 September 2022  2:04 PM,17 September 2022  3:27 PM,83.0,8.11,1.82,3.33,1.48,0.74,0.74
28706415.0,Finished,17 September 2022  2:04 PM,17 September 2022  3:30 PM,85.0,16.70,4.85,6.67,1.48,1.48,2.22
3811684.0,Finished,17 September 2022  2:14 PM,17 September 2022  4:11 PM,117.0,15.59,4.85,6.67,0.74,2.22,1.11
28705068.0,Finished,17 September 2022  2:37 PM,17 September 2022  4:05 PM,88.0,19.39,6.06,6.67,1.48,2.96,2.22
28618735.0,Finished,17 September 2022  2:47 PM,17 September 2022  3:32 PM,44.87,17.78,6.67,6.67,0.74,1.48,2.22
28717247.0,Finished,17 September 2022  2:52 PM,17 September 2022  3:56 PM,63.0,7.07,4.85,0.00,1.48,0.74,0.00
28711811.0,Finished,17 September 2022  2:58 PM,17 September 2022  4:43 PM,104.0,11.95,1.21,6.67,1.48,1.48,1.11
28626896.0,Finished,17 September 2022  3:01 PM,17 September 2022  4:54 PM,112.0,16.67,6.67,3.33,1.48,2.96,2.22
28711501.0,Finished,17 September 2022  3:03 PM,17 September 2022  5:00 PM,116.0,12.15,3.64,6.67,0.00,0.74,1.11
28716648.0,Finished,17 September 2022  3:04 PM,17 September 2022  5:04 PM,120.0,17.78,6.67,6.67,1.48,0.74,2.22
28718611.0,Finished,17 September 2022  3:08 PM,17 September 2022  4:56 PM,108.0,16.67,6.67,3.33,1.48,2.96,2.22
28716428.0,Finished,17 September 2022  3:09 PM,17 September 2022  4:56 PM,106.0,13.70,6.67,3.33,1.48,0.74,1.48
28706087.0,Finished,17 September 2022  3:12 PM,17 September 2022  4:12 PM,60.0,11.35,0.61,6.67,1.48,1.48,1.11
28720263.0,Finished,17 September 2022  3:16 PM,17 September 2022  4:51 PM,95.0,12.96,6.67,3.33,1.48,0.74,0.74
21119283.0,Finished,17 September 2022  3:17 PM,17 September 2022  4:05 PM,48.18,8.01,0.61,3.33,1.48,1.48,1.11
28709278.0,Finished,17 September 2022  3:20 PM,17 September 2022  5:20 PM,120.0,10.29,1.21,5.00,1.48,1.48,1.11
21218709.0,Finished,17 September 2022  3:22 PM,17 September 2022  4:55 PM,92.0,8.82,3.64,0.00,1.48,2.22,1.48
21113317.0,Finished,17 September 2022  3:23 PM,17 September 2022  5:23 PM,120.0,14.95,6.06,6.67,0.74,0.74,0.74
3703308.0,Finished,17 September 2022  3:23 PM,17 September 2022  5:23 PM,120.0,15.93,6.67,3.33,1.48,2.22,2.22
21208283.0,Finished,17 September 2022  3:26 PM,17 September 2022  4:35 PM,69.0,15.56,6.67,6.67,1.48,0.74,0.00
21219688.0,Finished,17 September 2022  3:26 PM,17 September 2022  5:26 PM,120.0,1.48,-,-,1.48,-,-
3804887.0,Finished,17 September 2022  3:28 PM,17 September 2022  4:39 PM,71.0,17.41,6.67,6.67,1.48,1.48,1.11
3872127.0,Finished,17 September 2022  3:29 PM,17 September 2022  5:29 PM,120.0,7.27,0.61,3.33,1.48,0.74,1.11
28710263.0,Finished,17 September 2022  3:36 PM,17 September 2022  5:02 PM,85.0,17.41,6.67,6.67,1.48,1.48,1.11
28707797.0,Finished,17 September 2022  3:36 PM,17 September 2022  5:02 PM,85.0,16.20,5.45,6.67,1.48,1.48,1.11
28720764.0,Finished,17 September 2022  3:44 PM,17 September 2022  4:29 PM,44.72,8.11,1.82,3.33,1.48,1.48,0.00
28602418.0,Finished,17 September 2022  3:44 PM,17 September 2022  4:53 PM,69.0,20.00,6.67,6.67,1.48,2.96,2.22
28712609.0,Finished,17 September 2022  3:46 PM,17 September 2022  4:46 PM,60.0,17.91,6.06,6.67,1.48,1.48,2.22
28709630.0,Finished,17 September 2022  3:46 PM,17 September 2022  5:11 PM,84.0,16.67,6.67,3.33,1.48,2.96,2.22
28617316.0,Finished,17 September 2022  3:49 PM,17 September 2022  4:48 PM,59.5,7.47,3.03,0.00,1.48,0.74,2.22
21213030.0,Finished,17 September 2022  3:52 PM,17 September 2022  4:59 PM,67.0,16.09,4.24,6.67,1.48,2.22,1.48
28708274.0,Finished,17 September 2022  3:58 PM,17 September 2022  4:48 PM,50.52,11.18,3.03,3.33,1.48,2.22,1.11
28606787.0,Finished,17 September 2022  4:01 PM,17 September 2022  6:01 PM,120.0,12.36,6.06,3.33,1.48,1.48,0.00
28607959.0,Finished,17 September 2022  4:09 PM,17 September 2022  5:48 PM,99.0,16.67,6.67,3.33,1.48,2.96,2.22
28711505.0,Finished,17 September 2022  4:10 PM,17 September 2022  5:17 PM,67.0,17.81,4.85,6.67,1.48,2.96,1.85
3701324.0,Finished,17 September 2022  4:11 PM,17 September 2022  6:11 PM,120.0,14.14,3.03,6.67,1.48,1.48,1.48
28631085.0,Finished,17 September 2022  4:18 PM,17 September 2022  6:16 PM,117.0,18.79,5.45,6.67,1.48,2.96,2.22
28720888.0,Finished,17 September 2022  4:20 PM,17 September 2022  5:37 PM,77.0,17.91,6.06,6.67,1.48,1.48,2.22
3704907.0,Finished,17 September 2022  4:25 PM,17 September 2022  6:25 PM,120.0,17.44,4.85,6.67,1.48,2.22,2.22
28712429.0,Finished,17 September 2022  4:30 PM,17 September 2022  6:29 PM,119.0,13.03,3.03,6.67,1.48,0.74,1.11
28602183.0,Finished,17 September 2022  4:30 PM,17 September 2022  6:24 PM,114.0,15.93,6.67,3.33,0.74,2.96,2.22
28711664.0,Finished,17 September 2022  4:30 PM,17 September 2022  5:37 PM,66.0,17.44,4.85,6.67,1.48,2.22,2.22
28711626.0,Finished,17 September 2022  4:31 PM,17 September 2022  5:37 PM,66.0,17.44,4.85,6.67,1.48,2.22,2.22
28620097.0,Finished,17 September 2022  4:34 PM,17 September 2022  6:30 PM,115.0,10.20,2.42,3.33,1.48,0.74,2.22
28616272.0,Finished,17 September 2022  4:40 PM,17 September 2022  5:37 PM,57.55,17.91,6.06,6.67,1.48,1.48,2.22
28712760.0,Finished,17 September 2022  4:43 PM,17 September 2022  6:30 PM,106.0,14.44,6.67,3.33,1.48,0.74,2.22
3800073.0,Finished,17 September 2022  4:47 PM,17 September 2022  6:25 PM,98.0,12.93,1.82,6.67,1.48,1.48,1.48
28616494.0,Finished,17 September 2022  4:48 PM,17 September 2022  5:11 PM,22.95,13.87,4.24,3.33,1.48,2.96,1.85
28710097.0,Finished,17 September 2022  4:51 PM,17 September 2022  6:10 PM,79.0,19.39,6.06,6.67,1.48,2.96,2.22
3702508.0,Finished,17 September 2022  4:58 PM,17 September 2022  5:55 PM,57.2,14.14,3.03,6.67,1.48,1.48,1.48
28602661.0,Finished,17 September 2022  5:12 PM,17 September 2022  6:23 PM,70.0,19.39,6.06,6.67,1.48,2.96,2.22
28613143.0,Finished,17 September 2022  5:14 PM,17 September 2022  6:19 PM,64.0,19.39,6.06,6.67,1.48,2.96,2.22
21117173.0,Finished,17 September 2022  5:14 PM,17 September 2022  6:15 PM,60.0,7.10,3.03,0.00,1.48,1.48,1.11
28718775.0,Finished,17 September 2022  5:18 PM,17 September 2022  6:29 PM,71.0,18.52,6.67,6.67,1.48,1.48,2.22
