State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /4.00,Q. 2 /10.00,Q. 3 /6.00
Finished,10 December 2022  4:53 PM,10 December 2022  5:52 PM,60,6.77,2.77,2.00,2.00
Finished,10 December 2022  4:53 PM,10 December 2022  5:51 PM,58,10.77,2.77,6.00,2.00
Finished,10 December 2022  4:54 PM,10 December 2022  6:30 PM,95,8.00,-,6.00,2.00
Finished,10 December 2022  4:57 PM,10 December 2022  6:17 PM,79,10.92,0.92,4.00,6.00
Finished,10 December 2022  4:59 PM,10 December 2022  6:30 PM,90,1.85,1.85,-,-
Finished,10 December 2022  4:59 PM,10 December 2022  6:30 PM,90,9.08,3.08,0.00,6.00
Finished,10 December 2022  5:01 PM,10 December 2022  6:30 PM,88,14.77,2.77,6.00,6.00
Finished,10 December 2022  5:04 PM,10 December 2022  5:51 PM,47,7.38,3.38,0.00,4.00
Finished,10 December 2022  5:08 PM,10 December 2022  6:30 PM,81,7.08,3.08,0.00,4.00
Finished,10 December 2022  5:10 PM,10 December 2022  6:30 PM,79,14.77,2.77,6.00,6.00
Finished,10 December 2022  5:11 PM,10 December 2022  6:09 PM,58,15.08,3.08,6.00,6.00
Finished,10 December 2022  5:15 PM,10 December 2022  6:26 PM,71,3.08,3.08,0.00,0.00
Finished,10 December 2022  5:16 PM,10 December 2022  5:39 PM,23,8.77,2.77,0.00,6.00
Finished,10 December 2022  5:17 PM,10 December 2022  5:57 PM,40,15.38,3.38,8.00,4.00
Finished,10 December 2022  5:17 PM,10 December 2022  6:22 PM,64,15.69,3.69,6.00,6.00
Finished,10 December 2022  5:18 PM,10 December 2022  6:30 PM,71,1.85,1.85,-,-
Finished,10 December 2022  5:19 PM,10 December 2022  6:30 PM,70,14.15,2.15,6.00,6.00
Finished,10 December 2022  5:31 PM,10 December 2022  6:02 PM,31,10.77,2.77,6.00,2.00
Finished,10 December 2022  5:34 PM,10 December 2022  6:29 PM,55,16.00,4.00,6.00,6.00
Finished,10 December 2022  5:35 PM,10 December 2022  6:20 PM,45,14.77,2.77,6.00,6.00
Finished,10 December 2022  5:37 PM,10 December 2022  6:29 PM,52,7.38,3.38,0.00,4.00
Finished,10 December 2022  5:38 PM,10 December 2022  6:29 PM,52,8.77,2.77,0.00,6.00
Finished,10 December 2022  5:39 PM,10 December 2022  6:03 PM,24,6.46,2.46,4.00,0.00
Finished,10 December 2022  5:40 PM,10 December 2022  6:06 PM,25,11.38,3.38,6.00,2.00
Finished,10 December 2022  5:43 PM,10 December 2022  6:25 PM,43,14.77,2.77,6.00,6.00
Finished,10 December 2022  5:44 PM,10 December 2022  5:51 PM,7,3.54,1.54,-,2.00
Finished,10 December 2022  5:44 PM,10 December 2022  6:05 PM,21,15.69,3.69,6.00,6.00
Finished,10 December 2022  5:49 PM,10 December 2022  6:30 PM,40,0.00,-,-,-
Finished,10 December 2022  5:51 PM,10 December 2022  6:30 PM,39,9.69,3.69,-,6.00
Finished,10 December 2022  5:52 PM,10 December 2022  6:30 PM,38,14.77,2.77,10.00,2.00
Finished,10 December 2022  5:52 PM,10 December 2022  6:26 PM,33,15.69,3.69,6.00,6.00
Finished,10 December 2022  5:57 PM,10 December 2022  6:30 PM,32,8.46,2.46,-,6.00
Finished,10 December 2022  6:01 PM,10 December 2022  6:30 PM,29,5.08,3.08,-,2.00
Finished,10 December 2022  6:02 PM,10 December 2022  6:29 PM,28,14.77,2.77,6.00,6.00
Finished,10 December 2022  6:06 PM,10 December 2022  6:30 PM,23,2.77,2.77,-,-
Finished,10 December 2022  6:07 PM,10 December 2022  6:28 PM,21,8.46,2.46,0.00,6.00
Finished,10 December 2022  6:25 PM,10 December 2022  6:30 PM,4,1.54,1.54,-,-
