State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /6.43,Q. 2 /7.14,Q. 3 /6.43
Finished,1 November 2020  9:38 PM,1 November 2020  10:04 PM,26,18.21,5.36,6.43,6.43
Finished,1 November 2020  2:47 PM,1 November 2020  3:13 PM,26,14.64,5.00,4.29,5.36
Finished,1 November 2020  8:49 PM,1 November 2020  10:44 PM,115,18.21,5.00,6.79,6.43
Finished,2 November 2020  9:03 AM,2 November 2020  10:04 AM,60,14.64,4.64,3.57,6.43
Finished,1 November 2020  3:44 PM,1 November 2020  4:07 PM,23,15.71,5.00,4.29,6.43
Finished,30 October 2020  5:48 PM,30 October 2020  7:02 PM,73,15.00,5.00,4.29,5.71
Finished,1 November 2020  9:17 PM,1 November 2020  10:13 PM,55,19.64,6.07,7.14,6.43
Finished,2 November 2020  7:36 AM,2 November 2020  8:47 AM,70,19.64,6.07,7.14,6.43
Finished,1 November 2020  7:51 PM,1 November 2020  8:22 PM,31,17.14,5.00,7.14,5.00
Finished,2 November 2020  10:02 AM,2 November 2020  10:16 AM,14,17.86,5.00,7.14,5.71
Finished,1 November 2020  10:42 PM,1 November 2020  11:16 PM,34,18.21,5.36,6.43,6.43
Finished,1 November 2020  8:05 PM,1 November 2020  8:11 PM,6,17.86,5.00,7.14,5.71
Finished,1 November 2020  10:11 PM,1 November 2020  10:34 PM,24,17.86,5.00,6.43,6.43
Finished,1 November 2020  10:03 PM,1 November 2020  11:57 PM,113,16.07,6.07,4.29,5.71
Finished,27 October 2020  8:15 PM,27 October 2020  9:51 PM,96,15.36,5.71,3.21,6.43
Finished,1 November 2020  3:00 PM,1 November 2020  3:41 PM,40,13.21,5.00,2.50,5.71
Finished,1 November 2020  5:30 PM,1 November 2020  6:21 PM,51,13.57,5.00,2.86,5.71
Finished,1 November 2020  6:49 PM,1 November 2020  7:24 PM,35,18.21,4.64,7.14,6.43
Finished,2 November 2020  8:38 AM,2 November 2020  8:51 AM,13,18.21,5.71,7.14,5.36
Finished,1 November 2020  10:03 PM,1 November 2020  11:06 PM,62,18.21,4.64,7.14,6.43
Finished,2 November 2020  1:15 AM,2 November 2020  1:32 AM,17,18.93,5.71,6.79,6.43
Finished,1 November 2020  8:43 PM,1 November 2020  9:38 PM,54,17.50,4.29,6.79,6.43
Finished,1 November 2020  9:51 PM,1 November 2020  11:31 PM,100,15.71,5.00,4.29,6.43
Finished,31 October 2020  10:34 PM,31 October 2020  11:14 PM,40,19.64,6.07,7.14,6.43
Finished,1 November 2020  11:25 AM,1 November 2020  11:42 AM,16,18.21,4.64,7.14,6.43
Finished,28 October 2020  9:28 AM,28 October 2020  9:48 AM,20,15.36,4.64,4.29,6.43
Finished,1 November 2020  1:56 PM,1 November 2020  3:26 PM,89,19.64,6.07,7.14,6.43
Finished,31 October 2020  2:14 PM,31 October 2020  2:55 PM,41,16.79,4.64,5.71,6.43
Finished,2 November 2020  5:10 AM,2 November 2020  5:37 AM,27,18.21,4.64,7.14,6.43
Finished,1 November 2020  7:56 PM,1 November 2020  8:05 PM,9,18.57,5.71,6.43,6.43
Finished,31 October 2020  5:59 PM,31 October 2020  7:59 PM,119,10.71,4.64,1.43,4.64
Finished,1 November 2020  11:35 PM,1 November 2020  11:54 PM,20,17.86,5.00,6.43,6.43
Finished,1 November 2020  7:02 PM,1 November 2020  8:08 PM,66,17.86,5.00,6.43,6.43
Finished,1 November 2020  11:34 PM,2 November 2020  12:21 AM,47,18.57,5.00,7.14,6.43
Finished,27 October 2020  10:21 PM,27 October 2020  11:20 PM,59,13.93,4.64,3.21,6.07
Finished,2 November 2020  1:53 AM,2 November 2020  3:40 AM,107,18.21,4.64,7.14,6.43
Finished,1 November 2020  9:39 PM,1 November 2020  10:04 PM,25,18.21,5.36,6.43,6.43
Finished,31 October 2020  4:46 PM,31 October 2020  5:22 PM,36,16.07,6.07,4.29,5.71
Finished,2 November 2020  8:42 AM,2 November 2020  9:51 AM,69,18.93,6.07,6.79,6.07
Finished,2 November 2020  2:05 AM,2 November 2020  2:43 AM,38,10.36,5.00,2.14,3.21
Finished,1 November 2020  9:50 PM,1 November 2020  10:37 PM,46,13.93,5.00,3.21,5.71
Finished,2 November 2020  5:26 AM,2 November 2020  6:35 AM,69,16.79,3.93,6.43,6.43
Finished,1 November 2020  9:31 PM,1 November 2020  9:54 PM,23,17.14,5.00,6.07,6.07
Finished,31 October 2020  6:08 PM,31 October 2020  6:25 PM,17,14.64,5.00,3.21,6.43
Finished,1 November 2020  12:53 PM,1 November 2020  1:19 PM,26,12.86,4.64,2.50,5.71
Finished,1 November 2020  7:00 PM,1 November 2020  8:10 PM,70,15.71,5.00,4.29,6.43
Finished,1 November 2020  5:46 PM,1 November 2020  7:05 PM,79,18.21,4.64,7.14,6.43
Finished,1 November 2020  8:16 PM,1 November 2020  8:48 PM,33,18.57,5.00,7.14,6.43
Finished,29 October 2020  11:19 AM,29 October 2020  11:51 AM,32,16.79,4.29,7.14,5.36
Finished,2 November 2020  12:47 AM,2 November 2020  1:18 AM,31,18.21,4.64,7.14,6.43
Finished,1 November 2020  11:42 PM,2 November 2020  12:26 AM,44,18.21,4.64,7.14,6.43
Finished,1 November 2020  9:26 PM,1 November 2020  10:20 PM,54,18.57,5.00,7.14,6.43
Finished,2 November 2020  1:01 AM,2 November 2020  1:37 AM,37,18.57,5.00,7.14,6.43
Finished,1 November 2020  5:28 PM,1 November 2020  6:54 PM,85,16.43,5.00,5.00,6.43
Finished,31 October 2020  7:06 PM,31 October 2020  7:30 PM,24,15.71,4.64,5.36,5.71
Finished,1 November 2020  8:57 PM,1 November 2020  9:31 PM,34,17.50,4.64,6.43,6.43
Finished,2 November 2020  2:23 AM,2 November 2020  3:21 AM,58,18.21,4.64,7.14,6.43
Finished,27 October 2020  11:43 AM,27 October 2020  11:55 AM,12,14.64,5.00,3.21,6.43
Finished,26 October 2020  2:52 PM,26 October 2020  3:08 PM,16,17.14,5.00,5.71,6.43
Finished,31 October 2020  7:57 PM,31 October 2020  8:09 PM,12,13.93,4.64,3.57,5.71
Finished,1 November 2020  5:44 PM,1 November 2020  6:15 PM,31,13.93,4.29,3.93,5.71
Finished,2 November 2020  3:55 AM,2 November 2020  4:02 AM,6,17.86,4.64,6.79,6.43
Finished,31 October 2020  4:46 PM,31 October 2020  5:22 PM,36,16.07,6.07,4.29,5.71
Finished,2 November 2020  10:12 AM,2 November 2020  10:44 AM,32,6.43,-,-,6.43
Finished,31 October 2020  12:14 PM,31 October 2020  12:52 PM,38,11.43,4.29,2.14,5.00
Finished,2 November 2020  12:31 AM,2 November 2020  1:38 AM,66,19.64,6.07,7.14,6.43
Finished,1 November 2020  7:28 PM,1 November 2020  7:51 PM,23,18.21,4.64,7.14,6.43
Finished,1 November 2020  8:58 PM,1 November 2020  10:44 PM,105,18.57,5.00,7.14,6.43
Finished,2 November 2020  12:13 AM,2 November 2020  12:30 AM,17,18.57,5.71,6.43,6.43
Finished,2 November 2020  12:41 AM,2 November 2020  1:18 AM,37,13.57,5.00,2.86,5.71
Finished,2 November 2020  9:49 AM,2 November 2020  9:58 AM,9,19.64,6.07,7.14,6.43
Finished,31 October 2020  7:54 PM,31 October 2020  9:03 PM,68,14.64,6.43,2.86,5.36
Finished,1 November 2020  5:49 PM,1 November 2020  7:07 PM,78,18.21,4.64,7.14,6.43
Finished,2 November 2020  9:25 AM,2 November 2020  10:22 AM,56,19.64,6.07,7.14,6.43
Finished,1 November 2020  5:48 PM,1 November 2020  6:44 PM,56,18.21,4.64,7.14,6.43
Finished,1 November 2020  10:53 PM,1 November 2020  11:14 PM,20,18.21,4.64,7.14,6.43
Finished,2 November 2020  12:32 AM,2 November 2020  2:17 AM,104,19.64,6.07,7.14,6.43
Finished,1 November 2020  10:37 PM,1 November 2020  10:41 PM,3,18.21,4.64,7.14,6.43
Finished,26 October 2020  10:01 PM,26 October 2020  10:54 PM,54,17.50,5.00,7.14,5.36
Finished,2 November 2020  5:29 AM,2 November 2020  6:49 AM,80,18.93,5.36,7.14,6.43
Finished,2 November 2020  10:18 AM,2 November 2020  10:34 AM,17,19.64,6.07,7.14,6.43
Finished,1 November 2020  6:13 PM,1 November 2020  8:00 PM,107,19.29,5.71,7.14,6.43
Finished,1 November 2020  6:30 PM,1 November 2020  7:20 PM,50,18.21,4.64,7.14,6.43
Finished,1 November 2020  10:38 PM,2 November 2020  12:02 AM,83,12.86,4.29,2.86,5.71
Finished,2 November 2020  8:12 AM,2 November 2020  9:43 AM,90,19.64,6.07,7.14,6.43
Finished,31 October 2020  11:04 PM,31 October 2020  11:27 PM,23,17.86,5.00,7.14,5.71
Finished,1 November 2020  9:24 PM,1 November 2020  9:36 PM,13,18.21,4.64,7.14,6.43
Finished,1 November 2020  11:11 PM,1 November 2020  11:20 PM,8,15.00,5.00,4.29,5.71
Finished,2 November 2020  1:37 AM,2 November 2020  2:21 AM,45,16.07,5.36,4.29,6.43
Finished,30 October 2020  5:16 PM,30 October 2020  6:11 PM,55,13.21,5.00,2.50,5.71
Finished,1 November 2020  8:20 PM,1 November 2020  8:52 PM,33,18.21,4.64,7.14,6.43
Finished,2 November 2020  9:12 AM,2 November 2020  9:57 AM,46,16.43,5.36,4.64,6.43
Finished,1 November 2020  3:44 PM,1 November 2020  4:07 PM,23,15.71,5.00,4.29,6.43
Finished,1 November 2020  6:16 PM,1 November 2020  6:56 PM,40,13.93,5.00,4.29,4.64
Finished,2 November 2020  10:38 AM,2 November 2020  10:45 AM,6,11.79,6.07,5.71,-
Finished,2 November 2020  9:25 AM,2 November 2020  9:53 AM,27,12.14,4.64,1.79,5.71
Finished,2 November 2020  1:11 AM,2 November 2020  1:59 AM,48,13.21,5.00,3.57,4.64
Finished,1 November 2020  11:48 PM,2 November 2020  12:08 AM,20,19.64,6.07,7.14,6.43
Finished,30 October 2020  4:17 PM,30 October 2020  4:56 PM,40,15.00,5.36,3.21,6.43
Finished,2 November 2020  12:30 AM,2 November 2020  12:38 AM,9,13.57,5.00,2.86,5.71
Finished,2 November 2020  9:59 AM,2 November 2020  10:44 AM,45,17.14,4.64,6.07,6.43
Finished,27 October 2020  3:36 PM,27 October 2020  4:25 PM,49,17.14,5.00,5.71,6.43
Finished,1 November 2020  7:10 PM,1 November 2020  7:58 PM,47,13.93,4.64,2.86,6.43
Finished,1 November 2020  9:45 PM,1 November 2020  9:53 PM,8,18.21,4.64,7.14,6.43
Finished,2 November 2020  9:04 AM,2 November 2020  9:41 AM,36,19.64,6.07,7.14,6.43
Finished,1 November 2020  2:12 PM,1 November 2020  2:29 PM,17,17.86,6.07,6.43,5.36
Finished,1 November 2020  9:00 PM,1 November 2020  9:11 PM,11,18.21,4.64,7.14,6.43
Finished,2 November 2020  9:29 AM,2 November 2020  9:38 AM,9,13.57,4.64,3.21,5.71
Finished,1 November 2020  3:06 PM,1 November 2020  3:50 PM,44,13.21,5.00,3.21,5.00
Finished,1 November 2020  3:44 PM,1 November 2020  4:07 PM,23,15.71,5.00,4.29,6.43
Finished,1 November 2020  5:14 PM,1 November 2020  5:48 PM,33,13.21,5.00,2.50,5.71
Finished,2 November 2020  8:49 AM,2 November 2020  10:03 AM,74,18.21,4.64,7.14,6.43
Finished,2 November 2020  8:59 AM,2 November 2020  9:35 AM,37,19.64,6.07,7.14,6.43
Finished,2 November 2020  8:59 AM,2 November 2020  10:45 AM,105,12.86,5.00,2.50,5.36
Finished,1 November 2020  6:21 PM,1 November 2020  7:29 PM,68,18.21,4.64,7.14,6.43
Finished,1 November 2020  10:43 PM,1 November 2020  11:12 PM,29,11.79,4.64,3.21,3.93
Finished,2 November 2020  8:51 AM,2 November 2020  10:17 AM,85,18.93,6.07,6.43,6.43
Finished,2 November 2020  2:12 AM,2 November 2020  2:57 AM,45,14.29,5.00,3.57,5.71
Finished,26 October 2020  10:01 PM,26 October 2020  10:54 PM,54,17.50,5.00,7.14,5.36
Finished,1 November 2020  4:41 PM,1 November 2020  4:59 PM,18,17.86,5.00,7.14,5.71
Finished,1 November 2020  11:46 PM,2 November 2020  12:29 AM,43,18.21,4.64,7.14,6.43
Finished,1 November 2020  11:36 PM,2 November 2020  12:11 AM,35,14.29,4.64,3.21,6.43
Finished,1 November 2020  9:52 PM,1 November 2020  11:02 PM,70,16.79,6.07,4.29,6.43
Finished,2 November 2020  2:20 AM,2 November 2020  3:25 AM,65,18.21,4.64,7.14,6.43
Finished,2 November 2020  5:23 AM,2 November 2020  5:35 AM,12,0.00,0.00,-,-
Finished,1 November 2020  10:27 AM,1 November 2020  11:30 AM,63,18.21,4.64,7.14,6.43
Finished,31 October 2020  11:04 PM,31 October 2020  11:26 PM,23,17.86,5.00,7.14,5.71
Finished,26 October 2020  3:04 PM,26 October 2020  3:09 PM,5,12.14,4.64,2.50,5.00
Finished,1 November 2020  8:05 PM,1 November 2020  9:23 PM,78,16.43,5.00,5.00,6.43
Finished,1 November 2020  9:19 PM,1 November 2020  9:45 PM,26,15.71,5.00,4.29,6.43
Finished,1 November 2020  9:17 PM,1 November 2020  9:34 PM,17,18.21,4.64,7.14,6.43
Finished,26 October 2020  5:52 PM,26 October 2020  6:51 PM,59,19.64,6.07,7.14,6.43
Finished,1 November 2020  9:06 PM,1 November 2020  9:13 PM,6,18.57,5.71,6.43,6.43
Finished,2 November 2020  12:43 AM,2 November 2020  1:37 AM,54,17.50,4.64,6.43,6.43
Finished,2 November 2020  4:12 AM,2 November 2020  4:19 AM,7,18.57,5.00,7.14,6.43
Finished,2 November 2020  8:34 AM,2 November 2020  10:23 AM,109,14.64,4.64,4.29,5.71
Finished,1 November 2020  3:42 PM,1 November 2020  4:35 PM,53,15.71,5.00,4.29,6.43
Finished,1 November 2020  6:39 PM,1 November 2020  7:38 PM,59,13.21,4.64,2.86,5.71
Finished,1 November 2020  9:47 PM,1 November 2020  11:38 PM,110,19.64,6.07,7.14,6.43
Finished,2 November 2020  3:21 AM,2 November 2020  3:54 AM,33,16.43,6.07,4.29,6.07
Finished,29 October 2020  8:18 PM,29 October 2020  9:00 PM,42,13.93,5.00,2.50,6.43
Finished,1 November 2020  10:10 PM,1 November 2020  11:08 PM,58,19.64,6.07,7.14,6.43
Finished,2 November 2020  10:31 AM,2 November 2020  10:43 AM,12,13.21,4.29,3.21,5.71
Finished,1 November 2020  5:47 PM,1 November 2020  7:08 PM,81,18.21,4.64,7.14,6.43
Finished,1 November 2020  9:55 PM,1 November 2020  10:15 PM,20,18.21,4.64,7.14,6.43
Finished,30 October 2020  3:06 PM,30 October 2020  3:28 PM,22,13.93,5.71,2.50,5.71
Finished,31 October 2020  7:05 PM,31 October 2020  7:16 PM,12,17.14,4.29,7.14,5.71
Finished,1 November 2020  1:44 PM,1 November 2020  3:30 PM,106,13.21,4.64,2.86,5.71
Finished,1 November 2020  5:26 PM,1 November 2020  5:50 PM,25,13.57,5.00,2.86,5.71
Finished,2 November 2020  8:24 AM,2 November 2020  8:48 AM,24,18.21,4.64,7.14,6.43
Finished,2 November 2020  12:25 AM,2 November 2020  12:43 AM,18,15.00,5.00,4.29,5.71
Finished,1 November 2020  9:17 PM,1 November 2020  10:13 PM,55,19.29,6.07,6.79,6.43
Finished,2 November 2020  8:57 AM,2 November 2020  10:00 AM,63,19.64,6.07,7.14,6.43
Finished,1 November 2020  10:10 PM,1 November 2020  11:07 PM,57,18.93,5.36,7.14,6.43
Finished,31 October 2020  2:29 PM,31 October 2020  3:04 PM,34,18.93,6.07,6.43,6.43
Finished,31 October 2020  2:21 PM,31 October 2020  3:04 PM,43,18.93,6.07,6.43,6.43
Finished,1 November 2020  9:49 PM,1 November 2020  10:20 PM,32,13.57,4.29,4.29,5.00
Finished,2 November 2020  9:02 AM,2 November 2020  10:25 AM,83,14.64,5.00,4.29,5.36
Finished,1 November 2020  7:22 PM,1 November 2020  8:01 PM,39,14.64,5.36,3.21,6.07
Finished,31 October 2020  10:07 AM,31 October 2020  10:43 AM,36,14.64,5.71,3.21,5.71
Finished,1 November 2020  3:20 PM,1 November 2020  3:50 PM,30,18.21,6.07,6.43,5.71
Finished,2 November 2020  2:51 AM,2 November 2020  3:05 AM,14,14.64,5.00,3.21,6.43
