State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /3.53,Q. 2 /2.94,Q. 3 /0.59,Q. 4 /0.59,Q. 5 /7.06,Q. 6 /1.18,Q. 7 /2.35,Q. 8 /1.76
Finished,22 September 2020  3:42 PM,22 September 2020  4:51 PM,69,11.18,0.59,0.59,0.59,0.59,7.06,0.00,1.18,0.59
Finished,25 September 2020  3:06 PM,25 September 2020  4:12 PM,66,11.76,1.76,0.59,0.00,0.00,7.06,1.18,0.59,0.59
Finished,27 September 2020  1:34 PM,27 September 2020  3:06 PM,91,9.41,1.76,1.18,0.00,0.00,3.53,1.18,1.18,0.59
Finished,21 September 2020  4:58 PM,21 September 2020  6:57 PM,119,14.12,0.00,1.76,0.59,0.00,7.06,1.18,2.35,1.18
Finished,28 September 2020  7:57 AM,28 September 2020  8:18 AM,21,19.41,3.53,2.94,0.59,0.59,7.06,1.18,2.35,1.18
Finished,27 September 2020  3:06 PM,27 September 2020  5:03 PM,117,9.41,1.76,0.59,0.59,0.00,3.53,1.18,1.18,0.59
Finished,27 September 2020  10:18 PM,27 September 2020  11:15 PM,57,15.88,3.53,2.94,0.00,0.00,7.06,1.18,0.59,0.59
Finished,27 September 2020  6:32 PM,27 September 2020  8:19 PM,107,15.29,2.94,2.35,0.59,0.00,7.06,1.18,0.59,0.59
Finished,22 September 2020  6:14 PM,22 September 2020  7:02 PM,48,4.71,0.59,0.59,0.59,0.00,-,1.18,1.18,0.59
Finished,27 September 2020  11:09 AM,27 September 2020  12:22 PM,73,15.29,1.76,2.35,0.59,0.00,7.06,1.18,1.18,1.18
Finished,26 September 2020  5:37 PM,26 September 2020  7:16 PM,99,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,27 September 2020  3:48 PM,27 September 2020  4:01 PM,12,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,24 September 2020  3:34 PM,24 September 2020  5:33 PM,118,11.76,0.00,0.00,0.59,0.59,7.06,1.18,1.76,0.59
Finished,28 September 2020  8:47 AM,28 September 2020  9:36 AM,49,12.35,1.18,2.35,0.00,0.00,7.06,1.18,0.59,0.00
Finished,23 September 2020  8:33 PM,23 September 2020  9:47 PM,74,16.47,2.94,1.76,0.59,0.59,7.06,1.18,1.76,0.59
Finished,21 September 2020  4:58 PM,21 September 2020  6:57 PM,119,14.71,0.00,1.76,0.59,0.59,7.06,1.18,2.35,1.18
Finished,28 October 2020  10:54 PM,28 October 2020  11:30 PM,36,18.82,3.53,2.94,0.59,0.59,7.06,0.00,2.35,1.76
Finished,28 September 2020  1:46 AM,28 September 2020  2:20 AM,35,19.41,3.53,2.94,0.59,0.59,7.06,1.18,2.35,1.18
Finished,27 September 2020  10:28 PM,27 September 2020  10:40 PM,12,16.47,1.76,2.94,0.59,0.59,7.06,1.18,1.76,0.59
Finished,27 September 2020  3:49 PM,27 September 2020  5:34 PM,104,13.53,2.35,1.76,0.59,-,7.06,0.00,1.76,-
Finished,23 September 2020  12:49 PM,23 September 2020  2:44 PM,114,16.47,3.53,2.94,0.00,-,7.06,1.18,0.59,1.18
Finished,23 September 2020  4:22 PM,23 September 2020  5:41 PM,78,16.47,3.53,2.94,0.59,0.00,7.06,1.18,0.59,0.59
Finished,26 September 2020  11:18 AM,26 September 2020  12:35 PM,76,11.18,0.59,0.59,0.00,0.00,7.06,1.18,0.59,1.18
Finished,27 September 2020  8:37 PM,27 September 2020  10:06 PM,88,18.24,3.53,2.94,0.59,0.00,7.06,1.18,2.35,0.59
Finished,27 September 2020  3:40 PM,27 September 2020  4:54 PM,74,18.82,2.94,2.94,0.59,0.59,7.06,1.18,2.35,1.18
Finished,26 September 2020  8:37 PM,26 September 2020  9:23 PM,46,5.88,1.18,1.76,0.59,0.00,-,1.18,0.59,0.59
Finished,27 September 2020  8:52 PM,27 September 2020  9:42 PM,50,11.18,-,-,-,-,7.06,0.59,2.35,1.18
Finished,21 September 2020  9:14 PM,21 September 2020  11:12 PM,118,10.59,0.59,1.76,0.59,0.00,7.06,0.00,0.59,0.00
Finished,28 September 2020  5:58 AM,28 September 2020  7:24 AM,86,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,27 September 2020  10:13 PM,27 September 2020  10:29 PM,15,16.47,1.76,2.94,0.59,0.59,7.06,1.18,1.76,0.59
Finished,26 September 2020  12:49 PM,26 September 2020  12:58 PM,9,16.47,3.53,2.94,0.59,0.00,7.06,1.18,0.59,0.59
Finished,27 September 2020  4:32 PM,27 September 2020  4:37 PM,5,15.88,1.18,2.94,0.59,0.59,7.06,1.18,1.76,0.59
Finished,21 September 2020  9:02 PM,21 September 2020  9:51 PM,49,17.06,1.76,2.94,0.59,0.59,7.06,1.18,1.76,1.18
Finished,23 September 2020  4:15 PM,23 September 2020  5:41 PM,86,16.47,3.53,2.94,0.59,0.00,7.06,1.18,0.59,0.59
Finished,27 September 2020  11:01 PM,28 September 2020  1:02 AM,120,14.71,1.76,1.18,0.59,0.00,7.06,1.18,2.35,0.59
Finished,28 September 2020  1:10 AM,28 September 2020  2:55 AM,105,15.88,1.76,2.94,0.59,0.00,7.06,1.18,1.18,1.18
Finished,27 September 2020  5:27 PM,27 September 2020  6:59 PM,92,14.12,1.76,1.18,0.00,0.00,7.06,1.18,2.35,0.59
Finished,23 September 2020  6:44 PM,23 September 2020  8:10 PM,85,17.65,2.94,2.35,0.59,0.00,7.06,1.18,2.35,1.18
Finished,27 September 2020  3:06 PM,27 September 2020  4:05 PM,59,15.29,1.76,1.18,0.59,0.00,7.06,1.18,2.35,1.18
Finished,27 September 2020  4:37 PM,27 September 2020  5:51 PM,74,16.47,1.76,2.94,0.59,0.00,7.06,1.18,2.35,0.59
Finished,27 September 2020  9:38 PM,27 September 2020  10:51 PM,73,16.47,1.76,2.94,0.59,0.00,7.06,1.18,2.35,0.59
Finished,27 September 2020  1:22 PM,27 September 2020  2:42 PM,79,15.29,2.35,0.59,0.59,0.00,7.06,1.18,2.35,1.18
Finished,27 September 2020  9:52 PM,27 September 2020  11:42 PM,109,10.00,1.18,1.76,0.59,0.59,3.53,1.18,0.59,0.59
Finished,26 September 2020  2:09 PM,26 September 2020  3:57 PM,107,17.06,1.76,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,23 September 2020  11:50 AM,23 September 2020  1:41 PM,111,13.53,1.18,1.76,0.59,0.00,7.06,1.18,0.59,1.18
Finished,21 September 2020  4:04 PM,21 September 2020  5:27 PM,83,14.12,1.18,1.18,0.59,0.00,7.06,1.18,2.35,0.59
Finished,27 September 2020  8:22 PM,27 September 2020  9:10 PM,48,9.41,0.59,0.59,0.00,0.00,7.06,1.18,0.00,0.00
Finished,28 September 2020  1:07 AM,28 September 2020  3:06 AM,119,10.59,1.18,0.59,0.00,0.00,7.06,1.18,0.59,0.00
Finished,25 September 2020  4:50 PM,25 September 2020  6:11 PM,81,15.88,1.76,2.94,0.59,0.59,7.06,1.18,1.76,0.00
Finished,27 September 2020  2:45 PM,27 September 2020  4:43 PM,118,11.76,1.18,1.76,0.00,0.00,7.06,1.18,0.59,0.00
Finished,25 September 2020  3:15 PM,25 September 2020  4:35 PM,80,13.53,1.18,0.59,0.59,0.00,7.06,1.18,2.35,0.59
Finished,27 September 2020  9:35 PM,27 September 2020  11:15 PM,100,15.88,3.53,2.94,0.00,0.00,7.06,1.18,0.59,0.59
Finished,24 September 2020  12:52 PM,24 September 2020  2:51 PM,119,15.88,2.94,2.35,0.59,0.00,7.06,1.18,1.18,0.59
Finished,28 September 2020  8:47 AM,28 September 2020  10:15 AM,88,15.29,1.18,2.35,0.59,0.00,7.06,1.18,2.35,0.59
Finished,23 September 2020  4:11 PM,23 September 2020  5:41 PM,89,16.47,3.53,2.94,0.59,0.00,7.06,1.18,0.59,0.59
Finished,22 September 2020  5:06 PM,22 September 2020  6:56 PM,109,16.47,3.53,2.94,0.59,0.00,7.06,1.18,0.59,0.59
Finished,28 September 2020  6:40 AM,28 September 2020  7:54 AM,73,16.47,1.76,2.94,0.59,0.00,7.06,1.18,2.35,0.59
Finished,28 September 2020  1:44 AM,28 September 2020  2:31 AM,47,16.47,3.53,1.76,0.59,0.00,7.06,1.18,1.76,0.59
Finished,26 September 2020  2:14 PM,26 September 2020  3:14 PM,60,11.18,1.18,1.18,0.00,0.00,7.06,1.18,0.59,0.00
Finished,25 September 2020  1:47 PM,25 September 2020  2:40 PM,53,12.35,1.18,1.18,0.59,0.00,7.06,1.18,1.18,0.00
Finished,27 September 2020  10:22 PM,27 September 2020  11:08 PM,46,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,25 September 2020  10:13 PM,25 September 2020  10:59 PM,46,18.24,3.53,2.94,0.59,0.00,7.06,1.18,2.35,0.59
Finished,28 September 2020  12:07 AM,28 September 2020  12:32 AM,25,15.88,1.76,2.94,0.59,0.59,7.06,0.59,1.76,0.59
Finished,27 September 2020  10:15 PM,27 September 2020  11:34 PM,78,17.65,2.94,2.35,0.59,0.00,7.06,1.18,2.35,1.18
Finished,27 September 2020  5:08 PM,27 September 2020  5:46 PM,37,10.59,1.18,0.59,0.00,0.00,7.06,0.00,1.18,0.59
Finished,25 September 2020  4:41 PM,25 September 2020  6:34 PM,113,12.35,1.76,1.18,0.59,0.59,7.06,0.00,1.18,0.00
Finished,27 September 2020  5:00 PM,27 September 2020  6:34 PM,93,19.41,3.53,2.94,0.59,0.59,7.06,1.18,2.35,1.18
Finished,24 September 2020  12:01 PM,24 September 2020  12:53 PM,52,8.82,3.53,2.94,0.00,0.00,1.76,0.00,0.59,0.00
Finished,22 September 2020  1:51 PM,22 September 2020  3:41 PM,109,9.41,2.94,2.35,0.59,0.00,-,1.18,2.35,0.00
Finished,27 September 2020  4:43 PM,27 September 2020  6:43 PM,120,7.65,0.00,0.00,0.59,0.00,4.12,1.18,0.59,1.18
Finished,27 September 2020  10:41 PM,27 September 2020  11:01 PM,20,16.47,1.76,2.94,0.59,0.59,7.06,1.18,1.76,0.59
Finished,22 September 2020  12:44 PM,22 September 2020  2:15 PM,91,14.71,1.18,1.76,0.59,0.00,7.06,1.18,1.76,1.18
Finished,21 September 2020  10:09 PM,21 September 2020  11:40 PM,91,18.82,3.53,2.94,0.59,0.59,7.06,1.18,2.35,0.59
Finished,26 September 2020  11:55 PM,27 September 2020  1:20 AM,84,16.47,3.53,0.59,0.59,0.59,7.06,1.18,1.76,1.18
Finished,23 September 2020  9:28 AM,23 September 2020  11:22 AM,114,5.88,1.18,0.59,0.59,0.00,3.53,-,-,-
Finished,27 September 2020  3:10 PM,27 September 2020  4:48 PM,97,6.47,1.18,1.76,0.00,0.00,-,1.18,1.76,0.59
Finished,22 September 2020  5:07 PM,22 September 2020  6:56 PM,109,16.47,3.53,2.94,0.59,0.00,7.06,1.18,0.59,0.59
Finished,28 September 2020  8:43 AM,28 September 2020  10:41 AM,118,3.53,0.59,0.59,0.00,0.00,2.35,-,-,-
Finished,22 September 2020  11:31 AM,22 September 2020  1:13 PM,101,8.24,0.00,0.00,0.00,0.00,4.71,1.18,1.18,1.18
Finished,27 September 2020  10:10 PM,27 September 2020  11:41 PM,91,14.71,1.76,1.18,0.00,0.00,7.06,1.18,2.35,1.18
Finished,24 September 2020  5:25 PM,24 September 2020  6:09 PM,44,15.29,1.76,2.94,0.00,0.00,7.06,1.18,1.76,0.59
Finished,27 September 2020  9:20 PM,27 September 2020  10:14 PM,54,18.24,3.53,2.94,0.59,0.00,7.06,1.18,2.35,0.59
Finished,26 September 2020  1:54 PM,26 September 2020  3:26 PM,92,10.59,0.59,0.59,0.00,0.00,7.06,1.18,1.18,0.00
Finished,27 September 2020  10:07 PM,27 September 2020  11:31 PM,84,14.71,2.35,0.59,0.59,0.00,7.06,0.59,2.35,1.18
Finished,28 September 2020  12:18 AM,28 September 2020  12:58 AM,40,16.47,1.76,2.94,0.59,0.59,7.06,1.18,1.76,0.59
Finished,27 September 2020  11:33 PM,28 September 2020  12:04 AM,30,8.82,1.18,1.76,0.00,0.00,5.29,0.59,0.00,0.00
Finished,23 September 2020  12:27 PM,23 September 2020  12:56 PM,29,12.35,0.00,0.59,0.59,0.59,7.06,1.18,1.76,0.59
Finished,28 September 2020  8:44 AM,28 September 2020  9:41 AM,57,19.41,3.53,2.94,0.59,0.59,7.06,1.18,2.35,1.18
Finished,25 September 2020  5:03 PM,25 September 2020  5:52 PM,49,11.76,1.18,1.18,0.00,0.00,7.06,0.59,1.76,0.00
Finished,28 September 2020  10:30 AM,28 September 2020  10:35 AM,5,15.29,1.76,1.18,0.59,0.00,7.06,1.18,2.35,1.18
Finished,25 September 2020  3:04 PM,25 September 2020  3:52 PM,48,12.94,1.76,0.59,0.00,0.00,7.06,1.18,2.35,-
Finished,28 September 2020  12:25 AM,28 September 2020  1:35 AM,70,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,26 September 2020  4:27 PM,26 September 2020  5:40 PM,73,9.41,0.00,0.59,0.00,0.00,7.06,1.18,0.59,0.00
Finished,21 September 2020  7:07 PM,21 September 2020  8:38 PM,90,17.06,1.76,2.94,0.59,0.59,7.06,1.18,1.76,1.18
Finished,28 September 2020  8:34 AM,28 September 2020  9:21 AM,47,17.65,3.53,2.35,0.59,0.00,7.06,1.18,1.76,1.18
Finished,28 September 2020  12:36 AM,28 September 2020  2:08 AM,92,19.41,3.53,2.94,0.59,0.59,7.06,1.18,2.35,1.18
Finished,23 September 2020  9:23 PM,23 September 2020  10:24 PM,60,16.47,1.76,2.94,0.59,0.59,7.06,1.18,2.35,0.00
Finished,24 September 2020  10:06 AM,24 September 2020  10:49 AM,43,15.29,1.76,2.94,0.59,0.59,7.06,0.59,1.76,0.00
Finished,26 September 2020  7:53 PM,26 September 2020  9:54 PM,120,15.29,3.53,2.94,0.59,0.00,7.06,0.00,0.59,0.59
Finished,28 September 2020  1:12 AM,28 September 2020  2:18 AM,66,19.41,3.53,2.94,0.59,0.59,7.06,1.18,2.35,1.18
Finished,25 September 2020  2:39 PM,25 September 2020  2:42 PM,4,16.47,1.76,2.94,0.59,0.59,7.06,1.18,1.76,0.59
Finished,27 September 2020  10:03 PM,27 September 2020  10:59 PM,56,15.88,3.53,2.35,0.59,0.00,7.06,1.18,0.59,0.59
Finished,27 September 2020  9:05 PM,27 September 2020  9:46 PM,40,17.65,3.53,2.94,0.59,0.00,7.06,1.18,1.18,1.18
Finished,28 September 2020  3:05 AM,28 September 2020  4:42 AM,96,17.06,2.94,2.94,0.59,0.00,7.06,1.18,1.18,1.18
Finished,25 September 2020  3:51 PM,25 September 2020  5:43 PM,112,13.53,0.59,0.59,0.59,0.59,7.06,1.18,2.35,0.59
Finished,27 September 2020  5:50 PM,27 September 2020  6:49 PM,59,17.06,3.53,2.94,0.59,0.00,7.06,1.18,1.18,0.59
Finished,26 September 2020  7:03 PM,26 September 2020  7:45 PM,42,6.47,1.18,0.59,0.59,0.00,2.35,1.18,0.59,0.00
Finished,27 September 2020  9:48 PM,27 September 2020  11:42 PM,114,17.65,3.53,2.94,0.59,0.00,7.06,1.18,1.76,0.59
Finished,28 September 2020  12:26 AM,28 September 2020  1:12 AM,46,11.76,1.18,0.59,0.00,-,6.47,1.18,2.35,-
Finished,26 September 2020  6:59 PM,26 September 2020  8:23 PM,84,7.65,3.53,2.94,0.59,0.00,-,0.59,-,-
Finished,21 September 2020  7:55 PM,21 September 2020  8:57 PM,61,12.94,1.18,1.76,0.00,0.00,7.06,0.59,1.18,1.18
Finished,26 September 2020  9:50 PM,26 September 2020  10:18 PM,28,12.94,0.59,0.59,0.00,0.00,7.06,1.18,2.35,1.18
Finished,24 September 2020  3:34 PM,24 September 2020  5:34 PM,120,11.76,0.00,0.00,0.59,0.59,7.06,1.18,1.76,0.59
Finished,27 September 2020  10:47 PM,27 September 2020  11:23 PM,36,15.88,2.94,1.76,0.59,0.00,7.06,0.59,1.76,1.18
Finished,27 September 2020  10:50 PM,28 September 2020  12:17 AM,87,15.29,3.53,0.59,0.59,0.00,7.06,1.18,1.18,1.18
Finished,27 September 2020  11:43 AM,27 September 2020  1:26 PM,102,15.88,2.94,2.35,0.59,0.00,7.06,1.18,1.18,0.59
Finished,27 September 2020  5:15 PM,27 September 2020  7:14 PM,118,17.65,2.94,2.35,0.59,0.59,7.06,1.18,2.35,0.59
Finished,25 September 2020  12:40 PM,25 September 2020  1:07 PM,27,15.29,1.76,2.94,0.59,0.00,7.06,1.18,0.59,1.18
Finished,27 September 2020  11:38 PM,27 September 2020  11:45 PM,8,14.71,2.35,0.59,0.59,0.00,7.06,1.18,1.76,1.18
Finished,27 September 2020  4:39 PM,27 September 2020  5:25 PM,47,13.53,0.59,1.76,0.59,0.00,7.06,1.18,1.76,0.59
Finished,21 September 2020  5:18 PM,21 September 2020  6:24 PM,65,10.59,1.18,-,-,-,7.06,1.18,0.59,0.59
Finished,28 September 2020  12:00 AM,28 September 2020  12:54 AM,54,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,28 September 2020  5:29 AM,28 September 2020  6:14 AM,45,5.88,2.35,1.18,0.59,0.00,-,1.18,0.59,-
Finished,26 September 2020  10:08 AM,26 September 2020  10:42 AM,34,12.35,1.18,0.59,0.59,0.00,7.06,1.18,0.59,1.18
Finished,27 September 2020  3:53 PM,27 September 2020  5:12 PM,78,3.53,0.00,0.00,0.59,0.00,1.76,1.18,-,-
Finished,27 September 2020  8:23 PM,27 September 2020  10:18 PM,115,7.65,0.00,0.00,0.59,0.00,7.06,0.00,0.00,0.00
Finished,27 September 2020  6:09 PM,27 September 2020  7:46 PM,96,13.53,1.18,2.35,0.00,0.00,7.06,1.18,0.59,1.18
Finished,28 September 2020  1:51 AM,28 September 2020  2:14 AM,22,19.41,3.53,2.94,0.59,0.59,7.06,1.18,2.35,1.18
Finished,27 September 2020  9:50 PM,27 September 2020  11:50 PM,120,5.29,0.00,0.00,0.59,0.00,4.71,-,-,-
Finished,24 September 2020  10:10 AM,24 September 2020  11:55 AM,104,11.76,0.59,1.18,0.59,0.00,7.06,1.18,1.18,0.00
Finished,28 September 2020  12:08 AM,28 September 2020  1:14 AM,65,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,24 September 2020  3:48 PM,24 September 2020  5:09 PM,81,13.53,2.35,1.76,0.00,0.00,7.06,1.18,0.59,0.59
Finished,22 September 2020  2:39 PM,22 September 2020  3:42 PM,63,11.18,0.00,0.59,0.59,0.00,7.06,0.59,1.18,1.18
Finished,21 September 2020  7:10 PM,21 September 2020  8:38 PM,87,16.47,1.76,2.94,0.59,0.00,7.06,1.18,1.76,1.18
Finished,25 September 2020  9:46 PM,25 September 2020  11:34 PM,108,8.24,0.00,0.00,0.00,0.00,7.06,1.18,0.00,0.00
Finished,27 September 2020  10:30 PM,27 September 2020  11:25 PM,55,17.65,3.53,2.94,0.59,0.00,7.06,1.18,1.76,0.59
Finished,27 September 2020  6:01 PM,27 September 2020  7:21 PM,79,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,27 September 2020  4:22 PM,27 September 2020  6:22 PM,120,17.65,3.53,2.94,0.59,0.00,7.06,1.18,1.18,1.18
Finished,26 September 2020  11:42 AM,26 September 2020  1:17 PM,94,16.47,3.53,1.76,0.59,0.59,7.06,1.18,0.59,1.18
Finished,25 September 2020  2:29 PM,25 September 2020  2:38 PM,9,16.47,1.76,2.94,0.59,0.59,7.06,1.18,1.76,0.59
Finished,24 September 2020  10:24 AM,24 September 2020  11:13 AM,49,5.88,1.18,0.59,0.00,0.00,2.35,1.18,0.59,0.00
Finished,27 September 2020  1:22 PM,27 September 2020  3:20 PM,117,3.53,1.18,0.00,0.00,0.00,-,1.18,0.59,0.59
Finished,27 September 2020  3:30 PM,27 September 2020  5:20 PM,109,14.71,2.94,2.35,0.00,0.00,7.06,0.00,1.18,1.18
Finished,27 September 2020  3:44 PM,27 September 2020  5:41 PM,117,17.65,3.53,2.94,0.59,0.59,7.06,1.18,1.18,0.59
Finished,22 September 2020  10:17 AM,22 September 2020  11:19 AM,61,18.82,3.53,2.94,0.59,0.59,7.06,1.18,2.35,0.59
Finished,25 September 2020  4:51 PM,25 September 2020  6:14 PM,83,16.47,1.76,2.94,0.59,0.59,7.06,1.18,2.35,0.00
Finished,27 September 2020  7:48 PM,27 September 2020  9:30 PM,102,14.12,0.59,0.59,0.59,0.59,7.06,1.18,2.35,1.18
Finished,27 September 2020  3:48 PM,27 September 2020  4:01 PM,12,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,26 September 2020  7:33 AM,26 September 2020  9:13 AM,99,12.35,1.18,0.59,0.59,0.00,7.06,1.18,0.59,1.18
Finished,27 September 2020  4:47 PM,27 September 2020  6:31 PM,103,18.24,3.53,2.94,0.59,0.00,7.06,1.18,2.35,0.59
Finished,27 September 2020  4:21 PM,27 September 2020  4:28 PM,7,3.53,1.76,1.76,-,-,-,-,-,-
Finished,22 September 2020  10:46 AM,22 September 2020  12:06 PM,80,14.12,1.76,2.94,0.59,0.00,7.06,1.18,0.59,0.00
Finished,23 September 2020  6:48 PM,23 September 2020  8:02 PM,73,12.35,1.18,0.59,0.00,0.00,7.06,0.00,2.35,1.18
Finished,25 September 2020  10:08 AM,25 September 2020  11:23 AM,74,11.18,1.18,0.59,0.59,0.00,7.06,1.18,0.59,0.00
Finished,27 September 2020  5:46 PM,27 September 2020  7:30 PM,103,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,25 September 2020  2:10 PM,25 September 2020  3:25 PM,75,13.53,1.18,1.18,0.59,0.00,7.06,1.18,1.18,1.18
Finished,22 September 2020  1:53 PM,22 September 2020  3:35 PM,101,14.12,1.76,2.94,0.59,0.00,7.06,1.18,0.59,0.00
Finished,28 September 2020  9:07 AM,28 September 2020  10:42 AM,95,11.76,1.76,1.18,0.00,-,7.06,1.18,0.59,0.00
Finished,22 September 2020  11:40 AM,22 September 2020  12:43 PM,63,14.71,1.76,2.94,0.59,0.59,7.06,0.00,1.76,0.00
Finished,27 September 2020  3:40 PM,27 September 2020  4:41 PM,61,11.18,0.59,1.76,0.00,0.00,7.06,1.18,0.59,0.00
