State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /20.00
Finished,3 December 2022  3:43 PM,3 December 2022  5:43 PM,120.0,18.57,18.57
Finished,3 December 2022  3:44 PM,3 December 2022  5:27 PM,102.0,18.10,18.10
Finished,3 December 2022  3:45 PM,3 December 2022  5:07 PM,82.0,13.81,13.81
Finished,3 December 2022  3:46 PM,3 December 2022  4:37 PM,51.55,11.43,11.43
Finished,3 December 2022  3:49 PM,3 December 2022  5:17 PM,88.0,12.86,12.86
Finished,3 December 2022  3:50 PM,3 December 2022  4:25 PM,34.63,18.10,18.10
Finished,3 December 2022  3:52 PM,3 December 2022  5:52 PM,120.0,18.57,18.57
Finished,3 December 2022  3:55 PM,3 December 2022  4:30 PM,35.67,15.71,15.71
Finished,3 December 2022  3:56 PM,3 December 2022  5:56 PM,120.0,15.24,15.24
Finished,3 December 2022  3:56 PM,3 December 2022  4:26 PM,29.5,17.14,17.14
Finished,3 December 2022  3:56 PM,3 December 2022  4:47 PM,50.77,11.43,11.43
Finished,3 December 2022  4:00 PM,3 December 2022  5:55 PM,114.0,18.10,18.10
Finished,3 December 2022  4:00 PM,3 December 2022  5:16 PM,75.0,18.10,18.10
Finished,3 December 2022  4:00 PM,3 December 2022  5:47 PM,106.0,18.57,18.57
Finished,3 December 2022  4:01 PM,3 December 2022  4:49 PM,48.22,18.57,18.57
Finished,3 December 2022  4:02 PM,3 December 2022  4:39 PM,37.3,11.43,11.43
Finished,3 December 2022  4:03 PM,3 December 2022  5:11 PM,68.0,15.71,15.71
Finished,3 December 2022  4:10 PM,3 December 2022  5:36 PM,86.0,18.10,18.10
Finished,3 December 2022  4:13 PM,3 December 2022  6:13 PM,120.0,0.00,-
Finished,3 December 2022  4:14 PM,3 December 2022  4:42 PM,28.57,13.81,13.81
Finished,3 December 2022  4:14 PM,3 December 2022  4:55 PM,41.48,11.43,11.43
Finished,3 December 2022  4:14 PM,3 December 2022  5:40 PM,85.0,11.43,11.43
Finished,3 December 2022  4:14 PM,3 December 2022  6:14 PM,120.0,15.71,15.71
Finished,3 December 2022  4:14 PM,3 December 2022  5:07 PM,52.83,13.33,13.33
Finished,3 December 2022  4:19 PM,3 December 2022  5:45 PM,86.0,18.10,18.10
Finished,3 December 2022  4:22 PM,3 December 2022  5:47 PM,85.0,11.43,11.43
Finished,3 December 2022  4:24 PM,3 December 2022  5:50 PM,86.0,16.67,16.67
Finished,3 December 2022  4:28 PM,3 December 2022  6:28 PM,120.0,13.81,13.81
Finished,3 December 2022  4:28 PM,3 December 2022  6:26 PM,118.0,15.71,15.71
Finished,3 December 2022  4:28 PM,3 December 2022  5:55 PM,86.0,17.62,17.62
Finished,3 December 2022  4:28 PM,3 December 2022  4:57 PM,28.37,17.14,17.14
Finished,3 December 2022  4:29 PM,3 December 2022  5:21 PM,52.2,17.14,17.14
Finished,3 December 2022  4:29 PM,3 December 2022  6:17 PM,108.0,18.10,18.10
Finished,3 December 2022  4:30 PM,3 December 2022  5:56 PM,85.0,14.76,14.76
Finished,3 December 2022  4:30 PM,3 December 2022  6:10 PM,99.0,16.67,16.67
Finished,3 December 2022  4:32 PM,3 December 2022  6:11 PM,99.0,15.24,15.24
Finished,3 December 2022  4:33 PM,3 December 2022  6:03 PM,89.0,18.10,18.10
Finished,3 December 2022  4:34 PM,3 December 2022  5:08 PM,34.38,16.67,16.67
Finished,3 December 2022  4:35 PM,3 December 2022  6:11 PM,95.0,6.67,6.67
Finished,3 December 2022  4:36 PM,3 December 2022  6:30 PM,113.0,11.90,11.90
Finished,3 December 2022  4:37 PM,3 December 2022  6:30 PM,112.0,18.10,18.10
Finished,3 December 2022  4:37 PM,3 December 2022  4:51 PM,14.2,4.29,4.29
Finished,3 December 2022  4:39 PM,3 December 2022  6:14 PM,95.0,17.62,17.62
Finished,3 December 2022  4:39 PM,3 December 2022  6:16 PM,97.0,14.76,14.76
Finished,3 December 2022  4:39 PM,3 December 2022  5:18 PM,39.32,10.95,10.95
Finished,3 December 2022  4:40 PM,3 December 2022  5:31 PM,51.78,2.86,2.86
Finished,3 December 2022  4:46 PM,3 December 2022  5:36 PM,49.93,18.57,18.57
Finished,3 December 2022  4:46 PM,3 December 2022  6:30 PM,103.0,18.57,18.57
Finished,3 December 2022  4:52 PM,3 December 2022  6:04 PM,72.0,18.57,18.57
Finished,3 December 2022  4:53 PM,3 December 2022  6:29 PM,96.0,15.24,15.24
Finished,3 December 2022  4:53 PM,3 December 2022  5:59 PM,66.0,15.71,15.71
Finished,3 December 2022  4:54 PM,3 December 2022  5:19 PM,25.1,18.10,18.10
Finished,3 December 2022  4:55 PM,3 December 2022  6:12 PM,76.0,14.76,14.76
Finished,3 December 2022  5:00 PM,3 December 2022  6:07 PM,67.0,16.67,16.67
Finished,3 December 2022  5:03 PM,3 December 2022  5:55 PM,52.3,11.90,11.90
Finished,3 December 2022  5:03 PM,3 December 2022  6:11 PM,68.0,18.57,18.57
Finished,3 December 2022  5:05 PM,3 December 2022  5:36 PM,31.05,18.57,18.57
Finished,3 December 2022  5:05 PM,3 December 2022  6:24 PM,78.0,18.10,18.10
Finished,3 December 2022  5:08 PM,3 December 2022  6:30 PM,81.0,14.76,14.76
Finished,3 December 2022  5:10 PM,3 December 2022  6:20 PM,70.0,17.14,17.14
Finished,3 December 2022  5:10 PM,3 December 2022  5:45 PM,34.5,18.10,18.10
Finished,3 December 2022  5:12 PM,3 December 2022  5:40 PM,28.83,16.67,16.67
Finished,3 December 2022  5:13 PM,3 December 2022  6:26 PM,72.0,15.71,15.71
Finished,3 December 2022  5:14 PM,3 December 2022  5:49 PM,34.87,18.10,18.10
Finished,3 December 2022  5:19 PM,3 December 2022  6:29 PM,70.0,18.10,18.10
Finished,3 December 2022  5:25 PM,3 December 2022  5:54 PM,29.18,13.81,13.81
Finished,3 December 2022  5:25 PM,3 December 2022  5:52 PM,26.72,15.71,15.71
Finished,3 December 2022  5:26 PM,3 December 2022  5:43 PM,17.3,15.71,15.71
Finished,3 December 2022  5:30 PM,3 December 2022  6:07 PM,36.78,18.57,18.57
Finished,3 December 2022  5:31 PM,3 December 2022  6:06 PM,34.67,18.57,18.57
Finished,3 December 2022  5:31 PM,3 December 2022  6:04 PM,32.8,15.71,15.71
Finished,3 December 2022  5:33 PM,3 December 2022  5:57 PM,24.07,14.29,14.29
Finished,3 December 2022  5:35 PM,3 December 2022  6:30 PM,54.28,11.43,11.43
Finished,3 December 2022  5:47 PM,3 December 2022  6:30 PM,42.25,11.90,11.90
Finished,3 December 2022  5:49 PM,3 December 2022  6:26 PM,36.55,16.67,16.67
Finished,3 December 2022  5:56 PM,3 December 2022  6:05 PM,9.2,18.10,18.10
Finished,3 December 2022  6:05 PM,3 December 2022  6:28 PM,23.72,8.57,8.57
Finished,3 December 2022  6:08 PM,3 December 2022  6:30 PM,21.67,15.71,15.71
