ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.00,Q. 2 /5.00,Q. 3 /5.00,Q. 4 /5.00
28620133.0,Finished,25 November 2022  5:15 PM,25 November 2022  5:58 PM,42.97,16.67,5.00,5.00,2.50,4.17
21201851.0,Finished,25 November 2022  6:39 PM,25 November 2022  8:25 PM,105.0,15.00,5.00,3.33,2.50,4.17
28717281.0,Finished,25 November 2022  7:53 PM,25 November 2022  9:39 PM,106.0,11.11,2.78,1.67,2.50,4.17
28717249.0,Finished,25 November 2022  7:58 PM,25 November 2022  9:30 PM,91.0,6.94,2.78,1.67,2.50,0.00
21212519.0,Finished,25 November 2022  8:33 PM,25 November 2022  10:25 PM,112.0,10.56,3.89,1.67,2.50,2.50
21201131.0,Finished,25 November 2022  8:33 PM,25 November 2022  9:39 PM,65.0,14.72,4.72,3.33,2.50,4.17
28706052.0,Finished,25 November 2022  9:17 PM,25 November 2022  10:41 PM,84.0,13.06,4.72,1.67,2.50,4.17
28627904.0,Finished,25 November 2022  10:38 PM,26 November 2022  12:34 AM,115.0,15.00,5.00,3.33,2.50,4.17
28708078.0,Finished,25 November 2022  10:39 PM,26 November 2022  12:31 AM,111.0,15.00,5.00,3.33,2.50,4.17
28706827.0,Finished,25 November 2022  10:52 PM,26 November 2022  12:52 AM,120.0,15.00,5.00,3.33,2.50,4.17
3703308.0,Finished,25 November 2022  10:52 PM,26 November 2022  12:52 AM,120.0,16.67,5.00,5.00,2.50,4.17
21218709.0,Finished,25 November 2022  11:07 PM,26 November 2022  1:06 AM,119.0,15.00,5.00,3.33,2.50,4.17
3702508.0,Finished,25 November 2022  11:08 PM,26 November 2022  12:13 AM,65.0,10.56,2.22,1.67,2.50,4.17
28710344.0,Finished,25 November 2022  11:18 PM,26 November 2022  1:18 AM,120.0,8.61,2.78,3.33,0.00,2.50
28602418.0,Finished,25 November 2022  11:52 PM,26 November 2022  1:52 AM,120.0,15.00,5.00,3.33,2.50,4.17
28708977.0,Finished,26 November 2022  12:50 AM,26 November 2022  2:50 AM,120.0,10.28,2.78,3.33,0.00,4.17
28706087.0,Finished,26 November 2022  12:51 AM,26 November 2022  2:07 AM,76.0,10.28,2.78,3.33,0.00,4.17
28605493.0,Finished,26 November 2022  12:51 AM,26 November 2022  1:56 AM,65.0,9.17,1.67,3.33,0.00,4.17
28605540.0,Finished,26 November 2022  12:52 AM,26 November 2022  2:04 AM,72.0,10.28,2.78,3.33,0.00,4.17
3808418.0,Finished,26 November 2022  12:52 AM,26 November 2022  2:52 AM,119.0,14.17,5.00,3.33,2.50,3.33
3804605.0,Finished,26 November 2022  5:09 AM,26 November 2022  6:34 AM,85.0,13.33,5.00,3.33,2.50,2.50
28720888.0,Finished,26 November 2022  9:01 AM,26 November 2022  11:01 AM,120.0,7.22,0.56,0.00,2.50,4.17
28729891.0,Finished,26 November 2022  9:34 AM,26 November 2022  11:34 AM,120.0,15.56,3.89,5.00,2.50,4.17
28631085.0,Finished,26 November 2022  10:13 AM,26 November 2022  11:36 AM,82.0,11.39,3.89,3.33,0.00,4.17
21200572.0,Finished,26 November 2022  10:16 AM,26 November 2022  10:53 AM,37.55,17.50,5.00,5.00,2.50,5.00
28706664.0,Finished,26 November 2022  10:38 AM,26 November 2022  11:49 AM,71.0,15.00,5.00,3.33,2.50,4.17
28706411.0,Finished,26 November 2022  10:43 AM,26 November 2022  11:54 AM,70.0,12.22,3.89,1.67,2.50,4.17
28705959.0,Finished,26 November 2022  10:44 AM,26 November 2022  11:55 AM,71.0,12.22,3.89,1.67,2.50,4.17
28705948.0,Finished,26 November 2022  10:44 AM,26 November 2022  11:56 AM,71.0,9.72,3.89,1.67,0.00,4.17
28706346.0,Finished,26 November 2022  10:44 AM,26 November 2022  11:51 AM,67.0,13.33,5.00,1.67,2.50,4.17
28707630.0,Finished,26 November 2022  10:46 AM,26 November 2022  11:54 AM,67.0,13.33,5.00,1.67,2.50,4.17
21213030.0,Finished,26 November 2022  10:53 AM,26 November 2022  12:13 PM,79.0,10.28,2.78,3.33,2.50,1.67
28725032.0,Finished,26 November 2022  10:55 AM,26 November 2022  12:22 PM,86.0,10.83,2.50,1.67,2.50,4.17
28602815.0,Finished,26 November 2022  11:08 AM,26 November 2022  1:08 PM,120.0,16.67,5.00,5.00,2.50,4.17
28711288.0,Finished,26 November 2022  11:29 AM,26 November 2022  1:04 PM,95.0,14.44,4.44,3.33,2.50,4.17
21200169.0,Finished,26 November 2022  11:39 AM,26 November 2022  1:37 PM,117.0,14.72,4.72,3.33,2.50,4.17
28608893.0,Finished,26 November 2022  11:43 AM,26 November 2022  1:08 PM,85.0,15.00,5.00,3.33,2.50,4.17
21215298.0,Finished,26 November 2022  11:43 AM,26 November 2022  1:30 PM,106.0,9.44,3.61,1.67,2.50,1.67
21200397.0,Finished,26 November 2022  11:46 AM,26 November 2022  1:39 PM,113.0,13.06,4.72,3.33,2.50,2.50
28712278.0,Finished,26 November 2022  11:50 AM,26 November 2022  1:22 PM,91.0,13.33,5.00,3.33,2.50,2.50
21212724.0,Finished,26 November 2022  11:58 AM,26 November 2022  1:21 PM,82.0,17.50,5.00,3.33,5.00,4.17
28602563.0,Finished,26 November 2022  12:03 PM,26 November 2022  1:44 PM,101.0,11.67,5.00,0.00,2.50,4.17
21113317.0,Finished,26 November 2022  12:18 PM,26 November 2022  1:02 PM,44.45,10.28,4.44,3.33,0.00,2.50
21215887.0,Finished,26 November 2022  12:27 PM,26 November 2022  1:10 PM,42.15,8.61,4.44,0.00,0.00,4.17
3520774.0,Finished,26 November 2022  12:34 PM,26 November 2022  1:48 PM,73.0,12.50,5.00,3.33,0.00,4.17
28705957.0,Finished,26 November 2022  12:44 PM,26 November 2022  2:44 PM,120.0,1.39,0.56,0.00,0.00,0.83
28616494.0,Finished,26 November 2022  12:45 PM,26 November 2022  1:19 PM,34.07,16.67,5.00,5.00,2.50,4.17
28713301.0,Finished,26 November 2022  12:47 PM,26 November 2022  1:32 PM,45.47,10.00,4.17,1.67,0.00,4.17
21207306.0,Finished,26 November 2022  12:52 PM,26 November 2022  2:21 PM,89.0,13.89,3.89,3.33,2.50,4.17
28631974.0,Finished,26 November 2022  12:53 PM,26 November 2022  1:39 PM,45.38,9.44,2.78,1.67,2.50,2.50
28609220.0,Finished,26 November 2022  12:55 PM,26 November 2022  1:31 PM,36.68,12.50,5.00,1.67,2.50,3.33
28716648.0,Finished,26 November 2022  12:57 PM,26 November 2022  2:57 PM,120.0,13.33,5.00,1.67,2.50,4.17
28706138.0,Finished,26 November 2022  1:04 PM,26 November 2022  2:19 PM,75.0,12.78,2.78,3.33,2.50,4.17
28706848.0,Finished,26 November 2022  1:07 PM,26 November 2022  2:59 PM,111.0,13.89,3.89,3.33,2.50,4.17
28600768.0,Finished,26 November 2022  1:22 PM,26 November 2022  2:44 PM,81.0,11.11,4.44,1.67,2.50,2.50
28610536.0,Finished,26 November 2022  1:26 PM,26 November 2022  2:01 PM,35.65,7.22,2.22,0.00,2.50,2.50
28618735.0,Finished,26 November 2022  1:28 PM,26 November 2022  2:54 PM,85.0,12.50,5.00,3.33,0.00,4.17
3804152.0,Finished,26 November 2022  1:31 PM,26 November 2022  2:55 PM,83.0,9.72,2.22,3.33,2.50,1.67
21213350.0,Finished,26 November 2022  1:33 PM,26 November 2022  3:31 PM,117.0,13.33,5.00,1.67,2.50,4.17
28709428.0,Finished,26 November 2022  1:37 PM,26 November 2022  2:17 PM,40.18,11.39,3.89,3.33,0.00,4.17
3521887.0,Finished,26 November 2022  1:56 PM,26 November 2022  2:39 PM,42.78,14.17,5.00,5.00,2.50,1.67
28711733.0,Finished,26 November 2022  2:07 PM,26 November 2022  4:00 PM,113.0,17.50,5.00,3.33,5.00,4.17
28707696.0,Finished,26 November 2022  2:12 PM,26 November 2022  2:58 PM,46.42,18.33,5.00,3.33,5.00,5.00
28706232.0,Finished,26 November 2022  2:12 PM,26 November 2022  4:11 PM,118.0,14.17,5.00,3.33,2.50,3.33
28706331.0,Finished,26 November 2022  2:13 PM,26 November 2022  3:54 PM,100.0,15.00,5.00,3.33,2.50,4.17
28706563.0,Finished,26 November 2022  2:13 PM,26 November 2022  4:00 PM,106.0,15.00,5.00,3.33,2.50,4.17
21209708.0,Finished,26 November 2022  2:13 PM,26 November 2022  3:46 PM,93.0,16.67,5.00,3.33,5.00,3.33
28720764.0,Finished,26 November 2022  2:15 PM,26 November 2022  3:54 PM,98.0,15.00,5.00,3.33,2.50,4.17
3811684.0,Finished,26 November 2022  2:20 PM,26 November 2022  3:15 PM,54.33,10.28,2.78,3.33,0.00,4.17
28709531.0,Finished,26 November 2022  2:22 PM,26 November 2022  3:52 PM,90.0,11.11,2.78,3.33,2.50,2.50
28614730.0,Finished,26 November 2022  2:23 PM,26 November 2022  3:33 PM,69.0,7.50,3.33,0.00,0.00,4.17
28706636.0,Finished,26 November 2022  2:23 PM,26 November 2022  4:02 PM,99.0,17.50,5.00,3.33,5.00,4.17
3802649.0,Finished,26 November 2022  2:24 PM,26 November 2022  3:52 PM,87.0,10.00,5.00,1.67,2.50,0.83
21208501.0,Finished,26 November 2022  2:28 PM,26 November 2022  3:01 PM,33.32,13.33,5.00,3.33,2.50,2.50
3672079.0,Finished,26 November 2022  2:28 PM,26 November 2022  4:28 PM,120.0,15.00,5.00,5.00,2.50,2.50
28710114.0,Finished,26 November 2022  2:29 PM,26 November 2022  4:29 PM,119.0,13.33,5.00,5.00,2.50,0.83
28706762.0,Finished,26 November 2022  2:33 PM,26 November 2022  3:58 PM,84.0,12.78,4.44,1.67,2.50,4.17
28626896.0,Finished,26 November 2022  2:35 PM,26 November 2022  4:34 PM,119.0,15.00,5.00,3.33,2.50,4.17
28618109.0,Finished,26 November 2022  2:42 PM,26 November 2022  4:03 PM,80.0,11.94,4.44,3.33,0.00,4.17
28711664.0,Finished,26 November 2022  2:47 PM,26 November 2022  4:34 PM,107.0,11.67,5.00,0.00,2.50,4.17
28706938.0,Finished,26 November 2022  2:47 PM,26 November 2022  4:38 PM,110.0,13.33,5.00,1.67,2.50,4.17
28711626.0,Finished,26 November 2022  2:47 PM,26 November 2022  4:34 PM,107.0,11.67,5.00,0.00,2.50,4.17
28627431.0,Finished,26 November 2022  2:54 PM,26 November 2022  4:00 PM,65.0,12.22,4.72,3.33,2.50,1.67
28600769.0,Finished,26 November 2022  2:56 PM,26 November 2022  3:11 PM,15.13,16.67,5.00,5.00,2.50,4.17
28707475.0,Finished,26 November 2022  2:57 PM,26 November 2022  3:53 PM,55.68,10.00,5.00,0.00,2.50,2.50
21208634.0,Finished,26 November 2022  2:58 PM,26 November 2022  3:59 PM,60.0,13.89,3.89,3.33,2.50,4.17
28707404.0,Finished,26 November 2022  3:03 PM,26 November 2022  4:56 PM,112.0,10.28,2.78,3.33,0.00,4.17
28707797.0,Finished,26 November 2022  3:03 PM,26 November 2022  5:03 PM,119.0,12.50,5.00,3.33,0.00,4.17
3803177.0,Finished,26 November 2022  3:04 PM,26 November 2022  5:04 PM,120.0,1.67,-,-,-,1.67
28720263.0,Finished,26 November 2022  3:13 PM,26 November 2022  4:52 PM,98.0,15.00,5.00,3.33,2.50,4.17
28712609.0,Finished,26 November 2022  3:16 PM,26 November 2022  4:31 PM,75.0,9.17,5.00,0.00,2.50,1.67
21113286.0,Finished,26 November 2022  3:21 PM,26 November 2022  5:21 PM,119.0,17.50,5.00,3.33,5.00,4.17
28714617.0,Finished,26 November 2022  3:25 PM,26 November 2022  4:40 PM,75.0,15.00,5.00,3.33,2.50,4.17
21219706.0,Finished,26 November 2022  3:27 PM,26 November 2022  5:27 PM,120.0,7.78,2.78,3.33,0.00,1.67
28616272.0,Finished,26 November 2022  3:31 PM,26 November 2022  4:40 PM,68.0,15.00,5.00,3.33,2.50,4.17
28600470.0,Finished,26 November 2022  3:33 PM,26 November 2022  4:39 PM,65.0,16.67,5.00,5.00,2.50,4.17
28706902.0,Finished,26 November 2022  3:35 PM,26 November 2022  5:35 PM,120.0,15.00,5.00,3.33,2.50,4.17
28712760.0,Finished,26 November 2022  3:43 PM,26 November 2022  5:43 PM,119.0,16.67,5.00,5.00,2.50,4.17
28711545.0,Finished,26 November 2022  3:46 PM,26 November 2022  5:13 PM,87.0,16.39,4.72,5.00,2.50,4.17
28711811.0,Finished,26 November 2022  3:50 PM,26 November 2022  5:42 PM,112.0,10.83,5.00,3.33,2.50,0.00
3808685.0,Finished,26 November 2022  3:51 PM,26 November 2022  4:40 PM,49.47,8.61,2.78,3.33,0.00,2.50
28706112.0,Finished,26 November 2022  3:52 PM,26 November 2022  5:17 PM,85.0,12.50,2.50,3.33,2.50,4.17
28711772.0,Finished,26 November 2022  3:52 PM,26 November 2022  4:42 PM,49.77,15.00,5.00,3.33,2.50,4.17
28710263.0,Finished,26 November 2022  3:54 PM,26 November 2022  5:11 PM,77.0,16.67,5.00,5.00,2.50,4.17
28613143.0,Finished,26 November 2022  3:58 PM,26 November 2022  5:18 PM,79.0,15.00,5.00,3.33,2.50,4.17
28712429.0,Finished,26 November 2022  3:59 PM,26 November 2022  5:40 PM,100.0,12.50,5.00,3.33,2.50,1.67
28707756.0,Finished,26 November 2022  4:00 PM,26 November 2022  6:00 PM,120.0,16.67,5.00,5.00,2.50,4.17
28707365.0,Finished,26 November 2022  4:02 PM,26 November 2022  6:01 PM,119.0,12.50,5.00,3.33,2.50,1.67
28630611.0,Finished,26 November 2022  4:04 PM,26 November 2022  6:04 PM,120.0,15.00,5.00,3.33,2.50,4.17
3872127.0,Finished,26 November 2022  4:06 PM,26 November 2022  5:18 PM,71.0,15.00,5.00,3.33,2.50,4.17
28711710.0,Finished,26 November 2022  4:10 PM,26 November 2022  5:47 PM,96.0,12.78,2.78,3.33,2.50,4.17
3811446.0,Finished,26 November 2022  4:11 PM,26 November 2022  5:56 PM,105.0,12.50,2.50,3.33,2.50,4.17
28603668.0,Finished,26 November 2022  4:13 PM,26 November 2022  6:13 PM,120.0,8.33,2.50,1.67,0.00,4.17
28614630.0,Finished,26 November 2022  4:14 PM,26 November 2022  5:41 PM,86.0,8.33,5.00,0.00,2.50,0.83
28620097.0,Finished,26 November 2022  4:15 PM,26 November 2022  6:15 PM,120.0,9.44,2.78,3.33,2.50,0.83
28606874.0,Finished,26 November 2022  4:16 PM,26 November 2022  5:25 PM,68.0,9.44,4.44,3.33,0.00,1.67
3802503.0,Finished,26 November 2022  4:19 PM,26 November 2022  5:06 PM,46.85,13.33,3.33,3.33,2.50,4.17
28707210.0,Finished,26 November 2022  4:20 PM,26 November 2022  6:20 PM,120.0,12.50,2.50,3.33,2.50,4.17
28710621.0,Finished,26 November 2022  4:21 PM,26 November 2022  6:21 PM,120.0,12.22,4.72,3.33,2.50,1.67
21119283.0,Finished,26 November 2022  4:21 PM,26 November 2022  6:00 PM,98.0,16.39,1.39,5.00,5.00,5.00
28705401.0,Finished,26 November 2022  4:22 PM,26 November 2022  5:52 PM,90.0,11.67,5.00,0.00,2.50,4.17
21215141.0,Finished,26 November 2022  4:22 PM,26 November 2022  5:58 PM,96.0,18.33,5.00,3.33,5.00,5.00
21219688.0,Finished,26 November 2022  4:22 PM,26 November 2022  6:22 PM,120.0,0.56,0.56,-,-,-
28711501.0,Finished,26 November 2022  4:22 PM,26 November 2022  5:36 PM,74.0,6.94,2.78,0.00,2.50,1.67
3800073.0,Finished,26 November 2022  4:24 PM,26 November 2022  6:24 PM,120.0,8.06,0.56,3.33,2.50,1.67
21221977.0,Finished,26 November 2022  4:25 PM,26 November 2022  6:14 PM,108.0,15.00,5.00,3.33,2.50,4.17
3801002.0,Finished,26 November 2022  4:26 PM,26 November 2022  6:01 PM,94.0,11.67,5.00,0.00,2.50,4.17
28709278.0,Finished,26 November 2022  4:27 PM,26 November 2022  6:27 PM,120.0,10.83,5.00,1.67,2.50,1.67
28602162.0,Finished,26 November 2022  4:28 PM,26 November 2022  6:28 PM,120.0,11.67,5.00,0.00,2.50,4.17
28717247.0,Finished,26 November 2022  4:28 PM,26 November 2022  4:53 PM,25.55,6.11,0.28,1.67,2.50,1.67
28718611.0,Finished,26 November 2022  4:28 PM,26 November 2022  5:50 PM,81.0,15.83,5.00,5.00,2.50,3.33
28632942.0,Finished,26 November 2022  4:28 PM,26 November 2022  6:28 PM,120.0,14.44,4.44,3.33,2.50,4.17
28634278.0,Finished,26 November 2022  4:29 PM,26 November 2022  6:13 PM,104.0,15.00,5.00,3.33,2.50,4.17
28706508.0,Finished,26 November 2022  4:29 PM,26 November 2022  6:13 PM,104.0,15.00,5.00,3.33,2.50,4.17
21200977.0,Finished,26 November 2022  4:31 PM,26 November 2022  6:26 PM,115.0,20.00,5.00,5.00,5.00,5.00
28711002.0,Finished,26 November 2022  4:31 PM,26 November 2022  6:30 PM,118.0,12.22,4.72,3.33,2.50,1.67
28709630.0,Finished,26 November 2022  4:31 PM,26 November 2022  6:24 PM,113.0,20.00,5.00,5.00,5.00,5.00
3673536.0,Finished,26 November 2022  4:32 PM,26 November 2022  4:54 PM,21.87,15.00,5.00,3.33,5.00,1.67
28606787.0,Finished,26 November 2022  4:32 PM,26 November 2022  6:30 PM,117.0,15.83,5.00,5.00,2.50,3.33
3701324.0,Finished,26 November 2022  4:33 PM,26 November 2022  6:30 PM,116.0,14.17,5.00,3.33,5.00,0.83
3808150.0,Finished,26 November 2022  4:34 PM,26 November 2022  6:29 PM,115.0,11.67,5.00,3.33,2.50,0.83
3704907.0,Finished,26 November 2022  4:36 PM,26 November 2022  6:28 PM,111.0,19.17,5.00,5.00,5.00,4.17
28626439.0,Finished,26 November 2022  4:39 PM,26 November 2022  6:30 PM,110.0,11.67,5.00,0.00,2.50,4.17
28708274.0,Finished,26 November 2022  4:40 PM,26 November 2022  5:28 PM,47.97,11.39,3.89,3.33,0.00,4.17
3803088.0,Finished,26 November 2022  4:40 PM,26 November 2022  5:21 PM,40.55,15.83,5.00,3.33,2.50,5.00
21208523.0,Finished,26 November 2022  4:40 PM,26 November 2022  5:40 PM,60.0,11.11,2.78,3.33,2.50,2.50
28707726.0,Finished,26 November 2022  4:42 PM,26 November 2022  6:10 PM,87.0,10.56,3.89,0.00,2.50,4.17
28712088.0,Finished,26 November 2022  4:43 PM,26 November 2022  4:55 PM,12.18,14.17,5.00,3.33,2.50,3.33
28708160.0,Finished,26 November 2022  4:45 PM,26 November 2022  6:30 PM,104.0,13.33,5.00,3.33,2.50,2.50
28708067.0,Finished,26 November 2022  4:47 PM,26 November 2022  6:12 PM,84.0,15.00,5.00,3.33,2.50,4.17
21203528.0,Finished,26 November 2022  4:47 PM,26 November 2022  5:16 PM,28.88,12.22,2.22,3.33,2.50,4.17
28602661.0,Finished,26 November 2022  4:48 PM,26 November 2022  6:30 PM,101.0,13.33,5.00,3.33,2.50,2.50
28707180.0,Finished,26 November 2022  4:50 PM,26 November 2022  6:30 PM,99.0,13.33,5.00,3.33,2.50,2.50
28710097.0,Finished,26 November 2022  4:50 PM,26 November 2022  5:59 PM,69.0,8.89,3.89,3.33,0.00,1.67
3804887.0,Finished,26 November 2022  4:51 PM,26 November 2022  6:30 PM,98.0,0.00,-,-,-,-
28708487.0,Finished,26 November 2022  4:57 PM,26 November 2022  6:30 PM,92.0,8.33,1.67,1.67,2.50,2.50
28706415.0,Finished,26 November 2022  4:57 PM,26 November 2022  5:24 PM,27.18,10.28,2.78,3.33,0.00,4.17
28706879.0,Finished,26 November 2022  5:08 PM,26 November 2022  6:12 PM,64.0,15.00,5.00,3.33,2.50,4.17
28710067.0,Finished,26 November 2022  5:10 PM,26 November 2022  6:11 PM,61.0,15.00,5.00,3.33,2.50,4.17
3702042.0,Finished,26 November 2022  5:12 PM,26 November 2022  5:56 PM,43.53,18.33,5.00,3.33,5.00,5.00
28716428.0,Finished,26 November 2022  5:16 PM,26 November 2022  6:14 PM,58.35,16.67,5.00,5.00,2.50,4.17
28721870.0,Finished,26 November 2022  5:17 PM,26 November 2022  5:46 PM,29.32,14.44,4.44,3.33,2.50,4.17
28706076.0,Finished,26 November 2022  5:17 PM,26 November 2022  5:54 PM,37.1,14.72,4.72,3.33,2.50,4.17
28706765.0,Finished,26 November 2022  5:26 PM,26 November 2022  6:29 PM,62.0,13.33,5.00,3.33,2.50,2.50
28602183.0,Finished,26 November 2022  5:38 PM,26 November 2022  6:30 PM,51.07,13.33,5.00,3.33,2.50,2.50
3803944.0,Finished,26 November 2022  5:40 PM,26 November 2022  6:29 PM,49.48,15.00,5.00,3.33,2.50,4.17
28607959.0,Finished,26 November 2022  5:45 PM,26 November 2022  6:26 PM,41.18,14.17,5.00,3.33,2.50,3.33
28610654.0,Finished,26 November 2022  5:57 PM,26 November 2022  6:11 PM,14.2,12.22,4.72,3.33,2.50,1.67
28609357.0,Finished,26 November 2022  6:04 PM,26 November 2022  6:25 PM,21.63,11.67,5.00,0.00,2.50,4.17
3971297.0,Finished,26 November 2022  6:05 PM,26 November 2022  6:30 PM,24.8,6.11,2.78,3.33,0.00,-
28601294.0,Finished,27 November 2022  12:57 PM,27 November 2022  2:57 PM,120.0,2.22,2.22,0.00,0.00,0.00
28708212.0,Finished,27 November 2022  2:12 PM,27 November 2022  2:31 PM,18.98,16.67,5.00,5.00,2.50,4.17
