State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /6.67,Q. 2 /6.67,Q. 3 /1.48,Q. 4 /2.96,Q. 5 /2.22
Finished,16 September 2022  4:20 PM,16 September 2022  4:56 PM,36.13,17.78,6.67,6.67,1.48,0.74,2.22
Finished,16 September 2022  4:20 PM,16 September 2022  5:07 PM,46.63,6.30,0.00,3.33,1.48,1.48,0.00
Finished,16 September 2022  4:33 PM,16 September 2022  5:47 PM,74.0,7.98,2.42,3.33,1.48,0.74,0.00
Finished,16 September 2022  4:41 PM,16 September 2022  5:52 PM,71.0,14.44,6.67,3.33,1.48,1.48,1.48
Finished,16 September 2022  4:50 PM,16 September 2022  5:15 PM,24.92,17.78,6.67,6.67,1.48,0.74,2.22
Finished,16 September 2022  4:56 PM,16 September 2022  6:20 PM,83.0,9.19,3.64,3.33,1.48,0.74,0.00
Finished,16 September 2022  5:12 PM,16 September 2022  6:58 PM,106.0,13.47,6.06,3.33,1.48,1.48,1.11
Finished,16 September 2022  5:38 PM,16 September 2022  7:13 PM,95.0,14.34,5.45,3.33,0.74,2.96,1.85
Finished,16 September 2022  5:43 PM,16 September 2022  6:55 PM,71.0,13.10,6.06,3.33,0.74,0.74,2.22
Finished,16 September 2022  6:34 PM,16 September 2022  7:14 PM,40.33,10.20,2.42,3.33,1.48,0.74,2.22
Finished,16 September 2022  6:37 PM,16 September 2022  8:25 PM,107.0,7.51,1.21,3.33,1.48,0.74,0.74
Finished,16 September 2022  6:53 PM,16 September 2022  7:26 PM,32.68,7.74,1.82,3.33,0.74,0.74,1.11
Finished,16 September 2022  8:02 PM,16 September 2022  9:35 PM,93.0,14.01,3.64,6.67,1.48,1.48,0.74
Finished,16 September 2022  8:04 PM,16 September 2022  8:38 PM,34.03,14.85,4.85,3.33,1.48,2.96,2.22
Finished,16 September 2022  8:07 PM,16 September 2022  9:37 PM,90.0,16.11,6.67,5.00,1.48,0.74,2.22
Finished,16 September 2022  8:18 PM,16 September 2022  8:25 PM,6.22,10.51,6.06,0.00,1.48,1.48,1.48
Finished,16 September 2022  8:22 PM,16 September 2022  9:56 PM,93.0,20.00,6.67,6.67,1.48,2.96,2.22
Finished,16 September 2022  9:17 PM,16 September 2022  11:03 PM,106.0,12.56,1.82,6.67,1.48,1.48,1.11
Finished,16 September 2022  9:35 PM,16 September 2022  10:35 PM,60.0,17.78,6.67,6.67,1.48,1.48,1.48
Finished,16 September 2022  9:46 PM,16 September 2022  11:16 PM,90.0,19.39,6.06,6.67,1.48,2.96,2.22
Finished,16 September 2022  10:08 PM,16 September 2022  11:37 PM,88.0,16.06,6.06,3.33,1.48,2.96,2.22
Finished,16 September 2022  10:38 PM,17 September 2022  12:38 AM,120.0,0.00,-,-,-,-,-
Finished,16 September 2022  10:53 PM,17 September 2022  12:38 AM,104.0,19.39,6.06,6.67,1.48,2.96,2.22
Finished,16 September 2022  11:03 PM,16 September 2022  11:12 PM,9.3,11.35,0.61,6.67,1.48,1.48,1.11
Finished,16 September 2022  11:07 PM,17 September 2022  12:14 AM,67.0,12.32,1.21,6.67,1.48,1.48,1.48
Finished,16 September 2022  11:11 PM,16 September 2022  11:16 PM,5.3,12.56,1.82,6.67,1.48,1.48,1.11
Finished,16 September 2022  11:16 PM,16 September 2022  11:49 PM,33.13,12.56,1.82,6.67,1.48,1.48,1.11
Finished,17 September 2022  12:09 AM,17 September 2022  1:55 AM,105.0,19.39,6.06,6.67,1.48,2.96,2.22
Finished,17 September 2022  12:11 AM,17 September 2022  1:18 AM,67.0,20.00,6.67,6.67,1.48,2.96,2.22
Finished,17 September 2022  12:47 AM,17 September 2022  1:21 AM,34.57,16.57,5.45,6.67,1.48,2.96,0.00
Finished,17 September 2022  12:55 AM,17 September 2022  1:59 AM,64.0,15.96,4.85,6.67,1.48,1.48,1.48
Finished,17 September 2022  1:02 AM,17 September 2022  1:53 AM,51.3,13.92,4.85,5.00,1.48,1.48,1.11
Finished,17 September 2022  1:09 AM,17 September 2022  2:50 AM,100.0,16.60,3.64,6.67,1.48,2.96,1.85
Finished,17 September 2022  7:50 AM,17 September 2022  8:35 AM,44.73,13.32,4.24,5.00,1.48,1.48,1.11
Finished,17 September 2022  8:53 AM,17 September 2022  10:20 AM,86.0,13.23,5.45,3.33,1.48,0.74,2.22
Finished,17 September 2022  9:08 AM,17 September 2022  10:24 AM,75.0,16.57,5.45,6.67,0.74,1.48,2.22
Finished,17 September 2022  9:13 AM,17 September 2022  10:36 AM,82.0,14.38,3.64,6.67,1.48,1.48,1.11
Finished,17 September 2022  9:20 AM,17 September 2022  10:18 AM,58.17,11.28,4.24,3.33,1.48,0.74,1.48
Finished,17 September 2022  9:26 AM,17 September 2022  10:42 AM,75.0,20.00,6.67,6.67,1.48,2.96,2.22
Finished,17 September 2022  9:45 AM,17 September 2022  11:21 AM,96.0,7.78,0.00,3.33,1.48,0.74,2.22
Finished,17 September 2022  10:22 AM,17 September 2022  11:51 AM,89.0,16.67,6.67,3.33,1.48,2.96,2.22
Finished,17 September 2022  10:40 AM,17 September 2022  11:50 AM,70.0,16.67,6.67,3.33,1.48,2.96,2.22
Finished,17 September 2022  10:46 AM,17 September 2022  12:23 PM,97.0,18.79,5.45,6.67,1.48,2.96,2.22
Finished,17 September 2022  10:46 AM,17 September 2022  12:30 PM,103.0,16.06,6.06,6.67,0.74,1.48,1.11
Finished,17 September 2022  11:19 AM,17 September 2022  12:05 PM,46.65,13.33,0.00,6.67,1.48,2.96,2.22
Finished,17 September 2022  11:21 AM,17 September 2022  12:00 PM,38.77,13.97,5.45,3.33,1.48,1.48,2.22
Finished,17 September 2022  11:25 AM,17 September 2022  12:41 PM,75.0,17.41,6.67,6.67,1.48,1.48,1.11
Finished,17 September 2022  11:26 AM,17 September 2022  12:16 PM,50.5,15.02,2.42,6.67,0.74,2.96,2.22
Finished,17 September 2022  11:26 AM,17 September 2022  12:59 PM,92.0,11.48,6.67,0.00,1.48,1.48,1.85
Finished,17 September 2022  11:35 AM,17 September 2022  1:03 PM,87.0,13.10,6.06,3.33,1.48,1.48,0.74
Finished,17 September 2022  11:42 AM,17 September 2022  1:17 PM,94.0,10.52,1.82,5.00,1.48,0.74,1.48
Finished,17 September 2022  11:47 AM,17 September 2022  12:29 PM,42.2,9.23,1.82,3.33,1.48,1.48,1.11
Finished,17 September 2022  11:47 AM,17 September 2022  12:57 PM,70.0,17.41,6.67,6.67,1.48,1.48,1.11
Finished,17 September 2022  12:28 PM,17 September 2022  12:58 PM,30.08,17.41,6.67,6.67,1.48,1.48,1.11
Finished,17 September 2022  12:35 PM,17 September 2022  2:23 PM,107.0,13.23,5.45,3.33,1.48,1.48,1.48
Finished,17 September 2022  12:46 PM,17 September 2022  1:22 PM,36.25,11.41,3.64,3.33,1.48,0.74,2.22
Finished,17 September 2022  12:56 PM,17 September 2022  1:34 PM,37.63,10.81,3.03,3.33,1.48,2.22,0.74
Finished,17 September 2022  1:19 PM,17 September 2022  2:46 PM,87.0,13.16,2.42,6.67,1.48,1.48,1.11
Finished,17 September 2022  1:21 PM,17 September 2022  2:39 PM,78.0,10.40,4.85,3.33,0.74,1.48,0.00
Finished,17 September 2022  1:26 PM,17 September 2022  3:26 PM,120.0,17.41,6.67,6.67,1.48,1.48,1.11
Finished,17 September 2022  1:27 PM,17 September 2022  2:28 PM,61.0,17.31,5.45,6.67,1.48,2.96,0.74
Finished,17 September 2022  1:42 PM,17 September 2022  2:36 PM,54.15,18.52,6.67,6.67,1.48,2.96,0.74
Finished,17 September 2022  1:44 PM,17 September 2022  2:10 PM,25.47,11.95,1.21,6.67,1.48,1.48,1.11
Finished,17 September 2022  2:04 PM,17 September 2022  3:27 PM,83.0,8.11,1.82,3.33,1.48,0.74,0.74
Finished,17 September 2022  2:04 PM,17 September 2022  3:30 PM,85.0,16.70,4.85,6.67,1.48,1.48,2.22
Finished,17 September 2022  2:14 PM,17 September 2022  4:11 PM,117.0,15.59,4.85,6.67,0.74,2.22,1.11
Finished,17 September 2022  2:37 PM,17 September 2022  4:05 PM,88.0,19.39,6.06,6.67,1.48,2.96,2.22
Finished,17 September 2022  2:47 PM,17 September 2022  3:32 PM,44.87,17.78,6.67,6.67,0.74,1.48,2.22
Finished,17 September 2022  2:52 PM,17 September 2022  3:56 PM,63.0,7.07,4.85,0.00,1.48,0.74,0.00
Finished,17 September 2022  2:58 PM,17 September 2022  4:43 PM,104.0,11.95,1.21,6.67,1.48,1.48,1.11
Finished,17 September 2022  3:01 PM,17 September 2022  4:54 PM,112.0,16.67,6.67,3.33,1.48,2.96,2.22
Finished,17 September 2022  3:03 PM,17 September 2022  5:00 PM,116.0,12.15,3.64,6.67,0.00,0.74,1.11
Finished,17 September 2022  3:04 PM,17 September 2022  5:04 PM,120.0,17.78,6.67,6.67,1.48,0.74,2.22
Finished,17 September 2022  3:08 PM,17 September 2022  4:56 PM,108.0,16.67,6.67,3.33,1.48,2.96,2.22
Finished,17 September 2022  3:09 PM,17 September 2022  4:56 PM,106.0,13.70,6.67,3.33,1.48,0.74,1.48
Finished,17 September 2022  3:12 PM,17 September 2022  4:12 PM,60.0,11.35,0.61,6.67,1.48,1.48,1.11
Finished,17 September 2022  3:16 PM,17 September 2022  4:51 PM,95.0,12.96,6.67,3.33,1.48,0.74,0.74
Finished,17 September 2022  3:17 PM,17 September 2022  4:05 PM,48.18,8.01,0.61,3.33,1.48,1.48,1.11
Finished,17 September 2022  3:20 PM,17 September 2022  5:20 PM,120.0,10.29,1.21,5.00,1.48,1.48,1.11
Finished,17 September 2022  3:22 PM,17 September 2022  4:55 PM,92.0,8.82,3.64,0.00,1.48,2.22,1.48
Finished,17 September 2022  3:23 PM,17 September 2022  5:23 PM,120.0,14.95,6.06,6.67,0.74,0.74,0.74
Finished,17 September 2022  3:23 PM,17 September 2022  5:23 PM,120.0,15.93,6.67,3.33,1.48,2.22,2.22
Finished,17 September 2022  3:26 PM,17 September 2022  4:35 PM,69.0,15.56,6.67,6.67,1.48,0.74,0.00
Finished,17 September 2022  3:26 PM,17 September 2022  5:26 PM,120.0,1.48,-,-,1.48,-,-
Finished,17 September 2022  3:28 PM,17 September 2022  4:39 PM,71.0,17.41,6.67,6.67,1.48,1.48,1.11
Finished,17 September 2022  3:29 PM,17 September 2022  5:29 PM,120.0,7.27,0.61,3.33,1.48,0.74,1.11
Finished,17 September 2022  3:36 PM,17 September 2022  5:02 PM,85.0,17.41,6.67,6.67,1.48,1.48,1.11
Finished,17 September 2022  3:36 PM,17 September 2022  5:02 PM,85.0,16.20,5.45,6.67,1.48,1.48,1.11
Finished,17 September 2022  3:44 PM,17 September 2022  4:29 PM,44.72,8.11,1.82,3.33,1.48,1.48,0.00
Finished,17 September 2022  3:44 PM,17 September 2022  4:53 PM,69.0,20.00,6.67,6.67,1.48,2.96,2.22
Finished,17 September 2022  3:46 PM,17 September 2022  4:46 PM,60.0,17.91,6.06,6.67,1.48,1.48,2.22
Finished,17 September 2022  3:46 PM,17 September 2022  5:11 PM,84.0,16.67,6.67,3.33,1.48,2.96,2.22
Finished,17 September 2022  3:49 PM,17 September 2022  4:48 PM,59.5,7.47,3.03,0.00,1.48,0.74,2.22
Finished,17 September 2022  3:52 PM,17 September 2022  4:59 PM,67.0,16.09,4.24,6.67,1.48,2.22,1.48
Finished,17 September 2022  3:58 PM,17 September 2022  4:48 PM,50.52,11.18,3.03,3.33,1.48,2.22,1.11
Finished,17 September 2022  4:01 PM,17 September 2022  6:01 PM,120.0,12.36,6.06,3.33,1.48,1.48,0.00
Finished,17 September 2022  4:09 PM,17 September 2022  5:48 PM,99.0,16.67,6.67,3.33,1.48,2.96,2.22
Finished,17 September 2022  4:10 PM,17 September 2022  5:17 PM,67.0,17.81,4.85,6.67,1.48,2.96,1.85
Finished,17 September 2022  4:11 PM,17 September 2022  6:11 PM,120.0,14.14,3.03,6.67,1.48,1.48,1.48
Finished,17 September 2022  4:18 PM,17 September 2022  6:16 PM,117.0,18.79,5.45,6.67,1.48,2.96,2.22
Finished,17 September 2022  4:20 PM,17 September 2022  5:37 PM,77.0,17.91,6.06,6.67,1.48,1.48,2.22
Finished,17 September 2022  4:25 PM,17 September 2022  6:25 PM,120.0,17.44,4.85,6.67,1.48,2.22,2.22
Finished,17 September 2022  4:30 PM,17 September 2022  6:29 PM,119.0,13.03,3.03,6.67,1.48,0.74,1.11
Finished,17 September 2022  4:30 PM,17 September 2022  6:24 PM,114.0,15.93,6.67,3.33,0.74,2.96,2.22
Finished,17 September 2022  4:30 PM,17 September 2022  5:37 PM,66.0,17.44,4.85,6.67,1.48,2.22,2.22
Finished,17 September 2022  4:31 PM,17 September 2022  5:37 PM,66.0,17.44,4.85,6.67,1.48,2.22,2.22
Finished,17 September 2022  4:34 PM,17 September 2022  6:30 PM,115.0,10.20,2.42,3.33,1.48,0.74,2.22
Finished,17 September 2022  4:40 PM,17 September 2022  5:37 PM,57.55,17.91,6.06,6.67,1.48,1.48,2.22
Finished,17 September 2022  4:43 PM,17 September 2022  6:30 PM,106.0,14.44,6.67,3.33,1.48,0.74,2.22
Finished,17 September 2022  4:47 PM,17 September 2022  6:25 PM,98.0,12.93,1.82,6.67,1.48,1.48,1.48
Finished,17 September 2022  4:48 PM,17 September 2022  5:11 PM,22.95,13.87,4.24,3.33,1.48,2.96,1.85
Finished,17 September 2022  4:51 PM,17 September 2022  6:10 PM,79.0,19.39,6.06,6.67,1.48,2.96,2.22
Finished,17 September 2022  4:58 PM,17 September 2022  5:55 PM,57.2,14.14,3.03,6.67,1.48,1.48,1.48
Finished,17 September 2022  5:12 PM,17 September 2022  6:23 PM,70.0,19.39,6.06,6.67,1.48,2.96,2.22
Finished,17 September 2022  5:14 PM,17 September 2022  6:19 PM,64.0,19.39,6.06,6.67,1.48,2.96,2.22
Finished,17 September 2022  5:14 PM,17 September 2022  6:15 PM,60.0,7.10,3.03,0.00,1.48,1.48,1.11
Finished,17 September 2022  5:18 PM,17 September 2022  6:29 PM,71.0,18.52,6.67,6.67,1.48,1.48,2.22
Finished,17 September 2022  5:21 PM,17 September 2022  6:24 PM,63.0,1.82,1.82,0.00,0.00,0.00,0.00
Finished,17 September 2022  5:23 PM,17 September 2022  6:13 PM,50.32,5.52,1.82,0.00,0.00,1.48,2.22
Finished,17 September 2022  5:35 PM,17 September 2022  6:29 PM,54.22,18.15,6.67,6.67,1.48,1.48,1.85
