State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /6.43,Q. 2 /7.14,Q. 3 /6.43
Finished,24 octobre 2021  9:34 ,24 octobre 2021  10:52 ,78.0,13.93,4.29,3.21,6.43
Finished,22 octobre 2021  8:49 ,22 octobre 2021  10:31 ,102.0,14.29,5.36,3.21,5.71
Finished,24 octobre 2021  7:54 ,24 octobre 2021  9:54 ,120.0,13.21,4.29,5.71,3.21
Finished,24 octobre 2021  4:20 ,24 octobre 2021  5:16 ,55.93,19.64,6.07,7.14,6.43
Finished,25 octobre 2021  6:14 ,25 octobre 2021  6:53 ,39.9,16.43,6.43,3.57,6.43
Finished,24 octobre 2021  2:53 ,24 octobre 2021  3:45 ,52.35,18.21,5.36,6.43,6.43
Finished,24 octobre 2021  7:49 ,24 octobre 2021  8:19 ,30.35,16.07,5.36,4.29,6.43
Finished,24 octobre 2021  7:12 ,24 octobre 2021  8:04 ,52.22,19.64,6.07,7.14,6.43
Finished,24 octobre 2021  2:32 ,24 octobre 2021  3:40 ,67.0,15.36,5.36,3.57,6.43
Finished,23 octobre 2021  5:43 ,23 octobre 2021  6:09 ,25.52,19.29,5.71,7.14,6.43
Finished,25 octobre 2021  9:32 ,25 octobre 2021  10:25 ,52.85,16.43,6.07,4.64,5.71
Finished,24 octobre 2021  5:38 ,24 octobre 2021  6:16 ,38.65,15.71,3.57,5.71,6.43
Finished,24 octobre 2021  1:21 ,24 octobre 2021  3:21 ,119.0,16.79,6.43,3.93,6.43
Finished,25 octobre 2021  9:12 ,25 octobre 2021  10:19 ,67.0,17.86,4.29,7.14,6.43
Finished,25 octobre 2021  12:17 ,25 octobre 2021  1:15 ,58.27,17.14,6.43,4.29,6.43
Finished,19 octobre 2021  11:04 ,19 octobre 2021  12:06 ,62.0,18.21,5.36,7.14,5.71
Finished,25 octobre 2021  12:02 ,25 octobre 2021  1:04 ,61.0,19.64,6.43,6.79,6.43
Finished,23 octobre 2021  2:37 ,23 octobre 2021  2:58 ,20.93,18.21,5.36,7.14,5.71
Finished,23 octobre 2021  4:11 ,23 octobre 2021  4:58 ,46.6,18.93,5.36,7.14,6.43
Finished,24 octobre 2021  9:26 ,24 octobre 2021  10:06 ,39.87,16.07,4.64,6.43,5.00
Finished,25 octobre 2021  12:07 ,25 octobre 2021  12:12 ,4.93,16.79,5.36,6.43,5.00
Finished,25 octobre 2021  8:49 ,25 octobre 2021  8:55 ,6.22,18.57,6.07,7.14,5.36
Finished,24 octobre 2021  9:37 ,24 octobre 2021  10:08 ,30.28,18.21,6.07,6.43,5.71
Finished,24 octobre 2021  3:47 ,24 octobre 2021  5:14 ,86.0,17.86,4.29,7.14,6.43
Finished,24 octobre 2021  6:49 ,24 octobre 2021  7:53 ,64.0,15.36,5.71,3.21,6.43
Finished,22 octobre 2021  8:49 ,22 octobre 2021  10:31 ,102.0,14.29,5.36,3.21,5.71
Finished,24 octobre 2021  8:13 ,24 octobre 2021  8:50 ,37.42,15.36,5.36,4.29,5.71
Finished,25 octobre 2021  12:14 ,25 octobre 2021  1:14 ,59.58,16.79,6.07,4.29,6.43
Finished,24 octobre 2021  11:59 ,25 octobre 2021  12:21 ,21.73,20.00,6.43,7.14,6.43
Finished,24 octobre 2021  10:18 ,24 octobre 2021  11:18 ,60.0,15.36,6.43,3.21,5.71
Finished,24 octobre 2021  11:22 ,25 octobre 2021  12:40 ,77.0,12.86,4.29,2.86,5.71
Finished,24 octobre 2021  3:03 ,24 octobre 2021  4:11 ,68.0,15.36,5.36,4.29,5.71
Finished,25 octobre 2021  1:00 ,25 octobre 2021  1:28 ,27.73,20.00,6.43,7.14,6.43
Finished,24 octobre 2021  6:16 ,24 octobre 2021  7:14 ,57.88,14.29,5.36,3.21,5.71
Finished,24 octobre 2021  12:42 ,24 octobre 2021  1:06 ,24.68,17.86,4.29,7.14,6.43
Finished,24 octobre 2021  5:41 ,24 octobre 2021  6:23 ,42.13,15.71,6.07,3.57,6.07
Finished,24 octobre 2021  10:25 ,24 octobre 2021  11:06 ,41.42,15.36,6.43,2.50,6.43
Finished,25 octobre 2021  9:51 ,25 octobre 2021  10:06 ,14.97,11.07,1.07,4.29,5.71
Finished,24 octobre 2021  6:46 ,24 octobre 2021  7:34 ,48.43,13.93,5.36,2.86,5.71
Finished,19 octobre 2021  2:20 ,19 octobre 2021  2:46 ,26.12,7.50,0.36,2.14,5.00
Finished,24 octobre 2021  9:28 ,24 octobre 2021  9:46 ,18.32,16.43,6.43,4.29,5.71
Finished,25 octobre 2021  2:28 ,25 octobre 2021  2:47 ,19.25,18.93,5.71,7.14,6.07
Finished,23 octobre 2021  9:36 ,23 octobre 2021  10:32 ,56.27,20.00,6.43,7.14,6.43
Finished,25 octobre 2021  12:05 ,25 octobre 2021  12:49 ,43.6,19.64,6.07,7.14,6.43
Finished,25 octobre 2021  12:06 ,25 octobre 2021  12:49 ,42.8,18.93,6.07,6.43,6.43
Finished,24 octobre 2021  10:27 ,24 octobre 2021  11:06 ,39.5,13.21,4.29,3.21,5.71
Finished,24 octobre 2021  9:04 ,24 octobre 2021  10:12 ,67.0,14.29,3.57,5.00,5.71
Finished,20 octobre 2021  2:48 ,20 octobre 2021  3:28 ,39.97,15.36,6.43,3.21,5.71
Finished,21 octobre 2021  1:54 ,21 octobre 2021  2:38 ,44.57,20.00,6.43,7.14,6.43
Finished,21 octobre 2021  2:55 ,21 octobre 2021  3:16 ,20.65,19.29,6.43,6.43,6.43
Finished,24 octobre 2021  10:17 ,24 octobre 2021  10:47 ,29.72,15.36,6.07,2.86,6.43
Finished,25 octobre 2021  8:12 ,25 octobre 2021  8:44 ,32.1,15.71,5.36,4.29,6.07
Finished,24 octobre 2021  5:30 ,24 octobre 2021  5:46 ,16.07,15.00,6.07,3.21,5.71
Finished,23 octobre 2021  9:18 ,23 octobre 2021  11:04 ,106.0,12.86,5.36,2.86,4.64
Finished,21 octobre 2021  2:11 ,21 octobre 2021  2:39 ,28.32,20.00,6.43,7.14,6.43
Finished,19 octobre 2021  2:00 ,19 octobre 2021  2:42 ,42.23,15.00,4.29,4.29,6.43
Finished,25 octobre 2021  2:19 ,25 octobre 2021  2:47 ,27.97,17.86,5.36,6.07,6.43
Finished,21 octobre 2021  11:34 ,21 octobre 2021  12:54 ,79.0,17.86,4.29,7.14,6.43
Finished,24 octobre 2021  11:12 ,25 octobre 2021  12:09 ,56.62,18.57,6.43,6.43,5.71
Finished,24 octobre 2021  7:36 ,24 octobre 2021  9:07 ,91.0,17.14,4.29,7.14,5.71
Finished,25 octobre 2021  7:35 ,25 octobre 2021  7:58 ,23.37,15.00,6.43,3.57,5.00
Finished,24 octobre 2021  8:21 ,24 octobre 2021  8:33 ,12.68,20.00,6.43,7.14,6.43
Finished,22 octobre 2021  8:49 ,22 octobre 2021  10:31 ,101.0,14.29,5.36,3.21,5.71
Finished,25 octobre 2021  1:10 ,25 octobre 2021  1:33 ,23.43,20.00,6.43,7.14,6.43
Finished,20 octobre 2021  9:34 ,20 octobre 2021  11:26 ,112.0,20.00,6.43,7.14,6.43
Finished,24 octobre 2021  7:21 ,24 octobre 2021  7:48 ,26.68,16.07,5.36,4.29,6.43
Finished,24 octobre 2021  7:51 ,24 octobre 2021  9:40 ,108.0,11.43,4.29,4.29,2.86
Finished,24 octobre 2021  4:01 ,24 octobre 2021  4:24 ,22.9,16.07,5.36,4.29,6.43
Finished,24 octobre 2021  10:05 ,24 octobre 2021  11:57 ,112.0,19.29,6.43,6.43,6.43
Finished,20 octobre 2021  6:48 ,20 octobre 2021  7:11 ,23.02,14.29,5.36,2.50,6.43
Finished,25 octobre 2021  12:13 ,25 octobre 2021  12:58 ,44.82,16.07,6.07,3.57,6.43
Finished,24 octobre 2021  10:37 ,25 octobre 2021  12:00 ,82.0,15.71,6.43,2.86,6.43
Finished,25 octobre 2021  9:18 ,25 octobre 2021  10:16 ,57.75,14.64,5.36,4.29,5.00
Finished,25 octobre 2021  2:30 ,25 octobre 2021  4:00 ,90.0,18.21,4.64,7.14,6.43
Finished,24 octobre 2021  7:47 ,24 octobre 2021  8:20 ,33.22,19.64,6.07,7.14,6.43
Finished,25 octobre 2021  12:40 ,25 octobre 2021  1:26 ,45.4,19.64,6.07,7.14,6.43
Finished,21 octobre 2021  8:48 ,21 octobre 2021  9:22 ,33.62,19.64,6.07,7.14,6.43
Finished,24 octobre 2021  9:56 ,24 octobre 2021  10:33 ,37.3,13.93,4.29,3.57,6.07
Finished,23 octobre 2021  10:46 ,23 octobre 2021  11:27 ,41.37,12.86,4.29,2.86,5.71
Finished,24 octobre 2021  5:00 ,24 octobre 2021  6:16 ,76.0,15.71,6.07,3.21,6.43
Finished,24 octobre 2021  7:57 ,24 octobre 2021  8:15 ,18.15,10.00,2.14,5.00,2.86
Finished,23 octobre 2021  4:09 ,23 octobre 2021  5:11 ,62.0,20.00,6.43,7.14,6.43
Finished,21 octobre 2021  2:58 ,21 octobre 2021  3:27 ,29.4,16.43,6.43,3.57,6.43
Finished,24 octobre 2021  8:06 ,24 octobre 2021  9:05 ,58.15,16.43,6.43,4.29,5.71
Finished,25 octobre 2021  9:31 ,25 octobre 2021  9:53 ,21.63,19.64,6.07,7.14,6.43
Finished,22 octobre 2021  3:43 ,22 octobre 2021  4:14 ,31.03,18.93,6.43,6.07,6.43
Finished,24 octobre 2021  11:43 ,24 octobre 2021  11:57 ,13.95,18.57,5.36,7.14,6.07
Finished,22 octobre 2021  12:54 ,22 octobre 2021  1:18 ,24.02,12.50,3.57,2.50,6.43
Finished,23 octobre 2021  11:23 ,23 octobre 2021  11:42 ,19.53,12.86,4.29,2.86,5.71
Finished,24 octobre 2021  11:34 ,24 octobre 2021  11:59 ,25.25,14.29,4.29,4.29,5.71
Finished,20 octobre 2021  7:20 ,20 octobre 2021  8:29 ,68.0,19.64,6.07,7.14,6.43
Finished,21 octobre 2021  5:48 ,21 octobre 2021  6:27 ,39.57,16.07,5.36,4.29,6.43
Finished,23 octobre 2021  4:29 ,23 octobre 2021  4:49 ,19.95,12.50,4.29,2.50,5.71
Finished,22 octobre 2021  8:49 ,22 octobre 2021  10:31 ,102.0,14.29,5.36,3.21,5.71
Finished,24 octobre 2021  11:51 ,25 octobre 2021  1:37 ,105.0,16.79,6.07,4.29,6.43
Finished,19 octobre 2021  11:05 ,19 octobre 2021  12:06 ,61.0,18.21,5.36,7.14,5.71
Finished,21 octobre 2021  3:04 ,21 octobre 2021  3:31 ,26.88,16.79,6.43,3.93,6.43
Finished,23 octobre 2021  5:10 ,23 octobre 2021  5:21 ,11.42,12.14,4.29,3.21,4.64
Finished,24 octobre 2021  5:27 ,24 octobre 2021  5:48 ,21.7,17.86,5.36,6.79,5.71
Finished,24 octobre 2021  10:44 ,24 octobre 2021  11:05 ,21.67,18.21,5.36,7.14,5.71
Finished,24 octobre 2021  10:06 ,24 octobre 2021  10:54 ,47.2,19.29,6.43,6.43,6.43
Finished,24 octobre 2021  6:22 ,24 octobre 2021  6:43 ,20.92,18.21,6.07,5.71,6.43
Finished,23 octobre 2021  12:07 ,23 octobre 2021  12:35 ,27.33,18.93,5.36,7.14,6.43
Finished,24 octobre 2021  9:24 ,24 octobre 2021  10:01 ,37.37,20.00,6.43,7.14,6.43
