ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /8.62,Q. 2 /11.38
21109706.0,Finished,11 octobre 2021  9:18 ,11 octobre 2021  10:30 ,71.0,12.31,5.74,6.56
28603394.0,Finished,10 octobre 2021  4:06 ,10 octobre 2021  4:43 ,37.08,13.03,6.56,6.46
28600844.0,Finished,10 octobre 2021  8:37 ,10 octobre 2021  9:28 ,50.8,19.08,8.62,10.46
3703308.0,Finished,10 octobre 2021  10:58 ,10 octobre 2021  11:48 ,50.05,14.26,7.08,7.18
28610497.0,Finished,9 octobre 2021  7:46 ,9 octobre 2021  9:33 ,107.0,18.46,8.31,10.15
28600211.0,Finished,7 octobre 2021  9:17 ,7 octobre 2021  9:57 ,39.93,20.00,8.62,11.38
21113695.0,Finished,11 octobre 2021  9:08 ,11 octobre 2021  9:41 ,33.25,8.15,4.72,3.44
21115204.0,Finished,10 octobre 2021  8:07 ,10 octobre 2021  9:18 ,71.0,15.59,5.13,10.46
28002307.0,Finished,10 octobre 2021  1:00 ,10 octobre 2021  1:56 ,56.43,18.62,8.62,10.00
3700560.0,Finished,10 octobre 2021  2:48 ,10 octobre 2021  4:16 ,87.0,16.31,8.62,7.69
3677063.0,Finished,11 octobre 2021  3:28 ,11 octobre 2021  4:15 ,46.65,19.38,8.62,10.77
21112734.0,Finished,10 octobre 2021  1:17 ,10 octobre 2021  2:14 ,57.58,16.00,8.62,7.38
28600665.0,Finished,11 octobre 2021  12:04 ,11 octobre 2021  12:34 ,30.73,19.69,8.62,11.08
28507548.0,Finished,11 octobre 2021  9:18 ,11 octobre 2021  10:16 ,57.77,13.85,5.95,7.90
3803162.0,Finished,10 octobre 2021  11:37 ,11 octobre 2021  1:07 ,90.0,19.38,8.62,10.77
28602627.0,Finished,11 octobre 2021  8:40 ,11 octobre 2021  8:48 ,7.38,10.36,4.82,5.54
21114737.0,Finished,11 octobre 2021  1:20 ,11 octobre 2021  3:20 ,120.0,17.03,6.26,10.77
3804195.0,Finished,9 octobre 2021  12:14 ,9 octobre 2021  12:53 ,39.15,12.62,4.51,8.10
28720090.0,Finished,10 octobre 2021  4:31 ,10 octobre 2021  5:46 ,74.0,19.69,8.62,11.08
3407463.0,Finished,10 octobre 2021  11:20 ,10 octobre 2021  11:40 ,20.23,11.90,7.38,4.51
3677161.0,Finished,9 octobre 2021  9:03 ,9 octobre 2021  10:43 ,99.0,13.85,6.77,7.08
28603418.0,Finished,7 octobre 2021  9:41 ,7 octobre 2021  10:42 ,60.0,19.69,8.62,11.08
28607538.0,Finished,10 octobre 2021  11:26 ,10 octobre 2021  11:55 ,28.23,4.15,2.56,1.59
3810013.0,Finished,6 octobre 2021  10:00 ,6 octobre 2021  10:39 ,38.68,15.38,8.00,7.38
21109700.0,Finished,11 octobre 2021  12:19 ,11 octobre 2021  1:31 ,71.0,9.28,4.31,4.97
28610199.0,Finished,9 octobre 2021  3:01 ,9 octobre 2021  3:55 ,53.88,19.08,8.00,11.08
3407716.0,Finished,9 octobre 2021  3:33 ,9 octobre 2021  3:50 ,16.52,14.87,3.79,11.08
28604190.0,Finished,10 octobre 2021  7:17 ,10 octobre 2021  7:39 ,22.25,19.38,8.00,11.38
3674474.0,Finished,11 octobre 2021  1:13 ,11 octobre 2021  2:17 ,64.0,10.00,5.44,4.56
21113747.0,Finished,10 octobre 2021  11:55 ,11 octobre 2021  12:53 ,57.9,19.69,8.62,11.08
3800028.0,Finished,10 octobre 2021  10:20 ,10 octobre 2021  10:34 ,14.57,10.05,4.10,5.95
28607117.0,Finished,10 octobre 2021  2:57 ,10 octobre 2021  3:29 ,31.3,18.26,8.62,9.64
3800075.0,Finished,11 octobre 2021  8:22 ,11 octobre 2021  8:41 ,18.8,5.59,2.05,3.54
3802466.0,Finished,10 octobre 2021  2:45 ,10 octobre 2021  4:01 ,76.0,10.10,5.13,4.97
28600653.0,Finished,10 octobre 2021  9:20 ,10 octobre 2021  10:04 ,44.47,15.49,4.72,10.77
28610514.0,Finished,11 octobre 2021  8:18 ,11 octobre 2021  8:52 ,33.9,8.62,3.38,5.23
28609831.0,Finished,11 octobre 2021  1:09 ,11 octobre 2021  1:39 ,30.18,19.69,8.62,11.08
3702385.0,Finished,11 octobre 2021  9:55 ,11 octobre 2021  10:29 ,34.3,19.69,8.62,11.08
28600759.0,Finished,11 octobre 2021  12:31 ,11 octobre 2021  1:14 ,42.28,19.69,8.62,11.08
28607831.0,Finished,10 octobre 2021  6:48 ,10 octobre 2021  7:37 ,48.85,16.97,7.69,9.28
28620112.0,Finished,10 octobre 2021  10:21 ,10 octobre 2021  11:14 ,53.02,18.77,7.38,11.38
28602386.0,Finished,4 octobre 2021  11:03 ,4 octobre 2021  11:21 ,18.1,19.49,8.41,11.08
3700630.0,Finished,10 octobre 2021  11:55 ,10 octobre 2021  1:01 ,66.0,15.13,8.00,7.13
28600769.0,Finished,10 octobre 2021  8:37 ,10 octobre 2021  8:51 ,14.7,16.92,6.15,10.77
28606830.0,Finished,10 octobre 2021  10:47 ,10 octobre 2021  11:44 ,57.03,19.38,8.00,11.38
28600492.0,Finished,11 octobre 2021  9:55 ,11 octobre 2021  10:03 ,7.75,14.97,4.51,10.46
28605022.0,Finished,10 octobre 2021  5:15 ,10 octobre 2021  5:48 ,32.65,18.46,7.38,11.08
3801873.0,Finished,11 octobre 2021  9:03 ,11 octobre 2021  9:17 ,14.38,9.64,5.74,3.90
28711440.0,Finished,11 octobre 2021  8:29 ,11 octobre 2021  9:17 ,48.37,19.38,8.00,11.38
3702996.0,Finished,4 octobre 2021  6:07 ,4 octobre 2021  6:37 ,30.93,18.46,7.69,10.77
28610207.0,Finished,11 octobre 2021  9:51 ,11 octobre 2021  10:30 ,38.65,1.85,1.85,-
28600464.0,Finished,10 octobre 2021  5:55 ,10 octobre 2021  7:06 ,70.0,18.31,7.59,10.72
28506638.0,Finished,10 octobre 2021  10:32 ,10 octobre 2021  11:06 ,34.48,19.08,8.00,11.08
3800477.0,Finished,11 octobre 2021  3:25 ,11 octobre 2021  4:38 ,73.0,15.38,8.62,6.77
28604304.0,Finished,10 octobre 2021  4:16 ,10 octobre 2021  5:48 ,92.0,20.00,8.62,11.38
28608396.0,Finished,10 octobre 2021  4:16 ,10 octobre 2021  5:37 ,81.0,19.69,8.62,11.08
3708782.0,Finished,10 octobre 2021  5:29 ,10 octobre 2021  5:48 ,19.5,18.77,7.38,11.38
28610448.0,Finished,10 octobre 2021  9:04 ,10 octobre 2021  10:28 ,84.0,17.44,6.05,11.38
28610117.0,Finished,10 octobre 2021  9:40 ,10 octobre 2021  10:38 ,58.32,15.38,6.77,8.62
28601953.0,Finished,11 octobre 2021  12:09 ,11 octobre 2021  12:13 ,4.67,9.74,4.82,4.92
28600470.0,Finished,10 octobre 2021  11:07 ,11 octobre 2021  1:03 ,116.0,16.10,6.15,9.95
28607314.0,Finished,10 octobre 2021  11:21 ,11 octobre 2021  12:33 ,71.0,17.44,6.36,11.08
3702809.0,Finished,9 octobre 2021  3:46 ,9 octobre 2021  4:12 ,25.4,15.49,4.10,11.38
3701883.0,Finished,10 octobre 2021  5:50 ,10 octobre 2021  7:31 ,101.0,19.08,8.62,10.46
21116436.0,Finished,10 octobre 2021  10:05 ,10 octobre 2021  11:36 ,91.0,17.13,5.74,11.38
28601301.0,Finished,7 octobre 2021  5:53 ,7 octobre 2021  7:10 ,77.0,6.87,4.00,2.87
28605864.0,Finished,10 octobre 2021  8:34 ,10 octobre 2021  9:44 ,70.0,12.00,5.54,6.46
3700453.0,Finished,11 octobre 2021  12:41 ,11 octobre 2021  1:58 ,77.0,16.00,5.85,10.15
3808875.0,Finished,5 octobre 2021  7:34 ,5 octobre 2021  8:11 ,37.13,20.00,8.62,11.38
21114731.0,Finished,9 octobre 2021  7:46 ,9 octobre 2021  9:33 ,106.0,19.08,8.62,10.46
28600559.0,Finished,10 octobre 2021  11:59 ,11 octobre 2021  12:49 ,49.7,18.77,7.38,11.38
3801610.0,Finished,10 octobre 2021  11:59 ,11 octobre 2021  12:49 ,50.07,19.69,8.62,11.08
28610130.0,Finished,10 octobre 2021  5:38 ,10 octobre 2021  7:13 ,95.0,16.31,7.38,8.92
28717594.0,Finished,8 octobre 2021  8:40 ,8 octobre 2021  9:53 ,73.0,17.03,6.56,10.46
28614924.0,Finished,10 octobre 2021  6:25 ,10 octobre 2021  8:25 ,120.0,9.44,8.00,1.44
3800162.0,Finished,10 octobre 2021  1:35 ,10 octobre 2021  2:48 ,72.0,20.00,8.62,11.38
21109170.0,Finished,11 octobre 2021  12:41 ,11 octobre 2021  1:42 ,60.0,14.36,7.18,7.18
3709743.0,Finished,8 octobre 2021  5:48 ,8 octobre 2021  6:05 ,17.3,18.77,8.00,10.77
21100776.0,Finished,10 octobre 2021  3:36 ,10 octobre 2021  4:07 ,30.48,15.49,8.62,6.87
3802257.0,Finished,9 octobre 2021  6:18 ,9 octobre 2021  7:26 ,68.0,19.69,8.62,11.08
28610667.0,Finished,6 octobre 2021  9:30 ,6 octobre 2021  10:40 ,69.0,15.38,8.00,7.38
3672320.0,Finished,10 octobre 2021  3:12 ,10 octobre 2021  4:08 ,56.03,19.69,8.62,11.08
28610190.0,Finished,11 octobre 2021  9:33 ,11 octobre 2021  10:24 ,51.65,14.15,5.13,9.03
21108842.0,Finished,11 octobre 2021  6:42 ,11 octobre 2021  7:26 ,44.58,11.79,4.31,7.49
3810768.0,Finished,10 octobre 2021  4:58 ,10 octobre 2021  5:34 ,35.53,19.38,8.00,11.38
3876023.0,Finished,10 octobre 2021  10:13 ,10 octobre 2021  11:51 ,98.0,12.92,5.54,7.38
28601393.0,Finished,10 octobre 2021  11:54 ,11 octobre 2021  1:16 ,82.0,18.21,7.18,11.03
28610187.0,Finished,9 octobre 2021  8:35 ,9 octobre 2021  10:01 ,86.0,20.00,8.62,11.38
3309154.0,Finished,11 octobre 2021  10:02 ,11 octobre 2021  10:30 ,27.72,13.44,6.36,7.08
3812676.0,Finished,5 octobre 2021  10:04 ,5 octobre 2021  10:36 ,32.0,19.69,8.62,11.08
28600563.0,Finished,9 octobre 2021  4:22 ,9 octobre 2021  5:35 ,72.0,15.59,4.51,11.08
28607223.0,Finished,11 octobre 2021  10:18 ,11 octobre 2021  10:28 ,10.25,7.38,2.46,4.92
28620155.0,Finished,11 octobre 2021  12:32 ,11 octobre 2021  12:39 ,6.88,15.54,8.41,7.13
3415756.0,Finished,11 octobre 2021  8:39 ,11 octobre 2021  9:55 ,75.0,7.13,5.44,1.69
3522190.0,Finished,10 octobre 2021  11:11 ,10 octobre 2021  11:53 ,41.45,16.00,8.62,7.38
28609645.0,Finished,9 octobre 2021  4:10 ,9 octobre 2021  5:22 ,72.0,18.26,7.18,11.08
28605064.0,Finished,9 octobre 2021  5:10 ,9 octobre 2021  6:12 ,61.0,19.69,8.62,11.08
28617603.0,Finished,8 octobre 2021  8:40 ,8 octobre 2021  9:52 ,71.0,16.72,6.56,10.15
28600712.0,Finished,10 octobre 2021  2:03 ,10 octobre 2021  2:46 ,42.18,14.56,3.79,10.77
28610127.0,Finished,10 octobre 2021  11:33 ,11 octobre 2021  12:39 ,65.0,15.49,5.03,10.46
28602563.0,Finished,10 octobre 2021  11:35 ,10 octobre 2021  11:55 ,20.43,16.31,5.95,10.36
28610328.0,Finished,10 octobre 2021  8:53 ,10 octobre 2021  10:21 ,88.0,14.46,6.77,7.69
28717871.0,Finished,11 octobre 2021  12:16 ,11 octobre 2021  12:49 ,32.97,19.38,8.62,10.77
28601343.0,Finished,10 octobre 2021  2:30 ,10 octobre 2021  4:20 ,109.0,10.05,5.54,4.51
3603679.0,Finished,10 octobre 2021  11:29 ,11 octobre 2021  12:33 ,64.0,16.72,5.33,11.38
3809215.0,Finished,10 octobre 2021  5:24 ,10 octobre 2021  6:22 ,58.63,18.46,7.38,11.08
3800646.0,Finished,10 octobre 2021  8:29 ,10 octobre 2021  9:00 ,30.77,19.38,8.00,11.38
28603036.0,Finished,9 octobre 2021  2:56 ,9 octobre 2021  3:25 ,29.52,16.00,7.38,8.62
21109001.0,Finished,9 octobre 2021  9:55 ,9 octobre 2021  10:38 ,42.62,15.08,6.15,8.92
28602830.0,Finished,10 octobre 2021  4:06 ,10 octobre 2021  4:43 ,37.15,12.67,6.26,6.41
28609129.0,Finished,10 octobre 2021  9:23 ,10 octobre 2021  10:57 ,93.0,13.13,7.38,5.74
28603833.0,Finished,10 octobre 2021  3:29 ,10 octobre 2021  3:58 ,28.53,15.08,8.00,7.08
28720778.0,Finished,10 octobre 2021  8:31 ,10 octobre 2021  9:49 ,78.0,19.69,8.62,11.08
3872127.0,Finished,10 octobre 2021  4:11 ,10 octobre 2021  5:32 ,80.0,19.69,8.62,11.08
21113646.0,Finished,10 octobre 2021  3:52 ,10 octobre 2021  5:17 ,84.0,19.69,8.62,11.08
28709864.0,Finished,10 octobre 2021  6:08 ,10 octobre 2021  7:26 ,78.0,17.13,5.74,11.38
21102696.0,Finished,10 octobre 2021  6:40 ,10 octobre 2021  7:36 ,55.9,16.82,5.74,11.08
28716807.0,Finished,10 octobre 2021  9:38 ,10 octobre 2021  9:55 ,17.72,19.08,8.62,10.46
21112855.0,Finished,11 octobre 2021  9:06 ,11 octobre 2021  10:29 ,82.0,14.87,8.00,6.87
28600602.0,Finished,7 octobre 2021  4:59 ,7 octobre 2021  5:35 ,36.72,16.21,6.15,10.05
3809224.0,Finished,7 octobre 2021  11:02 ,7 octobre 2021  1:02 ,120.0,17.23,6.15,11.08
21104636.0,Finished,6 octobre 2021  5:42 ,6 octobre 2021  6:16 ,33.77,19.08,8.62,10.46
28600518.0,Finished,10 octobre 2021  5:14 ,10 octobre 2021  6:01 ,46.28,11.44,5.13,6.31
21113317.0,Finished,10 octobre 2021  11:24 ,11 octobre 2021  1:24 ,120.0,0.00,-,-
28636372.0,Finished,6 octobre 2021  8:02 ,6 octobre 2021  8:19 ,16.1,16.56,6.15,10.41
28602737.0,Finished,9 octobre 2021  8:48 ,9 octobre 2021  9:40 ,51.58,11.90,5.13,6.77
28600880.0,Finished,7 octobre 2021  3:40 ,7 octobre 2021  3:52 ,11.5,20.00,8.62,11.38
28603735.0,Finished,9 octobre 2021  3:01 ,9 octobre 2021  3:55 ,54.05,19.08,8.00,11.08
3805942.0,Finished,10 octobre 2021  11:34 ,11 octobre 2021  12:32 ,57.32,17.74,6.36,11.38
28605296.0,Finished,7 octobre 2021  3:23 ,7 octobre 2021  3:39 ,16.5,19.08,8.62,10.46
3808834.0,Finished,9 octobre 2021  4:28 ,9 octobre 2021  5:29 ,60.0,20.00,8.62,11.38
28009976.0,Finished,10 octobre 2021  7:11 ,10 octobre 2021  8:17 ,65.0,16.31,6.77,9.54
3700903.0,Finished,11 octobre 2021  6:53 ,11 octobre 2021  7:09 ,16.67,12.10,8.62,3.49
28606375.0,Finished,10 octobre 2021  6:07 ,10 octobre 2021  6:20 ,13.0,20.00,8.62,11.38
28717408.0,Finished,8 octobre 2021  8:39 ,8 octobre 2021  9:52 ,72.0,17.03,6.56,10.46
28610100.0,Finished,10 octobre 2021  9:52 ,10 octobre 2021  10:21 ,28.97,15.69,7.38,8.31
28607006.0,Finished,10 octobre 2021  11:52 ,10 octobre 2021  12:36 ,44.05,19.08,8.00,11.08
21120079.0,Finished,9 octobre 2021  9:39 ,9 octobre 2021  10:26 ,46.9,16.31,6.46,9.85
28617513.0,Finished,10 octobre 2021  7:57 ,10 octobre 2021  9:47 ,110.0,12.92,6.15,6.77
21112391.0,Finished,10 octobre 2021  2:42 ,10 octobre 2021  4:29 ,107.0,15.08,4.00,11.08
3800992.0,Finished,10 octobre 2021  9:20 ,10 octobre 2021  10:33 ,73.0,9.54,4.72,4.82
28705217.0,Finished,9 octobre 2021  5:11 ,9 octobre 2021  6:23 ,72.0,16.36,7.38,8.97
28600503.0,Finished,10 octobre 2021  6:15 ,10 octobre 2021  7:16 ,61.0,13.44,6.36,7.08
3801541.0,Finished,11 octobre 2021  12:23 ,11 octobre 2021  2:23 ,120.0,13.03,6.56,6.46
21119283.0,Finished,11 octobre 2021  10:10 ,11 octobre 2021  10:30 ,19.93,9.85,3.79,6.05
28600456.0,Finished,11 octobre 2021  5:15 ,11 octobre 2021  6:23 ,68.0,16.72,7.38,9.33
28606343.0,Finished,10 octobre 2021  4:23 ,10 octobre 2021  6:06 ,102.0,20.00,8.62,11.38
28618173.0,Finished,10 octobre 2021  11:40 ,11 octobre 2021  12:38 ,57.18,19.38,8.00,11.38
3703339.0,Finished,11 octobre 2021  12:05 ,11 octobre 2021  12:41 ,35.75,19.64,8.62,11.03
21116094.0,Finished,10 octobre 2021  9:45 ,10 octobre 2021  11:13 ,88.0,19.08,8.62,10.46
28614980.0,Finished,7 octobre 2021  2:52 ,7 octobre 2021  3:40 ,48.22,16.10,5.33,10.77
28615820.0,Finished,9 octobre 2021  5:29 ,9 octobre 2021  6:33 ,63.0,20.00,8.62,11.38
28606345.0,Finished,9 octobre 2021  4:05 ,9 octobre 2021  4:59 ,54.2,17.44,6.36,11.08
3811248.0,Finished,7 octobre 2021  3:15 ,7 octobre 2021  4:49 ,93.0,14.77,8.00,6.77
28600150.0,Finished,10 octobre 2021  3:45 ,10 octobre 2021  5:13 ,88.0,10.21,8.00,2.21
3804657.0,Finished,11 octobre 2021  10:16 ,11 octobre 2021  10:29 ,12.92,20.00,8.62,11.38
3801327.0,Finished,9 octobre 2021  3:27 ,9 octobre 2021  4:21 ,54.38,19.69,8.62,11.08
21116827.0,Finished,10 octobre 2021  9:41 ,10 octobre 2021  11:41 ,120.0,11.59,6.36,5.23
3800191.0,Finished,10 octobre 2021  7:43 ,10 octobre 2021  8:21 ,38.05,16.21,8.41,7.79
28600741.0,Finished,10 octobre 2021  7:17 ,10 octobre 2021  7:38 ,20.98,9.23,3.79,5.44
28606994.0,Finished,10 octobre 2021  11:39 ,11 octobre 2021  1:04 ,84.0,13.18,7.38,5.79
28604113.0,Finished,5 octobre 2021  7:40 ,5 octobre 2021  9:21 ,101.0,19.08,8.00,11.08
21107392.0,Finished,10 octobre 2021  10:51 ,10 octobre 2021  11:04 ,13.02,19.38,8.00,11.38
28609954.0,Finished,10 octobre 2021  11:11 ,10 octobre 2021  12:02 ,51.53,16.92,8.00,8.92
21113585.0,Finished,10 octobre 2021  4:02 ,10 octobre 2021  5:45 ,102.0,16.82,6.36,10.46
28607755.0,Finished,11 octobre 2021  9:26 ,11 octobre 2021  10:30 ,63.0,14.26,5.13,9.13
28600693.0,Finished,9 octobre 2021  8:55 ,9 octobre 2021  9:58 ,63.0,17.23,8.62,8.62
28601765.0,Finished,10 octobre 2021  10:43 ,10 octobre 2021  11:35 ,51.8,13.03,6.26,6.77
3803083.0,Finished,8 octobre 2021  6:16 ,8 octobre 2021  7:12 ,56.42,18.36,8.62,9.74
28607704.0,Finished,9 octobre 2021  4:34 ,9 octobre 2021  4:52 ,17.6,8.82,3.79,5.03
28601009.0,Finished,10 octobre 2021  11:35 ,11 octobre 2021  12:00 ,24.85,15.18,7.69,7.49
28601285.0,Finished,10 octobre 2021  11:11 ,10 octobre 2021  12:01 ,50.38,19.08,8.00,11.08
3680880.0,Finished,11 octobre 2021  2:57 ,11 octobre 2021  3:16 ,19.43,16.10,8.62,7.49
21101133.0,Finished,9 octobre 2021  6:01 ,9 octobre 2021  6:28 ,26.63,19.38,8.62,10.77
3703980.0,Finished,10 octobre 2021  12:55 ,10 octobre 2021  2:00 ,64.0,20.00,8.62,11.38
