State,Started on,Completed,Time taken,Grade/20.00
Finished,17 September 2022  2:04 PM,17 September 2022  3:30 PM,85.0,16.7
Finished,17 September 2022  2:14 PM,17 September 2022  4:11 PM,117.0,15.59
Finished,17 September 2022  2:37 PM,17 September 2022  4:05 PM,88.0,19.39
Finished,17 September 2022  2:47 PM,17 September 2022  3:32 PM,44.87,17.78
Finished,17 September 2022  2:52 PM,17 September 2022  3:56 PM,63.0,7.07
Finished,17 September 2022  2:58 PM,17 September 2022  4:43 PM,104.0,11.95
Finished,17 September 2022  3:01 PM,17 September 2022  4:54 PM,112.0,16.67
Finished,17 September 2022  3:03 PM,17 September 2022  5:00 PM,116.0,12.15
Finished,17 September 2022  3:04 PM,17 September 2022  5:04 PM,120.0,17.78
Finished,17 September 2022  3:08 PM,17 September 2022  4:56 PM,108.0,16.67
Finished,17 September 2022  3:09 PM,17 September 2022  4:56 PM,106.0,13.7
Finished,17 September 2022  3:12 PM,17 September 2022  4:12 PM,60.0,11.35
Finished,17 September 2022  3:16 PM,17 September 2022  4:51 PM,95.0,12.96
Finished,17 September 2022  3:17 PM,17 September 2022  4:05 PM,48.18,8.01
Finished,17 September 2022  3:20 PM,17 September 2022  5:20 PM,120.0,10.29
Finished,17 September 2022  3:22 PM,17 September 2022  4:55 PM,92.0,8.82
Finished,17 September 2022  3:23 PM,17 September 2022  5:23 PM,120.0,14.95
Finished,17 September 2022  3:23 PM,17 September 2022  5:23 PM,120.0,15.93
Finished,17 September 2022  3:26 PM,17 September 2022  4:35 PM,69.0,15.56
Finished,17 September 2022  3:26 PM,17 September 2022  5:26 PM,120.0,1.48
Finished,17 September 2022  3:28 PM,17 September 2022  4:39 PM,71.0,17.41
Finished,17 September 2022  3:29 PM,17 September 2022  5:29 PM,120.0,7.27
Finished,17 September 2022  3:36 PM,17 September 2022  5:02 PM,85.0,17.41
Finished,17 September 2022  3:36 PM,17 September 2022  5:02 PM,85.0,16.2
Finished,17 September 2022  3:44 PM,17 September 2022  4:29 PM,44.72,8.11
Finished,17 September 2022  3:44 PM,17 September 2022  4:53 PM,69.0,20.0
Finished,17 September 2022  3:46 PM,17 September 2022  4:46 PM,60.0,17.91
Finished,17 September 2022  3:46 PM,17 September 2022  5:11 PM,84.0,16.67
Finished,17 September 2022  3:49 PM,17 September 2022  4:48 PM,59.5,7.47
Finished,17 September 2022  3:52 PM,17 September 2022  4:59 PM,67.0,16.09
Finished,17 September 2022  3:58 PM,17 September 2022  4:48 PM,50.52,11.18
Finished,17 September 2022  4:01 PM,17 September 2022  6:01 PM,120.0,12.36
Finished,17 September 2022  4:09 PM,17 September 2022  5:48 PM,99.0,16.67
Finished,17 September 2022  4:10 PM,17 September 2022  5:17 PM,67.0,17.81
Finished,17 September 2022  4:11 PM,17 September 2022  6:11 PM,120.0,14.14
Finished,17 September 2022  4:18 PM,17 September 2022  6:16 PM,117.0,18.79
Finished,17 September 2022  4:20 PM,17 September 2022  5:37 PM,77.0,17.91
Finished,17 September 2022  4:25 PM,17 September 2022  6:25 PM,120.0,17.44
Finished,17 September 2022  4:30 PM,17 September 2022  6:29 PM,119.0,13.03
Finished,17 September 2022  4:30 PM,17 September 2022  6:24 PM,114.0,15.93
Finished,17 September 2022  4:30 PM,17 September 2022  5:37 PM,66.0,17.44
Finished,17 September 2022  4:31 PM,17 September 2022  5:37 PM,66.0,17.44
Finished,17 September 2022  4:34 PM,17 September 2022  6:30 PM,115.0,10.2
Finished,17 September 2022  4:40 PM,17 September 2022  5:37 PM,57.55,17.91
Finished,17 September 2022  4:43 PM,17 September 2022  6:30 PM,106.0,14.44
Finished,17 September 2022  4:47 PM,17 September 2022  6:25 PM,98.0,12.93
Finished,17 September 2022  4:48 PM,17 September 2022  5:11 PM,22.95,13.87
Finished,17 September 2022  4:51 PM,17 September 2022  6:10 PM,79.0,19.39
Finished,17 September 2022  4:58 PM,17 September 2022  5:55 PM,57.2,14.14
Finished,17 September 2022  5:12 PM,17 September 2022  6:23 PM,70.0,19.39
Finished,17 September 2022  5:14 PM,17 September 2022  6:19 PM,64.0,19.39
Finished,17 September 2022  5:14 PM,17 September 2022  6:15 PM,60.0,7.1
Finished,17 September 2022  5:18 PM,17 September 2022  6:29 PM,71.0,18.52
Finished,17 September 2022  5:21 PM,17 September 2022  6:24 PM,63.0,1.82
Finished,17 September 2022  5:23 PM,17 September 2022  6:13 PM,50.32,5.52
Finished,17 September 2022  5:35 PM,17 September 2022  6:29 PM,54.22,18.15
Finished,19 September 2022  12:54 PM,19 September 2022  1:24 PM,29.15,20.0
Finished,19 September 2022  10:32 PM,19 September 2022  11:11 PM,38.67,20.0
Finished,20 September 2022  12:43 PM,20 September 2022  1:55 PM,72.0,20.0
Finished,20 September 2022  3:13 PM,20 September 2022  4:23 PM,69.0,17.0
Finished,20 September 2022  7:45 PM,20 September 2022  8:33 PM,48.52,17.0
Finished,21 September 2022  12:06 PM,21 September 2022  1:10 PM,64.0,20.0
Finished,21 September 2022  1:46 PM,21 September 2022  2:18 PM,31.77,20.0
Finished,21 September 2022  10:09 PM,21 September 2022  10:55 PM,45.35,20.0
Finished,21 September 2022  10:46 PM,22 September 2022  12:05 AM,79.0,12.0
Finished,21 September 2022  10:55 PM,21 September 2022  11:29 PM,33.83,20.0
Finished,22 September 2022  10:23 AM,22 September 2022  10:58 AM,35.2,20.0
Finished,22 September 2022  1:13 PM,22 September 2022  2:27 PM,74.0,13.78
Finished,22 September 2022  2:37 PM,22 September 2022  2:42 PM,4.23,13.0
Finished,22 September 2022  2:49 PM,22 September 2022  3:49 PM,59.4,20.0
Finished,22 September 2022  3:16 PM,22 September 2022  3:48 PM,31.95,20.0
Finished,22 September 2022  3:21 PM,22 September 2022  4:04 PM,42.97,20.0
Finished,22 September 2022  3:26 PM,22 September 2022  4:04 PM,38.38,20.0
Finished,22 September 2022  3:26 PM,22 September 2022  4:03 PM,37.3,19.0
Finished,22 September 2022  3:26 PM,22 September 2022  4:05 PM,38.55,20.0
Finished,22 September 2022  4:09 PM,22 September 2022  4:24 PM,14.77,20.0
Finished,22 September 2022  4:15 PM,22 September 2022  4:56 PM,41.35,20.0
Finished,22 September 2022  4:38 PM,22 September 2022  5:11 PM,33.27,20.0
Finished,22 September 2022  4:38 PM,22 September 2022  5:15 PM,37.12,20.0
Finished,22 September 2022  4:39 PM,22 September 2022  6:39 PM,120.0,20.0
Finished,22 September 2022  4:40 PM,22 September 2022  5:18 PM,38.22,20.0
Finished,22 September 2022  4:42 PM,22 September 2022  4:59 PM,17.53,20.0
Finished,22 September 2022  4:42 PM,22 September 2022  4:59 PM,16.75,19.0
Finished,22 September 2022  6:24 PM,22 September 2022  7:24 PM,60.0,20.0
Finished,22 September 2022  8:45 PM,22 September 2022  9:36 PM,50.52,20.0
Finished,22 September 2022  9:06 PM,22 September 2022  9:11 PM,5.62,20.0
Finished,22 September 2022  11:10 PM,22 September 2022  11:53 PM,43.25,20.0
Finished,22 September 2022  11:36 PM,23 September 2022  12:29 AM,53.3,12.67
Finished,22 September 2022  11:44 PM,23 September 2022  12:06 AM,21.83,13.78
Finished,23 September 2022  7:51 AM,23 September 2022  8:56 AM,64.0,20.0
Finished,23 September 2022  10:18 AM,23 September 2022  11:06 AM,47.7,20.0
Finished,23 September 2022  11:04 AM,23 September 2022  11:11 AM,6.83,13.0
Finished,23 September 2022  1:09 PM,23 September 2022  3:08 PM,119.0,13.78
Finished,23 September 2022  1:11 PM,23 September 2022  2:14 PM,63.0,13.0
Finished,23 September 2022  1:49 PM,23 September 2022  3:29 PM,99.0,20.0
Finished,23 September 2022  2:12 PM,23 September 2022  3:51 PM,98.0,16.0
Finished,23 September 2022  2:17 PM,23 September 2022  3:29 PM,71.0,20.0
Finished,23 September 2022  3:01 PM,23 September 2022  3:50 PM,49.25,20.0
Finished,23 September 2022  3:46 PM,23 September 2022  4:33 PM,46.43,20.0
Finished,23 September 2022  4:55 PM,23 September 2022  6:00 PM,64.0,20.0
Finished,23 September 2022  5:13 PM,23 September 2022  6:09 PM,56.65,20.0
Finished,23 September 2022  5:16 PM,23 September 2022  6:38 PM,82.0,20.0
Finished,23 September 2022  5:52 PM,23 September 2022  6:38 PM,45.7,20.0
Finished,23 September 2022  5:59 PM,23 September 2022  6:59 PM,60.0,17.0
Finished,23 September 2022  5:59 PM,23 September 2022  6:59 PM,60.0,17.0
Finished,23 September 2022  6:02 PM,23 September 2022  6:58 PM,55.27,17.0
Finished,23 September 2022  6:03 PM,23 September 2022  6:58 PM,54.97,17.0
Finished,23 September 2022  6:23 PM,23 September 2022  7:39 PM,75.0,15.0
Finished,23 September 2022  6:25 PM,23 September 2022  7:36 PM,70.0,18.89
Finished,23 September 2022  6:30 PM,23 September 2022  7:34 PM,64.0,18.89
Finished,23 September 2022  6:38 PM,23 September 2022  6:55 PM,17.37,18.89
Finished,23 September 2022  7:19 PM,23 September 2022  8:03 PM,43.95,13.22
Finished,23 September 2022  7:24 PM,23 September 2022  9:12 PM,108.0,20.0
Finished,23 September 2022  7:26 PM,23 September 2022  8:12 PM,46.55,13.0
Finished,23 September 2022  8:13 PM,23 September 2022  8:54 PM,41.63,20.0
Finished,23 September 2022  8:34 PM,23 September 2022  8:54 PM,19.92,19.0
Finished,23 September 2022  8:54 PM,23 September 2022  9:37 PM,43.07,16.0
Finished,23 September 2022  9:00 PM,23 September 2022  9:20 PM,20.2,20.0
Finished,23 September 2022  9:07 PM,23 September 2022  10:12 PM,64.0,18.0
Finished,23 September 2022  9:11 PM,23 September 2022  10:23 PM,72.0,20.0
Finished,23 September 2022  9:43 PM,23 September 2022  10:48 PM,64.0,14.89
Finished,23 September 2022  9:44 PM,23 September 2022  10:22 PM,38.08,20.0
Finished,23 September 2022  9:48 PM,23 September 2022  10:44 PM,56.5,17.0
Finished,23 September 2022  9:50 PM,23 September 2022  10:28 PM,38.45,20.0
Finished,23 September 2022  9:50 PM,23 September 2022  10:19 PM,28.38,20.0
Finished,23 September 2022  9:52 PM,23 September 2022  10:45 PM,52.45,20.0
Finished,23 September 2022  9:55 PM,23 September 2022  10:34 PM,39.3,20.0
Finished,23 September 2022  9:57 PM,23 September 2022  10:39 PM,41.22,20.0
Finished,23 September 2022  10:10 PM,23 September 2022  10:27 PM,16.85,20.0
Finished,23 September 2022  10:11 PM,23 September 2022  11:39 PM,87.0,20.0
Finished,23 September 2022  10:23 PM,23 September 2022  11:29 PM,66.0,16.0
Finished,23 September 2022  10:40 PM,23 September 2022  11:29 PM,48.6,20.0
Finished,23 September 2022  11:40 PM,24 September 2022  12:42 AM,62.0,20.0
Finished,23 September 2022  11:57 PM,24 September 2022  12:49 AM,52.45,20.0
Finished,24 September 2022  12:00 AM,24 September 2022  1:05 AM,65.0,17.0
Finished,24 September 2022  12:03 AM,24 September 2022  12:38 AM,34.55,17.0
Finished,24 September 2022  12:16 AM,24 September 2022  12:35 AM,18.78,20.0
Finished,24 September 2022  12:46 AM,24 September 2022  1:09 AM,23.23,20.0
Finished,24 September 2022  1:15 AM,24 September 2022  1:55 AM,40.05,9.44
Finished,24 September 2022  2:02 AM,24 September 2022  3:05 AM,63.0,15.0
Finished,24 September 2022  3:28 AM,24 September 2022  4:08 AM,39.23,20.0
Finished,24 September 2022  6:06 AM,24 September 2022  8:06 AM,120.0,10.11
Finished,24 September 2022  7:13 AM,24 September 2022  7:41 AM,28.85,20.0
Finished,24 September 2022  7:25 AM,24 September 2022  8:29 AM,64.0,7.78
Finished,24 September 2022  10:00 AM,24 September 2022  10:40 AM,39.98,20.0
Finished,24 September 2022  10:19 AM,24 September 2022  11:32 AM,73.0,16.0
Finished,24 September 2022  10:27 AM,24 September 2022  11:12 AM,45.0,12.0
Finished,24 September 2022  10:43 AM,24 September 2022  11:32 AM,48.87,18.0
Finished,24 September 2022  10:50 AM,24 September 2022  11:36 AM,46.4,18.0
Finished,24 September 2022  10:52 AM,24 September 2022  11:36 AM,44.05,18.0
Finished,24 September 2022  10:55 AM,24 September 2022  11:32 AM,36.5,14.89
Finished,24 September 2022  11:00 AM,24 September 2022  11:41 AM,41.75,17.0
Finished,24 September 2022  11:05 AM,24 September 2022  11:32 AM,26.72,14.89
Finished,24 September 2022  11:23 AM,24 September 2022  12:55 PM,91.0,20.0
Finished,24 September 2022  11:24 AM,24 September 2022  1:11 PM,107.0,17.89
Finished,24 September 2022  11:25 AM,24 September 2022  12:00 PM,35.0,20.0
Finished,24 September 2022  11:28 AM,24 September 2022  11:54 AM,26.02,18.0
Finished,24 September 2022  11:31 AM,24 September 2022  12:28 PM,56.68,20.0
Finished,24 September 2022  11:32 AM,24 September 2022  12:32 PM,60.0,20.0
Finished,24 September 2022  11:38 AM,24 September 2022  12:14 PM,36.13,20.0
Finished,24 September 2022  12:05 PM,24 September 2022  1:01 PM,56.3,20.0
Finished,24 September 2022  12:07 PM,24 September 2022  12:36 PM,29.02,20.0
Finished,24 September 2022  12:25 PM,24 September 2022  1:23 PM,57.98,20.0
Finished,24 September 2022  12:34 PM,24 September 2022  12:54 PM,19.93,20.0
Finished,24 September 2022  12:39 PM,24 September 2022  2:39 PM,120.0,20.0
Finished,24 September 2022  12:40 PM,24 September 2022  1:36 PM,56.77,15.0
Finished,24 September 2022  12:57 PM,24 September 2022  1:45 PM,48.47,20.0
Finished,24 September 2022  1:03 PM,24 September 2022  1:36 PM,33.5,20.0
Finished,24 September 2022  1:13 PM,24 September 2022  1:59 PM,45.92,20.0
Finished,24 September 2022  1:18 PM,24 September 2022  2:14 PM,55.8,20.0
Finished,24 September 2022  1:25 PM,24 September 2022  1:36 PM,10.78,20.0
Finished,24 September 2022  1:29 PM,24 September 2022  1:54 PM,24.83,20.0
Finished,24 September 2022  1:30 PM,24 September 2022  2:35 PM,64.0,20.0
Finished,24 September 2022  1:31 PM,24 September 2022  2:10 PM,38.82,17.78
Finished,24 September 2022  1:38 PM,24 September 2022  2:06 PM,28.35,16.0
Finished,24 September 2022  1:43 PM,24 September 2022  2:29 PM,45.73,11.44
Finished,24 September 2022  1:51 PM,24 September 2022  3:01 PM,69.0,20.0
Finished,24 September 2022  1:54 PM,24 September 2022  2:04 PM,9.62,20.0
Finished,24 September 2022  1:58 PM,24 September 2022  2:31 PM,32.62,18.44
Finished,24 September 2022  1:59 PM,24 September 2022  3:05 PM,66.0,20.0
Finished,24 September 2022  2:02 PM,24 September 2022  4:02 PM,120.0,20.0
Finished,24 September 2022  2:06 PM,24 September 2022  2:46 PM,40.77,20.0
Finished,24 September 2022  2:06 PM,24 September 2022  2:47 PM,41.1,20.0
Finished,24 September 2022  2:06 PM,24 September 2022  2:25 PM,19.53,20.0
Finished,24 September 2022  2:09 PM,24 September 2022  2:45 PM,35.75,20.0
Finished,24 September 2022  2:18 PM,24 September 2022  2:46 PM,27.98,20.0
Finished,24 September 2022  2:21 PM,24 September 2022  3:07 PM,45.88,20.0
Finished,24 September 2022  2:23 PM,24 September 2022  3:05 PM,42.15,20.0
Finished,24 September 2022  2:25 PM,24 September 2022  2:46 PM,21.05,20.0
Finished,24 September 2022  2:27 PM,24 September 2022  3:23 PM,55.15,20.0
Finished,24 September 2022  2:30 PM,24 September 2022  2:59 PM,29.1,17.0
Finished,24 September 2022  2:32 PM,24 September 2022  3:36 PM,63.0,19.0
