State,Started on,Completed,Time taken,Grade/20.00
Finished,17 septembre 2021  8:32 ,17 septembre 2021  9:13 ,40.62,13.64
Finished,19 septembre 2021  9:53 ,19 septembre 2021  10:27 ,34.38,9.55
Finished,17 septembre 2021  2:56 ,17 septembre 2021  3:50 ,54.33,7.27
Finished,14 septembre 2021  7:36 ,14 septembre 2021  8:09 ,32.7,18.18
Finished,19 septembre 2021  2:59 ,19 septembre 2021  4:02 ,63.0,15.45
Finished,14 septembre 2021  3:28 ,14 septembre 2021  4:46 ,77.0,15.45
Finished,16 septembre 2021  2:22 ,16 septembre 2021  2:25 ,3.37,14.55
Finished,16 septembre 2021  11:30 ,16 septembre 2021  11:53 ,22.62,16.36
Finished,19 septembre 2021  5:04 ,19 septembre 2021  5:50 ,45.52,15.45
Finished,19 septembre 2021  11:35 ,20 septembre 2021  1:32 ,117.0,7.27
Finished,20 septembre 2021  12:13 ,20 septembre 2021  12:46 ,33.52,17.27
Finished,19 septembre 2021  12:13 ,19 septembre 2021  12:29 ,16.2,1.82
Finished,19 septembre 2021  10:28 ,20 septembre 2021  12:02 ,93.0,18.18
Finished,17 septembre 2021  5:24 ,17 septembre 2021  6:25 ,61.0,0.91
Finished,20 septembre 2021  2:41 ,20 septembre 2021  4:41 ,120.0,2.73
Finished,19 septembre 2021  12:08 ,19 septembre 2021  1:02 ,54.12,11.82
Finished,14 septembre 2021  12:22 ,14 septembre 2021  12:57 ,34.85,8.18
Finished,18 septembre 2021  7:33 ,18 septembre 2021  8:29 ,56.35,18.18
Finished,18 septembre 2021  12:27 ,18 septembre 2021  1:16 ,49.33,10.45
Finished,19 septembre 2021  3:15 ,19 septembre 2021  3:54 ,39.2,18.18
Finished,19 septembre 2021  1:04 ,19 septembre 2021  2:19 ,74.0,16.36
Finished,19 septembre 2021  3:32 ,19 septembre 2021  4:48 ,75.0,18.18
Finished,18 septembre 2021  2:13 ,18 septembre 2021  3:14 ,60.0,15.45
Finished,19 septembre 2021  9:13 ,19 septembre 2021  9:53 ,40.38,15.91
Finished,13 septembre 2021  5:07 ,13 septembre 2021  5:44 ,37.12,10.91
Finished,17 septembre 2021  10:44 ,17 septembre 2021  12:09 ,84.0,15.0
Finished,17 septembre 2021  5:56 ,17 septembre 2021  6:33 ,37.48,6.36
Finished,19 septembre 2021  10:08 ,19 septembre 2021  11:41 ,93.0,15.45
Finished,19 septembre 2021  5:04 ,19 septembre 2021  5:20 ,16.22,13.64
Finished,19 septembre 2021  4:14 ,19 septembre 2021  5:17 ,63.0,7.27
Finished,19 septembre 2021  7:09 ,19 septembre 2021  7:35 ,25.35,19.09
Finished,19 septembre 2021  11:47 ,20 septembre 2021  12:29 ,42.22,15.45
Finished,18 septembre 2021  1:57 ,18 septembre 2021  2:43 ,45.37,4.55
Finished,17 septembre 2021  4:05 ,17 septembre 2021  5:19 ,74.0,11.82
Finished,19 septembre 2021  3:10 ,19 septembre 2021  3:23 ,13.25,15.45
Finished,20 septembre 2021  3:21 ,20 septembre 2021  5:21 ,120.0,12.73
Finished,19 septembre 2021  11:39 ,19 septembre 2021  12:49 ,70.0,16.82
Finished,19 septembre 2021  11:40 ,19 septembre 2021  12:51 ,70.0,16.82
Finished,18 septembre 2021  11:36 ,18 septembre 2021  12:55 ,78.0,5.45
Finished,19 septembre 2021  9:56 ,19 septembre 2021  10:49 ,52.93,15.45
Finished,16 septembre 2021  7:16 ,16 septembre 2021  8:27 ,71.0,5.0
Finished,16 septembre 2021  2:05 ,16 septembre 2021  3:11 ,65.0,12.27
Finished,19 septembre 2021  3:10 ,19 septembre 2021  3:23 ,13.42,15.45
Finished,19 septembre 2021  8:57 ,19 septembre 2021  9:41 ,44.3,17.27
Finished,19 septembre 2021  12:57 ,19 septembre 2021  1:13 ,16.18,6.36
Finished,19 septembre 2021  4:04 ,19 septembre 2021  5:09 ,65.0,9.55
Finished,18 septembre 2021  8:32 ,18 septembre 2021  10:23 ,111.0,16.36
Finished,18 septembre 2021  5:54 ,18 septembre 2021  7:22 ,87.0,17.27
Finished,13 septembre 2021  10:56 ,14 septembre 2021  12:16 ,80.0,7.27
Finished,16 septembre 2021  1:55 ,16 septembre 2021  3:10 ,74.0,11.82
Finished,18 septembre 2021  12:01 ,18 septembre 2021  1:33 ,91.0,15.91
Finished,16 septembre 2021  8:02 ,16 septembre 2021  9:01 ,59.4,10.0
Finished,17 septembre 2021  8:31 ,17 septembre 2021  10:28 ,116.0,11.82
Finished,19 septembre 2021  8:21 ,19 septembre 2021  9:24 ,63.0,18.18
Finished,13 septembre 2021  8:56 ,13 septembre 2021  10:03 ,67.0,16.36
Finished,18 septembre 2021  8:17 ,18 septembre 2021  8:40 ,23.45,15.45
Finished,19 septembre 2021  11:02 ,19 septembre 2021  11:28 ,25.33,14.55
Finished,20 septembre 2021  1:00 ,20 septembre 2021  1:34 ,34.02,16.36
Finished,19 septembre 2021  8:02 ,19 septembre 2021  8:54 ,52.43,7.27
Finished,19 septembre 2021  1:10 ,19 septembre 2021  1:53 ,43.58,18.18
Finished,15 septembre 2021  10:45 ,16 septembre 2021  12:12 ,86.0,8.18
Finished,18 septembre 2021  12:39 ,18 septembre 2021  1:01 ,21.78,12.27
Finished,20 septembre 2021  12:15 ,20 septembre 2021  12:50 ,34.95,13.64
Finished,17 septembre 2021  8:21 ,17 septembre 2021  10:12 ,111.0,15.0
Finished,16 septembre 2021  4:18 ,16 septembre 2021  6:03 ,105.0,9.09
Finished,19 septembre 2021  7:28 ,19 septembre 2021  8:53 ,85.0,15.45
Finished,14 septembre 2021  8:51 ,14 septembre 2021  10:36 ,105.0,14.09
Finished,19 septembre 2021  5:59 ,19 septembre 2021  7:33 ,94.0,18.18
Finished,17 septembre 2021  9:44 ,17 septembre 2021  11:01 ,77.0,7.27
Finished,20 septembre 2021  12:17 ,20 septembre 2021  1:08 ,50.7,16.36
Finished,17 septembre 2021  9:25 ,17 septembre 2021  11:02 ,97.0,15.91
Finished,20 septembre 2021  7:45 ,20 septembre 2021  8:46 ,61.0,15.45
Finished,16 septembre 2021  4:23 ,16 septembre 2021  5:48 ,84.0,12.73
Finished,19 septembre 2021  7:08 ,19 septembre 2021  9:08 ,120.0,11.82
Finished,18 septembre 2021  2:16 ,18 septembre 2021  3:18 ,61.0,16.36
Finished,19 septembre 2021  5:49 ,19 septembre 2021  5:55 ,6.05,15.0
Finished,19 septembre 2021  11:35 ,20 septembre 2021  1:30 ,115.0,7.27
Finished,19 septembre 2021  8:11 ,19 septembre 2021  8:35 ,23.38,16.36
Finished,14 septembre 2021  2:52 ,14 septembre 2021  4:52 ,120.0,14.09
Finished,19 septembre 2021  6:43 ,19 septembre 2021  7:48 ,65.0,18.18
Finished,19 septembre 2021  11:02 ,19 septembre 2021  11:28 ,25.35,14.55
Finished,18 septembre 2021  2:32 ,18 septembre 2021  3:00 ,27.5,15.45
Finished,20 septembre 2021  2:29 ,20 septembre 2021  3:11 ,42.35,4.55
Finished,19 septembre 2021  11:28 ,20 septembre 2021  12:40 ,72.0,15.45
Finished,19 septembre 2021  11:07 ,20 septembre 2021  12:19 ,71.0,15.45
Finished,20 septembre 2021  12:02 ,20 septembre 2021  1:01 ,58.7,13.64
Finished,14 septembre 2021  3:32 ,14 septembre 2021  5:07 ,95.0,5.45
Finished,19 septembre 2021  12:51 ,19 septembre 2021  2:07 ,76.0,16.36
Finished,18 septembre 2021  6:56 ,18 septembre 2021  8:56 ,119.0,7.27
Finished,19 septembre 2021  9:54 ,19 septembre 2021  10:41 ,47.33,16.82
Finished,17 septembre 2021  3:15 ,17 septembre 2021  4:02 ,46.1,17.27
Finished,18 septembre 2021  11:30 ,18 septembre 2021  12:06 ,36.03,16.82
Finished,18 septembre 2021  2:07 ,18 septembre 2021  2:17 ,9.8,13.64
Finished,17 septembre 2021  3:12 ,17 septembre 2021  4:15 ,62.0,7.27
Finished,19 septembre 2021  11:39 ,19 septembre 2021  11:44 ,5.07,15.45
Finished,17 septembre 2021  4:29 ,17 septembre 2021  6:23 ,114.0,3.64
Finished,18 septembre 2021  10:55 ,18 septembre 2021  12:23 ,87.0,12.73
Finished,18 septembre 2021  5:51 ,18 septembre 2021  6:31 ,40.18,12.73
Finished,19 septembre 2021  4:53 ,19 septembre 2021  5:06 ,13.55,11.82
Finished,20 septembre 2021  8:36 ,20 septembre 2021  9:30 ,54.45,9.09
Finished,18 septembre 2021  9:16 ,18 septembre 2021  9:41 ,25.02,15.45
Finished,19 septembre 2021  9:57 ,19 septembre 2021  11:41 ,103.0,12.73
Finished,16 septembre 2021  1:46 ,16 septembre 2021  3:14 ,87.0,14.55
Finished,19 septembre 2021  9:51 ,19 septembre 2021  10:19 ,28.52,16.82
Finished,18 septembre 2021  1:30 ,18 septembre 2021  2:05 ,34.45,16.36
Finished,19 septembre 2021  4:16 ,19 septembre 2021  5:20 ,63.0,17.27
Finished,17 septembre 2021  10:27 ,17 septembre 2021  12:22 ,114.0,8.18
Finished,17 septembre 2021  2:42 ,17 septembre 2021  3:08 ,25.78,17.27
Finished,19 septembre 2021  2:18 ,19 septembre 2021  3:41 ,82.0,10.91
Finished,16 septembre 2021  4:37 ,16 septembre 2021  5:22 ,44.42,15.0
Finished,15 septembre 2021  10:45 ,15 septembre 2021  12:13 ,88.0,14.55
Finished,18 septembre 2021  11:46 ,18 septembre 2021  12:38 ,51.78,14.09
Finished,16 septembre 2021  5:22 ,16 septembre 2021  6:25 ,62.0,16.82
Finished,16 septembre 2021  8:08 ,16 septembre 2021  9:45 ,97.0,17.27
Finished,13 septembre 2021  4:43 ,13 septembre 2021  6:43 ,120.0,6.36
Finished,19 septembre 2021  3:07 ,19 septembre 2021  4:56 ,108.0,15.45
Finished,19 septembre 2021  4:23 ,19 septembre 2021  5:40 ,76.0,8.18
Finished,19 septembre 2021  8:10 ,19 septembre 2021  9:01 ,51.53,17.73
Finished,14 septembre 2021  12:11 ,14 septembre 2021  2:11 ,120.0,7.27
Finished,19 septembre 2021  6:36 ,19 septembre 2021  8:05 ,88.0,6.82
Finished,18 septembre 2021  5:40 ,18 septembre 2021  7:35 ,114.0,16.36
Finished,14 septembre 2021  10:53 ,14 septembre 2021  11:46 ,53.12,13.64
Finished,19 septembre 2021  6:49 ,19 septembre 2021  7:37 ,47.58,15.45
Finished,19 septembre 2021  10:58 ,19 septembre 2021  12:40 ,102.0,10.0
Finished,19 septembre 2021  8:13 ,19 septembre 2021  9:29 ,75.0,17.27
Finished,18 septembre 2021  7:58 ,18 septembre 2021  9:58 ,120.0,2.27
Finished,20 septembre 2021  6:51 ,20 septembre 2021  6:59 ,7.77,15.45
Finished,20 septembre 2021  3:17 ,20 septembre 2021  5:00 ,103.0,15.45
Finished,19 septembre 2021  4:21 ,19 septembre 2021  5:17 ,55.3,18.18
Finished,19 septembre 2021  4:45 ,19 septembre 2021  5:21 ,35.97,11.82
Finished,19 septembre 2021  11:11 ,19 septembre 2021  11:53 ,41.13,10.0
Finished,19 septembre 2021  10:26 ,19 septembre 2021  11:32 ,66.0,10.0
Finished,17 septembre 2021  12:34 ,17 septembre 2021  1:22 ,47.2,16.36
Finished,17 septembre 2021  10:46 ,17 septembre 2021  11:37 ,51.07,2.73
Finished,18 septembre 2021  12:06 ,18 septembre 2021  12:58 ,52.0,19.09
Finished,19 septembre 2021  3:31 ,19 septembre 2021  5:21 ,109.0,10.0
Finished,18 septembre 2021  10:45 ,18 septembre 2021  11:39 ,54.37,11.82
Finished,20 septembre 2021  10:17 ,20 septembre 2021  10:22 ,5.22,6.36
Finished,15 septembre 2021  5:14 ,15 septembre 2021  5:40 ,25.88,15.45
Finished,19 septembre 2021  9:31 ,19 septembre 2021  10:40 ,68.0,16.36
Finished,16 septembre 2021  2:48 ,16 septembre 2021  3:20 ,31.53,18.64
Finished,18 septembre 2021  10:15 ,18 septembre 2021  11:16 ,61.0,3.64
Finished,20 septembre 2021  12:04 ,20 septembre 2021  1:37 ,93.0,12.73
Finished,18 septembre 2021  8:46 ,18 septembre 2021  10:25 ,98.0,15.45
Finished,16 septembre 2021  10:21 ,16 septembre 2021  10:57 ,36.57,11.82
Finished,13 septembre 2021  3:56 ,13 septembre 2021  5:56 ,120.0,7.73
Finished,18 septembre 2021  8:16 ,18 septembre 2021  9:40 ,83.0,8.18
Finished,20 septembre 2021  4:42 ,20 septembre 2021  5:39 ,56.93,14.09
Finished,17 septembre 2021  7:26 ,17 septembre 2021  7:50 ,23.7,15.91
Finished,20 septembre 2021  9:35 ,20 septembre 2021  10:21 ,46.27,4.55
Finished,18 septembre 2021  5:56 ,18 septembre 2021  6:50 ,54.62,5.45
Finished,19 septembre 2021  9:52 ,19 septembre 2021  10:40 ,48.03,15.45
Finished,19 septembre 2021  10:05 ,20 septembre 2021  12:05 ,120.0,0.0
Finished,19 septembre 2021  10:10 ,19 septembre 2021  11:47 ,96.0,7.27
Finished,19 septembre 2021  9:03 ,19 septembre 2021  10:52 ,109.0,11.82
Finished,18 septembre 2021  3:05 ,18 septembre 2021  3:51 ,46.32,12.73
Finished,13 septembre 2021  4:24 ,13 septembre 2021  5:02 ,38.12,10.91
Finished,18 septembre 2021  9:27 ,18 septembre 2021  10:13 ,45.95,14.55
Finished,25 septembre 2021  5:58 ,25 septembre 2021  6:39 ,41.57,19.0
Finished,26 septembre 2021  6:33 ,26 septembre 2021  6:52 ,18.72,16.0
Finished,26 septembre 2021  11:33 ,27 septembre 2021  12:31 ,57.25,20.0
Finished,26 septembre 2021  8:44 ,26 septembre 2021  9:09 ,24.93,17.0
Finished,26 septembre 2021  10:02 ,26 septembre 2021  11:01 ,58.7,16.0
Finished,26 septembre 2021  10:25 ,26 septembre 2021  11:03 ,37.52,20.0
Finished,25 septembre 2021  1:03 ,25 septembre 2021  1:29 ,26.02,20.0
Finished,26 septembre 2021  9:38 ,26 septembre 2021  10:28 ,49.62,19.44
Finished,26 septembre 2021  1:24 ,26 septembre 2021  2:12 ,47.25,20.0
Finished,26 septembre 2021  3:41 ,26 septembre 2021  4:21 ,39.68,17.0
Finished,26 septembre 2021  9:22 ,26 septembre 2021  10:08 ,45.73,20.0
Finished,27 septembre 2021  3:53 ,27 septembre 2021  5:49 ,115.0,19.0
Finished,25 septembre 2021  9:36 ,25 septembre 2021  10:10 ,33.82,20.0
Finished,26 septembre 2021  3:13 ,26 septembre 2021  3:41 ,28.53,20.0
Finished,26 septembre 2021  10:23 ,26 septembre 2021  10:59 ,36.35,20.0
Finished,21 septembre 2021  11:29 ,21 septembre 2021  11:48 ,18.67,16.0
Finished,25 septembre 2021  5:45 ,25 septembre 2021  6:53 ,68.0,19.0
Finished,27 septembre 2021  8:33 ,27 septembre 2021  8:57 ,24.0,13.44
Finished,26 septembre 2021  3:45 ,26 septembre 2021  4:42 ,56.98,19.0
Finished,26 septembre 2021  9:58 ,26 septembre 2021  10:37 ,38.83,20.0
Finished,26 septembre 2021  1:16 ,26 septembre 2021  2:01 ,44.55,20.0
Finished,27 septembre 2021  10:32 ,27 septembre 2021  11:02 ,29.17,17.0
Finished,26 septembre 2021  11:13 ,26 septembre 2021  11:30 ,17.37,20.0
Finished,26 septembre 2021  10:52 ,27 septembre 2021  12:04 ,71.0,20.0
Finished,25 septembre 2021  6:09 ,25 septembre 2021  7:22 ,72.0,20.0
Finished,27 septembre 2021  8:54 ,27 septembre 2021  9:39 ,45.38,19.44
Finished,26 septembre 2021  11:31 ,26 septembre 2021  11:59 ,28.38,10.78
Finished,25 septembre 2021  2:42 ,25 septembre 2021  4:17 ,94.0,19.0
Finished,26 septembre 2021  9:38 ,26 septembre 2021  10:38 ,60.0,14.0
Finished,25 septembre 2021  1:28 ,25 septembre 2021  2:15 ,47.78,13.78
Finished,26 septembre 2021  11:14 ,26 septembre 2021  11:47 ,33.13,20.0
Finished,27 septembre 2021  12:26 ,27 septembre 2021  12:54 ,28.1,20.0
Finished,26 septembre 2021  7:08 ,26 septembre 2021  7:45 ,36.7,8.11
Finished,24 septembre 2021  4:37 ,24 septembre 2021  5:03 ,26.23,20.0
Finished,26 septembre 2021  3:15 ,26 septembre 2021  4:00 ,45.6,7.67
Finished,27 septembre 2021  10:59 ,27 septembre 2021  11:12 ,12.08,20.0
Finished,27 septembre 2021  11:08 ,27 septembre 2021  11:16 ,7.98,17.89
Finished,23 septembre 2021  5:28 ,23 septembre 2021  6:16 ,47.72,17.0
Finished,25 septembre 2021  11:07 ,25 septembre 2021  12:02 ,54.1,20.0
Finished,26 septembre 2021  4:36 ,26 septembre 2021  5:43 ,66.0,8.44
Finished,25 septembre 2021  8:06 ,25 septembre 2021  8:39 ,33.57,20.0
Finished,23 septembre 2021  10:08 ,23 septembre 2021  10:38 ,29.65,20.0
Finished,26 septembre 2021  3:48 ,26 septembre 2021  5:39 ,110.0,12.67
Finished,25 septembre 2021  6:33 ,25 septembre 2021  7:31 ,57.58,15.56
Finished,26 septembre 2021  7:34 ,26 septembre 2021  9:09 ,95.0,13.0
Finished,25 septembre 2021  5:02 ,25 septembre 2021  5:20 ,18.42,20.0
Finished,25 septembre 2021  6:22 ,25 septembre 2021  7:10 ,48.03,20.0
Finished,22 septembre 2021  9:14 ,22 septembre 2021  9:40 ,25.13,20.0
Finished,27 septembre 2021  11:00 ,27 septembre 2021  11:17 ,17.62,20.0
Finished,26 septembre 2021  8:54 ,26 septembre 2021  9:28 ,33.37,9.56
Finished,26 septembre 2021  9:36 ,26 septembre 2021  10:36 ,60.0,20.0
Finished,25 septembre 2021  2:33 ,25 septembre 2021  3:16 ,43.22,14.0
Finished,27 septembre 2021  2:51 ,27 septembre 2021  4:51 ,120.0,16.0
Finished,23 septembre 2021  5:08 ,23 septembre 2021  6:04 ,56.47,15.0
Finished,27 septembre 2021  12:16 ,27 septembre 2021  12:31 ,14.77,17.78
Finished,27 septembre 2021  9:21 ,27 septembre 2021  10:18 ,57.42,19.0
Finished,26 septembre 2021  8:35 ,26 septembre 2021  9:19 ,44.65,12.0
Finished,26 septembre 2021  2:25 ,26 septembre 2021  3:36 ,70.0,20.0
Finished,23 septembre 2021  10:26 ,23 septembre 2021  11:08 ,42.43,20.0
Finished,26 septembre 2021  11:06 ,26 septembre 2021  11:36 ,30.32,16.0
Finished,21 septembre 2021  9:27 ,21 septembre 2021  10:26 ,58.92,15.0
Finished,27 septembre 2021  12:44 ,27 septembre 2021  1:05 ,20.73,15.0
Finished,22 septembre 2021  2:08 ,22 septembre 2021  2:40 ,32.8,16.0
Finished,23 septembre 2021  2:46 ,23 septembre 2021  3:18 ,31.68,20.0
Finished,26 septembre 2021  5:03 ,26 septembre 2021  5:28 ,25.2,20.0
Finished,26 septembre 2021  11:45 ,27 septembre 2021  1:02 ,76.0,18.0
Finished,26 septembre 2021  4:30 ,26 septembre 2021  5:12 ,42.15,20.0
Finished,26 septembre 2021  9:09 ,26 septembre 2021  9:31 ,22.08,11.56
Finished,26 septembre 2021  10:05 ,26 septembre 2021  10:38 ,33.53,20.0
Finished,26 septembre 2021  1:58 ,26 septembre 2021  2:33 ,34.9,15.0
Finished,26 septembre 2021  4:34 ,26 septembre 2021  4:39 ,4.87,9.0
Finished,27 septembre 2021  10:48 ,27 septembre 2021  11:22 ,33.58,8.11
Finished,26 septembre 2021  11:43 ,26 septembre 2021  12:08 ,25.33,17.0
Finished,27 septembre 2021  9:43 ,27 septembre 2021  10:32 ,49.5,20.0
Finished,26 septembre 2021  1:05 ,26 septembre 2021  1:35 ,30.1,20.0
Finished,27 septembre 2021  3:55 ,27 septembre 2021  4:44 ,49.3,20.0
Finished,26 septembre 2021  5:37 ,26 septembre 2021  6:34 ,56.2,20.0
Finished,26 septembre 2021  7:36 ,26 septembre 2021  7:59 ,22.73,17.78
Finished,26 septembre 2021  7:54 ,26 septembre 2021  9:46 ,112.0,20.0
Finished,21 septembre 2021  12:10 ,21 septembre 2021  12:33 ,23.05,20.0
Finished,26 septembre 2021  4:50 ,26 septembre 2021  6:03 ,73.0,20.0
Finished,23 septembre 2021  5:12 ,23 septembre 2021  5:37 ,25.55,14.89
Finished,26 septembre 2021  3:21 ,26 septembre 2021  3:51 ,30.22,20.0
Finished,27 septembre 2021  10:21 ,27 septembre 2021  10:29 ,7.87,20.0
Finished,25 septembre 2021  8:00 ,25 septembre 2021  8:22 ,21.78,18.0
Finished,27 septembre 2021  9:59 ,27 septembre 2021  10:54 ,54.85,20.0
Finished,26 septembre 2021  2:33 ,26 septembre 2021  2:47 ,14.5,16.0
Finished,20 septembre 2021  3:34 ,20 septembre 2021  3:57 ,23.33,20.0
Finished,27 septembre 2021  12:08 ,27 septembre 2021  12:52 ,44.22,17.44
Finished,25 septembre 2021  10:09 ,25 septembre 2021  11:06 ,56.3,18.0
Finished,26 septembre 2021  6:31 ,26 septembre 2021  6:45 ,13.52,20.0
Finished,27 septembre 2021  12:13 ,27 septembre 2021  1:01 ,47.98,19.0
Finished,26 septembre 2021  11:26 ,26 septembre 2021  12:10 ,44.68,20.0
Finished,26 septembre 2021  11:26 ,26 septembre 2021  12:23 ,57.42,20.0
Finished,26 septembre 2021  3:56 ,26 septembre 2021  4:09 ,13.6,20.0
Finished,26 septembre 2021  10:31 ,26 septembre 2021  11:22 ,50.78,16.0
Finished,26 septembre 2021  8:53 ,26 septembre 2021  9:20 ,27.12,20.0
Finished,26 septembre 2021  9:53 ,26 septembre 2021  10:19 ,26.17,20.0
Finished,26 septembre 2021  4:24 ,26 septembre 2021  4:54 ,29.78,20.0
Finished,26 septembre 2021  11:24 ,27 septembre 2021  12:13 ,48.7,20.0
Finished,26 septembre 2021  7:18 ,26 septembre 2021  9:18 ,120.0,3.89
Finished,26 septembre 2021  11:14 ,26 septembre 2021  11:51 ,36.58,20.0
Finished,23 septembre 2021  9:56 ,23 septembre 2021  10:41 ,45.47,20.0
Finished,26 septembre 2021  6:54 ,26 septembre 2021  7:04 ,9.27,20.0
Finished,25 septembre 2021  3:23 ,25 septembre 2021  4:10 ,47.65,19.0
Finished,25 septembre 2021  9:11 ,25 septembre 2021  9:49 ,38.2,20.0
Finished,26 septembre 2021  11:41 ,27 septembre 2021  1:07 ,85.0,20.0
Finished,21 septembre 2021  8:14 ,21 septembre 2021  9:04 ,49.88,20.0
Finished,24 septembre 2021  11:06 ,24 septembre 2021  11:44 ,37.6,20.0
Finished,26 septembre 2021  8:49 ,26 septembre 2021  9:31 ,41.63,20.0
Finished,26 septembre 2021  8:49 ,26 septembre 2021  9:31 ,42.15,20.0
Finished,26 septembre 2021  1:43 ,26 septembre 2021  2:51 ,68.0,20.0
Finished,24 septembre 2021  8:16 ,24 septembre 2021  9:24 ,68.0,20.0
Finished,27 septembre 2021  10:29 ,27 septembre 2021  10:48 ,19.25,15.89
Finished,27 septembre 2021  1:06 ,27 septembre 2021  1:59 ,53.03,20.0
Finished,26 septembre 2021  10:35 ,26 septembre 2021  11:30 ,54.63,16.0
Finished,24 septembre 2021  2:10 ,24 septembre 2021  2:31 ,21.55,20.0
Finished,26 septembre 2021  12:29 ,26 septembre 2021  1:31 ,61.0,19.44
Finished,26 septembre 2021  6:41 ,26 septembre 2021  7:51 ,70.0,20.0
Finished,26 septembre 2021  5:35 ,26 septembre 2021  6:24 ,48.9,16.0
Finished,26 septembre 2021  9:53 ,26 septembre 2021  10:24 ,31.33,12.44
