State,Started on,Completed,Time taken,Grade/20.00
Finished,27 September 2020  5:08 PM,27 September 2020  5:46 PM,37.43,10.59
Finished,25 September 2020  4:41 PM,25 September 2020  6:34 PM,113.0,12.35
Finished,27 September 2020  5:00 PM,27 September 2020  6:34 PM,93.0,19.41
Finished,24 September 2020  12:01 PM,24 September 2020  12:53 PM,51.67,8.82
Finished,22 September 2020  1:51 PM,22 September 2020  3:41 PM,109.0,9.41
Finished,27 September 2020  4:43 PM,27 September 2020  6:43 PM,120.0,7.65
Finished,27 September 2020  10:41 PM,27 September 2020  11:01 PM,20.07,16.47
Finished,22 September 2020  12:44 PM,22 September 2020  2:15 PM,91.0,14.71
Finished,21 September 2020  10:09 PM,21 September 2020  11:40 PM,91.0,18.82
Finished,26 September 2020  11:55 PM,27 September 2020  1:20 AM,84.0,16.47
Finished,23 September 2020  9:28 AM,23 September 2020  11:22 AM,114.0,5.88
Finished,27 September 2020  3:10 PM,27 September 2020  4:48 PM,97.0,6.47
Finished,22 September 2020  5:07 PM,22 September 2020  6:56 PM,109.0,16.47
Finished,28 September 2020  8:43 AM,28 September 2020  10:41 AM,118.0,3.53
Finished,22 September 2020  11:31 AM,22 September 2020  1:13 PM,101.0,8.24
Finished,27 September 2020  10:10 PM,27 September 2020  11:41 PM,91.0,14.71
Finished,24 September 2020  5:25 PM,24 September 2020  6:09 PM,44.23,15.29
Finished,27 September 2020  9:20 PM,27 September 2020  10:14 PM,53.65,18.24
Finished,26 September 2020  1:54 PM,26 September 2020  3:26 PM,92.0,10.59
Finished,27 September 2020  10:07 PM,27 September 2020  11:31 PM,84.0,14.71
Finished,28 September 2020  12:18 AM,28 September 2020  12:58 AM,40.38,16.47
Finished,27 September 2020  11:33 PM,28 September 2020  12:04 AM,30.3,8.82
Finished,23 September 2020  12:27 PM,23 September 2020  12:56 PM,29.15,12.35
Finished,28 September 2020  8:44 AM,28 September 2020  9:41 AM,56.87,19.41
Finished,25 September 2020  5:03 PM,25 September 2020  5:52 PM,48.87,11.76
Finished,28 September 2020  10:30 AM,28 September 2020  10:35 AM,5.38,15.29
Finished,25 September 2020  3:04 PM,25 September 2020  3:52 PM,48.38,12.94
Finished,28 September 2020  12:25 AM,28 September 2020  1:35 AM,70.0,18.82
Finished,26 September 2020  4:27 PM,26 September 2020  5:40 PM,73.0,9.41
Finished,21 September 2020  7:07 PM,21 September 2020  8:38 PM,90.0,17.06
Finished,28 September 2020  8:34 AM,28 September 2020  9:21 AM,46.85,17.65
Finished,28 September 2020  12:36 AM,28 September 2020  2:08 AM,92.0,19.41
Finished,23 September 2020  9:23 PM,23 September 2020  10:24 PM,60.0,16.47
Finished,24 September 2020  10:06 AM,24 September 2020  10:49 AM,42.78,15.29
Finished,26 September 2020  7:53 PM,26 September 2020  9:54 PM,120.0,15.29
Finished,28 September 2020  1:12 AM,28 September 2020  2:18 AM,66.0,19.41
Finished,25 September 2020  2:39 PM,25 September 2020  2:42 PM,3.67,16.47
Finished,27 September 2020  10:03 PM,27 September 2020  10:59 PM,55.98,15.88
Finished,27 September 2020  9:05 PM,27 September 2020  9:46 PM,40.33,17.65
Finished,28 September 2020  3:05 AM,28 September 2020  4:42 AM,96.0,17.06
Finished,25 September 2020  3:51 PM,25 September 2020  5:43 PM,112.0,13.53
Finished,27 September 2020  5:50 PM,27 September 2020  6:49 PM,58.8,17.06
Finished,26 September 2020  7:03 PM,26 September 2020  7:45 PM,41.98,6.47
Finished,27 September 2020  9:48 PM,27 September 2020  11:42 PM,114.0,17.65
Finished,28 September 2020  12:26 AM,28 September 2020  1:12 AM,46.08,11.76
Finished,26 September 2020  6:59 PM,26 September 2020  8:23 PM,84.0,7.65
Finished,21 September 2020  7:55 PM,21 September 2020  8:57 PM,61.0,12.94
Finished,26 September 2020  9:50 PM,26 September 2020  10:18 PM,28.1,12.94
Finished,24 September 2020  3:34 PM,24 September 2020  5:34 PM,120.0,11.76
Finished,27 September 2020  10:47 PM,27 September 2020  11:23 PM,35.8,15.88
Finished,27 September 2020  10:50 PM,28 September 2020  12:17 AM,87.0,15.29
Finished,27 September 2020  11:43 AM,27 September 2020  1:26 PM,102.0,15.88
Finished,27 September 2020  5:15 PM,27 September 2020  7:14 PM,118.0,17.65
Finished,25 September 2020  12:40 PM,25 September 2020  1:07 PM,27.15,15.29
Finished,27 September 2020  11:38 PM,27 September 2020  11:45 PM,7.55,14.71
Finished,27 September 2020  4:39 PM,27 September 2020  5:25 PM,46.77,13.53
Finished,21 September 2020  5:18 PM,21 September 2020  6:24 PM,65.0,10.59
Finished,28 September 2020  12:00 AM,28 September 2020  12:54 AM,53.82,18.82
Finished,28 September 2020  5:29 AM,28 September 2020  6:14 AM,45.0,5.88
Finished,26 September 2020  10:08 AM,26 September 2020  10:42 AM,33.83,12.35
Finished,27 September 2020  3:53 PM,27 September 2020  5:12 PM,78.0,3.53
Finished,27 September 2020  8:23 PM,27 September 2020  10:18 PM,115.0,7.65
Finished,27 September 2020  6:09 PM,27 September 2020  7:46 PM,96.0,13.53
Finished,28 September 2020  1:51 AM,28 September 2020  2:14 AM,22.33,19.41
Finished,27 September 2020  9:50 PM,27 September 2020  11:50 PM,120.0,5.29
Finished,24 September 2020  10:10 AM,24 September 2020  11:55 AM,104.0,11.76
Finished,28 September 2020  12:08 AM,28 September 2020  1:14 AM,65.0,18.82
Finished,24 September 2020  3:48 PM,24 September 2020  5:09 PM,81.0,13.53
Finished,22 September 2020  2:39 PM,22 September 2020  3:42 PM,63.0,11.18
Finished,21 September 2020  7:10 PM,21 September 2020  8:38 PM,87.0,16.47
Finished,25 September 2020  9:46 PM,25 September 2020  11:34 PM,108.0,8.24
Finished,27 September 2020  10:30 PM,27 September 2020  11:25 PM,54.75,17.65
Finished,27 September 2020  6:01 PM,27 September 2020  7:21 PM,79.0,18.82
Finished,27 September 2020  4:22 PM,27 September 2020  6:22 PM,120.0,17.65
Finished,26 September 2020  11:42 AM,26 September 2020  1:17 PM,94.0,16.47
Finished,25 September 2020  2:29 PM,25 September 2020  2:38 PM,8.75,16.47
Finished,24 September 2020  10:24 AM,24 September 2020  11:13 AM,49.08,5.88
Finished,27 September 2020  1:22 PM,27 September 2020  3:20 PM,117.0,3.53
Finished,27 September 2020  3:30 PM,27 September 2020  5:20 PM,109.0,14.71
Finished,27 September 2020  3:44 PM,27 September 2020  5:41 PM,117.0,17.65
Finished,22 September 2020  10:17 AM,22 September 2020  11:19 AM,61.0,18.82
Finished,25 September 2020  4:51 PM,25 September 2020  6:14 PM,83.0,16.47
Finished,27 September 2020  7:48 PM,27 September 2020  9:30 PM,102.0,14.12
Finished,27 September 2020  3:48 PM,27 September 2020  4:01 PM,12.2,18.82
Finished,26 September 2020  7:33 AM,26 September 2020  9:13 AM,99.0,12.35
Finished,27 September 2020  4:47 PM,27 September 2020  6:31 PM,103.0,18.24
Finished,27 September 2020  4:21 PM,27 September 2020  4:28 PM,7.25,3.53
Finished,22 September 2020  10:46 AM,22 September 2020  12:06 PM,80.0,14.12
Finished,23 September 2020  6:48 PM,23 September 2020  8:02 PM,73.0,12.35
Finished,25 September 2020  10:08 AM,25 September 2020  11:23 AM,74.0,11.18
Finished,27 September 2020  5:46 PM,27 September 2020  7:30 PM,103.0,18.82
Finished,25 September 2020  2:10 PM,25 September 2020  3:25 PM,75.0,13.53
Finished,22 September 2020  1:53 PM,22 September 2020  3:35 PM,101.0,14.12
Finished,28 September 2020  9:07 AM,28 September 2020  10:42 AM,95.0,11.76
Finished,22 September 2020  11:40 AM,22 September 2020  12:43 PM,63.0,14.71
Finished,27 September 2020  3:40 PM,27 September 2020  4:41 PM,61.0,11.18
Finished,27 September 2020  8:52 PM,27 September 2020  10:15 PM,82.0,17.06
Finished,22 September 2020  9:14 PM,22 September 2020  10:16 PM,62.0,5.29
Finished,27 September 2020  10:43 PM,28 September 2020  12:11 AM,88.0,19.41
Finished,21 September 2020  9:14 PM,21 September 2020  11:13 PM,118.0,8.82
Finished,27 September 2020  11:34 PM,28 September 2020  12:14 AM,39.87,14.12
Finished,27 September 2020  4:49 PM,27 September 2020  6:19 PM,90.0,14.12
Finished,27 September 2020  3:52 PM,27 September 2020  5:48 PM,115.0,15.29
Finished,27 September 2020  4:14 PM,27 September 2020  5:38 PM,83.0,16.47
Finished,24 September 2020  2:44 PM,24 September 2020  4:37 PM,112.0,18.82
Finished,22 September 2020  3:28 PM,22 September 2020  4:46 PM,78.0,15.29
Finished,4 October 2020  4:14 PM,4 October 2020  4:22 PM,8.07,20.0
Finished,3 October 2020  12:38 PM,3 October 2020  1:11 PM,33.47,18.89
Finished,4 October 2020  10:25 PM,5 October 2020  12:08 AM,102.0,16.0
Finished,4 October 2020  11:35 PM,5 October 2020  12:45 AM,70.0,20.0
Finished,3 October 2020  10:12 PM,3 October 2020  10:29 PM,17.48,15.0
Finished,4 October 2020  10:57 PM,4 October 2020  11:05 PM,8.52,20.0
Finished,4 October 2020  8:07 PM,4 October 2020  9:03 PM,55.38,15.0
Finished,4 October 2020  9:27 PM,4 October 2020  10:50 PM,82.0,4.33
Finished,4 October 2020  9:41 PM,4 October 2020  9:43 PM,2.28,20.0
Finished,29 September 2020  11:24 AM,29 September 2020  11:58 AM,33.83,19.0
Finished,4 October 2020  1:09 PM,4 October 2020  1:48 PM,39.73,20.0
Finished,3 October 2020  10:48 AM,3 October 2020  10:52 AM,3.55,20.0
Finished,4 October 2020  3:21 PM,4 October 2020  3:36 PM,15.28,20.0
Finished,4 October 2020  8:40 PM,4 October 2020  10:08 PM,88.0,20.0
Finished,4 October 2020  10:24 PM,4 October 2020  10:44 PM,20.38,20.0
Finished,4 October 2020  12:20 PM,4 October 2020  1:07 PM,46.6,20.0
Finished,3 October 2020  11:10 PM,3 October 2020  11:13 PM,3.4,20.0
Finished,4 October 2020  3:38 PM,4 October 2020  4:06 PM,28.7,20.0
Finished,4 October 2020  9:36 PM,4 October 2020  11:26 PM,109.0,15.0
Finished,4 October 2020  1:58 PM,4 October 2020  2:32 PM,34.52,19.0
Finished,3 October 2020  6:56 PM,3 October 2020  7:38 PM,41.78,16.0
Finished,5 October 2020  2:10 AM,5 October 2020  2:52 AM,42.08,19.0
Finished,2 October 2020  5:02 PM,2 October 2020  5:15 PM,13.88,20.0
Finished,4 October 2020  3:20 PM,4 October 2020  3:35 PM,14.45,20.0
Finished,4 October 2020  4:00 PM,4 October 2020  5:11 PM,70.0,16.44
Finished,4 October 2020  10:33 PM,4 October 2020  11:04 PM,31.05,20.0
Finished,4 October 2020  2:47 PM,4 October 2020  4:47 PM,120.0,20.0
Finished,5 October 2020  8:42 AM,5 October 2020  9:49 AM,66.0,15.0
Finished,4 October 2020  2:18 PM,4 October 2020  2:39 PM,21.33,20.0
Finished,3 October 2020  7:59 PM,3 October 2020  8:37 PM,37.75,15.0
Finished,3 October 2020  4:14 PM,3 October 2020  4:15 PM,1.6,19.0
Finished,29 September 2020  3:11 PM,29 September 2020  3:46 PM,34.37,15.0
Finished,3 October 2020  3:53 PM,3 October 2020  3:59 PM,5.8,18.0
Finished,3 October 2020  4:09 PM,3 October 2020  4:14 PM,4.37,19.0
Finished,1 October 2020  2:22 PM,1 October 2020  2:45 PM,23.48,13.89
Finished,5 October 2020  7:04 AM,5 October 2020  7:56 AM,51.22,20.0
Finished,5 October 2020  12:20 AM,5 October 2020  1:37 AM,76.0,15.0
Finished,3 October 2020  4:28 PM,3 October 2020  4:39 PM,10.95,12.78
Finished,4 October 2020  11:10 PM,4 October 2020  11:49 PM,38.92,15.0
Finished,4 October 2020  11:29 PM,4 October 2020  11:46 PM,17.93,20.0
Finished,30 September 2020  6:25 PM,30 September 2020  7:02 PM,37.3,19.44
Finished,4 October 2020  5:26 PM,4 October 2020  5:35 PM,8.3,9.56
Finished,5 October 2020  9:30 AM,5 October 2020  10:04 AM,33.57,8.56
Finished,29 September 2020  3:12 PM,29 September 2020  3:47 PM,35.02,15.0
Finished,5 October 2020  6:32 AM,5 October 2020  6:43 AM,11.12,20.0
Finished,4 October 2020  4:17 PM,4 October 2020  5:15 PM,57.47,20.0
Finished,4 October 2020  8:43 PM,4 October 2020  9:32 PM,48.75,20.0
Finished,5 October 2020  9:01 AM,5 October 2020  9:15 AM,13.23,20.0
Finished,2 October 2020  6:11 PM,2 October 2020  7:56 PM,104.0,15.0
Finished,4 October 2020  1:04 PM,4 October 2020  1:43 PM,38.93,20.0
Finished,5 October 2020  4:07 AM,5 October 2020  4:53 AM,46.8,13.44
Finished,4 October 2020  10:48 AM,4 October 2020  10:57 AM,8.37,20.0
Finished,2 October 2020  10:46 AM,2 October 2020  11:22 AM,36.3,20.0
Finished,3 October 2020  3:21 PM,3 October 2020  3:55 PM,33.08,20.0
Finished,4 October 2020  1:56 PM,4 October 2020  2:39 PM,43.55,19.0
Finished,29 September 2020  3:11 PM,29 September 2020  3:46 PM,34.42,15.0
Finished,29 October 2020  11:18 PM,29 October 2020  11:38 PM,20.35,20.0
Finished,4 October 2020  9:01 PM,4 October 2020  10:32 PM,91.0,20.0
Finished,5 October 2020  12:11 AM,5 October 2020  12:16 AM,5.05,20.0
Finished,4 October 2020  1:38 PM,4 October 2020  2:18 PM,39.92,15.0
Finished,29 September 2020  10:01 PM,29 September 2020  10:32 PM,31.0,16.0
Finished,4 October 2020  10:50 PM,4 October 2020  11:23 PM,33.1,20.0
Finished,4 October 2020  11:12 AM,4 October 2020  12:15 PM,62.0,18.0
Finished,4 October 2020  6:37 PM,4 October 2020  7:34 PM,57.52,20.0
Finished,4 October 2020  8:41 PM,4 October 2020  10:18 PM,96.0,20.0
Finished,5 October 2020  12:17 AM,5 October 2020  12:24 AM,7.18,19.0
Finished,4 October 2020  6:23 PM,4 October 2020  6:52 PM,29.32,15.0
Finished,4 October 2020  3:02 PM,4 October 2020  4:10 PM,68.0,11.89
Finished,4 October 2020  3:40 PM,4 October 2020  4:18 PM,38.35,20.0
Finished,3 October 2020  3:55 PM,3 October 2020  4:03 PM,8.0,19.0
Finished,3 October 2020  3:49 PM,3 October 2020  3:56 PM,7.02,19.0
Finished,4 October 2020  11:53 PM,5 October 2020  12:34 AM,40.53,20.0
Finished,4 October 2020  5:22 PM,4 October 2020  5:30 PM,7.57,20.0
Finished,28 September 2020  9:43 PM,28 September 2020  10:38 PM,55.33,14.0
Finished,4 October 2020  10:50 PM,4 October 2020  11:24 PM,33.68,20.0
Finished,4 October 2020  6:08 PM,4 October 2020  7:57 PM,108.0,19.0
Finished,5 October 2020  1:36 AM,5 October 2020  2:55 AM,78.0,12.33
Finished,5 October 2020  12:06 AM,5 October 2020  12:43 AM,37.53,20.0
Finished,4 October 2020  11:34 PM,5 October 2020  12:04 AM,30.48,15.0
Finished,4 October 2020  1:10 PM,4 October 2020  2:06 PM,56.1,20.0
Finished,4 October 2020  1:33 PM,4 October 2020  2:20 PM,46.35,20.0
Finished,5 October 2020  7:31 AM,5 October 2020  8:06 AM,35.58,20.0
Finished,4 October 2020  11:05 AM,4 October 2020  11:24 AM,18.65,15.0
Finished,4 October 2020  10:00 PM,4 October 2020  11:42 PM,102.0,17.44
Finished,4 October 2020  10:46 AM,4 October 2020  11:20 AM,33.85,20.0
Finished,4 October 2020  6:37 PM,4 October 2020  8:19 PM,101.0,20.0
Finished,30 September 2020  9:31 AM,30 September 2020  9:48 AM,16.45,15.0
Finished,4 October 2020  5:16 PM,4 October 2020  5:47 PM,31.5,19.44
Finished,3 October 2020  5:26 PM,3 October 2020  6:42 PM,75.0,15.44
Finished,5 October 2020  5:03 AM,5 October 2020  6:59 AM,115.0,8.56
Finished,3 October 2020  4:29 PM,3 October 2020  4:47 PM,18.05,15.0
Finished,3 October 2020  4:09 PM,3 October 2020  5:31 PM,81.0,15.0
Finished,5 October 2020  2:28 AM,5 October 2020  2:47 AM,18.92,20.0
Finished,4 October 2020  4:55 PM,4 October 2020  5:57 PM,61.0,13.33
Finished,4 October 2020  5:47 PM,4 October 2020  6:50 PM,63.0,20.0
Finished,3 October 2020  10:17 AM,3 October 2020  10:54 AM,36.6,19.44
Finished,4 October 2020  10:44 PM,5 October 2020  12:40 AM,115.0,20.0
Finished,4 October 2020  10:50 PM,4 October 2020  11:21 PM,31.08,20.0
Finished,3 October 2020  2:35 PM,3 October 2020  3:31 PM,56.35,20.0
Finished,4 October 2020  1:45 PM,4 October 2020  3:13 PM,88.0,20.0
Finished,4 October 2020  10:28 PM,4 October 2020  11:12 PM,43.85,16.0
Finished,4 October 2020  7:54 PM,4 October 2020  9:54 PM,119.0,16.0
Finished,4 October 2020  8:50 PM,4 October 2020  9:48 PM,58.23,20.0
Finished,3 October 2020  3:11 PM,3 October 2020  4:25 PM,73.0,15.56
Finished,3 October 2020  3:22 PM,3 October 2020  3:55 PM,33.03,20.0
Finished,4 October 2020  10:49 PM,4 October 2020  11:10 PM,20.6,20.0
Finished,2 October 2020  11:16 PM,2 October 2020  11:26 PM,10.75,15.0
Finished,4 October 2020  11:27 PM,5 October 2020  12:07 AM,40.08,16.0
Finished,30 September 2020  11:57 AM,30 September 2020  12:12 PM,15.2,15.0
Finished,4 October 2020  11:19 PM,5 October 2020  12:10 AM,51.17,20.0
Finished,5 October 2020  12:08 AM,5 October 2020  12:36 AM,28.07,15.0
Finished,4 October 2020  10:22 PM,4 October 2020  10:46 PM,23.53,20.0
Finished,4 October 2020  3:05 PM,4 October 2020  4:36 PM,91.0,20.0
Finished,29 September 2020  2:15 PM,29 September 2020  3:15 PM,59.47,20.0
Finished,4 October 2020  9:48 PM,4 October 2020  10:29 PM,41.02,15.0
Finished,5 October 2020  9:30 AM,5 October 2020  9:57 AM,27.97,19.0
Finished,29 September 2020  3:11 PM,29 September 2020  3:47 PM,35.3,15.0
Finished,3 October 2020  9:14 AM,3 October 2020  9:35 AM,20.28,17.0
Finished,4 October 2020  9:47 PM,4 October 2020  10:25 PM,37.25,14.44
Finished,3 October 2020  5:23 PM,3 October 2020  5:37 PM,13.58,13.89
Finished,5 October 2020  8:47 AM,5 October 2020  8:55 AM,7.58,20.0
Finished,3 October 2020  2:35 PM,3 October 2020  3:31 PM,56.43,20.0
Finished,5 October 2020  8:52 AM,5 October 2020  9:07 AM,15.42,18.0
Finished,5 October 2020  9:37 AM,5 October 2020  10:42 AM,64.0,18.89
Finished,3 October 2020  1:24 PM,3 October 2020  2:08 PM,44.72,15.56
Finished,4 October 2020  11:39 PM,5 October 2020  1:06 AM,86.0,20.0
Finished,4 October 2020  2:42 PM,4 October 2020  4:07 PM,84.0,20.0
Finished,4 October 2020  5:01 PM,4 October 2020  5:17 PM,16.03,20.0
Finished,5 October 2020  12:49 AM,5 October 2020  1:50 AM,60.0,20.0
Finished,4 October 2020  10:41 PM,4 October 2020  11:13 PM,32.3,20.0
Finished,5 October 2020  8:31 AM,5 October 2020  9:33 AM,61.0,15.0
Finished,5 October 2020  8:09 AM,5 October 2020  8:32 AM,23.42,20.0
Finished,30 September 2020  12:08 PM,30 September 2020  12:27 PM,18.72,18.0
Finished,5 October 2020  12:17 AM,5 October 2020  12:54 AM,37.48,20.0
Finished,4 October 2020  8:56 PM,4 October 2020  9:02 PM,6.37,20.0
Finished,4 October 2020  10:27 PM,4 October 2020  11:03 PM,35.98,20.0
Finished,4 October 2020  3:10 PM,4 October 2020  3:47 PM,37.07,20.0
Finished,28 September 2020  9:48 PM,28 September 2020  10:35 PM,46.72,14.0
Finished,5 October 2020  6:16 AM,5 October 2020  8:20 AM,124.0,20.0
Finished,4 October 2020  9:29 PM,4 October 2020  10:07 PM,38.18,20.0
